Gender,Age,Married,Education,Job,Employment Years,Annual Income (USD),Interest Rate,Down Payment (USD),Credit Score,Existing Monthly Debt (USD),Area,Loans Repaid,Max Loan Amount (USD)
Female,65,Yes,Master's,Engineer,44,146092.95,0.1,90891.56,631,1635.21,Suburban,4,496571.32
Male,63,Yes,Master's,Sales Manager,42,175958.03,0.05,52794.03,753,2740.5,Rural,7,833534.45
Female,52,Yes,Bachelor's,Engineer,32,107304.09,0.05,83284.58,746,673.54,Suburban,6,762848.43
Male,70,No,Master's,Software Engineer,45,168604.59,0.03,78552.68,810,3437.51,Suburban,7,853466.34
Female,29,No,Bachelor's,Teacher,2,25000.0,0.05,5000.0,765,0.0,Rural,2,196049.92
Female,71,No,Bachelor's,Banker,44,85595.66,0.04,29059.4,782,1473.59,Urban,9,420971.38
Female,57,Yes,Bachelor's,Software Engineer,33,137113.44,0.04,5000.0,785,1459.46,Urban,5,892068.39
Female,35,Yes,Master's,Teacher,14,127906.97,0.03,86927.14,802,1927.72,Suburban,4,886750.35
Male,52,No,Master's,Business Owner,29,176926.29,0.03,106404.81,809,3206.54,Urban,6,1085667.39
Male,57,No,Master's,Software Engineer,30,91623.49,0.03,95240.31,775,838.93,Urban,7,741620.73
Female,57,Yes,Bachelor's,Lawyer,33,122864.97,0.03,21976.51,806,2724.31,Urban,5,588891.99
Female,40,Yes,Master's,Accountant,14,76290.76,0.05,34715.89,753,295.22,Urban,4,539449.67
Female,58,Yes,Master's,Business Owner,31,138790.97,0.03,53004.78,842,2815.58,Rural,3,756834.47
Female,59,Yes,High School,Doctor,36,142788.59,0.06,72759.53,744,1637.83,Urban,5,771263.49
Female,63,Yes,Master's,Sales Manager,42,103145.43,0.06,55482.18,693,1458.56,Suburban,8,455261.7
Male,68,Yes,Master's,Business Owner,41,186959.92,0.03,163159.51,850,2061.74,Suburban,8,1521840.46
Male,56,Yes,PhD,Doctor,33,152825.82,0.08,53533.85,686,2236.32,Urban,4,515658.62
Male,75,Yes,Bachelor's,Software Engineer,50,131726.86,0.03,96381.11,850,1195.25,Suburban,13,1114721.3
Female,61,No,High School,Lawyer,36,112107.46,0.03,118339.33,803,1186.79,Suburban,11,891026.26
Female,46,Yes,PhD,Sales Manager,21,117043.32,0.04,14618.24,779,1381.27,Urban,1,674093.0
Male,53,Yes,Bachelor's,Teacher,31,111221.27,0.06,80185.56,695,1770.14,Urban,7,443321.07
Female,32,Yes,Master's,Freelancer,9,66390.35,0.07,15964.03,726,304.01,Rural,3,333961.98
Male,47,No,Bachelor's,Doctor,27,130248.18,0.03,5000.0,818,1058.29,Suburban,7,966567.47
Male,41,Yes,High School,Engineer,20,64650.34,0.06,54474.53,716,1340.48,Rural,3,230192.15
Female,70,Yes,Bachelor's,Nurse,45,118173.96,0.03,17328.34,830,991.56,Urban,5,950039.25
Male,56,No,Bachelor's,Freelancer,31,93795.9,0.09,31196.38,654,2260.42,Urban,5,164943.64
Female,30,Yes,Bachelor's,Retired,6,90050.16,0.08,69142.13,681,1815.81,Urban,2,274907.5
Male,47,Yes,PhD,Nurse,26,95634.74,0.04,52054.62,769,1624.24,Urban,8,501775.76
Male,52,Yes,Master's,Freelancer,33,127536.6,0.03,27634.62,839,2081.38,Rural,3,794383.3
Female,68,Yes,Master's,Freelancer,42,132896.37,0.06,92563.27,754,1497.79,Suburban,5,757029.84
Female,32,Yes,Master's,Banker,13,141272.42,0.08,79093.38,656,1636.74,Urban,1,519808.82
Female,82,Yes,High School,Nurse,50,68056.24,0.04,16099.82,812,1073.69,Suburban,8,380463.23
Male,83,No,High School,Retired,50,83864.08,0.07,26377.72,715,495.47,Suburban,4,395818.8
Male,56,Yes,Master's,Banker,38,106009.48,0.06,61860.06,744,2121.9,Urban,4,434468.83
Male,77,Yes,PhD,Business Owner,49,155885.64,0.05,68523.22,786,1644.46,Rural,6,966706.83
Male,68,Yes,High School,Business Owner,42,143107.49,0.04,113553.09,772,2769.84,Urban,6,739615.54
Female,68,Yes,Bachelor's,Teacher,44,99071.88,0.06,11655.81,723,975.11,Urban,6,435321.25
Male,29,No,Master's,Doctor,8,142536.97,0.06,45671.35,740,2547.06,Rural,1,568617.26
Female,33,Yes,Bachelor's,Sales Manager,17,129521.16,0.08,91757.93,679,1802.2,Urban,0,468810.59
Female,63,No,PhD,Business Owner,40,158621.15,0.06,102417.53,734,1379.4,Urban,2,839800.75
Female,86,Yes,Bachelor's,Software Engineer,50,138011.31,0.03,49845.19,834,1346.61,Urban,6,1094393.01
Male,28,Yes,Bachelor's,Lawyer,9,135687.67,0.07,118546.82,697,2243.7,Urban,1,520860.06
Male,58,Yes,Master's,Retired,34,49943.09,0.03,5000.0,826,692.6,Urban,7,324990.95
Male,54,Yes,High School,Retired,31,93812.11,0.1,54008.21,614,1082.2,Urban,6,248058.07
Male,72,Yes,Bachelor's,Engineer,50,98728.86,0.03,5000.0,824,1779.49,Suburban,10,558648.91
Male,64,No,PhD,Banker,38,126126.28,0.05,94750.53,754,1751.42,Urban,4,722314.68
Female,73,Yes,Master's,Sales Manager,49,143864.66,0.03,98064.81,814,1579.63,Urban,5,1145190.07
Male,73,Yes,Bachelor's,Teacher,50,130923.95,0.03,54807.33,850,1900.28,Rural,11,897985.99
Male,46,Yes,Bachelor's,Banker,18,206266.98,0.07,123298.08,694,3944.43,Urban,3,665399.71
Male,28,Yes,Master's,Lawyer,3,137624.65,0.09,9709.3,648,1830.45,Rural,1,392624.64
Female,58,No,Master's,Software Engineer,33,109777.38,0.08,44191.93,703,1983.28,Rural,1,328682.16
Female,45,No,Bachelor's,Nurse,18,78630.51,0.03,43537.51,817,1190.05,Suburban,3,503578.77
Female,34,Yes,Bachelor's,Teacher,12,83746.02,0.07,51604.17,702,974.14,Suburban,3,368109.44
Male,76,Yes,Bachelor's,Doctor,50,156458.79,0.03,73181.05,850,3376.7,Urban,12,818528.59
Female,59,Yes,Master's,Sales Manager,36,136498.69,0.03,42310.4,829,2524.28,Rural,7,740158.05
Male,62,Yes,PhD,Lawyer,40,175921.35,0.03,89763.14,832,2965.22,Urban,9,1125053.88
Male,59,No,Master's,Engineer,30,78546.39,0.04,32305.33,795,956.49,Urban,12,494975.33
Female,86,No,Master's,Software Engineer,50,110728.22,0.03,82936.77,850,778.03,Rural,11,992709.35
Female,28,No,PhD,Doctor,4,150722.26,0.05,48265.44,759,1391.15,Urban,0,905138.72
Female,60,Yes,High School,Lawyer,41,108328.06,0.04,5000.0,795,1187.38,Suburban,5,667421.97
Female,39,Yes,Bachelor's,Engineer,14,43090.63,0.07,22095.25,716,432.41,Urban,3,192869.92
Male,72,No,Bachelor's,Teacher,47,59515.47,0.07,28041.48,706,809.24,Suburban,6,225812.03
Male,51,Yes,Bachelor's,Retired,24,62650.22,0.04,22388.22,774,556.48,Rural,2,411341.19
Male,81,No,Master's,Doctor,50,194726.47,0.03,46002.65,850,3741.55,Suburban,8,1083006.91
Male,31,Yes,Bachelor's,Business Owner,7,129755.66,0.05,95196.16,774,1423.86,Urban,2,815659.34
Female,42,Yes,Bachelor's,Banker,13,121817.16,0.09,5000.0,656,1963.95,Rural,3,301904.69
Female,59,Yes,PhD,Accountant,37,92478.97,0.03,27329.26,849,1099.36,Suburban,8,680530.51
Female,51,Yes,Bachelor's,Retired,25,58592.37,0.05,5000.0,710,767.92,Urban,1,247292.89
Female,50,No,High School,Sales Manager,25,102344.43,0.06,85114.39,761,1856.09,Urban,9,480887.03
Female,52,Yes,Master's,Retired,28,150699.82,0.06,10352.17,704,2425.46,Suburban,7,532666.78
Male,76,No,Master's,Banker,50,147488.28,0.04,100739.59,803,1206.13,Urban,7,1102252.72
Male,53,Yes,High School,Software Engineer,31,130277.03,0.05,9577.91,766,2519.85,Suburban,10,521478.07
Female,48,Yes,Bachelor's,Banker,24,110707.36,0.05,97122.31,731,1551.09,Urban,4,546081.57
Female,33,Yes,High School,Retired,14,85488.47,0.03,12883.27,831,1463.9,Urban,6,510534.87
Male,49,Yes,High School,Retired,26,114750.25,0.03,56359.54,801,944.16,Suburban,7,874624.58
Female,85,Yes,PhD,Accountant,50,149854.4,0.03,47873.77,829,1884.02,Urban,6,1081998.13
Female,72,Yes,Bachelor's,Accountant,50,94029.31,0.05,43463.53,770,1216.77,Urban,8,531241.64
Female,66,No,Master's,Doctor,44,209390.59,0.03,69105.43,850,4111.98,Urban,5,1163171.12
Male,64,Yes,PhD,Doctor,44,120468.69,0.03,140450.99,822,790.62,Rural,4,1143501.73
Female,38,Yes,Bachelor's,Retired,11,102024.58,0.06,89680.28,748,1572.97,Suburban,5,536287.85
Male,64,Yes,High School,Teacher,39,153801.26,0.07,91745.51,718,2011.32,Urban,5,642025.52
Female,57,No,Bachelor's,Nurse,36,110417.12,0.04,58274.94,768,1371.94,Rural,3,662224.14
Male,58,No,PhD,Freelancer,38,123120.63,0.06,34179.93,728,1437.79,Urban,4,517295.18
Female,60,No,Master's,Banker,37,141933.54,0.04,57337.45,789,2364.86,Urban,1,763378.34
Female,72,Yes,Master's,Retired,47,57124.24,0.03,12507.76,812,907.19,Urban,6,335263.54
Male,39,No,PhD,Sales Manager,16,138898.71,0.04,52179.78,788,1644.02,Urban,1,843040.91
Female,54,Yes,Bachelor's,Doctor,29,151610.58,0.05,115715.31,753,2480.6,Suburban,3,762573.5
Female,85,No,Bachelor's,Software Engineer,50,122224.42,0.03,58004.41,850,1366.98,Urban,11,941700.19
Female,41,Yes,Master's,Engineer,14,122058.86,0.07,94102.14,686,1124.13,Suburban,1,579552.89
Male,80,Yes,Master's,Teacher,50,94794.77,0.03,83012.59,840,1815.71,Urban,8,589190.68
Male,85,Yes,Master's,Sales Manager,50,140839.42,0.03,108094.93,786,1220.8,Suburban,12,1108482.82
Male,28,No,Bachelor's,Accountant,0,51150.52,0.06,33878.17,695,894.57,Suburban,1,187813.23
Male,85,Yes,Bachelor's,Freelancer,50,126976.61,0.04,155127.38,764,1331.78,Urban,5,934418.96
Female,72,Yes,Bachelor's,Software Engineer,47,150001.91,0.06,73830.25,727,1686.52,Urban,8,677148.01
Male,77,No,Master's,Doctor,50,186663.29,0.03,143517.78,850,2797.6,Urban,9,1324728.83
Male,76,No,Bachelor's,Software Engineer,50,126520.53,0.04,46500.9,795,2724.7,Suburban,6,551826.29
Male,35,No,Master's,Lawyer,10,141641.96,0.03,74246.54,850,2299.38,Urban,3,928688.55
Male,35,Yes,Bachelor's,Doctor,14,116417.63,0.07,42552.12,711,1857.03,Suburban,1,398932.54
Female,67,Yes,Master's,Business Owner,41,168128.85,0.06,62435.86,720,2963.61,Suburban,6,601898.76
Female,56,Yes,Master's,Software Engineer,32,159466.7,0.04,81824.53,773,928.63,Suburban,8,1194440.87
Female,53,No,PhD,Freelancer,31,109360.23,0.06,53103.33,722,1728.02,Rural,3,424594.78
Male,53,No,PhD,Teacher,28,207808.69,0.05,170889.63,763,3398.86,Suburban,8,1078368.82
Female,76,Yes,High School,Doctor,50,168274.0,0.07,17770.56,711,2343.37,Urban,8,583019.08
Female,47,No,Bachelor's,Teacher,18,103937.68,0.03,8731.37,847,866.12,Suburban,11,830500.52
Female,71,No,High School,Teacher,47,118737.33,0.04,9284.61,760,1912.55,Suburban,7,587233.73
Female,70,Yes,PhD,Sales Manager,46,159367.0,0.03,102423.04,850,1594.81,Suburban,5,1299157.57
Male,76,Yes,Bachelor's,Banker,50,159220.62,0.05,109023.71,756,1471.81,Urban,8,1048527.16
Male,79,Yes,Master's,Engineer,50,112005.35,0.03,53178.61,850,1839.4,Urban,4,723828.16
Female,34,Yes,Bachelor's,Sales Manager,6,67804.03,0.05,14556.85,763,1154.69,Urban,6,321857.31
Female,59,Yes,Master's,Banker,36,114399.57,0.06,59949.85,703,1483.18,Urban,5,487884.94
Male,69,Yes,High School,Business Owner,45,135915.83,0.03,87810.2,800,1562.05,Urban,10,973280.31
Male,82,Yes,Bachelor's,Lawyer,50,151813.5,0.03,114389.72,819,2885.58,Urban,10,848727.12
Female,76,Yes,Bachelor's,Software Engineer,50,146499.68,0.06,29509.99,734,549.27,Urban,7,812616.41
Female,85,Yes,Master's,Banker,50,150452.89,0.03,79371.04,850,2195.58,Suburban,11,1045510.83
Female,45,No,Bachelor's,Nurse,20,94462.7,0.04,31550.13,775,657.42,Rural,4,711090.33
Female,86,Yes,Master's,Software Engineer,50,140009.26,0.03,45200.38,850,2500.15,Suburban,7,835887.48
Male,49,No,Bachelor's,Accountant,26,72044.22,0.04,97045.11,741,840.18,Urban,7,514028.83
Male,86,No,PhD,Business Owner,50,226285.06,0.06,141618.46,728,1400.31,Urban,6,1255394.55
Female,56,No,PhD,Accountant,35,204653.85,0.08,108877.07,692,4355.05,Urban,2,539869.13
Female,59,Yes,Master's,Nurse,38,57295.61,0.03,20053.45,833,1434.94,Suburban,10,240933.88
Male,81,No,Master's,Doctor,50,158737.17,0.03,64667.96,850,2643.39,Suburban,8,1006463.99
Male,76,Yes,PhD,Freelancer,48,133887.34,0.04,94571.14,774,2184.4,Urban,5,740025.03
Female,47,Yes,Bachelor's,Doctor,27,143346.91,0.08,117103.0,690,1834.58,Urban,3,582219.87
Male,58,No,Master's,Banker,34,162221.44,0.04,26720.96,767,2470.38,Suburban,4,876877.45
Female,70,Yes,High School,Doctor,45,166909.89,0.03,124654.62,845,1203.09,Rural,9,1488845.26
Female,68,Yes,Master's,Nurse,42,127323.22,0.06,10853.08,721,1664.96,Urban,8,487323.19
Female,35,Yes,Bachelor's,Engineer,12,118095.23,0.06,63376.65,732,1213.35,Urban,3,598680.69
Female,70,Yes,Master's,Doctor,49,159976.68,0.04,41342.24,775,1893.4,Urban,8,959927.49
Male,63,Yes,Bachelor's,Software Engineer,41,147494.11,0.04,107032.92,779,2083.9,Suburban,7,892332.24
Female,78,Yes,PhD,Business Owner,50,139871.3,0.05,82315.03,734,2709.95,Urban,14,539409.74
Male,35,Yes,Master's,Retired,8,97413.94,0.11,29558.36,598,1940.96,Suburban,2,127038.63
Female,36,Yes,PhD,Doctor,8,139673.79,0.03,44742.61,849,2582.82,Suburban,6,812505.61
Female,41,No,Bachelor's,Freelancer,13,45466.73,0.07,22299.81,706,758.69,Urban,4,163955.12
Male,73,No,Bachelor's,Nurse,50,161438.54,0.05,204416.87,774,2166.24,Suburban,8,1036253.7
Male,60,Yes,PhD,Teacher,41,162270.18,0.05,72376.13,763,2023.66,Suburban,5,921423.61
Male,85,Yes,Bachelor's,Engineer,50,105036.43,0.04,45492.51,789,1383.83,Urban,20,659971.96
Female,42,No,Master's,Lawyer,22,157491.52,0.07,167061.74,671,1775.58,Urban,1,703655.41
Male,57,Yes,PhD,Software Engineer,35,127643.37,0.03,57777.57,819,1390.1,Urban,9,989543.91
Female,57,Yes,Bachelor's,Engineer,35,74249.97,0.08,45917.66,673,1176.24,Urban,2,243010.4
Female,67,Yes,Bachelor's,Banker,40,130618.82,0.03,48597.54,812,2548.74,Suburban,10,686498.18
Female,58,Yes,Master's,Business Owner,31,192898.61,0.05,5000.0,782,3212.5,Urban,7,857388.13
Female,32,Yes,Master's,Banker,6,89908.29,0.05,70247.03,743,847.14,Urban,1,583783.92
Male,46,Yes,Bachelor's,Teacher,19,81582.16,0.03,37879.9,811,555.69,Suburban,4,685954.4
Female,75,Yes,PhD,Teacher,50,119493.73,0.04,98929.62,791,2345.87,Urban,10,624172.96
Male,69,Yes,Master's,Lawyer,45,199048.53,0.07,175677.22,730,1776.42,Urban,7,978027.69
Male,38,Yes,Master's,Accountant,17,130534.2,0.06,129827.74,715,1584.71,Rural,2,638725.32
Male,64,Yes,Master's,Freelancer,37,173305.92,0.06,101098.23,731,2103.43,Suburban,12,833307.59
Female,37,No,PhD,Business Owner,16,123880.31,0.03,5212.84,850,1311.43,Urban,3,918449.48
Male,75,Yes,Bachelor's,Lawyer,48,208361.87,0.04,23758.4,788,3943.61,Urban,5,994837.95
Female,63,Yes,Master's,Engineer,41,122894.46,0.03,108185.03,850,1765.35,Urban,10,904014.85
Male,60,Yes,Bachelor's,Sales Manager,40,118071.4,0.06,72800.08,725,1443.58,Suburban,5,547002.94
Female,51,Yes,PhD,Doctor,25,189955.21,0.03,98966.48,784,3106.69,Urban,11,1118539.47
Female,42,No,High School,Retired,15,134578.23,0.05,5000.0,768,967.33,Rural,5,832633.65
Female,56,Yes,Bachelor's,Accountant,29,68916.14,0.03,27825.51,784,1123.64,Urban,1,400975.6
Female,66,No,Bachelor's,Nurse,46,92662.94,0.04,82623.02,768,1055.55,Rural,12,617494.27
Female,54,Yes,Bachelor's,Business Owner,35,110453.24,0.06,70838.27,734,884.09,Urban,2,611567.87
Male,47,Yes,Bachelor's,Banker,22,106990.05,0.04,64200.34,791,995.21,Suburban,7,748948.88
Male,63,No,Master's,Sales Manager,38,173519.45,0.03,81852.0,809,2801.57,Urban,9,1069497.42
Female,41,No,Master's,Sales Manager,13,109148.81,0.07,75334.25,725,1717.4,Urban,5,419543.76
Male,64,No,High School,Lawyer,42,74803.27,0.03,35346.32,799,1286.74,Urban,4,431897.09
Male,76,Yes,Bachelor's,Retired,50,110252.39,0.03,37730.37,808,1226.98,Urban,8,761724.37
Male,63,Yes,High School,Banker,43,106309.05,0.12,102074.62,584,1997.35,Rural,8,217951.0
Female,64,Yes,Bachelor's,Engineer,40,96447.17,0.03,58889.51,827,1060.17,Rural,11,760604.66
Male,51,Yes,Master's,Retired,29,113257.24,0.08,87956.66,675,620.33,Rural,3,529324.97
Male,76,Yes,Bachelor's,Nurse,50,100952.69,0.07,28773.53,717,1539.43,Suburban,9,361554.5
Male,70,No,Master's,Lawyer,48,160586.91,0.03,133656.55,825,2901.79,Urban,7,1032443.48
Female,63,Yes,Bachelor's,Sales Manager,42,172229.42,0.06,137950.89,719,2555.34,Urban,6,724930.53
Female,85,Yes,Master's,Software Engineer,50,176353.82,0.03,156065.56,850,1826.91,Urban,6,1465625.41
Female,85,Yes,Bachelor's,Retired,50,60530.49,0.03,27142.17,813,988.99,Urban,5,390779.63
Male,56,Yes,PhD,Engineer,32,143909.97,0.05,89334.37,753,2163.96,Suburban,3,767157.64
Female,42,No,Bachelor's,Retired,16,122108.57,0.03,50433.34,844,2418.37,Suburban,4,683605.67
Male,66,No,Master's,Nurse,39,122334.2,0.07,57667.6,711,2500.72,Urban,4,357654.69
Female,32,No,PhD,Retired,7,94612.2,0.06,31253.32,716,1748.08,Suburban,3,313601.03
Female,73,No,Master's,Doctor,50,142491.4,0.03,47289.97,836,1822.54,Urban,8,1023227.78
Female,60,No,PhD,Accountant,33,129966.65,0.05,81922.78,757,1764.06,Urban,2,709740.15
Female,66,Yes,High School,Nurse,46,92138.09,0.06,39695.67,706,1058.66,Urban,8,407541.16
Female,72,Yes,Bachelor's,Retired,48,127572.15,0.03,27077.14,800,2426.94,Suburban,7,684664.57
Female,72,Yes,Bachelor's,Doctor,43,112667.55,0.04,35487.16,794,1843.38,Rural,8,586719.68
Male,28,No,Master's,Engineer,2,86559.12,0.06,78080.58,724,1194.5,Rural,2,397763.01
Male,74,No,PhD,Sales Manager,48,119157.99,0.03,60417.45,850,892.44,Suburban,11,1026364.71
Female,61,No,PhD,Banker,45,136430.76,0.03,48510.07,795,1420.86,Urban,9,993145.16
Female,67,No,Master's,Teacher,46,121090.2,0.03,47843.57,850,2771.52,Urban,1,587187.67
Male,84,No,PhD,Software Engineer,50,132098.57,0.03,81804.72,850,2455.12,Urban,11,804990.65
Female,35,No,PhD,Banker,11,149874.7,0.05,69370.44,769,2333.68,Suburban,5,740220.2
Male,51,Yes,Bachelor's,Freelancer,29,71167.39,0.03,24940.16,824,813.58,Urban,6,534403.5
Male,73,Yes,PhD,Banker,50,120125.86,0.03,39630.03,833,1130.93,Rural,10,887238.88
Male,81,Yes,Master's,Lawyer,50,172348.22,0.03,162377.06,825,1466.46,Suburban,10,1517845.58
Female,50,Yes,PhD,Retired,21,107076.9,0.04,5000.0,783,1751.86,Suburban,2,530169.58
Female,63,Yes,Bachelor's,Teacher,35,109272.27,0.03,24371.68,810,1393.76,Urban,5,690300.17
Female,40,Yes,Bachelor's,Teacher,18,101754.64,0.03,77691.42,838,738.99,Suburban,1,908039.04
Female,64,Yes,High School,Doctor,41,96039.1,0.08,68575.8,680,1800.18,Rural,7,309668.15
Female,73,No,Master's,Banker,48,118774.49,0.03,75089.03,850,1844.36,Urban,11,811459.96
Female,45,Yes,High School,Freelancer,19,94449.14,0.08,5000.0,665,2094.17,Urban,7,175256.38
Male,37,No,Master's,Banker,14,120736.89,0.06,15067.33,744,1216.98,Urban,4,602696.0
Female,86,Yes,Bachelor's,Teacher,50,93365.49,0.03,36129.13,850,1201.97,Urban,11,673753.82
Male,31,No,Bachelor's,Doctor,6,115384.94,0.08,42985.96,682,2389.13,Urban,1,302029.48
Female,34,No,PhD,Retired,10,156753.26,0.04,121152.75,791,944.41,Suburban,1,1276101.05
Female,63,No,Master's,Banker,45,100061.68,0.03,41560.46,850,1121.88,Rural,6,764360.29
Female,49,Yes,Bachelor's,Accountant,25,64706.77,0.05,34326.06,750,1381.0,Urban,3,260621.13
Male,70,No,Bachelor's,Software Engineer,48,110671.69,0.03,66853.82,823,1715.66,Urban,5,679383.85
Female,70,No,Bachelor's,Lawyer,47,194357.56,0.06,98360.82,717,3354.0,Urban,14,692333.41
Male,39,Yes,High School,Retired,19,91637.27,0.07,26689.16,692,632.15,Urban,2,416635.47
Male,51,Yes,High School,Nurse,29,93691.92,0.06,21699.43,727,597.64,Suburban,5,491910.65
Female,74,No,Bachelor's,Freelancer,50,130564.57,0.07,95006.49,690,1885.2,Urban,9,529500.66
Male,64,No,PhD,Nurse,46,168404.5,0.03,94346.37,812,2803.05,Suburban,6,978859.58
Female,35,Yes,Master's,Software Engineer,9,121312.72,0.05,35116.89,770,1588.49,Urban,6,637047.17
Male,47,No,Master's,Engineer,24,153459.86,0.03,120373.98,828,1289.51,Urban,5,1284770.63
Female,70,Yes,PhD,Sales Manager,40,146027.12,0.06,105448.05,734,2453.58,Urban,8,594189.67
Female,45,No,Master's,Freelancer,25,84044.16,0.09,51770.51,650,1072.62,Urban,7,276286.66
Male,52,Yes,High School,Teacher,29,136550.95,0.03,83244.12,826,1609.44,Rural,4,1051018.05
Male,77,Yes,Bachelor's,Sales Manager,50,142826.74,0.03,65004.09,777,2544.78,Urban,9,809164.54
Female,50,Yes,PhD,Teacher,21,104923.47,0.08,10430.81,658,1982.17,Suburban,6,240621.52
Female,65,Yes,Bachelor's,Software Engineer,47,141613.51,0.05,139072.0,766,2363.23,Urban,9,771915.66
Male,45,Yes,High School,Doctor,23,91748.0,0.08,26094.59,657,714.71,Rural,3,365760.65
Male,78,Yes,Master's,Nurse,50,128419.93,0.05,11770.99,749,3069.21,Suburban,6,408882.82
Female,73,Yes,Master's,Nurse,50,98791.82,0.03,108098.54,850,876.39,Suburban,8,876575.75
Male,38,Yes,Bachelor's,Business Owner,16,138687.62,0.05,62705.45,747,1109.47,Suburban,0,859423.62
Male,86,No,Master's,Freelancer,50,151658.95,0.03,90741.98,850,1603.24,Urban,12,1209298.12
Female,66,Yes,High School,Accountant,44,129460.83,0.05,74805.89,773,1288.91,Urban,9,835924.44
Female,41,Yes,Master's,Software Engineer,21,146157.66,0.07,48459.22,690,1530.85,Urban,0,615113.96
Female,75,Yes,Bachelor's,Lawyer,50,198832.16,0.03,31159.33,850,1630.53,Suburban,15,1609450.05
Female,49,Yes,Bachelor's,Freelancer,23,94016.79,0.1,33029.65,621,1468.85,Urban,5,236077.4
Female,72,Yes,Bachelor's,Nurse,44,64106.9,0.03,28254.59,806,378.62,Urban,7,572009.97
Female,65,Yes,PhD,Sales Manager,43,70417.63,0.03,20126.98,831,1351.7,Urban,4,395447.74
Male,82,No,Bachelor's,Software Engineer,50,156018.59,0.08,67557.52,697,1831.36,Suburban,10,602943.0
Male,42,Yes,Master's,Retired,20,83616.97,0.07,21976.37,726,1852.93,Urban,2,208774.23
Male,32,No,Master's,Nurse,13,63511.36,0.08,5601.09,660,1315.15,Urban,0,126445.71
Male,76,No,PhD,Accountant,49,97404.23,0.05,39901.94,740,1601.93,Urban,7,464185.93
Female,32,Yes,PhD,Doctor,8,136130.73,0.03,61560.31,807,642.25,Rural,3,1145871.55
Female,84,No,Bachelor's,Freelancer,50,74795.57,0.05,44557.72,757,881.99,Suburban,9,450862.31
Female,77,No,PhD,Retired,50,85122.35,0.07,111764.51,730,1255.29,Rural,7,399778.79
Female,69,Yes,High School,Engineer,48,134679.33,0.11,104825.45,588,2917.49,Urban,11,218333.39
Female,46,Yes,High School,Business Owner,23,113129.75,0.05,133731.61,745,1372.45,Rural,7,736146.88
Female,61,Yes,Master's,Teacher,38,133476.24,0.03,73484.85,794,1741.65,Urban,10,979514.88
Male,80,Yes,Master's,Business Owner,50,182158.48,0.03,19622.46,850,3039.02,Urban,18,1099051.33
Female,43,Yes,Bachelor's,Banker,22,112305.4,0.07,107861.7,696,1776.66,Urban,0,463895.42
Female,48,No,High School,Accountant,20,78916.83,0.08,14964.73,652,1690.09,Urban,4,156865.95
Male,72,Yes,Bachelor's,Lawyer,50,171486.95,0.1,22769.41,655,2471.62,Urban,10,439231.81
Male,59,Yes,Bachelor's,Engineer,31,96687.21,0.03,55543.25,850,1327.8,Suburban,8,696150.19
Male,80,No,PhD,Business Owner,50,166039.24,0.03,105387.06,850,1942.81,Rural,13,1285518.98
Female,81,Yes,PhD,Teacher,50,97442.55,0.03,5000.0,813,606.05,Suburban,11,824265.23
Male,46,Yes,High School,Accountant,25,68010.96,0.11,28825.44,600,1007.17,Urban,6,134347.45
Female,51,Yes,High School,Software Engineer,31,175269.14,0.03,13306.76,850,2021.12,Urban,5,1266083.53
Male,62,Yes,PhD,Banker,32,95991.46,0.03,42958.6,809,1574.6,Suburban,5,609072.43
Male,45,No,Master's,Accountant,26,84267.46,0.09,57910.57,660,1587.45,Suburban,3,229416.74
Female,84,No,Bachelor's,Doctor,50,144478.12,0.04,146807.65,775,3138.18,Urban,5,689557.84
Female,41,No,Bachelor's,Engineer,15,65853.73,0.05,10801.38,749,1015.7,Urban,4,304059.33
Male,49,Yes,Master's,Teacher,26,108642.41,0.05,16012.19,761,1959.54,Urban,3,470191.46
Female,66,No,Master's,Accountant,42,87105.07,0.04,78976.07,764,641.92,Rural,11,641721.33
Male,57,Yes,PhD,Freelancer,33,137662.84,0.03,27795.61,850,2396.46,Urban,6,819885.72
Female,39,Yes,Master's,Teacher,17,88759.57,0.03,40065.58,850,1123.29,Rural,7,650834.23
Female,76,No,High School,Engineer,46,148569.39,0.04,87394.89,792,1623.86,Suburban,6,1025392.11
Male,39,Yes,Bachelor's,Lawyer,13,118925.14,0.07,19328.76,700,2085.54,Urban,0,366678.51
Female,57,Yes,Bachelor's,Retired,38,107129.07,0.06,131134.83,748,2025.91,Urban,3,520499.34
Male,30,Yes,Bachelor's,Freelancer,0,53392.16,0.03,49353.97,809,886.07,Rural,1,340302.32
Male,82,Yes,PhD,Accountant,50,120499.68,0.05,73660.88,761,1320.04,Urban,5,745211.59
Male,67,No,Bachelor's,Retired,46,125164.5,0.03,64112.17,789,1267.08,Urban,3,906735.82
Male,59,Yes,PhD,Banker,36,160384.2,0.05,118114.81,742,1250.65,Suburban,6,1064730.15
Female,54,No,PhD,Doctor,30,185661.66,0.04,25178.38,777,2602.25,Urban,5,1058623.23
Female,55,No,High School,Teacher,32,137071.37,0.06,7440.5,724,867.03,Urban,7,692144.44
Female,45,Yes,High School,Engineer,26,79451.59,0.08,38139.26,690,771.76,Rural,1,330001.03
Male,80,Yes,Master's,Accountant,50,87443.75,0.09,113890.89,647,883.14,Urban,6,378278.67
Female,80,No,Bachelor's,Accountant,50,81502.84,0.03,40617.41,801,1472.85,Urban,12,464251.77
