year_month,ortsteil,bezirk,kiez_premium,secondary_price_per_m2_eur,new_construction_price_per_m2_eur,kaltmiete_per_m2_monthly_eur,secondary_price_per_m2_usd,n_listings_secondary,n_listings_new_construction,n_listings_rental,ecb_main_rate_pct,avg_mortgage_rate_pct
2020-04,Plänterwald,Treptow-Köpenick,medium,4162,5371,10.82,4495,119,5,23,0.0,1.1
2020-05,Plänterwald,Treptow-Köpenick,medium,4250,5276,11.05,4590,147,49,137,0.0,1.1
2020-06,Plänterwald,Treptow-Köpenick,medium,4247,5209,11.04,4587,64,18,201,0.0,1.1
2020-07,Plänterwald,Treptow-Köpenick,medium,4164,5242,10.83,4497,40,18,61,0.0,1.1
2020-08,Plänterwald,Treptow-Köpenick,medium,4287,5487,11.15,4629,111,10,44,0.0,1.1
2020-09,Plänterwald,Treptow-Köpenick,medium,4233,5145,11.01,4572,165,12,75,0.0,1.1
2020-10,Plänterwald,Treptow-Köpenick,medium,4720,5888,11.07,5097,102,47,20,0.0,1.1
2020-11,Plänterwald,Treptow-Köpenick,medium,4729,6227,11.09,5107,112,46,54,0.0,1.1
2020-12,Plänterwald,Treptow-Köpenick,medium,4825,5949,11.32,5211,18,34,182,0.0,1.1
2021-01,Plänterwald,Treptow-Köpenick,medium,4728,5917,11.09,5106,103,4,192,0.0,1.1
2021-02,Plänterwald,Treptow-Köpenick,medium,4923,5952,11.55,5316,111,29,67,0.0,1.1
2021-03,Plänterwald,Treptow-Köpenick,medium,4587,5803,10.76,4954,80,5,123,0.0,1.1
2021-04,Plänterwald,Treptow-Köpenick,medium,4796,6347,11.25,5180,20,15,48,0.0,1.1
2021-05,Plänterwald,Treptow-Köpenick,medium,4640,5826,12.21,5011,60,6,205,0.0,1.1
2021-06,Plänterwald,Treptow-Köpenick,medium,4817,6001,12.68,5203,96,36,154,0.0,1.1
2021-07,Plänterwald,Treptow-Köpenick,medium,4787,5986,12.6,5170,96,9,148,0.0,1.1
2021-08,Plänterwald,Treptow-Köpenick,medium,4720,5789,12.42,5098,179,40,93,0.0,1.1
2021-09,Plänterwald,Treptow-Köpenick,medium,4980,6234,13.1,5378,17,17,75,0.0,1.1
2021-10,Plänterwald,Treptow-Köpenick,medium,4765,6179,12.54,5146,159,26,61,0.0,1.1
2021-11,Plänterwald,Treptow-Köpenick,medium,4847,5819,12.76,5235,107,21,129,0.0,1.1
2021-12,Plänterwald,Treptow-Köpenick,medium,4875,6034,12.83,5266,32,26,192,0.0,1.1
2022-01,Plänterwald,Treptow-Köpenick,medium,5493,7081,12.97,5933,101,46,86,0.0,1.8
2022-02,Plänterwald,Treptow-Köpenick,medium,5478,6684,12.93,5917,162,29,219,0.0,1.8
2022-03,Plänterwald,Treptow-Köpenick,medium,5541,6648,13.7,5984,43,14,131,0.0,1.8
2022-04,Plänterwald,Treptow-Köpenick,medium,5374,6810,13.28,5804,20,5,146,0.0,1.8
2022-05,Plänterwald,Treptow-Köpenick,medium,5308,6614,13.12,5733,176,9,132,0.0,1.8
2022-06,Plänterwald,Treptow-Köpenick,medium,5347,6676,13.22,5774,168,31,198,0.0,1.8
2022-07,Plänterwald,Treptow-Köpenick,medium,5187,6468,13.53,5601,80,40,73,0.5,3.4
2022-08,Plänterwald,Treptow-Köpenick,medium,5167,6562,13.48,5581,176,48,29,0.5,3.4
2022-09,Plänterwald,Treptow-Köpenick,medium,5361,6984,13.98,5789,164,5,90,0.5,3.4
2022-10,Plänterwald,Treptow-Köpenick,medium,5571,7181,14.53,6017,78,40,50,2.5,3.4
2022-11,Plänterwald,Treptow-Köpenick,medium,5364,6662,13.99,5793,19,16,28,2.5,3.4
2022-12,Plänterwald,Treptow-Köpenick,medium,5305,6948,13.84,5730,95,36,40,2.5,3.4
2023-01,Plänterwald,Treptow-Köpenick,medium,5076,6261,13.93,5482,82,36,20,3.5,3.85
2023-02,Plänterwald,Treptow-Köpenick,medium,5279,6715,14.49,5702,167,7,85,3.5,3.85
2023-03,Plänterwald,Treptow-Köpenick,medium,5097,6219,13.99,5505,76,28,175,3.5,3.85
2023-04,Plänterwald,Treptow-Köpenick,medium,5146,6633,14.13,5558,171,14,102,4.0,3.85
2023-05,Plänterwald,Treptow-Köpenick,medium,5179,6333,14.22,5593,85,3,82,4.0,3.85
2023-06,Plänterwald,Treptow-Köpenick,medium,5262,6587,14.45,5683,132,48,36,4.0,3.85
2023-07,Plänterwald,Treptow-Köpenick,medium,5190,6476,14.84,5605,89,38,138,4.0,4.1
2023-08,Plänterwald,Treptow-Köpenick,medium,5128,6422,14.66,5538,114,8,77,4.0,4.1
2023-09,Plänterwald,Treptow-Köpenick,medium,5283,6867,15.1,5706,21,40,208,4.0,4.1
2023-10,Plänterwald,Treptow-Köpenick,medium,5252,6356,15.01,5672,58,10,134,4.5,4.1
2023-11,Plänterwald,Treptow-Köpenick,medium,5072,6414,14.5,5477,52,14,219,4.5,4.1
2023-12,Plänterwald,Treptow-Köpenick,medium,4987,6283,14.26,5386,161,38,164,4.5,4.1
2024-01,Plänterwald,Treptow-Köpenick,medium,5082,6167,14.82,5489,59,43,175,4.5,3.85
2024-02,Plänterwald,Treptow-Köpenick,medium,5188,6330,15.13,5603,146,26,40,4.5,3.85
2024-03,Plänterwald,Treptow-Köpenick,medium,5095,6576,14.86,5502,24,12,54,4.5,3.85
2024-04,Plänterwald,Treptow-Köpenick,medium,5343,6340,15.58,5770,129,7,217,4.5,3.85
2024-05,Plänterwald,Treptow-Köpenick,medium,5147,6575,15.01,5559,23,43,133,4.5,3.85
2024-06,Plänterwald,Treptow-Köpenick,medium,5235,6312,15.27,5654,84,7,200,4.5,3.85
2024-07,Plänterwald,Treptow-Köpenick,medium,5186,6504,15.27,5601,136,49,86,4.25,3.5
2024-08,Plänterwald,Treptow-Köpenick,medium,5264,6578,15.5,5685,102,49,113,4.25,3.5
2024-09,Plänterwald,Treptow-Köpenick,medium,5228,6430,15.4,5646,92,49,35,4.25,3.5
2024-10,Plänterwald,Treptow-Köpenick,medium,5280,6702,15.55,5702,114,36,214,4.25,3.5
2024-11,Plänterwald,Treptow-Köpenick,medium,5062,6443,14.91,5467,105,5,31,3.65,3.5
2024-12,Plänterwald,Treptow-Köpenick,medium,5228,6342,15.4,5646,130,36,201,3.65,3.5
2025-01,Plänterwald,Treptow-Köpenick,medium,5457,6917,16.22,5894,128,12,147,3.15,3.3
2025-02,Plänterwald,Treptow-Köpenick,medium,5530,6539,16.44,5972,127,7,210,3.15,3.3
2025-03,Plänterwald,Treptow-Köpenick,medium,5576,7124,16.58,6022,62,4,23,3.15,3.3
2025-04,Plänterwald,Treptow-Köpenick,medium,5399,6918,16.05,5831,73,34,167,3.15,3.3
2025-05,Plänterwald,Treptow-Köpenick,medium,5369,6959,15.96,5799,121,8,105,3.15,3.3
2025-06,Plänterwald,Treptow-Köpenick,medium,4962,6132,14.75,5359,151,11,96,3.15,3.3
2025-07,Plänterwald,Treptow-Köpenick,medium,5668,7287,17.0,6121,29,13,162,2.75,3.1
2025-08,Plänterwald,Treptow-Köpenick,medium,5543,6793,16.62,5986,33,5,123,2.75,3.1
2025-09,Plänterwald,Treptow-Köpenick,medium,5510,6807,16.52,5951,91,26,182,2.75,3.1
2025-10,Plänterwald,Treptow-Köpenick,medium,5330,6630,15.99,5757,98,15,211,2.75,3.1
2025-11,Plänterwald,Treptow-Köpenick,medium,5347,6784,16.04,5775,134,28,187,2.75,3.1
2025-12,Plänterwald,Treptow-Köpenick,medium,5343,6631,16.02,5770,69,32,172,2.75,3.1
2026-01,Plänterwald,Treptow-Köpenick,medium,5274,6740,15.82,5696,46,37,88,2.75,3.1
2026-02,Plänterwald,Treptow-Köpenick,medium,5401,6523,16.2,5833,166,7,96,2.75,3.1
2026-03,Plänterwald,Treptow-Köpenick,medium,5659,7149,16.97,6112,87,25,207,2.75,3.1
2026-04,Plänterwald,Treptow-Köpenick,medium,5340,6606,16.01,5767,67,18,101,2.75,3.1
2020-01,Baumschulenweg,Treptow-Köpenick,medium,3962,4905,11.01,4279,137,24,48,0.0,1.1
2020-02,Baumschulenweg,Treptow-Köpenick,medium,4221,5209,11.73,4559,127,16,71,0.0,1.1
2020-03,Baumschulenweg,Treptow-Köpenick,medium,3995,5047,10.27,4315,26,32,166,0.0,1.1
2020-04,Baumschulenweg,Treptow-Köpenick,medium,4053,5066,10.54,4377,72,26,165,0.0,1.1
2020-05,Baumschulenweg,Treptow-Köpenick,medium,4158,4998,10.81,4491,86,23,68,0.0,1.1
2020-06,Baumschulenweg,Treptow-Köpenick,medium,4152,4925,10.8,4484,149,26,110,0.0,1.1
2020-07,Baumschulenweg,Treptow-Köpenick,medium,4064,4794,10.57,4389,97,36,161,0.0,1.1
2020-08,Baumschulenweg,Treptow-Köpenick,medium,4094,5132,10.65,4422,115,17,218,0.0,1.1
2020-09,Baumschulenweg,Treptow-Köpenick,medium,4134,5042,10.75,4465,15,25,36,0.0,1.1
2020-10,Baumschulenweg,Treptow-Köpenick,medium,4592,5652,10.77,4959,121,37,25,0.0,1.1
2020-11,Baumschulenweg,Treptow-Köpenick,medium,4574,5712,10.73,4940,175,42,117,0.0,1.1
2020-12,Baumschulenweg,Treptow-Köpenick,medium,4294,5356,10.07,4637,61,9,208,0.0,1.1
2021-01,Baumschulenweg,Treptow-Köpenick,medium,4414,5535,10.35,4767,171,3,90,0.0,1.1
2021-02,Baumschulenweg,Treptow-Köpenick,medium,4516,5746,10.59,4877,167,21,136,0.0,1.1
2021-03,Baumschulenweg,Treptow-Köpenick,medium,4397,5265,10.31,4749,157,23,58,0.0,1.1
2021-04,Baumschulenweg,Treptow-Köpenick,medium,4489,5565,10.53,4849,153,19,60,0.0,1.1
2021-05,Baumschulenweg,Treptow-Köpenick,medium,4394,5780,11.56,4746,66,20,39,0.0,1.1
2021-06,Baumschulenweg,Treptow-Köpenick,medium,4345,5503,11.43,4692,115,30,178,0.0,1.1
2021-07,Baumschulenweg,Treptow-Köpenick,medium,4251,5134,11.19,4591,92,45,125,0.0,1.1
2021-08,Baumschulenweg,Treptow-Köpenick,medium,4491,5505,11.82,4850,136,46,176,0.0,1.1
2021-09,Baumschulenweg,Treptow-Köpenick,medium,4573,5680,12.03,4939,27,35,152,0.0,1.1
2021-10,Baumschulenweg,Treptow-Köpenick,medium,4722,5701,12.42,5100,48,41,125,0.0,1.1
2021-11,Baumschulenweg,Treptow-Köpenick,medium,4523,5718,11.9,4885,51,4,215,0.0,1.1
2021-12,Baumschulenweg,Treptow-Köpenick,medium,4519,5585,11.89,4880,171,23,25,0.0,1.1
2022-01,Baumschulenweg,Treptow-Köpenick,medium,5113,6341,12.07,5522,143,24,90,0.0,1.8
2022-02,Baumschulenweg,Treptow-Köpenick,medium,5199,6396,12.28,5615,48,10,124,0.0,1.8
2022-03,Baumschulenweg,Treptow-Köpenick,medium,5243,7011,12.96,5663,18,24,195,0.0,1.8
2022-04,Baumschulenweg,Treptow-Köpenick,medium,5114,6418,12.64,5523,26,15,54,0.0,1.8
2022-05,Baumschulenweg,Treptow-Köpenick,medium,4958,6174,12.26,5355,109,18,66,0.0,1.8
2022-06,Baumschulenweg,Treptow-Köpenick,medium,4866,6497,12.03,5256,54,38,56,0.0,1.8
2022-07,Baumschulenweg,Treptow-Köpenick,medium,5218,6591,13.61,5636,75,8,155,0.5,3.4
2022-08,Baumschulenweg,Treptow-Köpenick,medium,5143,6334,13.41,5554,134,3,170,0.5,3.4
2022-09,Baumschulenweg,Treptow-Köpenick,medium,5369,6878,14.0,5798,168,37,24,0.5,3.4
2022-10,Baumschulenweg,Treptow-Köpenick,medium,5082,6444,13.26,5489,153,20,206,2.5,3.4
2022-11,Baumschulenweg,Treptow-Köpenick,medium,4970,6226,12.96,5367,22,36,205,2.5,3.4
2022-12,Baumschulenweg,Treptow-Köpenick,medium,5027,6693,13.11,5430,158,4,198,2.5,3.4
2023-01,Baumschulenweg,Treptow-Köpenick,medium,4929,6423,13.53,5323,101,25,125,3.5,3.85
2023-02,Baumschulenweg,Treptow-Köpenick,medium,5109,6381,14.03,5518,29,32,154,3.5,3.85
2023-03,Baumschulenweg,Treptow-Köpenick,medium,5007,5975,13.74,5407,159,25,71,3.5,3.85
2023-04,Baumschulenweg,Treptow-Köpenick,medium,5059,6427,13.89,5464,23,36,163,4.0,3.85
2023-05,Baumschulenweg,Treptow-Köpenick,medium,4949,6168,13.58,5344,150,45,187,4.0,3.85
2023-06,Baumschulenweg,Treptow-Köpenick,medium,4939,6026,13.56,5334,117,42,137,4.0,3.85
2023-07,Baumschulenweg,Treptow-Köpenick,medium,4904,5973,14.02,5296,42,20,107,4.0,4.1
2023-08,Baumschulenweg,Treptow-Köpenick,medium,4951,6341,14.15,5348,22,17,20,4.0,4.1
2023-09,Baumschulenweg,Treptow-Köpenick,medium,4889,6230,13.98,5281,103,45,67,4.0,4.1
2023-10,Baumschulenweg,Treptow-Köpenick,medium,4912,6255,14.04,5305,56,8,42,4.5,4.1
2023-11,Baumschulenweg,Treptow-Köpenick,medium,4694,5671,13.42,5070,91,37,164,4.5,4.1
2023-12,Baumschulenweg,Treptow-Köpenick,medium,4742,6043,13.55,5121,166,29,109,4.5,4.1
2024-01,Baumschulenweg,Treptow-Köpenick,medium,4687,5798,13.67,5062,52,21,59,4.5,3.85
2024-02,Baumschulenweg,Treptow-Köpenick,medium,5040,6175,14.7,5443,20,23,125,4.5,3.85
2024-03,Baumschulenweg,Treptow-Köpenick,medium,4792,6083,13.98,5175,19,13,33,4.5,3.85
2024-04,Baumschulenweg,Treptow-Köpenick,medium,4693,5961,13.69,5069,16,3,79,4.5,3.85
2024-05,Baumschulenweg,Treptow-Köpenick,medium,4588,5658,13.38,4955,112,30,156,4.5,3.85
2024-06,Baumschulenweg,Treptow-Köpenick,medium,4874,5774,14.21,5263,154,11,174,4.5,3.85
2024-07,Baumschulenweg,Treptow-Köpenick,medium,4844,6162,14.27,5231,146,8,78,4.25,3.5
2024-08,Baumschulenweg,Treptow-Köpenick,medium,5119,6264,15.08,5529,161,43,180,4.25,3.5
2024-09,Baumschulenweg,Treptow-Köpenick,medium,4957,6199,14.6,5353,88,46,189,4.25,3.5
2024-10,Baumschulenweg,Treptow-Köpenick,medium,4997,6245,14.72,5397,75,35,111,4.25,3.5
2024-11,Baumschulenweg,Treptow-Köpenick,medium,4904,6277,14.44,5296,84,24,66,3.65,3.5
2024-12,Baumschulenweg,Treptow-Köpenick,medium,4906,6034,14.45,5299,150,7,130,3.65,3.5
2025-01,Baumschulenweg,Treptow-Köpenick,medium,5136,6123,15.27,5547,65,7,147,3.15,3.3
2025-02,Baumschulenweg,Treptow-Köpenick,medium,5027,6024,14.94,5429,153,6,180,3.15,3.3
2025-03,Baumschulenweg,Treptow-Köpenick,medium,5115,6505,15.21,5524,116,45,210,3.15,3.3
2025-04,Baumschulenweg,Treptow-Köpenick,medium,5041,6622,14.99,5445,129,32,91,3.15,3.3
2025-05,Baumschulenweg,Treptow-Köpenick,medium,5080,6096,15.1,5486,117,13,109,3.15,3.3
2025-06,Baumschulenweg,Treptow-Köpenick,medium,4966,5953,14.76,5363,88,4,168,3.15,3.3
2025-07,Baumschulenweg,Treptow-Köpenick,medium,5228,6724,15.68,5647,177,3,197,2.75,3.1
2025-08,Baumschulenweg,Treptow-Köpenick,medium,4938,6161,14.81,5333,158,42,61,2.75,3.1
2025-09,Baumschulenweg,Treptow-Köpenick,medium,5254,6791,15.76,5675,83,49,42,2.75,3.1
2025-10,Baumschulenweg,Treptow-Köpenick,medium,5386,6771,16.15,5817,140,12,144,2.75,3.1
2025-11,Baumschulenweg,Treptow-Köpenick,medium,5167,6539,15.5,5580,172,29,183,2.75,3.1
2025-12,Baumschulenweg,Treptow-Köpenick,medium,5155,6358,15.46,5567,81,36,83,2.75,3.1
2026-01,Baumschulenweg,Treptow-Köpenick,medium,5003,6164,15.0,5403,140,37,106,2.75,3.1
2026-02,Baumschulenweg,Treptow-Köpenick,medium,4850,6207,14.55,5238,161,8,124,2.75,3.1
2026-03,Baumschulenweg,Treptow-Köpenick,medium,5450,6789,16.34,5885,27,23,58,2.75,3.1
2026-04,Baumschulenweg,Treptow-Köpenick,medium,5279,6705,15.83,5701,131,11,60,2.75,3.1
2020-01,Köpenick (Ort),Treptow-Köpenick,medium,4198,5430,11.66,4534,47,23,209,0.0,1.1
2020-02,Köpenick (Ort),Treptow-Köpenick,medium,4118,5097,11.44,4448,67,16,20,0.0,1.1
2020-03,Köpenick (Ort),Treptow-Köpenick,medium,4183,5142,10.75,4517,94,26,24,0.0,1.1
2020-04,Köpenick (Ort),Treptow-Köpenick,medium,4083,5081,10.62,4410,97,42,135,0.0,1.1
2020-05,Köpenick (Ort),Treptow-Köpenick,medium,4063,5236,10.56,4388,48,7,99,0.0,1.1
2020-06,Köpenick (Ort),Treptow-Köpenick,medium,4028,5080,10.47,4350,174,16,178,0.0,1.1
2020-07,Köpenick (Ort),Treptow-Köpenick,medium,4251,5493,11.05,4591,162,24,106,0.0,1.1
2020-08,Köpenick (Ort),Treptow-Köpenick,medium,4040,4870,10.51,4363,124,32,177,0.0,1.1
2020-09,Köpenick (Ort),Treptow-Köpenick,medium,4070,4976,10.58,4396,68,36,122,0.0,1.1
2020-10,Köpenick (Ort),Treptow-Köpenick,medium,4498,5616,10.55,4858,172,22,84,0.0,1.1
2020-11,Köpenick (Ort),Treptow-Köpenick,medium,4590,6006,10.77,4958,159,39,135,0.0,1.1
2020-12,Köpenick (Ort),Treptow-Köpenick,medium,4617,5539,10.83,4986,89,38,38,0.0,1.1
2021-01,Köpenick (Ort),Treptow-Köpenick,medium,4660,6014,10.93,5033,86,40,113,0.0,1.1
2021-02,Köpenick (Ort),Treptow-Köpenick,medium,4654,5430,10.92,5026,41,41,126,0.0,1.1
2021-03,Köpenick (Ort),Treptow-Köpenick,medium,4491,5382,10.53,4850,149,21,156,0.0,1.1
2021-04,Köpenick (Ort),Treptow-Köpenick,medium,4421,5615,10.37,4774,167,25,182,0.0,1.1
2021-05,Köpenick (Ort),Treptow-Köpenick,medium,4527,5827,11.91,4889,161,44,197,0.0,1.1
2021-06,Köpenick (Ort),Treptow-Köpenick,medium,4610,5511,12.13,4979,67,38,162,0.0,1.1
2021-07,Köpenick (Ort),Treptow-Köpenick,medium,4697,6035,12.36,5073,51,26,169,0.0,1.1
2021-08,Köpenick (Ort),Treptow-Köpenick,medium,4488,5530,11.81,4847,151,18,21,0.0,1.1
2021-09,Köpenick (Ort),Treptow-Köpenick,medium,4579,5632,12.05,4945,128,36,28,0.0,1.1
2021-10,Köpenick (Ort),Treptow-Köpenick,medium,4491,5521,11.82,4851,19,12,40,0.0,1.1
2021-11,Köpenick (Ort),Treptow-Köpenick,medium,4646,5623,12.23,5018,44,37,28,0.0,1.1
2021-12,Köpenick (Ort),Treptow-Köpenick,medium,4581,5443,12.05,4948,115,36,203,0.0,1.1
2022-01,Köpenick (Ort),Treptow-Köpenick,medium,5130,6410,12.11,5540,136,22,208,0.0,1.8
2022-02,Köpenick (Ort),Treptow-Köpenick,medium,5091,6465,12.02,5498,114,37,167,0.0,1.8
2022-03,Köpenick (Ort),Treptow-Köpenick,medium,5265,6884,13.02,5686,68,7,82,0.0,1.8
2022-04,Köpenick (Ort),Treptow-Köpenick,medium,5103,6510,12.62,5512,17,44,88,0.0,1.8
2022-05,Köpenick (Ort),Treptow-Köpenick,medium,5191,6938,12.83,5606,78,32,135,0.0,1.8
2022-06,Köpenick (Ort),Treptow-Köpenick,medium,5196,6630,12.85,5611,84,20,123,0.0,1.8
2022-07,Köpenick (Ort),Treptow-Köpenick,medium,4934,6349,12.87,5328,46,34,214,0.5,3.4
2022-08,Köpenick (Ort),Treptow-Köpenick,medium,5194,6400,13.55,5609,110,40,219,0.5,3.4
2022-09,Köpenick (Ort),Treptow-Köpenick,medium,5304,6816,13.83,5728,142,3,25,0.5,3.4
2022-10,Köpenick (Ort),Treptow-Köpenick,medium,5166,6540,13.47,5579,140,20,103,2.5,3.4
2022-11,Köpenick (Ort),Treptow-Köpenick,medium,5037,6418,13.14,5440,45,46,193,2.5,3.4
2022-12,Köpenick (Ort),Treptow-Köpenick,medium,5092,6499,13.28,5499,178,45,95,2.5,3.4
2023-01,Köpenick (Ort),Treptow-Köpenick,medium,5087,6275,13.96,5493,148,28,94,3.5,3.85
2023-02,Köpenick (Ort),Treptow-Köpenick,medium,5010,6058,13.75,5410,179,26,53,3.5,3.85
2023-03,Köpenick (Ort),Treptow-Köpenick,medium,4876,5761,13.38,5266,61,40,160,3.5,3.85
2023-04,Köpenick (Ort),Treptow-Köpenick,medium,4884,6404,13.41,5275,113,33,192,4.0,3.85
2023-05,Köpenick (Ort),Treptow-Köpenick,medium,5030,6303,13.81,5433,65,10,30,4.0,3.85
2023-06,Köpenick (Ort),Treptow-Köpenick,medium,5076,6250,13.93,5482,154,32,64,4.0,3.85
2023-07,Köpenick (Ort),Treptow-Köpenick,medium,4946,6160,14.14,5342,141,34,212,4.0,4.1
2023-08,Köpenick (Ort),Treptow-Köpenick,medium,4805,5975,13.73,5189,31,23,82,4.0,4.1
2023-09,Köpenick (Ort),Treptow-Köpenick,medium,5212,6276,14.9,5628,177,48,34,4.0,4.1
2023-10,Köpenick (Ort),Treptow-Köpenick,medium,5043,6411,14.42,5447,50,24,203,4.5,4.1
2023-11,Köpenick (Ort),Treptow-Köpenick,medium,5227,6567,14.94,5645,109,10,154,4.5,4.1
2023-12,Köpenick (Ort),Treptow-Köpenick,medium,4794,5763,13.7,5177,41,46,63,4.5,4.1
2024-01,Köpenick (Ort),Treptow-Köpenick,medium,4844,6003,14.13,5231,102,28,187,4.5,3.85
2024-02,Köpenick (Ort),Treptow-Köpenick,medium,4985,6034,14.54,5384,151,28,210,4.5,3.85
2024-03,Köpenick (Ort),Treptow-Köpenick,medium,4762,5975,13.89,5143,163,27,185,4.5,3.85
2024-04,Köpenick (Ort),Treptow-Köpenick,medium,4932,6101,14.38,5326,103,28,96,4.5,3.85
2024-05,Köpenick (Ort),Treptow-Köpenick,medium,4682,5692,13.66,5057,142,9,136,4.5,3.85
2024-06,Köpenick (Ort),Treptow-Köpenick,medium,4841,6388,14.12,5228,106,19,155,4.5,3.85
2024-07,Köpenick (Ort),Treptow-Köpenick,medium,5193,6594,15.29,5608,62,28,24,4.25,3.5
2024-08,Köpenick (Ort),Treptow-Köpenick,medium,5274,6722,15.53,5696,100,37,175,4.25,3.5
2024-09,Köpenick (Ort),Treptow-Köpenick,medium,5281,6724,15.55,5703,16,21,73,4.25,3.5
2024-10,Köpenick (Ort),Treptow-Köpenick,medium,5009,6460,14.75,5410,119,27,189,4.25,3.5
2024-11,Köpenick (Ort),Treptow-Köpenick,medium,5098,6288,15.02,5506,161,14,111,3.65,3.5
2024-12,Köpenick (Ort),Treptow-Köpenick,medium,5384,6775,15.86,5815,101,36,33,3.65,3.5
2025-01,Köpenick (Ort),Treptow-Köpenick,medium,4952,5988,14.72,5348,54,46,38,3.15,3.3
2025-02,Köpenick (Ort),Treptow-Köpenick,medium,5053,6181,15.02,5458,56,49,86,3.15,3.3
2025-03,Köpenick (Ort),Treptow-Köpenick,medium,5161,6429,15.34,5574,62,8,151,3.15,3.3
2025-04,Köpenick (Ort),Treptow-Köpenick,medium,5164,6106,15.35,5577,19,21,129,3.15,3.3
2025-05,Köpenick (Ort),Treptow-Köpenick,medium,5213,6577,15.5,5630,143,41,168,3.15,3.3
2025-06,Köpenick (Ort),Treptow-Köpenick,medium,5080,6369,15.1,5486,37,18,155,3.15,3.3
2025-07,Köpenick (Ort),Treptow-Köpenick,medium,5181,6416,15.54,5596,169,27,137,2.75,3.1
2025-08,Köpenick (Ort),Treptow-Köpenick,medium,5285,6806,15.85,5707,161,40,84,2.75,3.1
2025-09,Köpenick (Ort),Treptow-Köpenick,medium,5364,6793,16.09,5793,164,8,22,2.75,3.1
2025-10,Köpenick (Ort),Treptow-Köpenick,medium,5001,6356,15.0,5401,142,33,111,2.75,3.1
2025-11,Köpenick (Ort),Treptow-Köpenick,medium,5333,6572,16.0,5760,74,7,167,2.75,3.1
2025-12,Köpenick (Ort),Treptow-Köpenick,medium,5436,6894,16.3,5871,20,19,56,2.75,3.1
2026-01,Köpenick (Ort),Treptow-Köpenick,medium,4978,6316,14.93,5377,167,22,21,2.75,3.1
2026-02,Köpenick (Ort),Treptow-Köpenick,medium,5467,6820,16.4,5905,149,43,211,2.75,3.1
2026-03,Köpenick (Ort),Treptow-Köpenick,medium,5188,6568,15.56,5603,166,19,46,2.75,3.1
2026-04,Köpenick (Ort),Treptow-Köpenick,medium,5195,6394,15.58,5610,170,43,52,2.75,3.1
2020-01,Friedrichshagen,Treptow-Köpenick,medium,4526,5317,12.57,4888,129,40,181,0.0,1.1
2020-02,Friedrichshagen,Treptow-Köpenick,medium,4547,5404,12.63,4911,173,35,216,0.0,1.1
2020-03,Friedrichshagen,Treptow-Köpenick,medium,4445,5450,11.42,4801,96,15,68,0.0,1.1
2020-04,Friedrichshagen,Treptow-Köpenick,medium,4475,5714,11.64,4833,139,5,23,0.0,1.1
2020-05,Friedrichshagen,Treptow-Köpenick,medium,4350,5259,11.31,4698,103,21,96,0.0,1.1
2020-06,Friedrichshagen,Treptow-Köpenick,medium,4322,5550,11.24,4667,101,17,149,0.0,1.1
2020-07,Friedrichshagen,Treptow-Köpenick,medium,4481,5632,11.65,4839,166,49,128,0.0,1.1
2020-08,Friedrichshagen,Treptow-Köpenick,medium,4489,5401,11.67,4848,149,47,148,0.0,1.1
2020-09,Friedrichshagen,Treptow-Köpenick,medium,4469,5468,11.62,4826,62,4,97,0.0,1.1
2020-10,Friedrichshagen,Treptow-Köpenick,medium,4907,6093,11.51,5300,80,29,177,0.0,1.1
2020-11,Friedrichshagen,Treptow-Köpenick,medium,5065,6266,11.88,5470,171,18,127,0.0,1.1
2020-12,Friedrichshagen,Treptow-Köpenick,medium,4997,6486,11.72,5397,76,33,111,0.0,1.1
2021-01,Friedrichshagen,Treptow-Köpenick,medium,4951,6369,11.61,5347,70,17,177,0.0,1.1
2021-02,Friedrichshagen,Treptow-Köpenick,medium,4983,6232,11.69,5382,165,44,134,0.0,1.1
2021-03,Friedrichshagen,Treptow-Köpenick,medium,4912,6342,11.52,5305,81,27,110,0.0,1.1
2021-04,Friedrichshagen,Treptow-Köpenick,medium,5099,6516,11.96,5507,89,19,30,0.0,1.1
2021-05,Friedrichshagen,Treptow-Köpenick,medium,4896,6080,12.88,5288,147,39,96,0.0,1.1
2021-06,Friedrichshagen,Treptow-Köpenick,medium,4865,6341,12.8,5255,126,27,48,0.0,1.1
2021-07,Friedrichshagen,Treptow-Köpenick,medium,4859,6228,12.78,5247,17,20,90,0.0,1.1
2021-08,Friedrichshagen,Treptow-Köpenick,medium,4900,6379,12.89,5292,74,37,61,0.0,1.1
2021-09,Friedrichshagen,Treptow-Köpenick,medium,5027,6312,13.23,5429,54,6,123,0.0,1.1
2021-10,Friedrichshagen,Treptow-Köpenick,medium,5085,6418,13.38,5492,117,24,48,0.0,1.1
2021-11,Friedrichshagen,Treptow-Köpenick,medium,4968,6227,13.07,5366,30,33,34,0.0,1.1
2021-12,Friedrichshagen,Treptow-Köpenick,medium,4873,6186,12.82,5262,74,46,178,0.0,1.1
2022-01,Friedrichshagen,Treptow-Köpenick,medium,5557,6940,13.12,6002,56,5,214,0.0,1.8
2022-02,Friedrichshagen,Treptow-Köpenick,medium,5605,7183,13.23,6053,135,29,27,0.0,1.8
2022-03,Friedrichshagen,Treptow-Köpenick,medium,5883,7532,14.54,6353,105,26,118,0.0,1.8
2022-04,Friedrichshagen,Treptow-Köpenick,medium,5606,6708,13.86,6055,57,45,177,0.0,1.8
