trial_id,therapeutic_area,uses_biomarker,phase2_effect_size,phase2_pvalue_strength,endpoint_type,enrollment,statistical_power,sponsor_type,novel_mechanism,prior_approvals_target,randomized,double_blind,active_comparator,years_in_development,orphan_designation,trial_success
TRL041429,vaccine,1,3.26,7.96,clinical,286,0.691,small_biotech,1,0,1,1,1,8.6,0,0
TRL041430,vaccine,1,6.92,5.05,clinical,793,0.776,small_biotech,0,1,1,1,1,11.7,1,1
TRL041431,cns,0,3.47,10.0,surrogate,379,0.87,mid_pharma,1,1,0,1,1,6.6,0,0
TRL041432,oncology,0,3.38,7.52,clinical,148,0.711,academic,0,3,1,1,0,3.3,0,0
TRL041433,oncology,1,4.86,5.86,hard_survival,1127,0.881,large_pharma,1,0,0,1,1,9.7,0,1
TRL041434,immunology,0,7.73,9.53,clinical,145,0.656,small_biotech,0,1,1,1,0,1.5,0,1
TRL041435,rare_disease,1,7.06,10.0,clinical,338,0.689,mid_pharma,0,0,1,1,0,7.1,0,0
TRL041436,rare_disease,0,3.33,8.66,clinical,903,0.785,mid_pharma,0,1,1,1,1,10.7,0,0
TRL041437,oncology,1,2.18,3.66,surrogate,1073,0.99,large_pharma,0,2,1,1,0,9.6,0,0
TRL041438,immunology,1,4.39,3.44,surrogate,668,0.821,academic,0,3,0,1,1,1.2,0,1
TRL041439,immunology,1,5.66,6.91,clinical,304,0.592,small_biotech,0,1,0,1,1,9.2,0,1
TRL041440,rare_disease,0,4.49,7.82,hard_survival,737,0.914,small_biotech,0,1,1,1,1,8.0,1,0
TRL041441,oncology,1,5.17,8.92,surrogate,974,0.731,small_biotech,0,0,1,0,0,7.7,0,0
TRL041442,cns,0,5.44,10.0,hard_survival,275,0.906,large_pharma,0,4,1,0,0,6.5,0,0
TRL041443,vaccine,0,2.68,7.18,surrogate,673,0.848,small_biotech,0,2,1,1,0,11.8,0,1
TRL041444,respiratory,0,6.63,8.1,hard_survival,1194,0.837,mid_pharma,0,0,1,1,0,5.6,0,1
TRL041445,oncology,1,5.21,6.99,clinical,110,0.584,small_biotech,1,1,1,1,0,6.6,0,0
TRL041446,oncology,1,3.74,6.63,clinical,316,0.943,mid_pharma,1,1,1,0,0,6.2,0,1
TRL041447,oncology,1,7.21,8.66,clinical,564,0.749,mid_pharma,1,1,1,1,0,7.7,0,1
TRL041448,oncology,1,6.33,5.5,surrogate,1146,0.777,academic,1,1,1,1,1,7.4,0,1
TRL041449,oncology,0,3.73,6.76,hard_survival,648,0.66,large_pharma,1,1,1,1,1,9.7,1,0
TRL041450,cardiovascular,0,3.99,6.01,hard_survival,563,0.756,academic,0,2,1,1,0,5.6,1,1
TRL041451,oncology,1,3.44,8.11,hard_survival,139,0.856,large_pharma,1,1,1,1,0,8.3,0,0
TRL041452,metabolic,0,8.15,9.57,clinical,796,0.92,academic,0,0,1,1,1,14.3,0,1
TRL041453,respiratory,0,6.46,7.6,hard_survival,127,0.672,mid_pharma,0,0,1,1,0,7.5,1,1
TRL041454,cardiovascular,0,3.43,7.02,clinical,984,0.633,small_biotech,1,2,1,1,0,6.5,0,1
TRL041455,metabolic,0,6.48,8.95,surrogate,1660,0.891,large_pharma,0,1,1,1,1,13.6,0,1
TRL041456,infectious_disease,1,4.83,8.31,clinical,1322,0.966,large_pharma,1,1,1,0,1,4.9,1,1
TRL041457,respiratory,1,5.1,8.33,clinical,1116,0.733,academic,0,3,1,1,1,6.8,0,0
TRL041458,oncology,1,8.85,8.19,clinical,327,0.844,small_biotech,1,3,1,0,0,2.8,1,1
TRL041459,respiratory,0,6.23,6.91,clinical,296,0.764,small_biotech,0,1,1,1,1,3.7,0,0
TRL041460,infectious_disease,1,3.02,7.09,clinical,772,0.99,large_pharma,0,0,0,1,1,6.7,0,1
TRL041461,oncology,1,3.61,5.67,clinical,520,0.68,small_biotech,0,0,1,0,1,2.1,0,1
TRL041462,infectious_disease,0,10.0,8.15,hard_survival,1040,0.782,mid_pharma,0,1,1,1,1,6.0,0,1
TRL041463,cns,0,5.96,4.55,surrogate,845,0.917,large_pharma,0,1,1,1,1,6.9,0,0
TRL041464,immunology,1,7.58,10.0,hard_survival,244,0.707,large_pharma,0,0,1,0,1,5.7,0,0
TRL041465,oncology,1,3.47,5.48,clinical,629,0.87,large_pharma,0,1,1,1,0,6.2,0,0
TRL041466,oncology,0,5.37,8.24,surrogate,55,0.741,mid_pharma,0,1,1,1,0,6.9,0,1
TRL041467,rare_disease,1,2.75,5.59,hard_survival,72,0.744,large_pharma,0,3,0,0,0,10.1,0,0
TRL041468,vaccine,0,9.74,9.87,clinical,1132,0.99,mid_pharma,0,0,0,1,0,3.4,0,1
TRL041469,rare_disease,0,2.23,7.4,surrogate,775,0.835,small_biotech,0,0,1,0,1,9.3,0,0
TRL041470,immunology,0,2.0,6.21,hard_survival,139,0.644,mid_pharma,0,4,0,1,1,6.8,0,0
TRL041471,cns,0,4.15,4.42,clinical,281,0.892,academic,0,0,1,0,1,10.6,0,1
TRL041472,cardiovascular,0,5.54,10.0,surrogate,603,0.898,small_biotech,0,0,1,0,0,2.7,0,1
TRL041473,metabolic,1,4.57,9.18,clinical,149,0.871,academic,0,1,0,1,1,8.6,0,1
TRL041474,cns,1,2.68,6.49,clinical,1670,0.929,large_pharma,0,2,1,1,0,3.5,0,0
TRL041475,cns,1,7.48,10.0,clinical,1211,0.76,large_pharma,0,2,1,0,1,5.9,0,1
TRL041476,oncology,1,2.01,9.38,hard_survival,108,0.813,small_biotech,1,2,1,1,1,4.0,1,0
TRL041477,immunology,0,3.74,9.02,hard_survival,160,0.938,large_pharma,1,1,1,1,0,7.6,0,1
TRL041478,cardiovascular,0,3.28,9.71,surrogate,592,0.799,large_pharma,1,1,1,1,0,7.0,1,1
TRL041479,cardiovascular,0,4.87,4.67,surrogate,1340,0.701,large_pharma,1,1,1,0,1,2.6,0,0
TRL041480,cardiovascular,0,3.4,6.49,hard_survival,460,0.864,small_biotech,0,3,1,1,1,13.1,0,0
TRL041481,cns,0,8.01,10.0,clinical,271,0.888,small_biotech,1,1,1,1,1,12.3,0,1
TRL041482,oncology,0,2.5,3.28,clinical,747,0.9,large_pharma,0,1,1,1,1,6.3,0,0
TRL041483,respiratory,0,6.97,9.08,surrogate,141,0.733,mid_pharma,1,1,1,0,0,8.1,0,1
TRL041484,oncology,0,7.63,9.61,clinical,267,0.78,small_biotech,0,0,1,1,0,5.6,0,0
TRL041485,immunology,0,10.0,6.97,clinical,596,0.865,small_biotech,0,2,1,1,0,3.1,0,1
TRL041486,immunology,0,5.44,7.01,clinical,1087,0.892,large_pharma,0,2,1,1,1,6.1,1,0
TRL041487,infectious_disease,0,7.59,8.2,surrogate,748,0.676,academic,0,0,0,1,1,7.9,0,0
TRL041488,respiratory,0,6.01,7.42,hard_survival,777,0.839,mid_pharma,1,1,1,0,0,11.2,1,1
TRL041489,cns,0,3.18,5.24,surrogate,3214,0.872,large_pharma,1,1,1,1,0,8.9,1,0
TRL041490,cns,1,6.84,6.51,surrogate,187,0.743,large_pharma,0,1,1,1,1,10.1,0,1
TRL041491,oncology,1,5.56,7.68,hard_survival,185,0.727,small_biotech,0,3,1,1,0,7.4,0,0
TRL041492,cardiovascular,1,5.28,6.63,clinical,108,0.601,mid_pharma,0,3,0,0,1,6.8,0,1
TRL041493,oncology,1,4.68,6.21,clinical,895,0.89,large_pharma,1,0,1,1,1,7.3,1,1
TRL041494,vaccine,0,3.22,7.17,clinical,332,0.99,large_pharma,1,3,1,1,1,4.1,0,1
TRL041495,vaccine,1,8.63,5.52,clinical,1183,0.806,small_biotech,0,1,1,1,0,8.2,0,1
TRL041496,cns,1,5.19,5.02,surrogate,374,0.905,small_biotech,0,1,1,1,0,2.6,0,1
TRL041497,oncology,1,0.0,5.08,surrogate,610,0.908,small_biotech,0,0,1,0,0,8.3,1,1
TRL041498,cardiovascular,0,2.12,4.02,hard_survival,684,0.942,mid_pharma,0,1,1,1,1,6.5,0,0
TRL041499,infectious_disease,0,6.29,8.39,clinical,443,0.99,large_pharma,1,4,1,1,1,7.0,0,0
TRL041500,immunology,0,5.77,7.42,clinical,612,0.794,small_biotech,1,0,1,1,0,11.3,0,1
TRL041501,rare_disease,1,6.35,4.38,clinical,699,0.747,small_biotech,0,0,0,1,0,10.1,0,1
TRL041502,immunology,0,2.95,7.32,clinical,528,0.716,large_pharma,0,2,1,1,1,11.2,0,0
TRL041503,immunology,1,4.09,7.9,clinical,182,0.806,small_biotech,0,0,0,1,0,8.8,0,0
TRL041504,cns,0,4.94,6.44,clinical,1852,0.958,mid_pharma,0,0,1,1,0,3.8,1,0
TRL041505,cardiovascular,1,6.72,6.06,surrogate,452,0.744,small_biotech,0,5,1,1,0,7.2,0,0
TRL041506,respiratory,0,2.87,3.74,clinical,244,0.849,mid_pharma,1,2,1,0,1,3.2,0,1
TRL041507,cns,1,4.29,6.3,surrogate,223,0.616,academic,0,0,1,1,0,6.5,0,1
TRL041508,cns,0,4.37,4.37,clinical,356,0.73,academic,1,0,1,1,0,10.3,0,0
TRL041509,cns,0,5.08,10.0,hard_survival,152,0.866,large_pharma,0,1,1,0,1,8.0,0,1
TRL041510,cns,1,6.07,7.6,hard_survival,1559,0.812,mid_pharma,0,2,1,1,0,8.5,1,0
TRL041511,rare_disease,0,1.87,6.79,surrogate,185,0.836,small_biotech,1,1,1,0,0,8.5,0,1
TRL041512,cns,1,5.89,6.66,surrogate,986,0.596,mid_pharma,0,1,1,1,1,8.8,0,1
TRL041513,infectious_disease,1,5.94,8.35,clinical,227,0.776,small_biotech,0,1,1,1,0,7.1,0,1
TRL041514,metabolic,0,5.34,9.19,clinical,898,0.99,small_biotech,0,2,1,1,1,4.7,0,1
TRL041515,oncology,0,4.74,7.18,hard_survival,974,0.793,large_pharma,0,3,1,1,1,7.5,0,0
TRL041516,infectious_disease,1,7.3,5.57,surrogate,732,0.806,mid_pharma,0,1,1,0,0,8.2,0,1
TRL041517,oncology,1,4.48,9.55,hard_survival,1790,0.826,small_biotech,0,1,1,1,0,6.4,0,0
TRL041518,immunology,0,3.53,10.0,clinical,398,0.831,small_biotech,0,2,1,1,1,6.7,0,0
TRL041519,infectious_disease,0,3.26,2.72,hard_survival,738,0.932,mid_pharma,1,1,1,1,1,6.8,0,0
TRL041520,cns,1,2.6,1.45,hard_survival,279,0.86,small_biotech,0,1,1,1,1,9.0,0,0
TRL041521,cns,1,4.41,6.98,clinical,753,0.878,academic,0,3,1,0,1,8.6,0,1
TRL041522,respiratory,1,4.53,7.54,surrogate,1355,0.834,academic,0,2,1,1,0,8.5,0,1
TRL041523,rare_disease,0,5.32,9.65,clinical,299,0.82,large_pharma,0,1,1,1,1,3.9,0,1
TRL041524,respiratory,1,1.21,2.07,surrogate,873,0.694,academic,0,1,1,0,0,7.9,0,0
TRL041525,respiratory,0,0.66,2.72,clinical,504,0.911,large_pharma,1,1,1,1,1,9.7,0,0
TRL041526,rare_disease,0,4.0,4.82,hard_survival,477,0.913,academic,1,4,1,1,0,9.2,0,0
TRL041527,oncology,0,7.5,7.42,hard_survival,1581,0.9,small_biotech,0,0,1,1,0,5.0,0,0
TRL041528,vaccine,0,4.05,4.27,surrogate,1124,0.797,small_biotech,1,1,1,0,0,11.8,0,0
TRL041529,vaccine,0,5.89,8.43,clinical,489,0.897,small_biotech,1,1,1,1,1,7.1,0,0
TRL041530,vaccine,0,3.65,5.85,hard_survival,225,0.769,small_biotech,0,0,1,0,0,6.2,1,0
TRL041531,respiratory,0,4.0,1.83,surrogate,910,0.78,large_pharma,1,3,0,1,1,9.0,0,1
TRL041532,respiratory,0,6.32,8.76,clinical,977,0.803,mid_pharma,0,1,0,0,1,8.6,0,0
TRL041533,respiratory,0,5.81,7.84,surrogate,221,0.807,mid_pharma,1,1,1,1,0,2.5,0,1
TRL041534,oncology,0,2.72,6.16,hard_survival,760,0.872,small_biotech,1,3,1,1,1,5.8,0,0
TRL041535,oncology,1,7.16,4.29,surrogate,481,0.99,small_biotech,0,1,0,1,0,4.1,1,1
TRL041536,immunology,0,1.81,6.18,surrogate,475,0.647,small_biotech,0,2,1,1,1,6.7,0,1
TRL041537,cns,0,2.8,6.96,clinical,565,0.65,small_biotech,1,0,1,1,0,12.2,1,0
TRL041538,metabolic,0,5.54,5.32,clinical,663,0.835,academic,1,1,1,0,1,10.4,1,0
TRL041539,respiratory,1,6.43,6.49,clinical,1147,0.939,small_biotech,1,0,1,0,1,9.5,1,0
TRL041540,metabolic,0,6.42,7.71,hard_survival,447,0.99,small_biotech,1,2,1,0,1,6.9,0,1
TRL041541,infectious_disease,0,3.24,6.72,hard_survival,327,0.892,small_biotech,0,1,1,1,0,8.4,0,1
TRL041542,cns,0,7.39,3.08,surrogate,320,0.959,academic,1,1,1,1,0,9.3,0,1
TRL041543,immunology,0,8.64,10.0,hard_survival,861,0.784,large_pharma,0,0,1,1,1,4.4,0,1
TRL041544,oncology,1,2.98,6.13,surrogate,521,0.797,small_biotech,0,2,1,1,1,4.9,1,1
TRL041545,infectious_disease,0,5.85,6.33,clinical,1089,0.714,mid_pharma,0,2,1,1,0,6.2,0,0
TRL041546,metabolic,0,6.27,8.21,clinical,161,0.789,large_pharma,0,0,1,1,0,6.0,0,1
TRL041547,respiratory,0,8.51,8.27,clinical,303,0.771,mid_pharma,1,3,1,1,0,9.0,0,1
TRL041548,oncology,0,6.16,5.15,hard_survival,480,0.694,large_pharma,0,0,1,1,1,1.9,0,1
TRL041549,immunology,0,4.67,5.33,surrogate,679,0.868,academic,1,1,1,0,1,4.0,0,1
TRL041550,immunology,1,7.23,7.12,clinical,463,0.733,academic,1,0,1,1,0,4.7,0,1
TRL041551,immunology,0,3.69,3.56,surrogate,1572,0.984,large_pharma,0,0,1,0,1,6.2,0,0
TRL041552,oncology,0,5.09,4.32,surrogate,848,0.864,mid_pharma,1,3,1,1,0,5.3,1,0
TRL041553,metabolic,0,8.86,7.12,hard_survival,758,0.829,mid_pharma,0,3,0,1,0,3.8,0,0
TRL041554,vaccine,1,5.25,7.2,hard_survival,1500,0.99,large_pharma,1,1,1,1,1,5.8,0,1
TRL041555,immunology,1,4.89,8.19,clinical,812,0.816,small_biotech,0,0,1,1,1,4.8,0,0
TRL041556,oncology,1,5.36,9.53,clinical,801,0.893,mid_pharma,0,0,0,1,0,2.0,0,1
TRL041557,cns,0,2.76,8.98,hard_survival,409,0.949,large_pharma,0,3,1,0,0,7.3,0,0
TRL041558,oncology,1,5.22,8.35,clinical,628,0.68,academic,0,3,1,1,0,2.6,0,0
TRL041559,immunology,0,1.75,6.26,clinical,259,0.732,small_biotech,0,1,1,1,0,9.6,0,0
TRL041560,oncology,0,2.08,4.37,clinical,476,0.537,large_pharma,1,2,1,1,0,5.8,0,0
TRL041561,cardiovascular,0,6.96,7.75,clinical,1592,0.727,small_biotech,0,4,1,1,0,7.7,0,1
TRL041562,oncology,1,5.03,10.0,hard_survival,499,0.657,academic,1,0,1,0,0,5.9,0,1
TRL041563,metabolic,1,8.48,6.6,surrogate,451,0.808,small_biotech,0,2,1,1,1,5.1,0,1
TRL041564,rare_disease,0,5.26,8.72,surrogate,636,0.92,small_biotech,1,0,1,0,0,9.7,0,1
TRL041565,cardiovascular,1,2.92,6.58,clinical,858,0.792,mid_pharma,0,3,1,1,1,6.6,0,1
TRL041566,cardiovascular,0,8.39,8.27,hard_survival,170,0.785,large_pharma,1,2,1,1,1,7.6,0,0
TRL041567,oncology,0,3.3,4.56,surrogate,1008,0.791,large_pharma,0,1,1,0,1,8.2,0,1
TRL041568,oncology,0,6.0,5.77,surrogate,1085,0.99,large_pharma,0,1,1,0,0,3.8,0,1
TRL041569,cardiovascular,0,4.35,8.43,hard_survival,452,0.817,large_pharma,0,2,1,1,0,7.0,0,0
TRL041570,immunology,0,4.42,10.0,hard_survival,322,0.869,large_pharma,1,3,1,0,0,7.3,1,1
TRL041571,respiratory,0,5.75,3.24,hard_survival,204,0.781,academic,1,1,1,0,0,5.6,1,1
TRL041572,cardiovascular,0,5.15,0.71,surrogate,311,0.914,mid_pharma,1,2,0,1,0,4.2,0,1
TRL041573,infectious_disease,0,6.15,5.92,clinical,492,0.746,large_pharma,0,0,1,1,0,8.9,0,1
TRL041574,oncology,1,0.0,6.68,clinical,691,0.79,mid_pharma,0,2,1,1,0,5.9,1,1
TRL041575,cns,0,1.45,6.8,hard_survival,610,0.832,small_biotech,0,0,1,0,0,5.0,0,1
TRL041576,rare_disease,0,4.37,7.17,clinical,735,0.778,mid_pharma,0,1,1,1,0,12.5,0,1
TRL041577,cardiovascular,1,6.44,9.49,hard_survival,266,0.767,small_biotech,0,2,1,1,0,4.3,0,1
TRL041578,infectious_disease,0,3.75,8.79,clinical,387,0.93,mid_pharma,0,1,1,1,0,5.8,0,1
TRL041579,immunology,0,1.99,8.74,surrogate,723,0.587,small_biotech,1,2,1,1,1,4.9,0,0
TRL041580,cns,0,2.11,4.75,surrogate,1141,0.776,mid_pharma,0,1,1,0,0,6.3,0,0
TRL041581,immunology,0,6.63,7.96,hard_survival,479,0.99,academic,0,1,1,1,1,13.5,0,1
TRL041582,oncology,0,3.61,7.76,clinical,267,0.819,academic,1,0,1,1,0,9.1,1,0
TRL041583,metabolic,0,4.82,6.69,hard_survival,475,0.902,small_biotech,1,0,1,1,1,7.0,0,1
TRL041584,oncology,0,3.75,7.5,hard_survival,190,0.72,small_biotech,0,1,1,1,1,9.8,0,0
TRL041585,metabolic,0,7.55,4.92,clinical,124,0.636,mid_pharma,1,3,1,1,0,3.9,1,1
TRL041586,cardiovascular,0,6.29,8.76,surrogate,1031,0.844,large_pharma,1,1,1,1,0,10.8,0,1
TRL041587,immunology,0,5.83,2.69,hard_survival,477,0.82,small_biotech,0,1,0,1,1,9.1,0,0
TRL041588,immunology,0,7.05,7.41,surrogate,636,0.915,mid_pharma,1,1,1,1,1,10.4,0,1
TRL041589,cns,0,7.42,6.57,hard_survival,155,0.899,small_biotech,1,2,1,0,0,3.7,0,0
TRL041590,vaccine,1,6.98,5.85,surrogate,507,0.786,large_pharma,0,2,1,1,1,3.0,0,1
TRL041591,rare_disease,0,6.58,8.75,surrogate,497,0.803,small_biotech,0,1,1,0,0,6.0,1,1
TRL041592,infectious_disease,0,5.21,9.0,clinical,520,0.877,large_pharma,0,1,1,1,0,5.7,0,1
TRL041593,cardiovascular,0,0.21,2.51,hard_survival,585,0.781,large_pharma,0,0,0,1,0,5.8,0,1
TRL041594,infectious_disease,1,7.05,10.0,hard_survival,251,0.809,small_biotech,0,2,1,1,1,8.5,0,0
TRL041595,cns,1,4.48,7.73,clinical,675,0.792,mid_pharma,1,1,1,1,0,9.0,0,0
TRL041596,oncology,0,5.56,9.85,clinical,658,0.689,large_pharma,0,2,1,1,1,8.9,0,1
TRL041597,infectious_disease,0,3.51,8.05,surrogate,776,0.99,mid_pharma,1,2,1,1,0,10.2,0,1
TRL041598,oncology,1,5.01,9.0,clinical,263,0.573,academic,1,0,1,0,1,5.3,0,0
TRL041599,vaccine,1,3.82,4.45,hard_survival,524,0.858,small_biotech,1,0,1,0,1,5.6,0,1
TRL041600,infectious_disease,1,6.91,6.78,clinical,88,0.823,large_pharma,0,0,1,0,1,6.0,0,1
TRL041601,infectious_disease,0,3.51,9.18,hard_survival,556,0.687,large_pharma,1,3,1,1,1,12.0,1,1
TRL041602,respiratory,0,0.85,4.92,clinical,397,0.753,small_biotech,0,2,0,0,1,7.0,1,1
TRL041603,rare_disease,0,5.43,7.0,hard_survival,434,0.843,large_pharma,0,0,1,1,1,6.5,0,0
TRL041604,rare_disease,1,5.79,7.77,surrogate,125,0.696,large_pharma,0,2,1,1,1,11.1,0,1
TRL041605,cardiovascular,1,2.43,5.45,clinical,514,0.785,mid_pharma,0,0,1,0,1,4.0,1,0
TRL041606,oncology,1,5.0,8.29,hard_survival,1370,0.737,small_biotech,1,1,0,1,1,5.0,0,0
TRL041607,oncology,0,3.99,9.86,hard_survival,463,0.929,small_biotech,1,1,1,1,0,2.6,0,1
TRL041608,cns,1,8.02,7.21,hard_survival,542,0.72,mid_pharma,1,0,1,1,0,3.1,1,1
TRL041609,metabolic,0,3.85,5.63,clinical,851,0.934,small_biotech,1,0,1,1,1,8.6,0,1
TRL041610,metabolic,1,6.05,10.0,clinical,1231,0.78,large_pharma,0,1,1,0,0,9.7,1,1
TRL041611,vaccine,0,1.76,3.42,surrogate,739,0.876,small_biotech,0,3,1,1,1,6.3,0,0
TRL041612,infectious_disease,0,3.49,9.6,clinical,319,0.874,small_biotech,0,0,1,1,0,7.7,1,1
TRL041613,infectious_disease,1,1.85,7.42,surrogate,56,0.898,small_biotech,1,0,1,1,1,11.9,0,1
TRL041614,immunology,0,4.88,7.2,hard_survival,762,0.781,large_pharma,0,1,1,0,0,6.9,0,0
TRL041615,infectious_disease,0,2.33,7.41,clinical,750,0.672,small_biotech,0,0,1,0,0,6.3,0,0
TRL041616,oncology,1,2.13,3.23,clinical,642,0.874,mid_pharma,1,1,1,1,1,10.2,0,0
TRL041617,oncology,0,8.09,4.24,clinical,790,0.99,mid_pharma,1,2,1,1,0,3.9,0,1
TRL041618,infectious_disease,1,4.92,5.88,clinical,419,0.708,large_pharma,1,2,1,0,0,9.2,0,1
TRL041619,oncology,1,3.66,6.91,hard_survival,270,0.664,small_biotech,0,3,1,1,1,8.9,0,0
TRL041620,immunology,0,3.91,9.13,clinical,312,0.899,large_pharma,0,1,1,1,1,4.7,0,1
TRL041621,cns,0,7.38,8.52,clinical,1104,0.552,mid_pharma,1,2,1,1,0,6.8,0,1
TRL041622,cns,0,5.47,7.76,hard_survival,855,0.806,small_biotech,0,1,1,1,1,9.0,0,1
TRL041623,metabolic,1,3.98,3.69,surrogate,197,0.874,large_pharma,1,0,1,0,1,5.3,0,1
TRL041624,vaccine,0,6.77,6.59,hard_survival,413,0.697,academic,0,1,1,0,1,5.8,0,0
TRL041625,cns,1,3.17,7.46,clinical,1004,0.85,large_pharma,0,0,0,0,1,7.4,0,0
TRL041626,oncology,1,3.52,4.14,clinical,820,0.963,large_pharma,0,1,1,0,0,7.2,0,1
TRL041627,respiratory,0,4.93,7.84,hard_survival,40,0.834,mid_pharma,1,2,1,1,0,5.8,0,0
TRL041628,oncology,1,4.13,5.49,hard_survival,264,0.707,mid_pharma,0,1,1,1,1,3.3,0,0
TRL041629,oncology,1,3.04,8.29,clinical,763,0.894,mid_pharma,1,0,1,1,0,5.9,0,1
TRL041630,infectious_disease,0,3.07,6.36,hard_survival,1011,0.94,large_pharma,1,1,1,1,1,9.2,0,1
TRL041631,infectious_disease,0,3.06,4.86,surrogate,514,0.822,mid_pharma,1,0,1,1,1,6.3,0,0
TRL041632,oncology,0,2.99,3.45,surrogate,464,0.771,large_pharma,0,3,1,1,0,7.5,0,1
TRL041633,infectious_disease,0,3.97,2.71,surrogate,813,0.861,academic,0,4,1,1,0,9.6,0,0
TRL041634,oncology,1,3.07,6.39,clinical,146,0.537,large_pharma,0,1,1,1,0,7.9,0,1
TRL041635,metabolic,0,4.94,8.6,hard_survival,644,0.705,academic,0,4,0,0,1,7.4,0,1
TRL041636,oncology,1,5.25,5.68,surrogate,107,0.808,small_biotech,0,3,1,1,1,2.0,1,1
TRL041637,respiratory,1,4.09,6.04,hard_survival,234,0.921,academic,0,1,1,0,0,9.8,0,0
TRL041638,metabolic,1,7.63,10.0,surrogate,1002,0.868,large_pharma,1,2,1,1,1,1.9,1,1
TRL041639,immunology,0,8.21,10.0,hard_survival,385,0.798,mid_pharma,0,2,1,0,0,8.2,0,1
TRL041640,vaccine,0,4.0,5.13,clinical,260,0.855,small_biotech,1,2,1,1,0,4.0,0,1
TRL041641,immunology,0,3.46,5.23,clinical,694,0.745,large_pharma,0,0,1,0,0,4.6,0,0
TRL041642,vaccine,0,6.33,6.08,surrogate,270,0.731,small_biotech,0,1,1,1,1,4.2,0,1
TRL041643,vaccine,1,8.83,10.0,hard_survival,235,0.674,small_biotech,0,2,1,0,1,5.5,0,0
TRL041644,rare_disease,1,6.88,5.29,clinical,237,0.718,small_biotech,1,1,1,1,0,4.8,0,0
TRL041645,oncology,1,8.16,8.46,clinical,473,0.625,large_pharma,0,2,1,1,0,7.9,0,0
TRL041646,cardiovascular,1,4.45,2.57,hard_survival,414,0.79,small_biotech,0,2,1,1,0,10.2,0,1
TRL041647,cardiovascular,0,6.68,10.0,surrogate,129,0.758,large_pharma,0,0,1,1,1,9.2,0,1
TRL041648,immunology,0,5.94,7.35,surrogate,596,0.696,large_pharma,1,2,1,1,1,10.0,0,1
TRL041649,infectious_disease,1,7.11,8.26,hard_survival,146,0.725,mid_pharma,0,3,1,1,1,5.9,0,0
TRL041650,metabolic,0,10.0,8.71,clinical,826,0.799,large_pharma,0,2,1,1,1,7.1,0,1
TRL041651,oncology,0,4.4,2.66,clinical,70,0.902,mid_pharma,0,1,1,0,0,8.1,0,0
TRL041652,vaccine,1,4.52,8.78,hard_survival,1202,0.713,small_biotech,0,2,1,1,0,11.6,0,1
TRL041653,cardiovascular,0,3.71,8.99,hard_survival,256,0.97,large_pharma,1,2,1,1,1,6.7,1,1
TRL041654,respiratory,0,5.24,6.6,clinical,632,0.924,mid_pharma,1,0,1,1,1,4.5,0,0
TRL041655,metabolic,0,0.6,9.04,surrogate,568,0.818,mid_pharma,0,1,1,1,1,7.7,0,0
TRL041656,infectious_disease,0,8.73,9.8,hard_survival,827,0.733,small_biotech,1,0,1,1,0,8.6,0,0
TRL041657,metabolic,0,6.59,9.46,clinical,1854,0.985,academic,0,1,0,1,0,8.3,1,0
TRL041658,cardiovascular,0,4.59,6.63,surrogate,533,0.945,mid_pharma,1,2,1,1,1,8.8,0,0
TRL041659,infectious_disease,1,7.27,9.43,hard_survival,177,0.85,mid_pharma,0,1,1,1,1,12.2,1,1
TRL041660,oncology,1,6.16,5.42,clinical,1164,0.873,small_biotech,0,0,1,1,1,7.8,1,1
TRL041661,vaccine,1,1.68,2.02,clinical,477,0.893,large_pharma,0,0,1,1,1,6.5,1,0
TRL041662,vaccine,1,4.3,9.2,clinical,720,0.99,mid_pharma,0,0,1,1,0,3.4,0,1
TRL041663,oncology,1,6.96,10.0,clinical,357,0.78,large_pharma,1,1,1,1,0,5.5,1,0
TRL041664,infectious_disease,0,8.0,10.0,surrogate,912,0.845,large_pharma,0,1,1,0,1,4.9,1,1
TRL041665,rare_disease,0,3.94,9.9,clinical,40,0.879,large_pharma,0,0,1,1,0,10.9,0,0
TRL041666,rare_disease,0,3.93,7.7,hard_survival,449,0.758,small_biotech,0,1,1,0,0,3.2,0,0
TRL041667,vaccine,1,5.24,4.87,clinical,752,0.789,small_biotech,1,0,0,1,0,7.5,0,1
TRL041668,oncology,0,6.08,7.23,surrogate,378,0.717,small_biotech,1,0,1,1,1,8.1,0,0
TRL041669,oncology,1,9.46,9.5,hard_survival,826,0.773,large_pharma,1,0,1,1,1,6.7,0,1
TRL041670,cardiovascular,1,5.16,7.99,clinical,496,0.833,mid_pharma,1,7,1,1,1,5.2,0,0
TRL041671,cns,1,4.17,6.98,hard_survival,301,0.693,academic,1,3,1,1,0,7.7,0,1
TRL041672,oncology,0,5.22,7.08,hard_survival,975,0.608,small_biotech,0,1,1,0,0,3.6,0,1
TRL041673,infectious_disease,1,0.93,3.23,surrogate,235,0.835,mid_pharma,1,3,1,1,0,8.2,0,1
TRL041674,cns,1,6.19,4.71,hard_survival,1024,0.725,large_pharma,0,4,1,0,0,6.7,0,1
TRL041675,oncology,0,5.63,10.0,surrogate,470,0.838,large_pharma,0,1,1,1,0,6.4,0,1
TRL041676,oncology,1,4.2,4.45,surrogate,1288,0.798,large_pharma,1,0,1,1,1,8.2,0,1
