call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0009040,1110,33,177,209.5,10,10.43,4,41.6,22.29,17.79,53,0,71.49,0
CALL0009041,812,7,349,342.7,4,3.36,0,8.94,45.32,11.47,104,0,72.04,0
CALL0009042,1129,3,643,561.5,12,9.3,2,43.29,19.67,14.24,40,0,95.29,0
CALL0009043,582,1307,44,52.9,158,46.21,73,57.05,42.71,95.14,265,16,33.0,1
CALL0009044,9,1211,15,19.5,206,58.59,68,70.68,35.8,59.25,651,0,43.59,1
CALL0009045,688,15,237,257.9,10,2.11,1,25.11,22.37,3.88,20,0,69.02,0
CALL0009046,1374,1208,22,21.1,163,57.66,73,58.31,37.35,60.62,407,0,28.22,1
CALL0009047,317,4,136,183.4,9,4.44,3,37.69,7.67,27.56,101,1,83.37,0
CALL0009048,30,639,6,6.4,301,74.56,91,61.15,16.94,72.78,629,22,16.23,1
CALL0009049,580,10,3,1.6,3,88.21,1,59.43,49.42,43.85,21,27,59.92,1
CALL0009050,18,924,29,15.7,139,54.09,4,50.49,67.68,72.06,502,13,12.69,1
CALL0009051,602,18,235,237.8,8,5.0,0,32.93,41.73,37.31,41,0,78.42,0
CALL0009052,268,6,230,244.9,9,3.14,1,35.42,3.39,29.01,92,1,69.25,0
CALL0009053,1302,6,363,462.0,7,2.77,2,13.13,16.73,24.87,15,0,64.31,0
CALL0009054,252,16,253,449.2,5,30.95,2,17.67,10.96,23.81,50,0,85.14,0
CALL0009055,2438,5,216,272.5,13,9.66,1,20.65,34.31,17.27,159,0,68.97,0
CALL0009056,2498,7,418,584.3,9,4.08,3,60.36,8.34,5.97,137,1,78.65,0
CALL0009057,909,4,129,123.4,12,4.5,0,31.64,30.25,25.93,85,0,92.32,0
CALL0009058,361,11,462,481.2,11,18.48,1,49.49,18.26,2.55,153,0,93.94,0
CALL0009059,111,1404,28,16.9,139,54.41,58,92.66,40.04,97.45,215,30,19.83,1
CALL0009060,36,1051,22,23.8,113,58.52,4,77.92,53.05,85.87,101,2,55.0,1
CALL0009061,1196,15,141,115.0,14,7.68,2,25.4,21.6,8.38,120,0,88.11,0
CALL0009062,667,9,175,170.0,9,12.29,2,35.21,13.0,11.11,35,0,83.39,0
CALL0009063,158,583,299,1.0,239,57.48,89,78.13,77.58,85.01,276,0,39.7,1
CALL0009064,2642,8,174,150.0,7,6.41,0,3.12,27.23,13.12,43,0,81.75,0
CALL0009065,476,21,91,51.0,10,8.34,2,22.67,25.9,22.42,51,0,89.93,0
CALL0009066,145,7,76,59.0,9,75.0,2,58.18,90.47,54.94,110,29,33.21,1
CALL0009067,563,4,28,23.5,6,66.13,0,78.23,65.58,64.38,54,27,28.8,1
CALL0009068,949,8,158,134.8,8,13.82,1,52.6,30.7,17.61,49,0,69.54,0
CALL0009069,1198,1,111,138.7,5,9.62,2,28.56,10.74,25.73,207,1,90.0,0
CALL0009070,805,5,136,168.5,5,5.36,0,9.05,10.54,5.63,17,0,74.16,0
CALL0009071,804,203,87,79.3,59,14.93,5,26.67,28.3,3.75,472,0,42.92,0
CALL0009072,804,5,200,273.5,12,10.93,2,3.15,11.94,15.89,70,0,68.72,0
CALL0009073,1077,11,116,110.0,12,3.18,0,56.39,36.57,5.99,256,0,73.7,0
CALL0009074,399,1,220,184.6,9,16.99,0,22.0,37.05,30.84,67,0,93.71,0
CALL0009075,1744,6,291,147.5,5,22.19,2,22.56,20.6,9.23,133,0,89.97,0
CALL0009076,942,11,249,230.1,4,3.99,2,22.22,29.36,7.86,73,12,95.62,0
CALL0009077,370,6,69,63.0,8,2.5,3,26.41,41.83,17.11,71,0,77.33,0
CALL0009078,32,539,89,66.6,243,75.11,0,60.88,60.17,91.71,255,30,30.03,1
CALL0009079,610,21,134,165.3,5,6.75,2,37.31,9.85,5.05,91,0,98.09,0
CALL0009080,331,47,277,249.2,9,7.83,0,51.04,21.58,9.06,72,0,93.4,0
CALL0009081,574,24,326,336.2,11,1.75,0,22.73,46.62,1.92,67,0,82.34,0
CALL0009082,1139,659,35,53.4,49,91.83,86,91.06,46.61,94.74,915,2,19.1,1
CALL0009083,19,893,11,27.7,255,39.12,3,61.66,31.96,85.91,952,27,7.34,1
CALL0009084,327,3,172,204.8,4,12.29,3,5.11,12.71,6.45,88,6,65.63,0
CALL0009085,1441,141,121,105.5,437,60.68,91,35.01,58.31,94.97,163,16,43.05,1
CALL0009086,1192,14,170,181.1,7,13.83,2,24.33,39.15,20.5,60,0,75.39,0
CALL0009087,432,389,69,37.3,303,87.62,77,35.15,65.74,76.71,421,30,53.2,1
CALL0009088,676,5,301,417.5,4,0.66,1,25.07,29.13,19.07,90,0,84.88,0
CALL0009089,980,613,337,505.3,63,13.23,1,23.99,18.39,14.69,243,0,72.32,0
CALL0009090,1022,2,253,292.3,5,14.75,1,22.31,11.98,20.61,69,0,88.75,0
CALL0009091,3,1334,37,42.8,114,54.89,80,61.77,74.94,72.55,425,23,4.64,1
CALL0009092,878,20,445,462.9,8,19.78,1,21.93,25.38,18.16,163,0,92.22,0
CALL0009093,1254,333,250,173.0,63,2.61,1,26.61,8.86,18.19,160,0,90.27,0
CALL0009094,20,1477,7,15.5,242,81.63,64,30.83,58.34,57.76,384,0,17.07,1
CALL0009095,279,277,61,80.5,63,8.79,3,14.49,5.7,8.66,341,2,71.03,0
CALL0009096,731,129,220,240.1,67,0.55,1,10.46,25.12,15.93,180,0,86.13,0
CALL0009097,1488,5,295,247.9,4,0.52,1,7.28,26.76,32.75,121,0,93.76,0
CALL0009098,1693,10,475,700.1,11,8.71,2,8.32,30.07,14.65,138,1,83.61,0
CALL0009099,585,4,283,372.2,7,5.9,2,16.07,33.14,28.54,127,0,90.73,0
CALL0009100,890,7,134,109.1,10,9.38,1,49.2,10.3,6.56,171,0,80.8,0
CALL0009101,75,1188,16,13.1,363,66.04,84,63.99,38.14,46.89,650,19,27.46,1
CALL0009102,782,8,255,258.7,12,6.15,2,14.9,1.37,43.92,18,1,61.37,0
CALL0009103,49,938,26,31.5,70,50.19,94,65.9,54.04,64.64,106,0,23.85,1
CALL0009104,270,9,408,356.3,7,0.52,2,24.68,13.22,7.77,230,0,77.71,0
CALL0009105,515,3,289,151.0,10,15.82,3,6.98,24.75,22.82,55,0,82.66,0
CALL0009106,311,3,281,260.8,12,9.74,0,43.63,60.34,47.1,100,0,92.61,0
CALL0009107,856,10,416,600.2,13,10.47,1,18.55,30.3,12.49,71,0,87.26,0
CALL0009108,1346,7,420,380.7,6,4.17,3,38.13,10.32,11.61,63,0,90.37,0
CALL0009109,779,2,114,90.7,15,3.97,0,5.58,2.48,1.25,161,0,57.27,0
CALL0009110,417,10,27,38.1,7,62.15,80,38.85,81.63,82.93,55,18,13.25,1
CALL0009111,1098,3,330,364.7,15,20.56,1,50.33,20.59,24.88,35,1,72.96,0
CALL0009112,444,5,256,304.6,12,3.55,2,26.39,9.64,36.11,83,0,59.88,0
CALL0009113,40,1455,23,19.9,187,65.34,84,70.25,63.78,73.47,118,19,19.83,1
CALL0009114,676,10,191,168.4,13,6.15,1,70.85,3.36,12.83,53,1,75.08,0
CALL0009115,1331,23,279,314.5,10,3.33,1,33.41,14.97,16.68,60,0,81.13,0
CALL0009116,24,19,177,118.5,5,50.13,3,78.4,70.46,90.75,36,16,16.69,1
CALL0009117,3650,36,66,73.0,12,2.57,2,7.96,30.35,4.78,38,1,74.7,0
CALL0009118,411,55,265,240.2,10,15.02,1,8.27,24.57,44.38,120,0,95.62,0
CALL0009119,599,6,251,212.8,11,12.82,0,16.93,42.2,14.3,105,0,88.89,0
CALL0009120,636,23,492,583.0,10,14.48,1,46.07,2.11,4.83,74,0,88.25,0
CALL0009121,877,5,444,527.7,11,11.85,0,30.68,16.41,8.12,97,0,76.24,0
CALL0009122,1965,6,230,319.4,7,1.83,2,20.73,9.39,19.64,94,0,73.28,0
CALL0009123,44,672,24,23.9,142,64.47,87,76.34,77.98,71.85,537,1,32.95,1
CALL0009124,1176,16,136,129.0,4,6.01,1,38.74,10.14,10.34,28,13,94.26,0
CALL0009125,826,10,712,630.3,9,5.32,0,15.99,17.71,5.76,87,0,59.81,0
CALL0009126,592,16,212,309.7,3,12.26,0,24.8,21.3,11.99,88,1,63.58,0
CALL0009127,2331,3,73,107.5,10,3.32,1,46.58,36.17,16.4,107,0,89.69,0
CALL0009128,26,1071,17,9.3,261,53.99,65,57.33,44.55,61.57,248,1,61.72,1
CALL0009129,1021,931,36,27.5,117,76.19,87,54.63,79.72,91.48,375,28,34.95,1
CALL0009130,312,7,229,247.9,11,5.48,1,30.82,19.04,31.38,69,0,69.92,0
CALL0009131,1320,17,445,359.2,5,14.63,3,31.04,4.89,23.11,77,0,74.23,0
CALL0009132,1783,12,127,138.7,5,5.1,1,47.23,8.84,45.36,146,0,84.12,0
CALL0009133,226,6,220,128.2,12,11.27,1,18.65,12.13,22.91,103,0,67.75,0
CALL0009134,1309,2,337,90.2,9,12.29,1,37.72,22.59,22.13,76,0,72.2,0
CALL0009135,487,14,335,330.9,8,6.24,2,26.24,20.02,12.18,94,1,97.24,0
CALL0009136,467,1132,31,32.9,149,37.76,71,42.16,51.2,64.12,472,21,26.32,1
CALL0009137,736,1279,192,101.6,336,95.87,79,91.44,64.94,55.68,694,28,30.54,1
CALL0009138,1005,8,403,475.1,11,10.98,1,24.04,29.76,12.19,93,0,64.9,0
CALL0009139,19,1158,24,26.6,74,44.35,71,74.15,22.04,75.6,403,24,12.72,1
CALL0009140,224,4,159,135.5,6,6.1,3,30.26,29.68,11.88,85,0,76.35,0
CALL0009141,495,3,432,387.4,10,8.24,1,16.38,19.03,6.11,37,0,86.23,0
CALL0009142,1073,36,437,401.1,8,19.62,2,20.7,15.93,13.92,72,0,73.08,0
CALL0009143,635,1277,153,145.2,124,42.19,74,67.4,74.24,77.5,273,0,16.72,1
CALL0009144,337,5,407,424.9,10,10.14,0,35.96,14.72,37.17,84,0,66.14,0
CALL0009145,21,380,3,1.0,200,70.81,76,81.8,66.8,94.15,695,1,11.17,1
CALL0009146,519,11,281,249.0,9,8.7,0,31.16,28.86,7.49,49,0,82.91,0
CALL0009147,312,6,519,506.6,8,0.48,3,47.69,11.86,28.83,96,0,64.95,0
CALL0009148,581,10,350,490.7,13,17.43,0,18.0,14.53,12.33,48,1,84.0,0
CALL0009149,950,1121,74,57.6,112,45.78,83,75.51,47.84,61.22,284,0,31.58,1
CALL0009150,381,18,302,176.0,11,1.05,1,12.21,22.12,5.41,170,1,51.66,0
CALL0009151,908,29,335,181.8,8,7.63,1,49.02,11.68,3.57,150,6,75.63,0
CALL0009152,43,802,50,43.1,153,62.88,0,61.01,46.34,82.27,737,21,15.31,1
CALL0009153,894,18,459,328.1,7,6.48,1,35.82,41.91,22.03,85,7,78.81,0
CALL0009154,13,544,92,98.3,128,66.46,82,50.06,75.5,27.37,186,19,56.56,1
CALL0009155,300,15,252,218.9,9,8.76,1,11.51,3.1,6.88,96,0,79.49,0
CALL0009156,493,17,280,288.3,10,4.11,3,5.87,7.38,13.11,129,0,91.38,0
CALL0009157,2108,5,378,271.2,8,4.88,6,9.28,31.06,3.62,200,0,50.47,0
CALL0009158,1885,8,96,87.9,6,1.78,3,34.08,9.56,28.08,122,0,61.27,0
CALL0009159,662,47,239,178.3,11,15.77,0,7.72,19.42,20.86,88,1,71.5,0
CALL0009160,204,7,268,216.9,11,12.17,2,24.76,25.4,22.2,138,1,94.82,0
CALL0009161,623,4,241,207.7,9,8.0,1,39.9,24.7,9.79,63,0,65.22,0
CALL0009162,887,7,184,81.9,2,5.35,0,31.45,7.02,16.88,117,0,66.68,0
CALL0009163,1656,4,270,264.8,3,12.04,2,25.05,32.9,28.97,149,0,81.12,0
CALL0009164,648,12,230,332.4,10,1.54,2,23.44,5.05,27.24,106,0,90.93,0
CALL0009165,124,777,13,15.9,190,57.16,72,37.82,24.58,95.02,760,0,16.99,1
CALL0009166,1383,3,661,717.8,4,13.09,1,26.27,13.62,1.83,158,1,85.81,0
CALL0009167,1716,4,106,76.4,6,30.94,0,31.23,22.61,6.65,27,0,65.76,0
CALL0009168,1799,15,169,162.8,3,7.75,1,7.83,7.76,7.68,140,0,95.43,0
CALL0009169,1239,4,535,581.2,6,4.82,3,12.13,12.12,8.46,151,0,93.86,0
CALL0009170,251,7,473,379.1,8,7.16,3,5.27,18.54,4.03,155,1,69.71,0
CALL0009171,2648,21,368,302.8,12,20.69,2,12.56,11.18,18.73,27,0,66.02,0
CALL0009172,2688,11,170,177.7,9,11.57,0,34.97,34.43,14.23,70,2,90.97,0
CALL0009173,175,905,23,14.6,137,63.16,0,78.78,40.57,51.78,476,0,3.97,1
CALL0009174,367,23,352,310.5,12,5.57,0,53.69,36.48,12.9,89,1,77.93,0
CALL0009175,10,1194,21,19.5,289,48.07,74,63.24,78.82,51.65,288,20,2.14,1
CALL0009176,285,24,270,393.0,2,8.82,1,18.95,27.56,7.29,110,0,70.89,0
CALL0009177,161,811,51,68.5,73,61.07,86,61.34,54.51,63.78,205,0,55.47,1
CALL0009178,724,3,419,302.8,10,12.58,2,23.6,7.29,29.33,87,0,85.57,0
CALL0009179,350,8,162,161.2,10,6.46,0,55.5,14.15,20.05,183,0,78.03,0
CALL0009180,478,13,93,107.2,8,8.58,0,56.18,25.93,6.57,57,0,88.92,0
CALL0009181,11,902,38,24.4,73,52.66,2,30.73,58.49,52.73,285,1,19.2,1
CALL0009182,23,1385,16,17.1,274,59.11,4,66.15,63.53,98.85,345,1,11.42,1
CALL0009183,575,16,312,294.2,13,1.71,1,21.5,12.12,23.29,95,1,66.88,0
CALL0009184,1106,13,166,152.6,9,5.46,2,25.09,15.4,29.87,61,0,68.81,0
CALL0009185,1390,5,157,91.2,11,8.84,2,37.82,20.45,10.86,29,0,72.72,0
CALL0009186,7,693,9,12.6,237,55.13,2,81.01,30.99,52.4,361,0,65.82,1
CALL0009187,1674,4,297,208.5,9,4.05,1,9.11,24.25,15.43,46,0,86.11,0
CALL0009188,1203,655,35,26.1,129,78.49,87,60.9,67.69,63.11,289,18,11.35,1
CALL0009189,1560,31,90,98.4,9,2.3,0,19.92,30.81,11.07,117,0,78.58,0
CALL0009190,3464,6,570,173.8,9,2.93,1,58.29,11.29,31.7,145,0,74.06,0
CALL0009191,1148,6,174,172.7,13,10.43,3,35.98,5.89,22.86,95,1,97.51,0
CALL0009192,61,439,36,49.3,66,69.95,76,61.2,39.93,82.33,203,27,7.43,1
CALL0009193,364,17,30,74.5,8,16.43,3,38.54,52.57,4.64,37,0,83.06,0
CALL0009194,499,4,165,97.3,3,5.51,1,39.13,18.3,14.27,32,1,73.32,0
CALL0009195,33,6,28,1.0,2,63.14,85,74.65,65.16,68.29,3,23,4.44,1
CALL0009196,1312,10,214,211.5,4,17.58,5,61.41,26.96,12.76,31,0,84.22,0
CALL0009197,128,9,153,1.0,4,0.63,1,45.13,32.62,18.11,59,0,89.16,0
CALL0009198,11,1133,6,1.0,189,37.49,81,52.31,69.02,94.81,362,32,34.35,1
CALL0009199,572,9,386,353.3,9,5.92,2,36.07,9.24,15.66,40,0,65.68,0
CALL0009200,1059,18,281,285.2,6,14.39,2,54.34,19.48,5.91,80,0,85.05,0
CALL0009201,1337,19,481,413.6,10,6.03,2,10.88,58.04,40.82,227,1,74.57,0
CALL0009202,892,9,183,163.5,11,3.74,2,20.52,12.47,11.81,139,0,76.34,0
CALL0009203,1279,9,325,309.0,7,9.79,0,20.25,16.26,21.56,187,0,91.74,0
CALL0009204,1140,185,8,3.3,188,71.87,90,89.81,78.66,66.36,239,18,43.44,1
CALL0009205,177,475,62,46.6,176,50.04,0,66.92,25.39,80.96,398,0,21.26,1
CALL0009206,704,3,377,407.3,9,13.94,5,38.35,33.38,14.95,97,1,86.6,0
CALL0009207,1008,4,467,350.0,7,6.81,1,31.78,30.95,0.96,121,0,95.06,0
CALL0009208,63,388,50,49.3,236,71.28,3,50.33,52.32,86.99,159,23,15.12,1
CALL0009209,397,14,147,149.6,9,4.34,5,32.51,13.28,4.73,86,0,71.59,0
CALL0009210,788,6,229,237.8,8,8.51,2,45.8,7.19,16.2,121,0,92.82,0
CALL0009211,1716,15,313,120.6,9,8.94,1,30.83,20.33,10.28,32,1,74.05,0
CALL0009212,421,287,90,70.6,78,4.91,1,10.87,29.92,9.77,305,1,70.98,0
CALL0009213,1594,10,121,120.5,9,23.65,1,21.19,13.34,8.28,138,0,60.71,0
CALL0009214,2060,8,84,56.1,11,4.08,1,19.08,21.13,33.85,33,0,84.75,0
CALL0009215,414,778,207,112.3,57,11.53,0,27.42,8.75,24.81,263,2,75.64,0
CALL0009216,787,11,186,162.1,8,4.45,2,60.82,27.76,14.83,78,0,57.78,0
CALL0009217,465,1286,15,1.0,238,75.99,1,54.75,68.97,64.66,167,20,24.96,1
CALL0009218,1035,145,255,228.3,139,67.95,4,55.34,51.17,62.08,284,24,30.68,1
CALL0009219,920,7,273,347.8,7,14.03,1,36.01,26.85,37.42,49,5,56.85,0
CALL0009220,8,637,37,36.4,91,42.77,75,57.79,85.72,59.48,209,23,19.24,1
CALL0009221,313,1316,42,35.8,425,31.66,81,77.59,34.81,75.0,415,23,50.7,1
CALL0009222,4,1490,303,204.3,51,67.13,84,71.95,54.06,48.96,266,31,27.09,1
CALL0009223,893,969,16,29.5,248,64.95,66,24.21,51.96,84.18,410,21,28.08,1
CALL0009224,737,10,94,52.3,6,14.39,0,57.09,15.35,11.8,38,0,80.57,0
CALL0009225,1905,6,378,265.2,7,8.94,1,23.91,22.6,15.61,121,0,86.44,0
CALL0009226,719,214,58,53.9,158,59.6,1,67.64,22.02,55.58,518,23,33.21,1
CALL0009227,11,610,23,10.7,113,42.65,2,54.57,74.56,40.15,484,25,22.58,1
CALL0009228,190,9,290,344.4,4,4.95,1,37.16,14.85,19.78,82,0,81.07,0
CALL0009229,342,8,298,264.8,11,5.92,5,10.73,7.97,5.53,104,0,85.55,0
CALL0009230,563,528,626,668.2,74,3.89,3,8.05,24.89,15.34,228,0,92.21,0
CALL0009231,400,3,316,199.4,8,11.5,0,38.23,21.76,6.58,175,0,73.9,0
CALL0009232,52,1242,32,37.7,253,75.66,2,54.42,68.06,82.44,155,29,36.91,1
CALL0009233,1522,610,583,397.2,80,5.71,2,1.12,29.68,25.92,141,1,49.7,0
CALL0009234,152,6,15,20.2,5,55.32,62,59.59,34.14,55.12,33,2,47.43,1
CALL0009235,923,5,102,81.1,10,12.41,3,24.8,13.31,16.64,79,0,68.05,0
CALL0009236,488,53,76,87.6,10,11.48,2,10.96,1.72,22.11,100,0,80.86,0
CALL0009237,2962,6,111,131.9,10,3.34,0,13.66,15.16,16.66,38,0,76.05,0
CALL0009238,1073,3,218,245.2,9,12.87,2,56.8,18.05,23.26,51,0,85.95,0
CALL0009239,1452,903,108,162.7,64,67.62,0,92.69,73.02,85.05,253,22,46.13,1
CALL0009240,580,6,646,659.9,12,4.26,3,38.42,42.53,34.82,195,0,85.3,0
CALL0009241,2290,2,554,628.2,4,12.11,0,47.42,15.8,11.98,121,0,74.29,0
CALL0009242,3650,2,185,173.1,9,7.93,1,11.19,14.11,22.36,40,0,82.35,0
CALL0009243,481,4,106,108.1,9,35.6,1,39.84,18.38,13.42,85,1,74.0,0
CALL0009244,521,3,140,103.9,11,7.94,1,49.12,33.18,50.8,73,0,93.76,0
CALL0009245,55,16,50,49.0,3,93.94,3,81.96,49.36,83.01,41,24,11.88,1
CALL0009246,928,10,275,231.7,14,1.92,2,21.64,16.73,3.07,53,0,70.18,0
CALL0009247,1652,4,281,240.0,2,26.17,0,20.11,13.4,11.31,95,0,77.23,0
CALL0009248,183,781,292,307.9,72,70.72,93,66.4,80.97,82.85,259,27,18.18,1
CALL0009249,6,1126,7,10.8,159,71.14,1,75.15,63.83,66.2,336,26,11.18,1
CALL0009250,7,694,32,26.1,228,73.15,5,30.78,62.15,32.3,465,1,68.9,1
CALL0009251,344,18,413,445.2,7,5.9,1,17.18,9.0,22.25,169,0,80.2,0
CALL0009252,2251,13,114,88.9,9,7.84,2,15.25,6.86,34.44,16,1,75.46,0
CALL0009253,1537,480,439,516.9,61,10.4,4,43.69,39.72,33.34,301,0,88.03,0
CALL0009254,716,11,779,826.5,7,4.74,0,20.55,21.88,13.99,153,0,67.28,0
CALL0009255,1369,5,159,166.2,6,3.21,3,36.04,8.45,20.22,54,0,57.85,0
CALL0009256,951,3,517,618.4,9,5.13,2,14.63,22.74,15.0,71,1,83.51,0
CALL0009257,505,40,65,99.2,1,7.8,2,38.68,23.9,15.83,121,1,73.4,0
CALL0009258,3650,13,359,220.4,8,6.14,1,64.83,19.54,9.54,59,1,84.89,0
CALL0009259,19,609,5,12.9,226,56.66,60,80.95,53.25,92.51,303,21,44.89,1
CALL0009260,706,19,237,222.8,7,5.46,5,32.32,17.26,6.28,58,0,94.74,0
CALL0009261,296,8,129,136.3,6,8.0,0,13.49,37.1,5.81,48,0,60.5,0
CALL0009262,330,8,12,3.7,4,37.76,2,79.93,59.67,82.52,52,1,14.93,1
CALL0009263,513,8,281,202.2,11,8.16,0,27.56,19.54,18.19,119,1,84.77,0
CALL0009264,705,36,172,183.0,5,3.21,2,22.52,11.22,13.08,151,0,64.91,0
CALL0009265,3650,8,276,256.6,7,8.32,2,17.24,28.03,18.97,233,0,67.05,0
CALL0009266,491,16,166,172.2,5,10.39,0,36.2,9.4,32.82,30,1,92.65,0
CALL0009267,1245,4,468,718.2,13,35.12,0,5.01,11.31,8.42,99,0,79.4,0
CALL0009268,1180,19,115,126.9,8,8.96,0,23.48,7.94,17.81,47,0,66.84,0
CALL0009269,560,469,267,250.0,95,7.36,0,54.98,14.28,14.51,254,0,63.98,0
CALL0009270,397,279,48,62.1,83,78.02,82,43.93,68.2,81.9,196,21,16.22,1
CALL0009271,1326,38,312,222.1,10,6.53,0,31.96,28.43,12.39,131,1,86.59,0
CALL0009272,1366,12,267,268.8,18,3.5,1,24.77,27.23,28.76,23,0,64.59,0
CALL0009273,957,20,191,235.3,4,16.82,2,26.58,22.62,34.02,83,1,93.59,0
CALL0009274,865,3,211,201.4,4,13.84,2,23.86,13.38,7.72,36,0,80.62,0
CALL0009275,26,917,10,15.6,100,37.46,3,67.73,40.43,83.39,81,1,40.84,1
CALL0009276,54,1070,34,35.8,211,25.23,88,75.81,58.38,76.62,457,20,50.48,1
CALL0009277,325,2,295,293.0,8,9.12,0,48.84,26.01,13.61,89,0,82.83,0
CALL0009278,1262,2,155,146.1,7,6.48,1,44.38,28.06,8.63,14,0,90.02,0
CALL0009279,1293,4,108,84.9,12,18.32,3,5.55,13.24,15.3,95,0,80.07,0
CALL0009280,1518,4,298,302.4,8,9.56,2,9.64,18.57,3.6,78,0,79.52,0
CALL0009281,1092,16,257,263.2,8,4.21,1,37.18,15.01,17.43,59,0,71.93,0
CALL0009282,858,4,235,261.1,5,4.62,2,36.35,24.8,12.5,71,1,62.55,0
CALL0009283,15,16,138,102.4,6,81.99,81,77.47,40.58,45.63,32,2,30.7,1
CALL0009284,440,23,362,236.3,4,13.47,2,54.45,9.87,11.89,186,1,58.07,0
CALL0009285,676,1199,74,33.7,86,27.56,4,86.62,44.19,80.11,514,29,7.75,1
CALL0009286,452,3,439,468.1,7,0.59,2,15.9,12.75,13.62,88,0,77.08,0
CALL0009287,689,8,277,176.7,11,3.01,2,27.67,14.63,2.88,32,0,86.84,0
CALL0009288,1153,3,451,497.5,7,10.82,3,10.21,45.0,9.34,146,1,52.44,0
CALL0009289,453,14,367,264.5,8,15.98,1,39.29,17.03,18.58,49,0,81.35,0
CALL0009290,306,2,286,235.8,10,3.92,3,26.67,2.19,15.11,114,0,46.89,0
CALL0009291,903,18,118,75.7,10,8.36,2,29.01,14.37,19.96,160,0,80.93,0
CALL0009292,11,727,20,28.0,274,42.0,0,51.78,58.67,42.29,417,24,13.14,1
CALL0009293,712,12,167,212.9,8,3.71,1,22.73,3.63,21.6,100,0,85.09,0
CALL0009294,124,1092,20,23.9,159,54.74,62,60.81,86.62,93.63,229,22,7.8,1
CALL0009295,933,724,384,333.9,70,10.12,1,30.61,17.76,11.4,335,0,86.02,0
CALL0009296,980,12,497,456.1,7,12.97,0,53.04,5.52,17.48,108,0,70.92,0
CALL0009297,108,2,20,30.4,3,25.78,86,63.46,23.75,57.57,45,26,22.74,1
CALL0009298,709,10,452,476.6,8,6.22,3,31.49,10.45,5.81,60,0,86.9,0
CALL0009299,146,14,20,14.3,6,74.25,3,87.29,74.89,55.73,34,19,28.12,1
CALL0009300,712,3,629,873.7,9,20.64,3,10.81,17.33,0.93,85,1,80.41,0
CALL0009301,11,905,49,45.6,82,71.85,89,55.09,47.63,81.33,412,17,9.44,1
CALL0009302,616,7,237,220.4,8,13.96,0,28.01,5.62,4.03,65,0,78.38,0
CALL0009303,154,13,186,196.7,12,11.16,3,13.28,16.39,14.14,16,0,68.41,0
CALL0009304,1369,5,179,214.3,11,18.66,3,16.14,13.4,25.53,74,0,72.78,0
CALL0009305,39,341,11,22.4,166,46.87,94,62.2,63.79,78.96,149,2,53.37,1
CALL0009306,477,1136,8,21.0,129,81.14,105,44.82,66.01,67.02,231,20,44.93,1
CALL0009307,1464,9,238,263.1,3,45.54,82,77.33,50.37,87.2,32,25,1.25,1
CALL0009308,22,1474,188,240.0,278,66.06,0,56.65,62.05,45.08,404,21,18.39,1
CALL0009309,388,20,196,205.6,7,15.79,0,36.01,25.52,2.5,84,0,64.2,0
CALL0009310,69,1403,27,15.8,207,82.82,96,41.83,42.42,59.59,194,18,22.37,1
CALL0009311,26,802,42,54.0,175,84.05,2,54.28,69.53,52.08,310,0,33.43,1
CALL0009312,2566,5,298,279.8,13,13.72,0,45.12,13.5,27.38,181,0,89.02,0
CALL0009313,7,5,6,1.0,8,67.45,88,38.84,79.15,81.25,15,13,30.3,1
CALL0009314,450,2,158,148.2,4,8.75,0,18.33,18.83,33.37,50,0,63.9,0
CALL0009315,20,818,199,82.5,121,53.3,58,58.23,51.02,56.37,452,0,26.43,1
CALL0009316,497,4,265,217.4,5,15.64,2,40.98,1.72,6.24,146,0,72.91,0
CALL0009317,2408,9,562,810.9,7,2.75,0,23.8,64.23,27.16,91,0,89.11,0
CALL0009318,48,570,21,21.3,54,40.98,5,89.96,20.18,95.02,385,1,23.23,1
CALL0009319,56,1487,259,159.3,151,73.99,1,66.84,53.05,78.02,463,0,14.21,1
CALL0009320,870,12,385,374.2,6,14.49,1,31.01,13.71,37.2,91,0,67.93,0
CALL0009321,12,1217,15,14.8,439,82.54,80,52.55,37.88,83.23,181,18,28.16,1
CALL0009322,308,336,20,27.0,216,84.44,88,36.72,46.51,81.54,205,20,12.49,1
CALL0009323,709,9,181,176.3,11,6.18,0,55.98,14.76,16.68,23,0,57.37,0
CALL0009324,23,173,22,13.3,95,49.57,80,50.78,42.8,88.37,177,41,8.06,1
CALL0009325,94,6,20,11.1,4,69.97,74,44.32,41.8,96.88,67,1,21.38,1
CALL0009326,914,8,417,508.7,6,3.55,0,38.64,9.25,21.35,159,0,73.72,0
CALL0009327,968,31,363,79.7,8,16.12,1,7.61,45.92,20.28,45,0,60.31,0
CALL0009328,824,3,375,314.1,10,6.55,2,20.4,27.45,12.98,52,0,67.54,0
CALL0009329,319,11,788,1111.0,8,5.27,1,25.0,20.07,20.26,109,0,95.98,0
CALL0009330,958,13,246,196.4,6,13.9,2,16.42,20.89,9.88,117,0,74.0,0
CALL0009331,1066,14,61,43.2,5,11.06,2,38.41,24.99,20.86,174,1,48.94,0
