AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,year,at_phase,ap_phase,ah_phase,afdp_phase,gtep_phase,in_pocket,target_real,target
17.316,1011.4,91.508,3.6032,24.132,1074.7,549.98,129.25,11.643,2014,-0.125114,-0.564338,1.95229,-0.969701,-0.868348,0,0,0
17.316,1011.6,90.865,2.8414,18.448,1035.4,546.46,102.43,10.052,2014,-0.136314,-0.429018,1.82728,-2.62377,-3.09081,0,1,1
16.909,1011.8,91.796,2.9313,19.174,1045,549.9,107.88,10.311,2014,-0.237444,-0.385167,2.00825,-2.51766,-2.84883,0,1,1
17.246,1012.1,87.74,3.0189,19.761,1049.1,550.27,110.22,10.35,2014,-0.113547,-0.297292,1.27215,-2.35789,-2.52774,0,1,1
17.147,1012.8,86.219,2.9445,19.441,1047.1,550,108.8,10.393,2014,-0.160896,0.101112,0.978013,-2.48439,-2.70429,0,1,1
17.077,1013.3,86.538,3.3513,22.438,1064.5,549.88,121.75,11.162,2014,-0.183172,0.265443,1.05278,-1.55628,-1.73515,0,1,1
17.546,1013.9,87.293,3.7774,25.62,1083.2,549.89,135.38,12.026,2014,-0.117521,0.518923,1.18418,-0.534821,0.62665,0,0,0
18.433,1014.2,82.393,3.7897,25.549,1082.9,549.74,134.7,12.004,2014,0.178082,0.672965,0.297041,-0.467176,0.546322,0,0,0
19.182,1014.4,81.868,3.7908,25.498,1082.6,549.84,134.4,11.986,2014,0.350197,0.691665,0.21278,-0.459639,0.516518,0,0,0
20.074,1014.6,78.168,3.8302,25.805,1084.3,549.98,135.36,12.078,2014,0.603672,0.755117,-0.347608,-0.340335,0.864439,0,0,0
20.602,1014.2,76.265,3.8498,25.866,1084.4,549.91,135.33,12.032,2014,0.690337,0.64736,-0.60907,-0.285525,0.903217,0,0,0
21.409,1013.8,73.644,3.8281,25.679,1083.3,549.98,134.08,12.091,2014,0.953954,0.462483,-0.950149,-0.331852,0.727808,0,0,0
22.21,1013.6,70.097,3.8895,26.209,1086.1,550.04,136.1,12.241,2014,1.21511,0.377287,-1.35117,-0.125784,1.16792,0,0,0
23.185,1013.3,66.926,3.8479,25.949,1084.5,550.1,134.45,12.153,2014,1.43012,0.278724,-1.71206,-0.309109,0.968672,1,0,1
23.765,1012.8,64.847,3.8253,25.832,1083.5,549.82,133.56,12.031,2014,1.61393,0.0762752,-1.92343,-0.391126,0.859358,0,0,0
24.019,1012.5,64.212,3.9101,26.492,1086.4,549.21,136.08,12.189,2014,1.68784,-0.0687937,-1.90906,-0.0711199,1.27326,0,0,0
23.427,1012.3,66.984,4.6002,31.816,1099.9,540.07,153.01,13.486,2014,1.5089,-0.153395,-1.68367,2.14115,2.49119,0,0,0
21.882,1012.3,79.133,4.7076,32.386,1100,538.04,155.08,13.683,2014,1.10145,-0.152078,-0.195183,2.29845,2.63704,0,0,0
19.795,1012.4,84.534,4.6612,32.1,1099.9,538.85,155.24,13.589,2014,0.508586,-0.103096,0.708381,2.22738,2.58232,0,0,0
18.569,1012.4,88.697,4.6803,32.156,1099.9,538.49,155.71,13.686,2014,0.182957,-0.104499,1.43583,2.24994,2.60499,0,0,0
18.055,1012.3,89.774,3.761,25.393,1081.7,549.92,134.4,11.994,2014,0.0490689,-0.142781,1.64977,-0.543314,0.359365,0,0,0
17.312,1012.1,92.686,3.7958,25.319,1081.1,549.53,134.22,11.979,2014,-0.140049,-0.247332,2.18989,-0.455355,0.296057,0,0,0
16.889,1011.6,94.302,4.7016,31.904,1100,539.54,155.07,13.536,2014,-0.221224,-0.452267,2.4776,2.27885,2.5034,0,0,0
16.536,1010.9,95.962,3.8236,25.451,1080.4,549.33,134.29,12.022,2014,-0.30579,-0.787365,2.6435,-0.403597,0.456324,0,0,0
18.162,1008,99.378,2.9383,17.939,1033,547.38,100.22,9.8518,2014,0.0861765,-1.78064,3.01419,-2.49507,-3.13964,0,1,1
19.521,1007.8,96.139,3.9533,25.587,1081,549.66,133.77,12.044,2014,0.450475,-1.89751,2.70233,0.0531996,0.591643,0,0,0
20.109,1007.5,93.48,3.9677,26.011,1084.4,549.77,135.84,12.164,2014,0.601657,-1.93681,2.30802,0.0952699,1.00056,0,0,0
20.611,1007,92.109,4.2745,28.222,1096.4,549.89,144.23,12.671,2014,0.765293,-2.12027,2.0533,1.23063,1.46881,0,0,0
21.98,1006.2,84.236,4.7997,32.284,1099.9,538.82,154.06,13.598,2014,1.14924,-2.35041,0.649542,2.3659,2.63136,0,0,0
23.256,1005.2,72.532,4.7314,31.486,1100,541.05,153.19,13.406,2014,1.47316,-2.54772,-1.0821,2.31378,2.34937,0,0,0
22.997,1004.4,75.334,4.5417,30.972,1100.1,543.16,152.02,13.357,2014,1.40596,-2.72285,-0.731277,2.09622,2.22693,0,0,0
22.524,1003.3,80.413,4.6004,31.363,1100,541.99,152.64,13.423,2014,1.29511,-2.84063,-0.0248751,2.14231,2.34235,0,0,0
23.583,1002.2,73.321,4.6237,31.403,1100.1,542.24,152.57,13.404,2014,1.53316,-2.90233,-0.994008,2.18719,2.36798,0,0,0
25.452,1001.2,64.725,4.7504,31.559,1099.9,541.51,152.55,13.409,2014,1.99135,-2.99392,-1.88535,2.3598,2.42462,0,0,0
26.648,1000.6,61.021,4.0287,26.618,1086.5,550.09,136.55,12.223,2014,2.28967,-3.0307,-2.22769,0.317937,1.26391,0,0,0
26.828,999.99,55.896,4.039,26.393,1085.4,550.09,134.27,12.165,2014,2.30856,-3.02402,-2.57054,0.347297,1.19392,0,0,0
26.461,999.79,51.449,4.094,26.308,1085.4,549.86,134.21,12.128,2014,2.23392,-3.00376,-2.82097,0.529152,1.18031,0,0,0
25.093,999.63,56.357,3.9905,26.214,1085,549.57,134.78,12.133,2014,1.93212,-3.06706,-2.47768,0.187098,1.13942,0,0,0
24.562,999.85,55.924,4.5998,30.853,1099.6,543.35,148.73,13.293,2014,1.82503,-3.0733,-2.58586,2.15955,2.11697,0,0,0
22.629,999.98,67.127,4.5387,31.14,1100.1,542.82,151.4,13.294,2014,1.30744,-3.01804,-1.69766,2.08584,2.30818,0,0,0
22.264,999.79,67.503,4.6137,31.273,1099.9,542.09,152.99,13.404,2014,1.17987,-3.03994,-1.64092,2.19413,2.29977,0,0,0
22.258,999.79,69.21,4.2203,27.917,1093.6,549.29,142.11,12.591,2014,1.18635,-3.03891,-1.47315,1.02784,1.43461,0,0,0
20.446,1001.4,72.262,4.4434,29.237,1096.4,546.75,146.16,12.883,2014,0.69921,-2.99382,-1.08736,1.81099,1.60371,0,0,0
21.018,1002.2,66.624,4.0266,25.859,1083.5,550,134.83,12.039,2014,0.880113,-2.96104,-1.69123,0.31304,0.856587,0,0,0
21.437,1002.8,62.297,3.9952,25.809,1083.5,550.15,134.76,12.017,2014,0.97267,-2.86023,-2.13274,0.163836,0.856362,0,0,0
21.835,1003.1,60.841,4.0248,26.305,1086.3,550.31,136.72,12.195,2014,1.07495,-2.79475,-2.20647,0.273185,1.18275,0,0,0
22.628,1003.3,56.49,4.1423,27.156,1090.9,549.8,139.61,12.427,2014,1.2859,-2.82989,-2.5352,0.720854,1.35463,0,0,0
23.185,1003.4,56.757,4.2322,27.658,1090.8,548.13,140.5,12.583,2014,1.45285,-2.80817,-2.52867,1.04751,1.41124,0,0,0
23.3,1003.4,56.619,4.5602,29.908,1095.9,543.98,148.37,13.085,2014,1.47787,-2.80116,-2.55582,2.0964,1.78155,0,0,0
23.479,1003.3,52.845,4.7519,31.445,1100,541.49,153.96,13.467,2014,1.55047,-2.81846,-2.77251,2.36376,2.35039,0,0,0
23.429,1003.4,54.283,4.7179,31.545,1099.9,541.37,154.04,13.434,2014,1.46908,-2.79292,-2.65857,2.3125,2.4194,0,0,0
23.258,1003.9,54.527,4.6703,31.446,1100.1,541.54,153.91,13.414,2014,1.49995,-2.7799,-2.65529,2.23786,2.38212,0,0,0
22.847,1004.3,57.369,4.6777,31.738,1099.9,540.23,154.6,13.509,2014,1.36477,-2.70605,-2.46231,2.25964,2.46339,0,0,0
21.736,1004.8,61.101,4.6942,32.077,1100,539.13,155.8,13.546,2014,1.04435,-2.61899,-2.23783,2.29548,2.57027,0,0,0
20.162,1005.2,69.204,4.6013,31.883,1100.1,539.69,155.76,13.545,2014,0.639731,-2.52825,-1.46443,2.16626,2.4658,0,0,0
19.789,1005.9,71.887,4.5599,31.496,1100.1,541.45,154.08,13.494,2014,0.561146,-2.4033,-1.14226,2.10756,2.38217,0,0,0
19.744,1006.3,75.658,4.6353,32.004,1099.8,539.55,155.35,13.57,2014,0.498465,-2.34427,-0.717511,2.22765,2.53899,0,0,0
18.812,1006.6,75.208,3.8849,26.701,1084.8,547.82,138.53,12.309,2014,0.254063,-2.29433,-0.710293,-0.156359,1.28239,0,0,0
16.965,1006.7,82.051,3.6802,25.109,1079.7,550.01,133.78,11.835,2014,-0.234027,-2.20138,0.252669,-0.811536,0.0108805,0,0,0
15.536,1006.8,83.703,3.697,25.365,1081.1,550.1,135.28,12.022,2014,-0.59058,-2.15981,0.542407,-0.760009,0.306018,0,0,0
15.034,1006.8,88.309,3.5511,23.963,1073.1,550.35,129.06,11.595,2014,-0.732016,-2.19321,1.41467,-1.15749,-1.08218,0,0,0
14.554,1006.6,87.323,3.4962,23.604,1071.3,550.06,127.96,11.537,2014,-0.80388,-2.24377,1.20054,-1.25261,-1.33804,0,0,0
14.067,1006.7,92.741,3.4735,23.045,1067.9,550.01,125.45,11.399,2014,-0.970297,-2.18964,2.12748,-1.33506,-1.59063,0,0,0
14.422,1006.8,93.632,3.7049,25.123,1079.9,550.04,134.57,11.813,2014,-0.863693,-2.14887,2.35197,-0.698599,0.0260592,0,0,0
14.362,1006.9,93.318,3.7266,25.069,1079.6,550.35,134.29,11.805,2014,-0.876129,-2.14215,2.28176,-0.67419,-0.0236428,0,0,0
15.307,1007.2,94.868,3.7959,25.432,1081.3,549.97,135.12,11.891,2014,-0.621581,-2.05628,2.52935,-0.471726,0.387304,0,0,0
18.001,1007.5,85.324,3.9183,25.85,1083.6,549.64,135.44,12.002,2014,0.0555686,-1.98927,0.847872,-0.0788154,0.883381,0,0,0
20.312,1007.8,70.015,4.8371,32.491,1099.3,537.55,155.51,13.655,2014,0.709424,-1.91329,-1.35018,2.48539,2.72353,0,0,0
21.832,1008.2,64.388,4.7736,32.327,1100,538.46,155.79,13.675,2014,1.07713,-1.7965,-1.9809,2.3882,2.65043,0,0,0
22.305,1008.5,63.32,4.3035,29.474,1092.8,543.66,146.44,12.958,2014,1.21846,-1.65176,-2.04476,1.30104,1.64713,0,0,0
22.687,1008.3,61.766,3.8365,25.789,1083.6,549.92,134.43,12.045,2014,1.31314,-1.70274,-2.1529,-0.344554,0.845241,0,0,0
22.807,1008.1,65.204,3.7942,25.464,1081.8,549.86,132.98,12.063,2014,1.34424,-1.77246,-1.84833,-0.44521,0.441742,0,0,0
22.71,1008.2,66.308,3.8608,26.038,1084.6,549.84,135.22,12.14,2014,1.31001,-1.77377,-1.8209,-0.22055,1.03943,0,0,0
22.909,1008.1,64.726,3.8366,25.908,1083.5,549.97,134.17,12.028,2014,1.38261,-1.8279,-1.90873,-0.302357,0.930464,0,0,0
23.539,1008,58.951,3.8508,25.749,1082.5,550.09,133.1,11.986,2014,1.49372,-1.84906,-2.38288,-0.258601,0.764214,0,0,0
23.586,1008.1,51.594,3.8962,26.034,1084.6,550.02,134.8,12.213,2014,1.54443,-1.8174,-2.7769,-0.136203,1.0474,0,0,0
23.257,1008.2,52.75,3.8824,26.059,1084.6,549.92,134.89,12.129,2014,1.50486,-1.72505,-2.73809,-0.178169,1.02249,0,0,0
21.614,1008.5,68.41,3.7823,25.712,1083,550.08,134.65,12.106,2014,1.0207,-1.70579,-1.57049,-0.515988,0.767977,0,0,0
20.38,1008.9,72.262,3.7701,25.732,1083.2,550.06,134.89,12.053,2014,0.702347,-1.55755,-1.07834,-0.552625,0.747916,0,0,0
19.897,1009.6,69.329,3.7686,25.772,1083.7,550.07,135.35,12.113,2014,0.555027,-1.30069,-1.46197,-0.577962,0.788765,0,0,0
18.868,1010.3,72.931,3.7231,25.451,1081.7,550,134.27,11.967,2014,0.281557,-1.03946,-1.04929,-0.666547,0.4165,0,0,0
17.272,1010.6,79.888,3.7092,25.306,1081.1,549.92,134.51,12.003,2014,-0.115317,-0.927636,-0.0948235,-0.694588,0.250275,0,0,0
15.9,1010.8,84.557,3.7044,25.031,1079.8,549.91,133.71,11.958,2014,-0.507743,-0.811828,0.667849,-0.736745,-0.0938885,0,0,0
14.933,1010.9,87.859,3.6968,25.078,1080.3,550.06,134.43,11.958,2014,-0.728747,-0.799561,1.27625,-0.763736,-0.0121516,0,0,0
14.049,1010.8,90.088,3.6298,24.375,1076.5,550.11,131.69,11.784,2014,-0.955571,-0.794415,1.68177,-0.901664,-0.714117,0,0,0
13.48,1010.8,91.518,3.7111,24.846,1079.1,549.8,133.82,11.946,2014,-1.11634,-0.799497,2.0133,-0.692702,-0.299013,0,0,0
13.637,1010.6,91.255,3.7153,24.875,1079.1,550,133.76,11.908,2014,-1.0662,-0.887517,1.93261,-0.725021,-0.24231,0,0,0
13.31,1010.8,91.124,3.6986,24.777,1078.7,550.03,133.56,11.788,2014,-1.14946,-0.78202,1.89356,-0.743784,-0.314871,0,0,0
13.369,1011.1,90.804,3.6444,24.534,1077.4,549.89,132.47,11.828,2014,-1.12661,-0.710796,1.84765,-0.893685,-0.518103,0,0,0
14.7,1011.5,91.654,3.7521,25.415,1082,549.88,135.45,11.941,2014,-0.765411,-0.481421,1.98493,-0.590431,0.401761,0,0,0
17.016,1011.9,88.124,3.8735,25.75,1083.4,549.88,135.32,11.973,2014,-0.218837,-0.307152,1.35054,-0.214038,0.776595,0,0,0
19.522,1012.1,72.603,3.8899,25.637,1083,549.91,134.15,11.979,2014,0.460058,-0.281365,-1.07527,-0.160568,0.643838,0,0,0
20.83,1012.3,64.578,3.8306,25.26,1081,550.13,132.35,11.902,2014,0.836729,-0.166093,-1.90115,-0.376713,0.20017,0,0,0
21.925,1012.6,60.085,3.8343,25.293,1081.3,550.13,132.31,12.055,2014,1.10066,-0.0399212,-2.2896,-0.339408,0.230407,0,0,0
22.413,1012.8,52.748,3.8947,25.606,1083.1,550.2,133.56,12.129,2014,1.24865,0.10973,-2.71611,-0.132308,0.619106,0,0,0
22.772,1012.8,51.543,3.8789,25.382,1081.9,550.11,132.32,12.036,2014,1.34506,0.0916073,-2.79971,-0.207989,0.371272,0,0,0
23.355,1012.8,50.044,3.9361,25.823,1084.1,549.47,133.82,12.182,2014,1.48507,0.106256,-2.91356,-0.0097714,0.832847,0,0,0
23.646,1013,47.794,3.9266,25.817,1084.2,549.81,133.93,12.134,2014,1.54419,0.161802,-2.96378,-0.00180813,0.849916,1,0,0
23.139,1013.2,54.13,3.8943,25.763,1084,549.94,134.12,12.124,2014,1.42408,0.255812,-2.6829,-0.14997,0.811306,1,0,0
22.834,1013.4,54.782,3.8851,25.715,1083.7,549.94,133.89,12.169,2014,1.30993,0.332807,-2.6271,-0.151058,0.726108,0,0,0
21.908,1013.2,63.31,3.8309,25.463,1082.8,550.03,133.76,11.995,2014,1.09841,0.202577,-2.01297,-0.322952,0.435996,0,0,0
20.706,1013.2,70.192,3.762,25.464,1082.2,550.07,133.66,11.939,2014,0.827817,0.236512,-1.30889,-0.569652,0.481656,0,0,0
20.148,1013.5,74.125,3.7499,25.497,1082.5,549.93,134.27,12.008,2014,0.611666,0.344364,-0.862247,-0.605672,0.443025,0,0,0
19.577,1013.8,78.156,3.7295,25.411,1081.9,549.69,133.87,12.083,2014,0.490486,0.503959,-0.319007,-0.639689,0.388207,0,0,0
19.093,1014.4,82.994,4.5895,31.494,1099.2,540.13,153.84,13.527,2014,0.317738,0.695275,0.43573,2.12636,2.39563,0,0,0
19.264,1014.8,82.533,4.6168,31.684,1100,540.03,154.37,13.533,2014,0.381551,0.816761,0.366502,2.19398,2.44137,0,0,0
18.586,1014.9,84.513,4.6031,31.763,1100,539.73,154.81,13.509,2014,0.20172,0.882378,0.67948,2.13964,2.44521,0,0,0
17.812,1014.9,83.133,3.7127,25.075,1080.6,549.96,133.59,12.006,2014,0.0204599,0.903045,0.470357,-0.749349,-0.0188697,0,0,0
16.18,1015,89.602,3.7019,24.859,1079.4,549.98,133.13,11.939,2014,-0.411744,0.898077,1.59401,-0.756746,-0.255826,0,0,0
15.784,1015,89.75,3.7439,24.711,1078.8,550,132.76,11.897,2014,-0.470531,0.895692,1.63353,-0.626741,-0.36715,0,0,0
15.152,1015.1,91.214,3.7111,24.785,1079.3,550.02,133.33,11.914,2014,-0.682769,0.959712,1.91846,-0.719774,-0.291905,0,0,0
15.836,1015,89.857,3.4849,22.871,1068.1,549.86,124.64,11.336,2014,-0.51015,0.918088,1.68195,-1.29355,-1.64411,0,0,0
15.571,1015,89.21,2.9369,19.119,1045.7,549.9,108.39,10.331,2014,-0.571778,0.905137,1.56569,-2.45836,-2.89146,0,1,1
15.418,1015.4,93.272,2.9652,19.458,1047.6,550.26,109.57,10.348,2014,-0.586301,1.08616,2.28008,-2.43492,-2.69287,0,1,1
17.555,1015.9,92.797,4.6581,31.486,1097.9,539.64,152.89,13.405,2014,-0.0845855,1.23636,2.202,2.24747,2.37984,0,0,0
19.417,1016.4,84.199,4.7292,32.005,1100,538.98,154.89,13.579,2014,0.462808,1.37548,0.609584,2.33364,2.56688,0,0,0
20.639,1016.3,73.39,4.7147,32.046,1099.9,538.71,154.99,13.624,2014,0.725273,1.36119,-0.967271,2.31575,2.53144,0,0,0
21.9,1016.3,64.295,4.6634,31.429,1099.9,540.61,153.96,13.541,2014,1.10568,1.33963,-1.90999,2.20345,2.36528,1,0,1
23.065,1016.3,63.154,4.6684,31.42,1100,540.53,154.13,13.463,2014,1.44107,1.37481,-2.09285,2.25222,2.34791,0,0,0
23.77,1016,59.152,4.6116,30.892,1100,542.31,153.1,13.395,2014,1.60525,1.24915,-2.36899,2.19107,2.16298,0,0,0
23.051,1015.8,60.714,4.6543,31.261,1099.9,541.13,153.68,13.457,2014,1.40968,1.17969,-2.23245,2.23937,2.32023,1,0,0
23.035,1015.5,61.175,4.6426,31.091,1100,541.79,153.2,13.433,2014,1.36122,1.13804,-2.17687,2.23112,2.23474,0,0,0
23.286,1015.1,58.41,4.7164,31.805,1099.9,539.57,154.59,13.58,2014,1.4909,0.983114,-2.41103,2.29646,2.45622,0,0,0
23.236,1014.9,57.589,4.6232,31.402,1100,541.16,153.74,13.47,2014,1.46057,0.899452,-2.4126,2.18608,2.34244,0,0,0
23.067,1014.9,57.241,4.6003,31.467,1100,541.07,153.72,13.414,2014,1.42731,0.883706,-2.48847,2.18263,2.37504,0,0,0
22.354,1015.3,60.416,4.512,30.861,1100.1,542.96,152.62,13.374,2014,1.20372,1.0381,-2.2556,2.01032,2.15969,0,0,0
20.854,1015.5,68.652,4.5976,31.589,1100,540.34,154.38,13.487,2014,0.808175,1.10752,-1.5042,2.13704,2.43328,0,0,0
19.458,1015.7,72.689,4.6445,31.939,1100,539.05,155.53,13.596,2014,0.409865,1.19477,-1.05322,2.2238,2.52576,0,0,0
18.827,1016,74.95,4.6092,31.991,1100.1,538.92,155.58,13.641,2014,0.280483,1.26922,-0.74441,2.15679,2.5403,0,0,0
17.954,1016.4,78.088,4.5154,31.308,1100,540.9,154.39,13.517,2014,0.0337224,1.41187,-0.357062,2.01956,2.32947,0,0,0
16.385,1016.5,83.573,4.5126,31.22,1099.6,540.97,154.42,13.486,2014,-0.383032,1.42811,0.55229,2.00393,2.27328,0,0,0
15.36,1016.5,90.564,3.2141,21.232,1058.3,549.92,117.66,10.923,2014,-0.624351,1.39602,1.78892,-1.90285,-1.96342,0,1,1
14.56,1016.3,91.566,2.9728,19.411,1047.6,549.86,110.06,10.417,2014,-0.809657,1.37101,1.93283,-2.42767,-2.7471,0,1,1
14.021,1016.4,94.031,3.0087,19.327,1047.2,549.84,109.8,10.4,2014,-0.974793,1.36107,2.39895,-2.35195,-2.81247,0,1,1
13.378,1016.2,94.762,2.9998,19.196,1046.6,549.71,109.56,10.371,2014,-1.1787,1.3461,2.52095,-2.39839,-2.86127,0,1,1
12.973,1016.3,95.507,3.0324,19.296,1045.9,548.93,109.4,10.413,2014,-1.27289,1.36073,2.57611,-2.33313,-2.82448,0,1,1
21.456,1017.2,74.691,4.5528,30.583,1095.7,541.48,146.5,13.22,2014,0.974282,1.68124,-0.784766,2.07895,2.03406,0,0,0
23.396,1017.5,62.205,4.5293,30.482,1100.1,544.33,147.48,13.241,2014,1.50289,1.71503,-2.12481,2.09053,1.99511,1,0,0
24.352,1017.5,55.764,4.5432,30.388,1099.9,544.21,147.43,13.232,2014,1.75077,1.6474,-2.61147,2.06665,1.95796,0,0,0
24.731,1017.4,51.068,4.5298,30.384,1099.9,544.2,149.63,13.293,2014,1.82915,1.69084,-2.83514,2.02452,1.95214,1,0,0
25.033,1016.9,52.222,4.6561,31.449,1100,540.87,153.65,13.477,2014,1.93781,1.5025,-2.76312,2.23333,2.37896,1,0,0
25.463,1016.6,52.927,4.627,31.434,1100,541.14,153.23,13.492,2014,2.05284,1.44036,-2.69036,2.20691,2.35756,1,0,1
25.556,1016.4,51.199,4.6667,31.851,1099.9,539.94,154.15,13.609,2014,2.06146,1.39631,-2.81716,2.22363,2.47361,1,0,1
25.35,1016.1,49.289,4.6371,31.741,1100,540.52,153.71,13.537,2014,2.00272,1.28998,-2.89763,2.20262,2.45553,0,0,0
25.24,1015.8,45.868,4.6268,31.785,1100.1,540.43,153.66,13.516,2014,1.93932,1.20401,-2.96912,2.18365,2.49595,1,0,0
24.664,1015.8,49.995,4.6505,32.317,1099.8,538.77,154.59,13.615,2014,1.82382,1.21225,-2.84283,2.22585,2.67235,0,0,0
23.031,1015.9,65.656,4.4766,30.837,1100,543.36,151.23,13.325,2014,1.39364,1.21796,-1.81774,1.91607,2.12112,0,0,0
21.381,1016,71.312,3.7382,25.394,1081.3,549.68,132.48,11.961,2014,0.936993,1.29026,-1.23942,-0.633058,0.390109,0,0,0
20.228,1016.2,73.583,4.6238,32.169,1099.8,538.53,154.71,13.655,2014,0.640835,1.32044,-0.924602,2.23063,2.60645,0,0,0
18.963,1016.1,77.178,4.5486,31.732,1100,539.92,154.53,13.58,2014,0.297909,1.29731,-0.462266,2.09409,2.47275,0,0,0
15.361,1015.2,87.334,3.1037,20.743,1055.3,550.18,115.09,10.741,2014,-0.616335,0.990864,1.2157,-2.19853,-2.06163,0,1,1
14.852,1014.9,89.186,2.9878,19.601,1048.3,550.29,110.08,10.464,2014,-0.738621,0.92681,1.53476,-2.39629,-2.622,0,1,1
14.665,1014.7,88.181,2.9772,19.545,1048.5,550.29,110.24,10.469,2014,-0.796774,0.788623,1.38839,-2.44139,-2.6487,0,1,1
13.926,1014.8,89.473,2.9461,19.422,1047.9,550.16,110.01,10.452,2014,-0.994682,0.826187,1.63103,-2.46581,-2.71029,0,1,1
13.74,1014.9,90.055,2.9501,19.405,1047.9,549.92,109.89,10.405,2014,-1.08526,0.914345,1.66893,-2.46819,-2.72217,0,1,1
15.301,1015,91.319,3.6479,24.358,1076.1,549.92,130.65,11.729,2014,-0.639695,0.946364,1.91306,-0.868751,-0.709451,0,0,0
18.745,1015,77.443,4.0861,27.501,1092.9,550.31,141.21,12.452,2014,0.271844,0.898337,-0.441104,0.50394,1.39495,0,0,0
21.589,1015.1,65.003,3.9177,26.036,1085,550.2,134.79,12.065,2014,1.02181,0.924365,-1.89514,-0.0187972,1.01555,0,0,0
22.933,1015.3,60.393,3.9467,26.246,1086.3,550.18,135.4,12.147,2014,1.36107,1.07606,-2.27282,0.0375857,1.13898,0,0,0
23.757,1015.5,58.605,3.9899,26.492,1088.1,550.37,136.6,12.226,2014,1.61702,1.07122,-2.40802,0.185168,1.22288,0,0,0
24.14,1015.4,54.011,4.0933,27.147,1091.9,550.57,139.07,12.515,2014,1.73213,1.07113,-2.68506,0.522205,1.36803,0,0,0
24.658,1015.1,48.615,4.2404,28.055,1096.5,549.97,141.69,12.693,2014,1.81401,0.957667,-2.90123,1.07091,1.44407,0,0,0
24.612,1015,49.093,4.002,26.292,1086.7,550.02,135.06,12.294,2014,1.80563,0.909338,-2.89447,0.198616,1.20284,0,0,0
24.365,1014.9,47.865,3.9503,25.987,1085,549.95,133.78,12.209,2014,1.73536,0.862592,-2.94665,0.0617383,0.993556,1,0,0
24.423,1015,46.032,4.0512,26.817,1089.5,549.81,137.12,12.355,2014,1.75053,0.90739,-2.95746,0.364014,1.34777,0,0,0
23.635,1015,45.884,4.7885,32.561,1099.5,537.16,154.68,13.719,2014,1.56189,0.90294,-2.98471,2.40771,2.7178,1,0,1
22.646,1015,57.757,4.7701,32.643,1100,537.1,156.21,13.734,2014,1.28666,0.870769,-2.45926,2.37908,2.78848,0,0,0
21.498,1015.1,64.41,4.6786,32.182,1100,538.53,155.23,13.611,2014,1.00223,0.919392,-1.9093,2.26952,2.57917,0,0,0
20.435,1015.3,68.918,4.5827,31.665,1100.1,539.97,154.49,13.518,2014,0.695381,1.02223,-1.47641,2.07637,2.42386,0,0,0
19.261,1015.3,74.426,4.642,32.047,1100,538.89,155.39,13.644,2014,0.361166,1.02747,-0.875677,2.21366,2.55606,0,0,0
18.241,1015.5,81.678,4.5564,31.487,1100,540.65,154.48,13.52,2014,0.115167,1.07909,0.213396,2.09523,2.38831,0,0,0
17.584,1015.3,86.34,4.6241,31.875,1100,539.21,155.39,13.607,2014,-0.0556573,1.00752,1.01915,2.18307,2.51226,0,0,0
16.913,1015.3,89.613,4.5891,31.31,1100,540.62,154.7,13.527,2014,-0.245206,1.05107,1.6033,2.16044,2.36041,0,0,0
15.365,1015.2,94.127,3.7457,24.596,1078.8,549.95,132.77,11.92,2014,-0.615466,0.984879,2.40973,-0.56708,-0.506701,0,0,0
14.652,1015.1,98.997,3.8947,24.866,1080.7,550.01,134.49,12.008,2014,-0.802389,0.94966,2.95623,-0.148305,-0.201002,0,0,0
14.387,1015.1,99.926,3.9193,24.723,1079.8,550.09,133.74,11.95,2014,-0.840129,0.932443,3.02474,-0.0347526,-0.356135,0,0,0
14.297,1015.1,100.02,3.9543,24.759,1080.1,550.36,133.95,11.981,2014,-0.893592,0.894429,3.04052,0.0558018,-0.339788,0,0,0
14.318,1015.2,100.02,3.9647,24.772,1080.2,549.88,133.95,11.953,2014,-0.876004,0.994828,3.06782,0.0676811,-0.358312,0,0,0
14.801,1015.4,100.02,3.2702,19.933,1051.4,550.12,112.32,10.513,2014,-0.768088,1.04277,3.02458,-1.7682,-2.41253,0,1,1
16.175,1015.7,99.059,3.9911,25.827,1084.8,549.96,137,12.105,2014,-0.399669,1.20004,2.97362,0.165062,0.809237,0,0,0
18.722,1015.9,85.195,4.7984,32.517,1099.4,537.41,155.05,13.665,2014,0.265794,1.1979,0.805417,2.4021,2.71352,1,0,1
21.142,1015.9,72.813,4.7084,31.722,1099.9,540.03,152.67,13.488,2014,0.922029,1.19874,-1.02419,2.33275,2.44319,1,0,0
22.238,1016.1,72.068,4.6588,31.423,1098,539.81,151.38,13.438,2014,1.20302,1.31253,-1.11401,2.30343,2.38798,0,0,0
23.478,1016,66.628,4.6483,31.631,1099.9,540.33,152.95,13.496,2014,1.53303,1.27441,-1.72037,2.25835,2.48261,0,0,0
24.165,1015.9,60.223,4.6496,31.466,1100,541.02,153.05,13.436,2014,1.68463,1.1775,-2.29059,2.23285,2.37743,0,0,0
24.772,1015.7,47.016,4.5791,31.043,1100,542.75,152.2,13.33,2014,1.86355,1.18536,-2.94932,2.11519,2.23813,1,0,0
25.349,1015.5,44.689,4.5532,30.866,1100,543.42,151.84,13.322,2014,2.02481,1.1252,-3.0226,2.05767,2.19341,1,0,0
