grad_id,major,major_category,institution_tier,institution_selectivity_pctile,gpa,had_internship,completed_on_time,region,net_cost_usd,debt_usd,hs_baseline_10yr_usd,added_earnings_10yr_usd,earnings_10yr_usd,net_roi_usd,roi_pct,positive_roi,high_roi
G021005,education,education,mid_tier,56,4.0,1,1,midwest,65400,0,337600,59400,397000,-6000,-9.2,0,0
G021006,criminal_justice,social_science,mid_tier,53,3.15,0,0,west,109100,0,442100,146800,588900,37700,34.6,1,0
G021007,computer_science,STEM,mid_tier,52,3.04,1,1,northeast,80500,51300,404000,709400,1113300,628900,781.4,1,1
G021008,nursing,health,regional,36,2.26,1,1,south,47300,33300,391600,482500,874100,435200,920.3,1,1
G021009,fine_arts,arts,top_public,73,3.31,0,1,northeast,105300,53400,333000,36000,368900,-69400,-65.9,0,0
G021010,business,business,mid_tier,63,2.83,0,0,south,91700,41000,329400,219800,549100,128000,139.6,1,0
G021011,computer_engineering,STEM,mid_tier,63,2.79,1,0,south,91800,0,305400,413200,718600,321400,349.9,1,0
G021012,economics,business,top_public,73,2.91,0,0,south,92600,0,308900,590800,899700,498300,538.2,1,1
G021013,business,business,top_public,70,3.34,1,1,south,102300,0,327100,349600,676700,247400,241.9,1,0
G021014,criminal_justice,social_science,regional,42,3.1,1,0,west,78200,72900,360000,81200,441200,3000,3.9,1,0
G021015,fine_arts,arts,regional,47,2.86,1,0,midwest,92800,42100,393600,38400,431900,-54500,-58.7,0,0
G021016,economics,business,mid_tier,52,3.15,0,1,northeast,87000,80200,372100,419900,791900,332800,382.3,1,0
G021017,computer_engineering,STEM,mid_tier,63,3.5,1,0,west,70300,35400,371900,166000,537800,95700,136.1,1,0
G021018,mechanical_engineering,STEM,ivy_elite,97,2.66,1,1,west,180000,173900,358800,669100,1028000,489200,271.8,1,1
G021019,computer_science,STEM,mid_tier,64,2.59,1,0,south,103700,61200,419700,698000,1117700,594200,572.8,1,1
G021020,communications,social_science,top_public,72,2.65,0,1,south,70700,56600,334900,247700,582500,177000,250.5,1,0
G021021,computer_engineering,STEM,mid_tier,64,3.5,0,1,south,91400,0,365100,738700,1103800,647300,708.3,1,1
G021022,nursing,health,mid_tier,63,3.23,1,1,midwest,106400,0,343600,281300,625000,174900,164.3,1,0
G021023,social_work,social_science,top_public,72,3.26,0,1,northeast,103200,98600,362700,108200,470900,5000,4.9,1,0
G021024,marketing,business,mid_tier,64,3.26,0,1,west,71900,64100,397800,463800,861500,391800,544.8,1,0
G021025,mechanical_engineering,STEM,mid_tier,63,3.36,0,0,midwest,101800,68900,311900,652000,964000,550300,540.8,1,1
G021026,nursing,health,top_public,69,2.97,1,0,south,113900,110200,370400,403800,774300,289900,254.5,1,0
G021027,finance,business,regional,43,3.2,0,0,south,78700,75500,361700,250000,611700,171300,217.6,1,0
G021028,chemical_engineering,STEM,top_public,72,3.2,1,1,midwest,84800,46300,336100,708400,1044500,623600,735.1,1,1
G021029,communications,social_science,top_public,75,3.68,0,1,northeast,90300,57600,457800,183200,640900,92900,102.9,1,0
G021030,business_analytics,business,regional,38,2.92,1,0,west,89100,0,332100,259500,591700,170500,191.4,1,0
G021031,economics,business,mid_tier,63,3.45,0,0,northeast,118800,0,321800,378700,700500,259900,218.8,1,0
G021032,education,education,top_public,72,3.2,0,1,northeast,79900,37600,370100,74500,444600,-5400,-6.8,0,0
G021033,chemical_engineering,STEM,mid_tier,62,3.28,1,1,northeast,55400,38200,363800,1107800,1471700,1052400,1898.6,1,1
G021034,computer_science,STEM,top_public,76,3.0,1,1,west,84000,83500,361000,388800,749800,304800,362.8,1,0
G021035,computer_engineering,STEM,regional,38,3.17,0,1,west,63800,59200,392000,1214800,1606800,1151000,1804.0,1,1
G021036,business,business,regional,41,1.96,1,1,south,73000,0,321500,378600,700100,305500,418.3,1,0
G021037,social_work,social_science,mid_tier,61,2.58,1,1,south,96400,65700,351700,136700,488400,40200,41.7,1,0
G021038,biology,STEM,regional,48,3.06,1,0,west,78100,33700,352000,159900,511900,81900,104.9,1,0
G021039,mechanical_engineering,STEM,regional,36,2.48,1,0,south,72200,58600,359600,449500,809100,377300,522.4,1,0
G021040,nursing,health,top_public,75,3.02,0,1,west,83900,44700,349100,915000,1264100,831100,990.5,1,1
G021041,psychology,social_science,regional,36,3.03,1,0,west,63800,60200,369300,45500,414800,-18300,-28.7,0,0
G021042,criminal_justice,social_science,regional,41,2.73,0,1,south,70400,53100,401600,86900,488500,16500,23.5,1,0
G021043,education,education,regional,42,3.4,1,0,west,111000,0,315600,105800,421400,-5100,-4.6,0,0
G021044,computer_science,STEM,top_public,72,2.86,0,1,midwest,94800,0,397700,1241200,1639000,1146400,1209.5,1,1
G021045,humanities,humanities,regional,43,3.32,0,1,south,69400,42100,345000,51800,396800,-17600,-25.4,0,0
G021046,psychology,social_science,regional,36,3.4,0,1,south,55500,36100,345200,44800,390000,-10700,-19.3,0,0
G021047,marketing,business,regional,45,2.76,1,1,south,56500,28500,343700,135600,479300,79100,140.1,1,0
G021048,criminal_justice,social_science,top_public,73,3.05,0,0,northeast,111400,82600,382700,96600,479400,-14700,-13.2,0,0
G021049,nursing,health,mid_tier,59,1.99,1,1,south,60800,25100,397200,433000,830200,372200,612.2,1,0
G021050,social_work,social_science,regional,41,3.14,0,0,west,66100,52100,340400,53400,393800,-12800,-19.3,0,0
G021051,nursing,health,regional,36,3.5,0,1,south,61900,0,358800,367700,726500,305800,494.3,1,0
G021052,economics,business,top_public,72,2.98,1,1,west,68800,54600,250000,683500,933500,614700,892.8,1,1
G021053,humanities,humanities,mid_tier,62,3.0,1,1,midwest,71300,29400,329900,112800,442700,41600,58.3,1,0
G021054,business,business,for_profit,22,2.4,0,1,south,90100,0,361300,156900,518200,66900,74.2,1,0
G021055,education,education,regional,45,2.54,0,1,northeast,43100,0,360400,58600,418900,15500,35.9,1,0
G021056,mechanical_engineering,STEM,regional,47,3.36,0,1,south,50000,32500,410900,717200,1128100,667100,1333.1,1,1
G021057,electrical_engineering,STEM,mid_tier,62,2.66,0,1,midwest,79000,44500,313100,900800,1213800,821800,1040.3,1,1
G021058,business,business,mid_tier,61,2.56,1,0,midwest,85900,65200,352500,284000,636500,198100,230.8,1,0
G021059,nursing,health,regional,37,3.05,1,1,west,42500,0,364400,257900,622200,215400,506.6,1,0
G021060,nursing,health,regional,45,2.87,0,0,south,59300,0,443900,255800,699700,196500,331.0,1,0
G021061,nursing,health,top_public,72,3.32,0,0,northeast,151300,129100,344900,337200,682200,185900,122.9,1,0
G021062,education,education,mid_tier,62,3.65,0,1,midwest,67600,0,334200,84900,419100,17300,25.6,1,0
G021063,humanities,humanities,top_public,72,2.51,0,1,south,72800,35700,282600,61900,344500,-11000,-15.0,0,0
G021064,communications,social_science,mid_tier,62,2.89,0,1,northeast,82300,62200,355200,196900,552200,114600,139.3,1,0
G021065,nursing,health,for_profit,19,2.62,0,1,west,73200,66900,326800,229800,556600,156600,214.0,1,0
G021066,humanities,humanities,top_public,78,3.36,1,0,west,132500,57300,372900,125300,498100,-7200,-5.4,0,0
G021067,mechanical_engineering,STEM,ivy_elite,94,3.68,1,1,west,100700,50600,340300,872500,1212800,771700,766.1,1,1
G021068,social_work,social_science,top_public,78,2.57,0,0,west,78400,72500,373900,64000,437900,-14400,-18.3,0,0
G021069,marketing,business,top_public,75,3.04,1,1,west,92100,0,405300,182900,588200,90800,98.6,1,0
G021070,nursing,health,regional,48,2.38,1,0,south,99700,72900,358900,232300,591200,132600,132.9,1,0
G021071,chemical_engineering,STEM,mid_tier,64,3.34,0,0,south,105300,78100,390000,902500,1292500,797200,757.0,1,1
G021072,communications,social_science,regional,36,3.01,0,0,midwest,62200,31100,319600,188000,507700,125800,202.3,1,0
G021073,fine_arts,arts,mid_tier,64,2.47,1,1,south,100400,0,315000,41400,356400,-59000,-58.7,0,0
G021074,electrical_engineering,STEM,for_profit,16,3.29,0,0,northeast,128600,0,439000,255600,694600,127100,98.9,1,0
G021075,finance,business,regional,46,3.07,0,1,south,56000,0,379200,382800,762000,326800,583.3,1,0
G021076,business,business,regional,44,2.65,0,0,northeast,100400,65900,363800,282200,645900,181800,181.1,1,0
G021077,communications,social_science,top_public,76,3.57,0,0,south,115200,97500,309400,154600,464000,39500,34.3,1,0
G021078,mechanical_engineering,STEM,top_public,76,3.67,0,1,south,60700,0,389100,469400,858600,408700,673.5,1,0
G021079,communications,social_science,top_public,70,3.48,1,1,west,79400,71700,319000,199400,518400,120000,151.1,1,0
G021080,marketing,business,regional,47,3.04,0,1,midwest,69500,0,345700,140900,486600,71400,102.7,1,0
G021081,chemical_engineering,STEM,regional,45,3.37,1,1,northeast,79500,75900,382200,467600,849800,388200,488.3,1,0
G021082,computer_science,STEM,top_public,78,3.81,1,1,west,92900,62600,350100,560600,910700,467700,503.3,1,1
G021083,psychology,social_science,top_public,75,3.2,0,1,midwest,104900,0,399400,70000,469400,-34900,-33.3,0,0
G021084,nursing,health,top_public,77,2.25,0,0,west,110100,0,368100,285200,653300,175000,158.9,1,0
G021085,finance,business,for_profit,22,2.72,1,1,south,126000,57300,398900,347600,746500,221600,176.0,1,0
G021086,electrical_engineering,STEM,mid_tier,54,2.79,0,0,west,119300,92600,400200,565900,966100,446600,374.3,1,1
G021087,humanities,humanities,for_profit,21,2.91,0,0,west,135200,97400,320800,47200,368000,-88000,-65.1,0,0
G021088,nursing,health,regional,45,3.55,1,1,west,65700,57100,427900,594200,1022200,528500,804.2,1,1
G021089,electrical_engineering,STEM,mid_tier,62,3.68,1,1,midwest,70400,52900,313500,729100,1042500,658700,935.5,1,1
G021090,mechanical_engineering,STEM,mid_tier,59,2.7,0,1,midwest,90100,0,280000,471900,752000,381800,423.7,1,0
G021091,social_work,social_science,regional,36,3.37,0,1,south,66800,27800,356300,81100,437400,14300,21.4,1,0
G021092,marketing,business,top_public,69,2.89,1,1,northeast,87900,61600,318400,389100,707500,301100,342.5,1,0
G021093,biology,STEM,mid_tier,64,3.29,0,1,west,85600,63100,381500,161600,543000,76000,88.8,1,0
G021094,humanities,humanities,mid_tier,53,3.37,1,1,northeast,63500,52900,360000,108400,468400,44900,70.7,1,0
G021095,economics,business,regional,38,3.72,1,0,midwest,79600,52900,384200,407900,792000,328300,412.7,1,0
G021096,chemical_engineering,STEM,for_profit,19,2.89,0,1,midwest,90300,81400,349600,437700,787300,347400,384.5,1,0
G021097,biology,STEM,regional,44,2.77,0,0,northeast,72200,66100,331900,265400,597300,193100,267.4,1,0
G021098,business_analytics,business,regional,37,3.45,0,1,west,43900,0,344500,305500,650000,261700,596.7,1,0
G021099,computer_science,STEM,mid_tier,58,2.93,1,0,midwest,83300,69100,384600,870100,1254800,786800,944.0,1,1
G021100,economics,business,regional,45,2.56,0,0,northeast,68400,49500,385600,470400,856000,402100,588.2,1,0
G021101,chemical_engineering,STEM,mid_tier,55,3.03,0,0,northeast,133300,0,395000,383600,778600,250300,187.7,1,0
G021102,finance,business,mid_tier,54,3.64,0,1,northeast,75900,75700,373200,463900,837100,388000,511.1,1,0
G021103,marketing,business,mid_tier,60,2.86,1,1,west,102100,0,400000,194600,594600,92500,90.6,1,0
G021104,economics,business,top_public,76,3.01,0,0,midwest,131300,86800,355600,468800,824400,337500,257.0,1,0
G021105,criminal_justice,social_science,regional,39,3.58,0,1,northeast,60200,41900,351100,129800,480900,69600,115.5,1,0
G021106,finance,business,top_public,70,2.5,0,1,midwest,89100,0,342700,761900,1104600,672800,755.2,1,1
G021107,business_analytics,business,mid_tier,59,2.84,0,0,west,100400,61700,404700,377400,782200,277000,276.0,1,0
G021108,chemical_engineering,STEM,mid_tier,62,4.0,1,1,west,102600,101900,327500,600300,927700,497600,485.0,1,1
G021109,humanities,humanities,top_public,72,3.2,1,1,south,77600,61000,382300,42900,425200,-34700,-44.8,0,0
G021110,psychology,social_science,regional,44,2.48,1,0,northeast,42500,0,347800,71500,419300,29000,68.1,1,0
G021111,nursing,health,regional,38,3.35,1,1,south,41700,0,357000,452900,809900,411200,986.1,1,0
G021112,social_work,social_science,top_public,74,3.03,0,1,south,73500,0,319200,60600,379800,-12900,-17.6,0,0
G021113,business_analytics,business,regional,36,2.85,1,1,west,52800,37600,348200,535200,883400,482400,913.4,1,1
G021114,biology,STEM,mid_tier,57,3.12,0,0,northeast,136400,0,334300,272000,606300,135600,99.4,1,0
G021115,psychology,social_science,regional,39,3.65,0,1,south,65700,0,314400,35700,350100,-30100,-45.7,0,0
G021116,chemical_engineering,STEM,mid_tier,63,3.14,1,1,south,80600,43000,344700,277500,622200,196900,244.3,1,0
G021117,business_analytics,business,mid_tier,62,3.37,1,1,midwest,82100,50500,409500,1371400,1780800,1289300,1570.6,1,1
G021118,mechanical_engineering,STEM,regional,41,3.28,0,1,west,52000,0,355800,687900,1043700,635900,1223.1,1,1
G021119,business,business,mid_tier,62,2.66,1,1,south,62200,57200,313700,450200,763900,388000,624.3,1,0
G021120,electrical_engineering,STEM,for_profit,22,2.48,1,1,midwest,125100,56400,414500,320700,735300,195600,156.3,1,0
G021121,finance,business,regional,40,3.1,1,0,south,91500,0,352000,438300,790300,346800,379.1,1,0
G021122,electrical_engineering,STEM,mid_tier,55,2.66,0,1,south,88700,0,356500,388100,744500,299400,337.7,1,0
G021123,chemical_engineering,STEM,top_public,78,2.72,0,1,midwest,99400,80400,323800,1013200,1337000,913900,919.7,1,1
G021124,communications,social_science,mid_tier,53,3.76,1,1,south,58000,51200,325100,209700,534800,151800,261.8,1,0
G021125,nursing,health,top_public,77,3.21,1,1,northeast,87900,48300,342300,525500,867800,437600,497.8,1,1
G021126,education,education,for_profit,23,3.74,0,0,south,114000,0,355100,50700,405800,-63300,-55.5,0,0
G021127,social_work,social_science,regional,37,3.03,0,1,northeast,50500,26000,361100,96200,457300,45600,90.3,1,0
G021128,fine_arts,arts,top_public,74,2.28,0,1,west,62900,0,345300,30900,376200,-32000,-50.8,0,0
G021129,nursing,health,mid_tier,55,2.86,1,0,south,89100,46200,304500,780700,1085200,691600,776.4,1,1
G021130,marketing,business,for_profit,27,2.86,0,1,south,105700,0,302900,136100,439000,30400,28.8,1,0
G021131,marketing,business,regional,43,3.97,0,1,midwest,83800,74000,328200,191100,519300,107300,128.0,1,0
G021132,computer_science,STEM,mid_tier,64,3.42,1,1,south,56800,0,328700,572000,900700,515200,907.7,1,1
G021133,marketing,business,regional,43,2.56,0,0,south,94800,0,379400,110100,489600,15300,16.2,1,0
G021134,psychology,social_science,regional,47,3.18,1,0,south,91900,0,320700,39800,360500,-52100,-56.7,0,0
G021135,biology,STEM,mid_tier,52,3.66,0,1,south,50000,46600,354100,138500,492500,88400,176.7,1,0
G021136,economics,business,mid_tier,55,2.43,0,1,west,82000,0,368400,739600,1108000,657500,801.6,1,1
G021137,communications,social_science,top_public,68,2.9,0,1,west,84200,0,378700,243400,622000,159200,189.2,1,0
G021138,humanities,humanities,mid_tier,63,3.68,0,1,midwest,83500,0,342700,171800,514500,88300,105.7,1,0
G021139,fine_arts,arts,top_public,78,4.0,0,0,west,127300,57900,355300,38800,394100,-88500,-69.5,0,0
G021140,humanities,humanities,regional,36,3.16,0,1,south,65400,54300,447500,45100,492700,-20300,-31.0,0,0
G021141,finance,business,for_profit,21,3.05,0,1,west,115900,56500,331600,516900,848500,401100,346.1,1,0
G021142,finance,business,top_public,76,2.85,1,0,northeast,105100,93000,321600,396800,718400,291700,277.6,1,0
G021143,communications,social_science,for_profit,17,2.49,1,0,south,126700,77300,339500,93400,432900,-33300,-26.3,0,0
G021144,nursing,health,top_public,68,2.81,1,1,west,62000,0,385300,522800,908100,460800,743.8,1,1
G021145,computer_science,STEM,regional,45,3.07,1,1,south,78400,0,345000,718300,1063300,640000,816.3,1,1
G021146,economics,business,mid_tier,60,3.33,0,1,west,50800,29800,439400,361000,800400,310200,610.8,1,0
G021147,finance,business,mid_tier,52,3.1,0,1,west,67200,35900,421700,457800,879500,390500,580.8,1,0
G021148,business_analytics,business,ivy_elite,102,3.21,0,1,west,124300,114900,368000,801900,1169900,677500,544.9,1,1
G021149,criminal_justice,social_science,regional,47,3.86,0,1,midwest,64200,53200,392300,115700,508000,51500,80.3,1,0
G021150,marketing,business,mid_tier,63,2.46,0,1,northeast,77500,72200,353600,238800,592400,161400,208.3,1,0
G021151,nursing,health,mid_tier,54,3.61,0,1,northeast,47500,0,389100,440600,829700,393100,828.2,1,0
G021152,criminal_justice,social_science,top_public,75,3.19,1,1,south,113200,52100,381400,140800,522200,27600,24.4,1,0
G021153,education,education,regional,45,3.28,0,0,midwest,80200,0,349200,76400,425600,-3700,-4.7,0,0
G021154,finance,business,regional,43,2.76,0,1,west,69800,0,378700,336800,715500,266900,382.1,1,0
G021155,finance,business,mid_tier,63,2.88,1,1,midwest,75500,0,382900,532700,915600,457200,605.3,1,1
G021156,computer_engineering,STEM,regional,46,3.9,0,1,northeast,40400,20800,337600,383100,720700,342700,848.4,1,0
G021157,economics,business,mid_tier,60,3.24,0,1,south,63200,27200,350100,279800,629900,216600,342.9,1,0
G021158,business_analytics,business,top_public,71,2.92,0,1,midwest,86700,0,373500,538500,912000,451800,520.8,1,1
G021159,criminal_justice,social_science,top_public,73,3.29,0,1,west,62700,0,340300,222900,563200,160200,255.4,1,0
G021160,psychology,social_science,regional,47,2.89,0,1,midwest,56600,0,337900,33000,370900,-23600,-41.6,0,0
G021161,humanities,humanities,top_public,80,3.42,0,1,northeast,87100,64100,402100,102400,504500,15300,17.6,1,0
G021162,marketing,business,regional,47,3.08,1,0,south,58500,0,366400,159100,525500,100700,172.2,1,0
G021163,biology,STEM,mid_tier,62,2.99,1,1,west,67900,62400,337900,146200,484100,78300,115.3,1,0
G021164,social_work,social_science,mid_tier,58,3.2,0,0,south,73600,0,429100,78100,507200,4500,6.2,1,0
G021165,social_work,social_science,mid_tier,55,3.42,0,0,south,121200,110900,400300,174500,574800,53300,43.9,1,0
G021166,humanities,humanities,regional,39,2.87,0,1,south,60600,42600,338600,79900,418500,19300,31.8,1,0
G021167,chemical_engineering,STEM,top_public,74,3.11,1,1,south,66500,48000,379100,517200,896300,450700,677.4,1,1
G021168,computer_science,STEM,mid_tier,63,2.98,0,1,midwest,85500,43000,363600,367000,730600,281400,329.1,1,0
G021169,criminal_justice,social_science,regional,39,2.78,1,1,west,47300,41200,362100,163000,525100,115800,244.9,1,0
G021170,nursing,health,ivy_elite,101,3.84,0,0,northeast,169800,0,380600,615400,996000,445600,262.5,1,1
G021171,computer_science,STEM,mid_tier,63,2.94,0,0,northeast,94400,40200,309900,588100,898000,493700,523.1,1,1
G021172,electrical_engineering,STEM,for_profit,21,2.99,1,1,south,122600,56900,410000,397400,807400,274800,224.1,1,0
G021173,biology,STEM,top_public,71,3.1,1,1,south,91300,0,407200,374200,781400,282900,309.9,1,0
G021174,fine_arts,arts,top_public,78,3.48,1,1,south,75500,72500,368400,30000,398400,-45600,-60.3,0,0
G021175,humanities,humanities,mid_tier,57,3.06,1,1,northeast,77700,49400,297800,51700,349500,-26000,-33.4,0,0
G021176,mechanical_engineering,STEM,mid_tier,54,3.47,1,1,northeast,89600,0,377600,305800,683400,216200,241.3,1,0
G021177,biology,STEM,regional,40,3.82,0,1,west,63000,25600,336200,113600,449700,50600,80.4,1,0
G021178,marketing,business,top_public,75,2.41,0,1,midwest,65900,56600,455900,299000,755000,233200,354.1,1,0
G021179,chemical_engineering,STEM,top_public,75,2.81,0,1,northeast,76100,69700,414700,703600,1118300,627500,824.2,1,1
G021180,fine_arts,arts,top_public,80,2.72,0,1,west,82300,0,349700,73400,423000,-8900,-10.8,0,0
G021181,social_work,social_science,for_profit,27,2.39,1,1,midwest,137600,121000,393900,48500,442400,-89100,-64.8,0,0
G021182,business,business,for_profit,20,3.01,1,1,west,97700,0,417600,233800,651400,136100,139.4,1,0
G021183,marketing,business,for_profit,20,3.22,0,1,south,147400,0,328300,135000,463300,-12400,-8.4,0,0
G021184,computer_science,STEM,mid_tier,58,3.65,1,0,northeast,102300,80200,287500,952200,1239700,850000,831.0,1,1
G021185,fine_arts,arts,regional,43,2.88,0,1,west,79500,50200,395000,20000,415100,-59400,-74.8,0,0
G021186,biology,STEM,top_public,75,2.08,0,1,northeast,57600,0,395900,265700,661600,208100,361.3,1,0
G021187,business_analytics,business,regional,36,3.07,1,1,south,60600,0,432900,956100,1389100,895600,1478.9,1,1
G021188,communications,social_science,top_public,70,3.4,0,0,west,129900,102200,390700,124200,514800,-5800,-4.4,0,0
G021189,education,education,for_profit,19,3.41,0,1,west,70600,40900,333700,83200,416900,12600,17.8,1,0
G021190,finance,business,for_profit,21,3.02,0,1,northeast,88100,73700,363800,511400,875200,423300,480.6,1,0
G021191,biology,STEM,top_public,76,3.11,1,1,northeast,72900,62400,436900,181500,618400,108600,149.1,1,0
G021192,mechanical_engineering,STEM,top_public,80,2.66,0,1,south,64700,34000,307900,656000,963900,591300,913.9,1,1
G021193,communications,social_science,regional,41,4.0,0,1,northeast,51000,0,330000,228500,558500,177500,348.1,1,0
G021194,criminal_justice,social_science,mid_tier,62,3.43,0,0,midwest,107800,106100,376100,119600,495700,11800,11.0,1,0
G021195,computer_science,STEM,top_public,78,3.94,0,1,west,87500,38800,337000,730200,1067200,642800,735.0,1,1
G021196,biology,STEM,mid_tier,58,3.51,1,1,midwest,80800,0,300000,107800,407700,27000,33.4,1,0
G021197,chemical_engineering,STEM,mid_tier,63,3.39,1,1,northeast,103200,72600,259800,441300,701200,338100,327.5,1,0
G021198,electrical_engineering,STEM,for_profit,26,3.02,0,1,south,94100,88100,386500,234700,621200,140500,149.3,1,0
G021199,nursing,health,regional,41,3.05,1,1,midwest,53300,0,273000,340800,613800,287500,539.7,1,0
G021200,fine_arts,arts,mid_tier,61,3.85,0,0,south,71400,56200,350200,58900,409100,-12600,-17.6,0,0
G021201,communications,social_science,regional,38,3.58,0,1,west,55400,29600,331800,181500,513200,126100,227.5,1,0
G021202,computer_engineering,STEM,regional,37,3.48,0,1,northeast,58100,0,351200,333300,684500,275200,473.5,1,0
G021203,chemical_engineering,STEM,top_public,68,3.12,1,0,midwest,127300,0,423700,785300,1209000,658000,517.0,1,1
G021204,mechanical_engineering,STEM,mid_tier,61,2.97,1,0,west,105100,0,308800,199200,508000,94100,89.5,1,0
G021205,social_work,social_science,regional,41,3.01,0,1,south,59400,46900,370300,88600,458900,29200,49.1,1,0
G021206,education,education,mid_tier,59,2.3,1,0,midwest,101200,0,360900,112300,473200,11100,10.9,1,0
G021207,psychology,social_science,ivy_elite,94,2.55,1,0,south,251500,0,402400,135800,538200,-115600,-46.0,0,0
G021208,business_analytics,business,mid_tier,57,4.0,1,1,south,72800,41800,316300,341700,658000,268800,369.1,1,0
G021209,business_analytics,business,top_public,71,3.84,1,0,west,98400,92600,324700,542300,867100,443900,451.2,1,1
G021210,business,business,for_profit,19,3.15,1,0,south,228400,115800,335700,390300,726000,161900,70.9,1,0
G021211,communications,social_science,mid_tier,52,2.73,0,0,west,154800,62000,298000,195700,493600,40900,26.4,1,0
G021212,business,business,mid_tier,54,3.01,0,0,midwest,124900,0,322200,184700,506900,59800,47.9,1,0
G021213,finance,business,mid_tier,62,3.53,1,0,south,140000,95800,384500,488800,873300,348800,249.1,1,0
G021214,biology,STEM,ivy_elite,97,2.12,0,1,south,124300,0,376100,221100,597200,96800,77.9,1,0
G021215,social_work,social_science,mid_tier,58,2.4,0,0,northeast,92200,54200,401900,93100,495000,900,1.0,1,0
G021216,criminal_justice,social_science,for_profit,19,3.91,1,1,south,98900,84700,343600,180000,523600,81200,82.1,1,0
G021217,computer_science,STEM,top_public,71,3.92,0,1,south,93900,0,386600,487300,873900,393400,419.0,1,0
G021218,electrical_engineering,STEM,mid_tier,64,3.81,0,1,south,66800,0,382200,519200,901400,452400,677.0,1,1
G021219,electrical_engineering,STEM,regional,37,3.02,1,1,south,81900,36000,362200,445000,807200,363100,443.3,1,0
G021220,business,business,regional,37,3.66,0,1,south,60000,0,351700,350700,702400,290600,484.3,1,0
G021221,social_work,social_science,regional,39,3.56,1,1,northeast,50500,0,333100,87800,420900,37300,74.0,1,0
G021222,criminal_justice,social_science,top_public,80,3.32,1,1,northeast,145200,137300,289400,133000,422400,-12200,-8.4,0,0
G021223,mechanical_engineering,STEM,top_public,71,3.0,1,1,northeast,73500,31000,375800,841500,1217200,768000,1044.6,1,1
G021224,computer_science,STEM,mid_tier,56,2.88,1,0,south,70900,0,402300,639200,1041500,568300,801.7,1,1
G021225,finance,business,mid_tier,53,2.93,0,1,south,80800,76300,390000,366300,756300,285500,353.4,1,0
G021226,humanities,humanities,regional,44,3.09,0,1,midwest,57600,55600,390200,98100,488300,40500,70.3,1,0
G021227,nursing,health,regional,44,2.54,1,0,west,102200,0,348100,433600,781700,331400,324.2,1,0
G021228,biology,STEM,mid_tier,52,3.27,1,1,midwest,93700,55800,406800,193800,600600,100100,106.8,1,0
G021229,mechanical_engineering,STEM,regional,45,3.52,0,1,west,57800,51400,369200,284200,653400,226400,391.7,1,0
G021230,business_analytics,business,ivy_elite,100,3.26,0,1,west,152500,117100,386700,1337700,1724400,1185200,776.9,1,1
G021231,biology,STEM,mid_tier,52,3.93,0,1,west,83200,64600,302600,257700,560400,174500,209.6,1,0
G021232,computer_engineering,STEM,regional,41,3.07,1,1,midwest,56800,0,381500,435000,816400,378100,665.2,1,0
G021233,business_analytics,business,mid_tier,60,3.56,0,1,south,64800,0,421300,1592600,2013900,1527800,2358.2,1,1
G021234,business_analytics,business,regional,44,2.9,0,1,west,44600,25200,345700,786300,1132000,741700,1663.7,1,1
G021235,social_work,social_science,regional,44,2.53,0,0,northeast,94300,63900,330200,196400,526500,102100,108.2,1,0
G021236,business_analytics,business,for_profit,16,3.21,1,1,south,70500,37300,340900,518200,859100,447700,635.0,1,1
G021237,chemical_engineering,STEM,mid_tier,58,3.17,0,1,midwest,109000,52200,343400,841400,1184800,732400,671.6,1,1
G021238,psychology,social_science,for_profit,25,2.86,0,1,south,95200,67900,349800,50400,400100,-44800,-47.1,0,0
G021239,finance,business,regional,38,3.02,1,0,south,82600,82400,402800,375400,778200,292800,354.7,1,0
G021240,marketing,business,regional,42,3.8,1,1,midwest,44400,0,433900,103400,537300,59100,133.1,1,0
G021241,business,business,top_public,74,3.31,1,1,northeast,96100,0,346600,232400,579000,136300,141.8,1,0
G021242,finance,business,mid_tier,60,3.83,1,1,northeast,51900,33500,381600,415800,797400,363900,701.0,1,0
G021243,social_work,social_science,ivy_elite,95,2.95,1,1,midwest,189700,109900,339400,206100,545500,16300,8.6,1,0
G021244,business,business,regional,47,3.53,1,1,west,34500,0,386100,365300,751400,330800,958.8,1,0
G021245,mechanical_engineering,STEM,mid_tier,61,2.87,1,1,northeast,85100,78000,365000,619000,984000,533800,627.2,1,1
G021246,social_work,social_science,regional,42,3.71,0,1,midwest,80300,0,344500,97000,441500,16700,20.8,1,0
G021247,mechanical_engineering,STEM,mid_tier,60,2.98,0,1,midwest,67300,63800,397800,275600,673400,208300,309.5,1,0
G021248,communications,social_science,regional,36,3.57,0,0,south,90100,0,325400,100100,425500,9900,11.0,1,0
G021249,communications,social_science,mid_tier,52,1.9,0,1,northeast,80700,40100,356600,74500,431100,-6200,-7.7,0,0
G021250,biology,STEM,ivy_elite,101,2.44,0,1,midwest,139400,99700,366900,374500,741400,235100,168.7,1,0
G021251,nursing,health,mid_tier,64,2.6,0,0,south,72700,0,368600,276700,645300,204000,280.7,1,0
G021252,criminal_justice,social_science,mid_tier,64,2.89,0,1,midwest,81900,32800,345000,94800,439700,12900,15.7,1,0
G021253,social_work,social_science,regional,43,3.43,0,1,south,73100,41000,330900,75300,406300,2200,3.0,1,0
G021254,biology,STEM,top_public,78,2.91,0,0,south,72200,57700,297200,281300,578500,209200,289.8,1,0
