Division,District,Market,Crop,Variety,Group,Arrivals (Tonnes),Min Price (BDT/Quintal),Max Price (BDT/Quintal),Price (BDT/Quintal),Reported Date,Quality_Grade,Market_Demand,Stock_Availability,Market_Type,Season
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,18,9542,10338,9940,10/6/2020,Premium,Low,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,6,3533,3827,3680,2/22/2020,Grade B,Low,High,Retail,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,2,10176,11024,10600,7/26/2024,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,70,4946,5358,5152,3/18/2020,Grade A,High,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,1,5280,5720,5500,12/6/2021,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,31,9667,10473,10070,1/27/2024,Grade A,Low,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,65,6451,6989,6720,11/24/2021,Premium,High,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,276,2879,3119,2999,10/6/2020,Grade C,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,16,2162,2342,2252,2/22/2023,Grade A,Low,Medium,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,76,3739,4051,3895,1/21/2020,Grade B,Medium,High,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Wheat,BARI Gom-33,Wheat Flour,10,4063,4401,4232,9/11/2023,Grade C,High,Low,Wholesale,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Wheat,BARI Gom-33,Wheat Flour,6,4562,4942,4752,3/20/2020,Grade C,Medium,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,11.3,2076,2248,2162,5/31/2024,Grade C,High,High,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,65,8430,9132,8781,7/21/2023,Grade C,Low,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,8,1440,1560,1500,9/21/2020,Grade B,Low,Medium,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,67,6580,7128,6854,6/7/2023,Grade C,High,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,3,6867,7439,7153,8/4/2022,Grade C,Medium,Low,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,5,4981,5397,5189,8/13/2020,Grade C,Low,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,2,1968,2132,2050,3/2/2023,Grade B,Medium,High,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,2,1865,2021,1943,7/30/2020,Premium,Medium,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,3,4032,4368,4200,9/27/2024,Grade B,Low,High,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,250,6161,6675,6418,12/29/2021,Grade A,High,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,90,4630,5016,4823,10/27/2023,Grade A,Low,Medium,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,114,5755,6235,5995,7/18/2022,Grade B,Low,High,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,14,1536,1664,1600,6/23/2021,Grade B,Medium,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,4.9,2208,2392,2300,5/4/2024,Grade C,Medium,Low,Retail,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,15,4783,5181,4982,6/28/2023,Grade A,Low,High,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,15,3003,3253,3128,3/21/2020,Grade C,Low,Medium,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,4.6,2275,2465,2370,4/29/2024,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,30,2400,2600,2500,11/17/2023,Grade B,Low,Low,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,130,4976,5390,5183,4/19/2023,Grade A,Medium,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,20,2035,2205,2120,3/10/2022,Grade A,Medium,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,10,1935,2097,2016,8/6/2020,Premium,Low,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,88,6199,6715,6457,2/8/2022,Premium,Medium,High,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,47,3568,3866,3717,12/30/2020,Grade C,Medium,Medium,Retail,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,35,3709,4019,3864,6/7/2024,Grade C,High,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,8,5476,5932,5704,1/5/2022,Grade C,Medium,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,3.8,2442,2646,2544,9/4/2024,Grade A,Low,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,4,5775,6257,6016,8/10/2020,Grade A,High,Low,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,24,5677,6151,5914,9/14/2021,Grade C,Low,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,12,4998,5414,5206,2/1/2023,Grade A,Medium,Low,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,12,6344,6872,6608,8/20/2022,Premium,High,High,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,3,1899,2057,1978,1/11/2020,Grade C,High,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,25,9605,10405,10005,8/17/2023,Grade B,High,Low,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,9,5000,5416,5208,8/12/2023,Premium,Medium,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,27,8073,8745,8409,5/27/2023,Grade C,Medium,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,80.4,9387,10169,9778,10/17/2024,Grade A,Medium,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,109,5640,6110,5875,10/26/2021,Grade B,Medium,Medium,Retail,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,5,8141,8819,8480,4/1/2023,Grade A,Low,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,15,7280,7886,7583,12/21/2022,Grade A,High,Low,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,200,4397,4763,4580,10/21/2023,Grade B,Medium,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,1,1750,1896,1823,4/14/2022,Grade A,High,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,3,2402,2602,2502,9/12/2023,Grade A,Low,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,13,6360,6890,6625,5/28/2021,Grade A,Low,High,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,61,5699,6173,5936,12/19/2022,Premium,Low,Low,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,26.4,4091,4431,4261,11/14/2024,Grade A,Medium,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,9,1537,1665,1601,6/25/2020,Grade C,Medium,Medium,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,75,1781,1929,1855,7/16/2020,Grade A,Medium,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,16,1730,1874,1802,6/13/2020,Grade A,Medium,High,Retail,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,10,10560,11440,11000,4/17/2022,Grade B,Medium,Medium,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,41,8457,9161,8809,1/1/2024,Grade A,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,218,4918,5328,5123,7/8/2023,Grade A,Medium,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,15,6869,7441,7155,2/28/2022,Grade A,High,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,100,7021,7607,7314,7/11/2022,Grade A,Low,Medium,Wholesale,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Wheat,BARI Gom-33,Wheat Flour,17,7419,8037,7728,12/14/2022,Grade C,Medium,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,5,1413,1531,1472,6/2/2021,Grade C,Medium,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,12.1,3307,3583,3445,9/9/2024,Grade A,Medium,High,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,25,11612,12580,12096,9/4/2023,Premium,High,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,5,4340,4702,4521,5/24/2023,Grade B,High,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,92,5444,5898,5671,6/2/2020,Grade A,Low,High,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,15,2442,2646,2544,6/11/2024,Grade A,Medium,Low,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,44,1766,1914,1840,4/3/2023,Grade C,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,4.8,11194,12126,11660,6/4/2024,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,271,6360,6890,6625,6/1/2021,Grade B,Medium,High,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Wheat,BARI Gom-33,Wheat Flour,8,2671,2893,2782,12/8/2022,Grade A,Medium,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,95.4,4253,4607,4430,11/18/2024,Premium,High,Low,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,350,3537,3831,3684,7/6/2020,Grade A,Low,Low,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,0.3,2148,2328,2238,3/2/2024,Grade B,High,High,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,2,5568,6032,5800,5/31/2021,Grade B,High,High,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,1.5,2148,2326,2237,10/16/2024,Grade A,High,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,19,1720,1864,1792,9/30/2020,Premium,Low,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,15,2137,2315,2226,5/26/2022,Grade A,Low,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,73,4224,4576,4400,10/20/2021,Grade B,Medium,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,18,7008,7592,7300,10/3/2022,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,13,6182,6698,6440,1/19/2023,Grade C,Medium,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,56,7021,7607,7314,6/8/2021,Grade A,Medium,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,111,5444,5898,5671,5/9/2020,Grade A,Medium,Medium,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,32,1656,1794,1725,1/20/2021,Grade B,High,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,11,2473,2679,2576,11/26/2022,Premium,Medium,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,58.2,10435,11305,10870,8/8/2024,Grade B,Medium,High,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,10,1920,2080,2000,6/10/2024,Grade B,Medium,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,37,7215,7817,7516,4/12/2023,Grade C,High,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,2,1511,1637,1574,6/16/2021,Grade A,High,Medium,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,1,3226,3494,3360,2/15/2022,Premium,High,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,24.26,4108,4450,4279,7/10/2024,Grade B,Low,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,114,4151,4497,4324,10/12/2021,Grade C,Medium,High,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,273,4416,4784,4600,4/18/2023,Grade C,Low,High,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,146,5472,5928,5700,1/19/2022,Grade B,Medium,High,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,6,1997,2163,2080,7/15/2022,Grade B,High,Medium,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Wheat,BARI Gom-33,Wheat Flour,4,1085,1175,1130,8/17/2021,Grade B,Medium,Medium,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,9,2150,2330,2240,6/9/2022,Premium,Low,High,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,23,8090,8764,8427,10/15/2022,Grade A,Low,High,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,23.5,9264,10036,9650,3/7/2024,Grade B,Medium,Medium,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,139,5731,6209,5970,4/12/2022,Grade B,High,Medium,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,1,2323,2517,2420,1/14/2023,Grade C,Medium,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,10,5738,6216,5977,1/22/2022,Grade B,Low,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,5,2340,2536,2438,7/28/2023,Grade A,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,7,1465,1587,1526,11/6/2020,Grade A,Medium,Medium,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,4,6236,6756,6496,10/14/2021,Premium,Medium,Low,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,23,1594,1726,1660,7/7/2021,Grade B,Medium,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,266,5760,6240,6000,3/16/2022,Grade B,Low,Medium,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,63,1855,2009,1932,7/31/2021,Premium,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,7,7473,8095,7784,1/23/2023,Premium,Medium,High,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,1,1429,1549,1489,7/10/2020,Grade A,Medium,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,98,4394,4760,4577,11/2/2022,Grade C,Medium,Medium,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,3,905,981,943,12/17/2020,Grade C,Medium,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,212,1899,2057,1978,4/3/2023,Grade C,Medium,High,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,314,5546,6008,5777,2/28/2020,Grade A,Medium,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,4,2417,2619,2518,9/8/2022,Grade A,High,High,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,20,2086,2260,2173,4/18/2023,Grade A,High,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,140,5398,5848,5623,12/20/2022,Grade A,Low,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,3,1119,1213,1166,9/10/2020,Grade A,Low,High,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,10,6818,7386,7102,2/12/2023,Grade A,High,Low,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,125,5976,6474,6225,9/1/2021,Grade B,Medium,Medium,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,29,2442,2646,2544,11/16/2023,Grade C,High,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,40,8387,9085,8736,8/10/2022,Premium,Medium,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,11.7,3268,3540,3404,11/13/2024,Grade C,Medium,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,671.7,3892,4216,4054,5/6/2024,Grade C,Medium,Medium,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,55.5,3548,3844,3696,3/26/2024,Premium,Medium,High,Retail,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,6,6432,6968,6700,2/20/2021,Grade B,Medium,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,956.4,3857,4179,4018,12/4/2024,Grade B,Low,High,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,26.4,11550,12512,12031,5/31/2024,Grade A,Medium,Low,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,28,5621,6089,5855,11/8/2021,Grade B,Medium,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,1.9,2330,2524,2427,9/23/2024,Grade A,Medium,Medium,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,188,7734,8378,8056,2/28/2023,Grade A,Medium,Medium,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,600,5462,5918,5690,11/21/2023,Premium,Low,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,16,5123,5549,5336,5/13/2022,Grade C,High,Medium,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,15,2477,2683,2580,12/15/2023,Grade B,High,Low,Retail,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,16,4320,4680,4500,3/1/2021,Grade B,Low,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,22,2442,2646,2544,5/19/2023,Grade A,High,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,121,4725,5119,4922,5/30/2020,Grade C,High,Medium,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,12,4512,4888,4700,6/2/2023,Grade B,High,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,6,1000,1084,1042,1/30/2021,Premium,Low,High,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,15,6349,6879,6614,7/2/2022,Grade A,High,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,60,4185,4533,4359,10/25/2024,Grade A,Low,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,89,1933,2095,2014,5/8/2021,Grade A,Medium,High,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,691,3842,4162,4002,10/12/2023,Grade C,Medium,Low,Retail,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,6,6380,6912,6646,2/28/2022,Grade A,Medium,Low,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,160,4685,5075,4880,10/3/2022,Grade B,Low,High,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,2,795,861,828,9/15/2020,Grade C,Low,Medium,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,60,3803,4119,3961,6/20/2024,Grade C,Medium,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,15,1413,1531,1472,9/16/2020,Grade C,High,High,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,6,1501,1627,1564,9/7/2021,Grade C,Medium,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,106,9648,10452,10050,8/12/2023,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,4,7968,8632,8300,7/27/2021,Grade B,Medium,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,13,8700,9424,9062,1/20/2022,Grade C,High,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,2,1661,1799,1730,6/5/2021,Premium,Medium,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,144,4560,4940,4750,2/24/2021,Grade B,Low,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,66.6,2646,2866,2756,4/13/2024,Grade A,Medium,Low,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,5,9718,10528,10123,7/20/2023,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,226,7553,8183,7868,3/26/2022,Premium,High,Low,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Wheat,BARI Gom-33,Wheat Flour,150,3485,3775,3630,9/24/2020,Grade B,Low,High,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,599,5279,5719,5499,1/7/2023,Grade A,High,High,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,75,6336,6864,6600,3/9/2021,Grade B,Medium,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,7,6279,6803,6541,9/18/2020,Grade A,Medium,High,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,23,1524,1650,1587,10/1/2021,Grade C,High,High,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,46,6881,7455,7168,2/24/2021,Premium,High,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,120,5432,5884,5658,4/19/2023,Premium,High,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,52,6960,7540,7250,2/20/2023,Grade B,High,Medium,Retail,Winter
