Student_ID,Submission_Type,Academic_Level,Primary_Language,Word_Count,Average_Sentence_Length,Grammar_Errors,Vocabulary_Richness,Passive_Voice_Ratio,Reading_Level,Editing_Time,Revision_Count,Typing_Speed,Plagiarism_Score,Citation_Count,Punctuation_Density,Sentence_Complexity,Font_Family,Submission_Hour,Is_AI_Assisted
6b82c06d,Research_Paper,Undergraduate,Non_Native,593,18.31,4,0.55,0.09,14.42,159.48,,52.23,1.75,18,0.05,1.79,Helvetica,23,0
034fec48,Essay,Undergraduate,Native,1525,17.12,8,0.58,0.07,9.35,161.05,19,,0.3,4,0.05,1.64,Times New Roman,7,0
a6aeb1e4,Essay,Postgraduate,Native,1573,20.08,11,0.49,0.28,6.43,236.72,32,,8.63,6,0.07,2.46,Times New Roman,20,0
316ec818,Research_Paper,Undergraduate,Native,1145,14.77,8,0.69,0.14,7.54,215.68,26,43.1,9.92,18,0.03,1.72,Calibri,20,0
957486d5,Essay,Postgraduate,Native,817,25.42,12,0.81,0.2,7.6,39.21,24,41.24,9.73,1,0.07,2.35,Helvetica,13,0
ba817c1b,Literature_Review,Undergraduate,Native,1321,8.41,14,0.56,0.15,10.81,222.22,24,,1.08,30,0.07,1.18,Calibri,14,0
9ab17784,Essay,High_School,Native,1188,15.22,8,0.64,0.21,9.93,203.56,27,28.54,2.01,5,0.07,1.85,Helvetica,21,0
98b68334,Essay,Undergraduate,Native,1682,23.24,10,0.57,0.16,9.73,245.14,29,17.57,7.42,,0.04,1.62,Helvetica,18,0
bec88477,Essay,Postgraduate,Native,1183,21.32,13,0.65,0.29,11.67,206.18,21,55.38,10.82,1,0.06,2.17,Arial,17,0
8ff28cd6,Essay,Undergraduate,Non_Native,1794,18.01,9,0.57,0.14,10.98,133.45,37,,4.75,4,0.04,2.51,Calibri,18,0
d3c48933,Essay,High_School,Native,1116,23.0,8,0.61,0.25,10.13,175.79,21,58.32,14.19,,0.06,2.18,Calibri,22,0
3a43ab80,Essay,Undergraduate,Native,1399,17.87,6,0.55,0.25,12.68,220.98,26,79.76,0.83,4,0.07,2.1,Calibri,13,0
3d02cb8b,Research_Paper,High_School,Native,1612,12.57,7,0.66,0.17,10.84,207.21,25,66.43,,20,0.08,2.13,Times New Roman,21,0
4ca7da40,Research_Paper,High_School,Native,672,15.79,9,0.66,0.04,11.9,175.94,,55.16,5.84,,0.02,1.42,Arial,14,0
cb367d87,Lab_Report,Undergraduate,Native,897,16.76,9,0.63,0.1,12.69,117.63,,37.83,0.2,1,0.04,2.83,Helvetica,7,0
72c5606a,Lab_Report,Undergraduate,Native,1355,13.26,7,0.67,0.09,10.97,179.77,34,58.35,12.82,3,0.07,1.11,Arial,21,0
a540a7fc,Research_Paper,Undergraduate,Native,1080,16.1,5,0.63,0.17,15.31,140.18,22,47.19,,17,0.02,1.72,Helvetica,16,0
3c0ba181,Essay,Undergraduate,Native,958,22.29,9,0.64,0.26,7.79,116.29,,49.07,22.24,4,0.06,2.09,Times New Roman,1,0
1df3848d,Essay,Postgraduate,Native,1667,17.59,10,0.62,0.19,15.62,245.7,25,43.45,0.47,6,0.03,1.0,Calibri,22,0
3d6c381c,Essay,Undergraduate,Native,884,10.78,13,0.7,0.17,7.9,152.89,,33.3,3.18,6,0.04,2.61,Calibri,18,0
adfd3f67,Literature_Review,Undergraduate,Native,1383,10.99,4,0.59,0.04,8.88,246.71,17,35.7,8.33,31,0.06,1.85,Arial,4,0
06c162ef,Essay,Undergraduate,Native,1531,11.44,10,0.5,0.12,5.0,150.82,25,44.54,4.12,,0.03,2.07,Times New Roman,3,0
593a2469,Lab_Report,Undergraduate,Native,837,24.9,10,0.51,0.23,12.68,122.72,24,78.3,,2,0.08,1.76,Arial,8,0
fddaa643,Lab_Report,Undergraduate,Native,1028,8.91,10,0.74,0.2,7.2,116.23,26,48.66,4.6,3,0.07,1.99,Arial,5,0
3eded97f,Essay,Undergraduate,Native,1670,16.81,7,0.69,0.19,12.65,253.49,27,23.88,5.64,1,0.05,1.23,Times New Roman,5,0
a263ba3d,Research_Paper,High_School,Non_Native,494,12.23,6,0.55,0.33,12.86,180.6,24,61.51,11.06,16,0.05,1.77,Calibri,23,0
2897e012,Research_Paper,Undergraduate,Non_Native,533,16.43,10,0.6,0.07,13.93,,23,30.39,42.19,16,0.06,2.09,Arial,8,0
2e837ca6,Literature_Review,Postgraduate,Non_Native,1473,10.95,10,0.61,0.33,13.2,172.8,27,19.24,5.59,30,0.08,2.02,Times New Roman,13,0
5c811f3c,Lab_Report,Postgraduate,Native,974,16.88,4,0.47,0.11,10.82,197.42,32,52.11,5.58,4,0.06,2.02,Helvetica,18,0
6b59238e,Essay,Postgraduate,Native,1201,12.82,13,0.66,0.27,8.83,103.58,28,40.82,4.57,5,0.04,2.04,Arial,13,0
c893a58a,Research_Paper,Undergraduate,Native,576,20.01,9,0.76,0.12,11.64,131.58,24,42.87,,15,0.06,1.23,Calibri,15,0
57d7bd9a,Research_Paper,High_School,Native,1176,18.77,8,0.55,0.2,5.69,128.98,22,44.3,9.9,17,0.03,1.71,Arial,11,0
6d78870b,Lab_Report,Undergraduate,Non_Native,735,21.28,9,0.85,0.06,12.56,224.67,22,24.61,8.3,3,0.04,2.72,Times New Roman,11,0
6b6d0ec2,Essay,High_School,Native,1505,9.46,3,0.64,0.24,10.3,245.67,22,34.57,3.69,2,0.07,1.89,Helvetica,7,0
38472ce6,Essay,Postgraduate,Native,1524,9.98,10,0.63,0.0,11.17,283.88,28,49.95,20.11,3,0.03,2.25,Helvetica,12,0
b9b363e9,Research_Paper,Undergraduate,Non_Native,1529,15.83,14,0.6,0.21,14.12,153.9,22,58.89,5.98,17,0.04,1.31,Helvetica,7,0
1a73bc69,Essay,Undergraduate,Native,300,18.23,5,0.64,0.21,12.32,181.61,18,42.61,0.73,5,0.04,1.45,Times New Roman,22,0
425be614,Lab_Report,Undergraduate,Native,530,15.65,6,0.65,0.16,12.48,214.03,28,46.73,,5,0.06,1.0,Calibri,2,0
b57d2995,Research_Paper,Undergraduate,Non_Native,1340,21.17,1,0.66,0.36,14.96,12.46,1,0.0,1.99,7,0.08,2.32,Helvetica,2,1
00a67391,Research_Paper,High_School,Native,1667,22.1,3,0.74,0.32,14.4,1.0,4,1200.0,0.58,3,0.08,2.58,Times New Roman,23,1
e5dc05dd,Essay,Undergraduate,Native,912,23.25,12,0.62,0.07,15.74,281.77,,64.4,9.03,8,0.07,2.33,Times New Roman,0,0
5672462f,Research_Paper,High_School,Native,1077,17.66,7,0.69,0.28,11.93,124.47,26,42.68,3.07,,0.03,1.89,Times New Roman,1,0
de323bb8,Literature_Review,Undergraduate,Non_Native,1374,23.95,1,0.71,0.42,14.37,1.0,2,,4.9,12,0.09,2.68,Times New Roman,12,1
72b72e8d,Lab_Report,High_School,Non_Native,1551,14.25,14,0.52,0.25,8.97,,23,29.34,1.02,4,0.03,1.99,Helvetica,8,0
66f71b99,Essay,Undergraduate,Native,433,15.41,11,0.57,0.18,11.93,186.32,22,66.62,,4,0.05,2.24,Times New Roman,16,0
f7ef477a,Essay,High_School,Native,1078,25.07,3,0.72,0.36,15.31,50.82,2,1200.0,0.82,2,0.07,3.02,Helvetica,20,1
8073ad09,Research_Paper,Undergraduate,Non_Native,1065,22.54,11,0.54,0.1,9.56,198.33,17,,2.7,17,0.04,1.48,Arial,5,0
013195e1,Essay,Undergraduate,Non_Native,2045,20.6,8,0.5,0.14,9.78,90.46,20,50.93,4.73,5,0.03,1.56,Times New Roman,20,0
c3f646a0,Research_Paper,Undergraduate,Non_Native,849,9.72,9,0.58,0.29,5.25,127.54,27,45.67,2.27,16,0.05,1.85,Arial,3,0
ee4568b4,Essay,Undergraduate,Native,1071,6.63,7,0.48,0.21,13.2,195.54,15,49.65,2.71,,0.04,1.86,Calibri,2,0
d58bcecd,Essay,Undergraduate,Non_Native,1124,7.53,7,0.54,0.14,12.93,193.12,24,29.89,3.12,5,0.05,1.31,Arial,8,0
c7385060,Research_Paper,Undergraduate,Non_Native,1126,19.36,2,0.75,0.38,14.43,24.75,1,1200.0,1.59,8,0.08,2.27,Times New Roman,3,1
b670611e,Essay,Postgraduate,Native,611,22.22,2,0.74,0.35,13.04,3.59,1,1200.0,,4,0.09,1.92,Helvetica,9,1
e4705032,Lab_Report,Undergraduate,Native,1269,18.4,5,0.54,0.15,10.12,12.83,30,58.01,,4,0.04,2.82,Helvetica,6,0
714e7104,Essay,Postgraduate,Native,1021,17.84,0,0.74,0.34,13.85,39.79,4,,2.18,0,0.08,2.27,Helvetica,21,1
3d10480a,Research_Paper,Undergraduate,Native,946,22.0,1,0.82,0.37,13.0,5.43,0,1200.0,1.07,7,0.07,2.81,Arial,18,1
034e1e2c,Literature_Review,Undergraduate,Native,1195,15.08,8,0.56,0.22,8.69,237.59,20,,1.13,29,0.06,1.46,Arial,9,0
09fb5467,Lab_Report,Undergraduate,Native,788,9.9,11,0.59,0.22,11.5,66.12,,39.18,17.2,5,0.05,2.45,Times New Roman,7,0
73d2b1ad,Essay,Undergraduate,Non_Native,1431,18.77,7,0.6,0.16,11.5,268.59,25,37.69,10.9,4,0.03,1.72,Helvetica,19,0
b8c1c788,Essay,Undergraduate,Native,758,10.07,6,0.58,0.13,11.26,177.77,20,48.82,3.18,5,0.06,2.28,Times New Roman,18,0
6fb72c54,Essay,Postgraduate,Native,555,24.33,1,0.77,0.41,15.23,14.4,2,1200.0,1.18,2,0.08,2.69,Times New Roman,10,1
a3b1bb69,Essay,Postgraduate,Native,631,19.95,4,0.61,0.35,12.22,262.02,27,38.28,8.45,2,0.06,1.0,Calibri,15,0
73e97359,Essay,Undergraduate,Non_Native,1254,17.54,9,0.66,0.13,12.16,260.09,37,49.82,12.9,9,0.04,2.62,Calibri,18,0
e03c7a8b,Lab_Report,Undergraduate,Native,1785,9.83,7,0.68,0.21,11.85,175.42,28,38.81,4.45,3,0.06,2.29,Times New Roman,7,0
8e26d1dc,Essay,High_School,Non_Native,1295,16.97,11,0.66,0.15,10.83,232.1,21,53.58,23.7,2,0.05,1.0,Arial,11,0
786ee8ef,Research_Paper,Postgraduate,Native,1267,16.63,5,0.51,0.18,12.6,,15,58.55,10.66,19,0.07,1.32,Times New Roman,7,0
ba949ac2,Research_Paper,Undergraduate,Native,1238,16.36,10,0.5,0.14,13.25,180.92,25,15.02,0.74,14,0.03,1.12,Times New Roman,13,0
927eea89,Essay,Undergraduate,Non_Native,1135,19.34,6,0.74,0.14,11.8,,23,52.05,18.6,4,0.04,2.0,Helvetica,16,0
99c6140b,Literature_Review,Postgraduate,Native,1113,13.1,10,0.53,0.07,9.27,118.77,31,54.26,1.68,,0.05,1.58,Calibri,21,0
1f8eb1c0,Essay,High_School,Native,1919,21.72,1,0.74,0.33,13.92,3.21,0,1200.0,1.05,0,0.1,2.31,Arial,15,1
9aabf9e1,Literature_Review,Undergraduate,Native,1179,10.01,11,0.6,0.36,8.05,,26,,9.17,32,0.01,2.34,Arial,17,0
781b11ce,Lab_Report,Undergraduate,Non_Native,1390,14.74,4,0.6,0.12,11.14,235.21,26,29.3,0.64,4,0.03,1.0,Calibri,5,0
2e20b9c4,Research_Paper,High_School,Non_Native,1180,20.97,3,0.75,0.3,10.77,84.28,,22.64,20.88,,0.05,1.83,Calibri,20,0
484a5306,Essay,Postgraduate,Non_Native,867,18.73,6,0.72,0.06,11.42,208.64,26,30.56,16.64,6,0.06,1.68,Times New Roman,4,0
8225772c,Lab_Report,Undergraduate,Non_Native,1627,18.05,8,0.61,0.15,11.52,122.68,29,38.26,12.35,1,0.03,3.23,Arial,19,0
f9c5f438,Essay,Undergraduate,Non_Native,1179,11.14,3,0.61,0.17,11.71,40.23,16,49.7,0.94,0,0.06,1.36,Calibri,16,0
458b774c,Essay,Undergraduate,Native,1617,17.31,6,0.54,0.27,9.92,126.27,,22.71,4.32,6,0.02,1.0,Helvetica,20,0
5fe3230e,Research_Paper,Undergraduate,Native,1631,23.73,5,0.66,0.21,13.31,,30,48.94,0.3,,0.06,1.3,Arial,13,0
5f351e21,Essay,Undergraduate,Native,1312,21.52,1,0.75,0.3,13.56,12.32,4,1200.0,8.57,0,0.08,2.75,Calibri,4,1
8825c168,Essay,Undergraduate,Native,1682,24.65,10,0.49,0.01,9.54,189.78,27,32.79,1.26,3,0.05,2.84,Helvetica,10,0
6b267dcd,Literature_Review,Postgraduate,Non_Native,1273,20.6,10,0.71,0.19,12.8,163.16,,34.43,8.61,28,0.06,1.78,Calibri,18,0
0ed27243,Research_Paper,High_School,Non_Native,1422,18.22,10,0.66,0.15,5.46,213.03,26,58.84,6.61,19,0.04,2.52,Times New Roman,21,0
e6ea3abe,Lab_Report,Undergraduate,Non_Native,1775,8.74,8,0.71,0.18,7.12,259.35,,61.67,,4,0.02,2.26,Arial,23,0
f4f2dca0,Essay,Postgraduate,Native,1755,23.36,7,0.5,0.1,9.82,258.67,30,32.46,,3,0.06,1.0,Calibri,20,0
877c99c8,Lab_Report,High_School,Non_Native,300,22.22,6,0.59,0.21,14.5,118.18,,60.37,2.36,1,0.06,3.26,Calibri,13,0
f8da633c,Research_Paper,Postgraduate,Native,1388,9.12,13,0.79,0.17,11.41,253.2,26,51.05,3.83,13,0.05,2.56,Helvetica,10,0
098bf90e,Lab_Report,Undergraduate,Native,1296,18.79,9,0.75,0.21,11.1,225.56,22,67.46,2.89,5,0.03,1.17,Calibri,5,0
4fdf929e,Essay,High_School,Native,2260,17.52,8,0.72,0.2,7.18,184.39,17,39.29,12.74,5,0.03,1.0,Arial,11,0
7d17fd6e,Essay,Undergraduate,Native,1906,18.86,6,0.68,0.12,8.27,56.05,,,0.36,1,0.11,2.56,Helvetica,3,0
53553ccb,Research_Paper,Undergraduate,Native,593,19.8,9,0.71,0.23,14.63,241.52,,36.34,1.14,22,0.03,1.72,Calibri,9,0
049bcb00,Essay,Undergraduate,Native,1676,16.65,8,0.44,0.18,13.68,,22,68.81,26.51,3,0.07,2.44,Helvetica,1,0
2d9b6441,Lab_Report,High_School,Native,1794,25.98,6,0.68,0.18,10.49,152.49,29,66.73,0.37,3,0.03,1.76,Arial,8,0
904f7516,Lab_Report,Undergraduate,Native,1042,13.67,3,0.58,0.15,12.8,229.14,29,65.68,6.89,2,0.03,1.92,Arial,12,0
d0390465,Lab_Report,High_School,Native,2399,20.1,10,0.63,0.12,10.68,218.51,18,,0.76,4,0.02,1.81,Helvetica,8,0
c2b3f418,Research_Paper,High_School,Native,1298,17.05,13,0.57,0.28,15.78,108.88,20,56.9,7.79,18,0.07,2.06,Helvetica,2,0
90527ff2,Lab_Report,Postgraduate,Native,1244,21.03,0,0.79,0.39,14.21,2.76,2,,0.56,5,0.08,2.16,Arial,0,1
a26277c4,Research_Paper,Undergraduate,Non_Native,1282,15.06,52,0.63,0.3,9.41,1474.05,22,60.33,11.04,15,0.07,2.67,Calibri,16,0
5a2349b1,Essay,Undergraduate,Native,300,23.38,8,0.54,0.03,8.35,190.39,20,44.7,17.05,6,0.01,2.25,Times New Roman,7,0
ed79a3e8,Essay,Undergraduate,Native,1185,16.52,13,0.74,0.18,9.35,237.38,24,75.08,1.67,3,0.07,2.13,Calibri,3,0
22a3e806,Essay,Undergraduate,Native,1122,18.29,3,0.66,0.21,8.87,,,61.85,22.18,5,0.05,1.32,Helvetica,15,0
248fbc5f,Lab_Report,High_School,Non_Native,1570,14.15,6,0.62,0.18,10.91,333.52,24,64.56,35.13,3,0.06,2.28,Helvetica,14,0
11b46c37,Essay,Undergraduate,Native,985,16.27,8,0.72,0.16,10.6,166.14,19,43.34,0.68,5,0.03,2.17,Helvetica,9,0
73cdb04c,Research_Paper,Undergraduate,Native,947,17.4,11,0.52,0.07,11.17,208.12,31,,0.12,20,0.06,1.45,Calibri,22,0
cafd9d48,Essay,Postgraduate,Non_Native,1630,22.43,0,0.72,0.31,14.02,31.47,3,0.0,,0,0.08,2.7,Arial,16,1
0ee047c1,Literature_Review,Postgraduate,Native,988,17.82,10,0.67,0.21,11.41,224.3,27,57.78,2.16,28,0.08,2.48,Calibri,17,0
bc0fe1e7,Research_Paper,High_School,Native,1006,25.25,5,0.64,0.2,9.86,144.22,24,11.72,,17,0.05,2.2,Arial,7,0
dfdfc2bf,Literature_Review,Undergraduate,Native,866,15.54,10,0.59,0.06,9.96,86.18,,52.11,6.47,28,0.07,1.79,Arial,15,0
83ad9cde,Research_Paper,Undergraduate,Non_Native,765,11.37,8,0.51,0.08,8.33,164.42,28,56.29,6.82,18,0.0,1.76,Arial,0,0
b5d2a443,Lab_Report,Undergraduate,Native,1030,20.04,8,0.62,0.24,8.45,95.36,23,57.66,0.71,0,0.09,2.56,Times New Roman,22,0
e1036d48,Research_Paper,Undergraduate,Non_Native,1328,22.8,4,0.73,0.31,14.7,8.16,3,0.0,13.68,,0.08,2.76,Helvetica,1,1
7a40fcdc,Research_Paper,Undergraduate,Native,340,17.54,8,0.55,0.24,8.07,252.66,20,42.65,1.83,17,0.05,1.34,Times New Roman,6,0
8fe0c6ee,Essay,Postgraduate,Non_Native,2031,21.68,2,0.77,0.34,14.73,26.82,0,1200.0,2.85,0,0.1,2.42,Arial,1,1
64692037,Essay,High_School,Native,797,16.45,12,0.57,0.13,9.96,216.56,24,79.14,11.34,2,0.04,2.08,Arial,18,0
cb6d56ec,Lab_Report,Undergraduate,Native,1371,18.07,10,0.59,0.12,10.41,253.61,26,32.94,3.65,1,0.06,2.55,Times New Roman,19,0
3f96f02b,Research_Paper,High_School,Non_Native,666,15.62,13,0.42,0.28,10.99,135.51,,27.86,11.4,16,0.05,1.47,Arial,16,0
d47d3fb7,Essay,Postgraduate,Native,756,17.92,10,0.63,0.25,11.37,243.39,23,36.57,,1,0.03,1.57,Calibri,1,0
431501b5,Research_Paper,Undergraduate,Native,1037,20.24,9,0.55,0.12,7.65,115.85,,61.81,12.82,18,0.06,1.58,Calibri,23,0
7298067a,Essay,Postgraduate,Native,1603,14.47,8,0.54,0.05,12.7,146.41,20,47.76,3.8,1,0.03,1.41,Times New Roman,5,0
ca85a936,Research_Paper,Undergraduate,Non_Native,980,16.51,9,0.52,0.26,8.82,217.95,26,47.76,6.64,18,0.05,2.49,Times New Roman,22,0
424c222c,Essay,Undergraduate,Native,1537,21.58,1,0.8,0.31,14.21,9.68,,0.0,3.13,1,0.07,2.5,Arial,8,1
c9f83e6a,Literature_Review,Postgraduate,Non_Native,465,16.11,14,0.53,0.27,12.06,199.48,23,,1.51,30,0.08,1.5,Arial,2,0
c8439324,Essay,High_School,Native,960,23.56,3,0.74,0.41,13.72,12.78,2,1200.0,5.46,,0.09,2.17,Calibri,18,1
86227f93,Essay,Undergraduate,Non_Native,887,20.83,2,0.79,0.31,14.29,10.89,3,1200.0,2.24,0,0.09,2.31,Times New Roman,21,1
525b877e,Research_Paper,Undergraduate,Native,1247,14.48,8,0.64,0.16,9.59,222.55,25,,1.5,17,0.07,1.74,Times New Roman,17,0
391d4f00,Research_Paper,High_School,Native,1687,18.79,0,0.83,0.37,14.58,35.29,,1200.0,8.37,,0.09,2.88,Arial,8,1
b383224a,Essay,Undergraduate,Non_Native,1389,14.04,7,0.67,0.05,11.21,153.06,22,38.86,3.86,1,0.02,1.0,Helvetica,1,0
2f466f95,Lab_Report,Undergraduate,Non_Native,874,14.42,6,0.57,0.3,13.33,174.52,28,50.64,,1,0.02,1.9,Calibri,4,0
bf876fc5,Research_Paper,Undergraduate,Native,1263,18.57,7,0.63,0.15,8.41,222.51,34,8.79,6.86,,0.06,1.18,Calibri,16,0
96109bcd,Research_Paper,Postgraduate,Native,1398,21.99,8,0.67,0.14,9.33,,25,47.47,0.71,19,0.03,1.62,Arial,14,0
e303394f,Essay,Undergraduate,Native,1057,7.36,12,0.49,0.27,16.84,204.12,25,47.56,5.07,2,0.11,2.25,Arial,1,0
9de60b44,Essay,Undergraduate,Native,1062,20.6,16,0.69,0.11,10.09,113.48,31,7.25,4.69,,0.08,1.0,Arial,22,0
00c05abf,Research_Paper,High_School,Native,985,15.81,8,0.54,0.08,11.03,,,49.56,,18,0.06,2.03,Helvetica,20,0
24207d86,Research_Paper,Postgraduate,Native,1583,10.18,7,0.65,0.36,12.56,181.56,19,,0.13,,0.07,3.24,Times New Roman,23,0
41e42930,Essay,High_School,Native,1239,17.01,8,0.59,0.2,9.19,135.69,26,9.24,,1,0.05,2.2,Calibri,3,0
e6d8f549,Essay,High_School,Native,1120,20.9,5,0.53,0.19,15.43,140.19,18,49.58,5.19,,0.04,1.67,Calibri,11,0
4f970c34,Literature_Review,Undergraduate,Native,985,8.43,10,0.57,0.09,9.38,66.07,29,34.97,0.95,27,0.05,2.38,Calibri,1,0
0ba880b9,Lab_Report,High_School,Native,1907,17.37,8,0.79,0.2,12.86,187.55,25,67.5,,3,0.06,2.18,Helvetica,9,0
e3f08d73,Essay,Undergraduate,Native,1263,21.62,6,0.51,0.18,6.74,121.34,,,2.54,2,0.05,1.72,Calibri,9,0
5488b1ff,Research_Paper,Undergraduate,Native,1452,19.9,7,0.6,0.04,11.94,213.98,25,21.82,2.36,18,0.06,2.08,Times New Roman,12,0
d75b4f55,Essay,Postgraduate,Native,1242,15.2,9,0.67,0.23,14.32,220.91,19,47.54,8.05,5,0.08,2.23,Calibri,6,0
41da7677,Research_Paper,Undergraduate,Native,1074,18.81,9,0.51,0.19,18.52,126.8,19,42.6,1.52,17,0.06,1.92,Helvetica,14,0
0108dd8f,Essay,Undergraduate,Native,518,20.55,9,0.68,0.13,10.7,154.68,33,52.66,17.41,,0.05,1.91,Helvetica,21,0
afd85854,Lab_Report,Postgraduate,Native,1280,13.71,9,0.58,0.12,11.26,89.8,28,32.67,0.65,1,0.08,2.08,Calibri,22,0
27105d75,Literature_Review,Postgraduate,Non_Native,1154,9.97,8,0.49,0.11,10.7,211.97,34,60.66,,32,0.06,2.28,Helvetica,15,0
42594665,Research_Paper,Undergraduate,Native,987,12.83,5,0.65,0.1,5.0,191.12,25,27.72,5.94,15,0.08,1.17,Calibri,2,0
3ea59d49,Research_Paper,High_School,Non_Native,1982,21.83,9,0.6,0.24,9.35,272.49,20,49.59,13.55,21,0.03,1.56,Calibri,9,0
4c3a4491,Lab_Report,Postgraduate,Non_Native,657,17.97,7,0.5,0.2,12.7,274.96,,67.37,6.54,4,0.05,1.96,Arial,8,0
d913dc88,Research_Paper,Postgraduate,Native,1470,19.43,7,0.81,0.12,8.29,132.3,24,45.7,2.96,18,0.06,1.0,Helvetica,2,0
e32ea100,Lab_Report,Postgraduate,Native,1344,22.33,3,0.79,0.39,12.05,1.0,,1200.0,,0,0.09,2.22,Arial,12,1
f6391d75,Essay,Undergraduate,Native,1046,8.17,6,0.7,0.24,8.92,47.42,27,63.22,7.4,,0.03,1.95,Arial,21,0
0ddc4a61,Research_Paper,High_School,Native,2043,13.55,6,0.57,0.08,13.26,289.45,35,10.55,1.12,19,0.05,1.62,Helvetica,21,0
ca3412a6,Research_Paper,Undergraduate,Native,1285,23.07,8,0.56,0.26,11.43,211.23,29,75.0,15.52,20,0.04,1.99,Calibri,4,0
02837fab,Essay,High_School,Non_Native,1358,14.06,5,0.61,0.12,9.98,240.9,22,,,2,0.07,1.48,Arial,15,0
215f2d9d,Essay,Undergraduate,Native,1582,13.45,6,0.67,0.1,13.64,,26,23.51,0.01,4,0.05,1.71,Times New Roman,12,0
52875bf0,Essay,Postgraduate,Non_Native,985,13.08,7,0.52,0.16,9.94,,26,41.45,6.14,2,0.04,1.82,Times New Roman,11,0
ebfd5e36,Essay,Undergraduate,Native,905,14.72,3,0.61,0.08,9.64,160.22,21,,3.34,2,0.03,2.33,Calibri,7,0
0fa7bcd3,Essay,High_School,Non_Native,1007,18.61,9,0.6,0.16,7.92,114.53,,52.67,,,0.06,2.0,Times New Roman,2,0
2a123a4b,Essay,Undergraduate,Native,1052,17.79,10,0.59,0.24,11.92,165.52,29,59.06,12.87,2,0.06,1.26,Times New Roman,7,0
8ae714f6,Research_Paper,Postgraduate,Native,1685,5.56,8,0.78,0.17,14.35,239.51,30,57.25,12.54,17,0.03,1.48,Times New Roman,9,0
9afe8e27,Essay,Undergraduate,Native,1161,9.2,9,0.66,0.2,13.51,126.38,26,62.59,1.79,6,0.05,1.79,Calibri,15,0
f5d9c357,Research_Paper,Undergraduate,Non_Native,1028,20.48,1,0.8,0.38,14.0,39.13,,1200.0,,7,0.09,2.58,Calibri,9,1
b41fdc6f,Essay,High_School,Non_Native,844,11.02,5,0.66,0.26,9.62,82.94,,58.44,0.01,4,0.03,2.28,Helvetica,11,0
494e4536,Essay,Undergraduate,Native,1411,10.7,4,0.69,0.13,10.77,162.53,,33.53,3.44,4,0.04,1.15,Calibri,15,0
6d74480c,Research_Paper,Undergraduate,Native,647,14.1,11,0.71,0.18,11.23,259.86,25,,8.53,16,0.04,1.55,Helvetica,7,0
bd2d67ee,Research_Paper,Undergraduate,Non_Native,1131,11.46,7,0.73,0.37,13.98,200.49,21,71.78,0.08,,0.02,1.9,Calibri,23,0
5e9dea86,Research_Paper,Postgraduate,Native,728,10.99,13,0.76,0.07,10.47,236.18,15,20.75,0.19,15,0.09,1.87,Calibri,7,0
8f9f6bf2,Research_Paper,Undergraduate,Non_Native,1038,15.73,10,0.52,0.2,11.06,229.84,23,31.73,21.0,21,0.02,1.83,Helvetica,3,0
cf2e5248,Research_Paper,Postgraduate,Native,1633,12.65,8,0.62,0.0,9.78,139.95,27,38.57,1.83,,0.04,1.29,Arial,13,0
d40af820,Research_Paper,Undergraduate,Native,301,15.68,7,0.63,0.16,8.98,158.49,,62.32,2.85,17,0.02,1.39,Helvetica,9,0
5295e711,Lab_Report,Undergraduate,Native,1406,19.87,6,0.61,0.29,9.67,176.12,,52.8,3.18,,0.05,1.0,Times New Roman,14,0
6e54f52b,Lab_Report,Postgraduate,Native,1309,25.13,11,0.5,0.28,12.02,150.68,19,1.96,1.45,,0.05,1.54,Calibri,0,0
7def1822,Lab_Report,Undergraduate,Native,327,11.4,13,0.52,0.15,8.02,152.83,32,52.77,1.8,,0.02,1.0,Times New Roman,20,0
ceb60c9e,Essay,Undergraduate,Native,1216,13.68,8,0.53,0.07,11.94,219.85,26,49.79,3.98,4,0.05,1.62,Times New Roman,8,0
30e44a30,Research_Paper,Undergraduate,Non_Native,897,14.36,2,0.58,0.24,14.68,135.81,23,39.35,6.75,18,0.06,1.0,Arial,21,0
a08cde08,Research_Paper,Undergraduate,Native,1172,12.85,10,0.51,0.26,13.91,223.59,27,37.88,11.42,18,0.1,2.73,Times New Roman,15,0
6268d339,Lab_Report,Undergraduate,Non_Native,540,24.16,4,0.79,0.41,13.76,84.9,4,1200.0,0.27,0,0.07,2.55,Calibri,10,1
745ab04b,Essay,Undergraduate,Non_Native,1354,14.42,14,0.65,0.24,11.79,187.58,30,31.83,7.87,2,0.04,2.23,Helvetica,11,0
4313caef,Lab_Report,High_School,Native,1599,23.65,11,0.54,0.09,5.0,180.72,19,49.92,9.51,0,0.03,1.31,Helvetica,20,0
b24ca6e6,Essay,Postgraduate,Native,877,20.02,6,0.8,0.28,12.55,143.06,30,,22.61,5,0.09,1.3,Helvetica,23,0
9c8a4d95,Literature_Review,Undergraduate,Native,514,20.34,12,0.59,0.27,9.81,189.87,26,73.41,21.68,28,0.07,1.0,Calibri,8,0
b13e9417,Essay,Undergraduate,Native,1073,23.35,3,0.56,0.16,6.57,183.34,27,57.86,18.3,5,0.08,1.66,Helvetica,13,0
874f8568,Research_Paper,Undergraduate,Native,1898,12.52,10,0.56,0.09,8.94,154.58,30,31.95,16.62,13,0.05,3.17,Times New Roman,6,0
3ab106d7,Research_Paper,Postgraduate,Native,1761,19.43,6,0.76,0.06,15.37,154.18,26,44.59,2.57,14,0.06,1.0,Calibri,0,0
