call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,seconds_of_use_phase,frequency_of_use_phase,frequency_of_sms_phase,distinct_called_numbers_phase,customer_value_phase,in_pocket,target_real,target
23,0,22,2,6878,155,103,49,2,2,1,25,779.985,1.80568,2.44638,1.68338,2.75749,1.56723,1,0,0
19,0,20,1,9418,185,91,47,5,1,1,55,280.545,2.35077,2.81999,1.62389,2.66177,0.506382,1,0,1
15,0,21,4,3338,59,49,26,3,1,1,30,331.88,0.249509,0.229717,1.18477,0.731643,0.771754,0,0,0
9,0,14,2,4875,54,233,17,3,1,1,30,1129.16,1.10858,0.0405598,2.53131,-0.612849,2.43001,0,0,0
10,0,14,2,1973,33,18,14,3,1,1,30,152.24,-0.989865,-1.22134,-0.273762,-0.972387,-1.04232,0,1,1
11,0,37,1,4495,69,7,14,3,1,1,30,210.56,0.947887,0.613928,-1.27711,-1.00999,-0.234398,0,0,0
5,0,38,0,305,6,7,2,3,1,2,30,40.44,-2.71332,-2.61487,-1.29305,-2.70305,-2.55439,0,0,0
13,0,36,1,2578,58,355,21,3,1,1,30,1525.44,-0.436615,0.206171,2.8259,0.0103797,2.72304,0,0,0
13,0,37,1,4323,64,7,32,1,1,1,15,279.785,0.84685,0.44909,-1.27364,1.43254,0.496709,0,0,0
6,0,37,1,2518,56,7,30,2,1,1,25,147.33,-0.519603,0.104141,-1.28773,1.25673,-1.12086,0,0,0
14,0,37,2,3900,80,28,25,3,1,1,30,271.2,0.586973,1.00717,0.41066,0.589991,0.485987,0,0,0
7,0,37,1,2485,37,281,15,3,1,1,30,1224.88,-0.530866,-0.967964,2.66017,-0.91763,2.47373,0,0,0
16,0,36,3,9240,119,140,40,3,1,1,30,934.36,2.33985,2.04871,1.8944,2.14708,1.99333,1,0,0
10,0,37,1,13898,167,7,41,3,1,1,30,590.6,2.72379,2.61162,-1.3319,2.24167,1.20254,1,0,0
10,0,37,2,4640,81,7,22,3,1,1,30,216.84,0.979609,1.05484,-1.3216,0.209552,-0.113016,0,0,0
9,0,37,1,6043,93,7,9,3,1,1,30,273.44,1.35057,1.5024,-1.2834,-1.76557,0.480877,0,0,0
12,0,37,0,2363,52,7,14,3,1,2,30,124.6,-0.635027,-0.0266682,-1.28887,-0.977057,-1.39479,0,0,0
28,0,37,4,15265,223,50,29,3,2,1,30,819.52,2.88394,2.92624,1.2144,1.03913,1.67115,1,0,0
7,0,37,2,3220,25,479,5,3,1,1,30,2045.8,0.206579,-1.7254,3.07454,-2.31259,3.05775,0,0,0
12,0,36,1,15610,180,146,27,2,1,1,25,1367.55,2.95818,2.79484,1.89618,0.816645,2.6089,1,0,0
6,0,36,2,6625,84,182,23,3,1,1,30,996.36,1.64926,1.18292,2.19404,0.209233,2.19456,0,0,0
5,0,36,0,1000,12,7,8,2,1,2,25,77.04,-2.04585,-2.35719,-1.2446,-1.94418,-2.08671,0,0,0
5,0,37,0,835,12,9,5,3,1,2,30,69.88,-2.17409,-2.3622,-0.947877,-2.36214,-2.17945,0,0,0
5,0,36,0,305,6,7,2,2,1,2,25,45.495,-2.72314,-2.6909,-1.25265,-2.70833,-2.4869,0,1,1
6,0,36,1,7633,125,380,40,3,1,1,30,1830.32,2.04796,2.11829,2.94737,2.14353,2.93193,1,0,1
10,0,36,2,11590,152,7,44,4,1,1,45,311.05,2.60431,2.38989,-1.24944,2.45148,0.661264,1,0,1
11,0,36,2,6843,73,104,34,2,1,1,25,779.22,1.79047,0.758189,1.67855,1.55871,1.57575,0,0,0
26,1,32,0,1080,45,12,14,3,1,2,30,93,-1.91968,-0.451896,-0.739616,-0.99024,-1.87069,0,1,1
24,0,35,9,10560,91,7,39,5,1,1,55,170.265,2.50993,1.39626,-1.26418,2.06372,-0.721404,1,0,1
16,0,35,2,5943,96,22,21,2,1,1,25,370.755,1.31604,1.59184,0.100364,0.0208922,0.900719,0,1,1
5,0,33,1,2965,20,7,11,3,1,1,30,147.4,-0.0139686,-1.99038,-1.30769,-1.51843,-1.10064,0,0,0
12,1,34,0,3115,39,7,13,3,1,2,30,154.16,0.148866,-0.901004,-1.37441,-1.11086,-0.95188,0,1,1
12,0,35,0,2393,42,30,28,4,1,2,45,135.875,-0.620822,-0.643965,0.545825,0.971202,-1.26562,0,1,1
5,1,35,0,305,6,7,2,3,1,2,30,40.44,-2.74722,-2.64105,-1.26171,-2.63287,-2.5277,0,1,1
5,0,35,1,1793,23,7,3,4,1,1,45,62.9,-1.20493,-1.80865,-1.26624,-2.51699,-2.22655,0,0,0
6,0,32,2,6910,95,10,19,5,1,1,55,120.075,1.80151,1.59358,-0.834956,-0.308494,-1.47589,0,0,0
5,0,35,0,305,6,7,2,4,1,2,45,25.275,-2.71615,-2.65559,-1.25148,-2.63216,-2.67759,0,1,1
5,0,35,1,305,6,7,2,5,1,1,55,15.165,-2.66884,-2.6758,-1.2242,-2.6153,-2.7964,0,0,0
28,0,30,4,16200,236,7,77,2,2,1,25,771.12,3.07523,3.05234,-1.26356,3.05551,1.52425,1,0,1
9,0,33,4,7090,114,267,30,3,2,1,30,1356.16,1.95442,1.98022,2.61206,1.18075,2.57576,1,0,0
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0.571458,1.00241,-1.24482,0.5927,-0.523792,0,0,0
6,0,34,0,1790,42,34,17,3,1,2,30,209.28,-1.1734,-0.670011,0.712176,-0.629411,-0.2057,0,0,0
9,0,35,1,2905,51,171,20,2,1,1,25,902.52,-0.0668877,-0.14775,2.06046,-0.115707,1.926,0,0,0
7,0,26,2,1440,34,189,8,3,2,1,30,814.96,-1.50452,-1.15551,2.26337,-1.93871,1.6646,0,0,0
7,0,25,1,1693,37,26,65,5,1,1,55,64.95,-1.30137,-0.945478,0.336554,2.89861,-2.23455,0,0,0
14,0,26,0,825,23,7,4,3,1,2,30,61.92,-2.20548,-1.7964,-1.37918,-2.5222,-2.25004,0,0,0
5,0,25,0,305,6,17,2,4,1,2,45,50.275,-2.70266,-2.71847,-0.307055,-2.61682,-2.41401,0,0,0
13,0,24,1,1350,30,15,10,2,1,1,25,129.6,-1.62106,-1.42273,-0.526351,-1.5951,-1.30098,0,0,0
5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0.264378,0.280732,-1.20646,-0.12367,-0.87394,0,0,0
5,0,17,1,1820,24,24,11,3,1,1,30,169.76,-1.16066,-1.7542,0.2357,-1.53063,-0.699457,0,0,0
19,0,16,2,6518,139,81,39,2,2,1,25,664.065,1.63431,2.34707,1.4645,2.06977,1.28503,0,0,0
15,0,14,1,9058,169,69,37,5,1,1,55,241.905,2.21117,2.62391,1.42609,1.89302,0.1306,1,0,0
11,0,15,4,2978,43,27,16,3,1,1,30,228.84,-0.0122014,-0.591904,0.373988,-0.728338,0.0274902,0,0,0
5,0,8,2,4515,38,211,7,3,1,1,30,1026.12,0.962587,-0.943006,2.44163,-2.02381,2.24624,0,0,0
6,1,8,2,1613,17,7,4,3,1,1,30,93.2,-1.34812,-2.12656,-1.38499,-2.47379,-1.85523,0,1,1
17,0,40,3,5275,87,33,34,3,1,1,30,346.48,1.12605,1.27937,0.691646,1.60076,0.8348,0,0,0
9,0,41,0,1223,21,35,21,3,1,2,30,189.76,-1.7871,-1.8839,0.769326,0.036436,-0.429287,0,0,0
19,0,39,3,3358,76,387,41,3,1,1,30,1685.36,0.297241,0.891065,2.94424,2.25294,2.89489,0,0,0
19,0,40,3,5103,82,29,52,1,1,1,15,444.675,1.1121,1.07581,0.489507,2.84034,1.09565,0,0,0
12,0,40,3,3298,74,30,50,2,1,1,25,286.74,0.253247,0.826117,0.534014,2.84946,0.551092,0,0,0
20,0,40,4,4680,98,60,45,3,1,1,30,431.12,1.00986,1.66794,1.33846,2.55626,1.04254,0,0,0
13,0,40,3,3265,55,313,35,4,1,1,45,865.5,0.21936,0.038341,2.76617,1.74166,1.81115,0,0,0
22,1,39,5,10020,137,172,60,3,1,1,30,1094.28,2.40564,2.28466,2.12034,2.9006,2.3646,1,0,1
16,0,40,3,14678,185,28,61,3,1,1,30,706.52,2.78277,2.85781,0.465171,2.92222,1.33847,1,0,0
16,0,40,4,5420,99,30,42,3,1,1,30,340.76,1.16246,1.73034,0.520723,2.33614,0.823531,0,0,0
15,0,40,3,6823,111,35,29,3,1,1,30,417.36,1.77962,1.89799,0.787508,1.03017,1.00019,0,0,0
18,0,40,0,3143,70,36,34,3,1,2,30,272.52,0.074313,0.672842,0.820858,1.63515,0.457668,0,0,0
34,1,40,6,16045,241,82,49,3,2,1,30,979.44,3.06768,3.09067,1.54122,2.76418,2.10402,1,0,0
13,0,40,4,4000,43,511,25,4,1,1,45,1378.58,0.650039,-0.594861,3.13915,0.633031,2.57839,0,0,0
18,0,39,3,16390,198,178,47,2,1,1,25,1547.46,3.06126,2.91892,2.15159,2.63532,2.78353,1,0,0
12,0,39,4,7405,102,214,43,3,1,1,30,1156.28,2.04595,1.75025,2.43962,2.42079,2.45221,0,0,0
9,0,39,0,1780,30,28,28,2,1,2,25,207.45,-1.22025,-1.38277,0.437046,0.939216,-0.228905,0,0,0
11,0,40,0,1615,30,41,25,3,1,2,30,229.8,-1.38499,-1.42583,1.01681,0.611177,-0.00325013,0,0,0
9,1,39,0,905,16,28,17,2,1,2,25,167.445,-2.13159,-2.12561,0.484062,-0.615503,-0.760982,0,1,1
12,0,39,3,8413,143,412,60,3,1,1,30,1990.24,2.16902,2.33793,2.98968,2.86999,3.01522,1,0,0
16,0,39,4,12370,170,39,64,4,1,1,45,411,2.62269,2.62625,0.886004,2.93178,1.01395,1,0,0
17,0,39,4,7623,91,136,54,2,2,1,25,959.13,2.06898,1.45316,1.81456,2.85192,2.07232,0,0,0
32,1,35,0,1860,63,44,34,3,1,2,30,252.92,-1.12047,0.419433,1.03279,1.62221,0.292007,0,1,1
30,0,38,1,11340,109,29,59,5,1,1,55,215.235,2.57451,1.89615,0.494894,2.85157,-0.15904,0,0,0
22,0,38,4,6723,114,54,41,3,1,1,30,489.48,1.70404,1.9473,1.26997,2.25947,1.13198,0,0,0
10,0,36,3,3745,38,28,31,3,1,1,30,263.32,0.525044,-0.853317,0.433968,1.27316,0.376055,0,0,0
18,1,37,0,3895,57,37,33,3,1,2,30,306.08,0.570922,0.138837,0.860753,1.45744,0.648538,0,1,1
18,0,38,0,3173,60,62,48,4,1,2,45,235.825,0.172826,0.27795,1.3159,2.74718,0.0560007,0,1,1
9,0,38,0,1038,18,28,19,3,1,2,30,154.24,-1.96244,-2.06856,0.441713,-0.253957,-0.972301,0,1,1
10,0,38,3,2573,41,28,23,4,1,1,45,135.35,-0.441127,-0.746476,0.36237,0.202951,-1.2697,0,0,0
12,0,35,4,7690,113,42,39,5,1,1,55,180.045,2.08704,1.93402,1.01602,2.02134,-0.608713,0,0,0
9,0,38,0,1533,23,37,21,4,1,2,45,131.4,-1.47394,-1.77051,0.802757,0.0755304,-1.31427,0,1,1
9,0,38,4,1243,20,32,19,5,1,1,55,66.945,-1.74653,-1.97191,0.623332,-0.249754,-2.21582,0,0,0
34,0,33,6,16980,254,28,97,2,2,1,25,901.53,3.1201,3.13061,0.391214,3.14159,1.92212,1,0,1
15,0,36,6,7870,132,299,50,3,2,1,30,1516.08,2.11192,2.23973,2.72468,2.83165,2.71342,1,0,0
11,0,38,3,4623,98,30,45,3,1,1,30,308.84,0.989296,1.67075,0.520547,2.54659,0.66742,0,0,0
12,1,37,0,2570,60,66,37,4,1,2,45,230.75,-0.445992,0.268131,1.37455,1.93004,0.00552463,0,1,1
15,0,38,3,3685,69,203,40,2,1,1,25,1082.43,0.499876,0.638675,2.36074,2.15612,2.3383,0,0,0
13,0,29,4,2220,52,221,28,3,2,1,30,974.88,-0.782913,-0.104635,2.47214,0.900999,2.13665,0,0,0
13,0,28,3,2473,55,58,85,5,1,1,55,124.92,-0.552551,0.0770738,1.2792,3.08701,-1.39689,0,0,0
20,0,29,0,1605,41,38,24,3,1,2,30,217.84,-1.38584,-0.704435,0.860421,0.431949,-0.0998167,0,0,0
9,0,28,0,1730,26,49,20,4,1,2,45,166.4,-1.2461,-1.64848,1.21719,-0.0851702,-0.777737,0,0,0
19,0,27,3,2130,48,47,30,2,1,1,25,309.51,-0.859149,-0.288004,1.18401,1.16777,0.61807,0,0,0
11,0,27,3,4130,77,36,40,3,1,1,30,312.28,0.747108,0.942858,0.784051,2.13021,0.733721,0,0,0
11,0,20,3,2600,42,56,31,3,1,1,30,329.68,-0.409424,-0.697688,1.29176,1.28727,0.744546,0,0,0
25,0,19,4,7298,157,113,59,2,2,1,25,843.975,1.99562,2.47816,1.70559,2.88152,1.75117,1,0,1
21,0,17,3,9838,187,101,57,5,1,1,55,301.875,2.36719,2.84649,1.63717,2.88951,0.598489,1,0,1
17,0,18,6,3758,61,59,36,3,2,1,30,388.76,0.500577,0.279704,1.32421,1.75308,0.987723,0,0,0
11,0,11,4,5295,56,243,27,3,2,1,30,1186.04,1.13519,0.104745,2.47917,0.823745,2.43472,0,0,0
12,1,11,4,2393,35,28,24,3,1,1,30,209.12,-0.652652,-1.06981,0.399504,0.410463,-0.204846,0,1,1
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0.681762,0.590377,-1.42501,-2.4955,-0.37067,0,0,0
5,0,41,0,305,6,7,2,3,1,2,30,40.44,-2.73391,-2.66984,-1.54194,-2.67117,-2.50737,0,0,0
11,0,39,0,2158,56,345,11,3,1,1,30,1468.56,-0.830119,0.0630007,2.79628,-1.47052,2.71454,0,0,0
11,0,40,0,3903,62,7,22,1,1,1,15,256.575,0.591715,0.416561,-1.54319,0.154876,0.308587,0,0,0
5,0,40,0,2098,54,7,20,2,1,1,25,128.34,-0.895468,0.0288565,-1.48387,-0.141977,-1.3228,0,0,0
12,0,40,0,3480,78,18,15,3,1,1,30,214.32,0.398483,0.959988,-0.262491,-0.947445,-0.173633,0,0,0
5,0,40,0,2065,35,271,5,3,1,1,30,1168,-0.917482,-1.10644,2.58814,-2.32273,2.42514,0,0,0
14,0,39,1,8820,117,130,30,3,1,1,30,877.48,2.21963,1.99226,1.78027,1.23968,1.85366,1,0,1
8,0,40,0,13478,165,7,31,3,1,1,30,573.72,2.66203,2.56181,-1.49828,1.29476,1.1898,1,0,1
8,0,40,0,4220,79,7,12,3,1,1,30,199.96,0.767002,0.984438,-1.5219,-1.26096,-0.288201,0,0,0
7,0,40,1,5623,91,7,17,3,1,1,30,256.56,1.2297,1.46103,-1.53536,-0.632309,0.300111,0,0,0
10,0,40,0,1943,50,7,4,3,1,2,30,107.72,-1.06015,-0.189836,-1.53005,-2.50603,-1.66474,0,0,0
26,0,40,2,14845,221,40,19,3,1,1,30,762.64,2.83875,2.94126,0.93643,-0.251867,1.4871,1,0,1
5,0,40,1,2800,23,469,9,3,1,1,30,1988.92,-0.155535,-1.76378,3.10051,-1.78007,3.00683,0,0,0
10,0,39,0,15190,178,136,17,2,1,1,25,1303.56,2.86839,2.77267,1.83328,-0.646962,2.51944,1,0,0
5,0,39,0,6205,82,172,13,3,1,1,30,939.48,1.43436,1.11418,2.07093,-1.14082,2.06703,0,0,0
5,0,39,0,580,10,7,2,2,1,2,25,58.05,-2.4308,-2.40414,-1.53048,-2.66644,-2.29514,0,0,0
5,0,40,0,415,10,7,2,3,1,2,30,45,-2.57623,-2.4674,-1.50662,-2.637,-2.49743,0,0,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,-2.74496,-2.62899,-1.51353,-2.65803,-2.47112,0,1,1
5,0,39,0,7213,123,370,30,3,1,1,30,1773.44,1.96457,2.13212,2.8964,1.14872,2.93289,1,0,0
8,0,39,0,11170,150,7,34,4,1,1,45,300.5,2.5309,2.40984,-1.50147,1.60095,0.599306,1,0,0
9,0,39,0,6423,71,94,24,2,1,1,25,715.23,1.55378,0.66291,1.6085,0.423988,1.36796,0,0,0
24,0,35,0,660,43,7,4,3,1,2,30,56.12,-2.34169,-0.581093,-1.48492,-2.42795,-2.3238,0,1,1
22,0,38,7,10140,89,7,29,5,1,1,55,163.935,2.41979,1.34906,-1.50137,1.08434,-0.860575,0,0,0
14,0,38,0,5523,94,12,11,2,1,1,25,306.765,1.19721,1.54979,-0.739629,-1.49367,0.6512,0,1,1
5,0,36,1,2545,18,7,6,3,1,1,30,130.52,-0.478672,-2.01002,-1.48015,-2.14427,-1.32531,0,0,0
10,0,37,0,2695,37,7,3,3,1,2,30,137.28,-0.309107,-1.01207,-1.49055,-2.59176,-1.24825,0,1,1
10,0,38,0,1973,40,20,18,3,1,2,30,160.52,-1.01665,-0.801275,-0.0624708,-0.501134,-0.867177,0,1,1
5,1,38,0,305,6,7,2,3,1,2,30,40.44,-2.70639,-2.61731,-1.24429,-2.64565,-2.51232,0,1,1
5,0,38,1,1373,21,7,2,4,1,1,45,52.35,-1.59701,-1.8875,-1.48582,-2.64713,-2.41354,0,0,0
5,0,35,0,6490,93,7,9,5,1,1,55,109.245,1.59582,1.49031,-1.50981,-1.76683,-1.6486,1,0,0
5,0,38,0,305,6,7,2,4,1,2,45,25.275,-2.66653,-2.67743,-1.48599,-2.62558,-2.6932,0,1,1
5,0,38,0,305,6,7,2,5,1,1,55,15.165,-2.67953,-2.62434,-1.51286,-2.62504,-2.76771,0,0,0
26,0,33,2,15780,234,7,67,2,1,1,25,752.13,3.02713,3.055,-1.491,2.95503,1.45892,1,0,1
7,0,36,2,6670,112,257,20,3,2,1,30,1299.28,1.67783,1.93866,2.56729,-0.129182,2.54481,1,0,0
5,0,38,0,3423,78,7,15,3,1,1,30,168.04,0.35169,0.933172,-1.53409,-0.975705,-0.755827,0,0,0
5,0,37,0,1370,40,24,7,3,1,2,30,152.4,-1.60923,-0.787161,0.199236,-2.00838,-1.07024,0,0,0
7,0,38,0,2485,49,161,10,2,1,1,25,838.53,-0.538066,-0.24787,2.04476,-1.68504,1.72833,0,0,0
5,0,29,1,1020,32,179,2,3,2,1,30,758.08,-1.99743,-1.30762,2.14052,-2.69602,1.43558,0,0,0
5,0,28,0,1273,35,16,55,4,1,1,45,72.7,-1.70995,-1.1714,-0.382994,2.84333,-2.09164,0,0,0
12,0,29,0,405,21,7,2,3,1,2,30,45.04,-2.59719,-1.86218,-1.53978,-2.71799,-2.48667,0,0,0
5,0,28,0,305,6,7,2,4,1,2,45,25.275,-2.74101,-2.68037,-1.57121,-2.72446,-2.68235,0,0,0
11,0,27,1,930,28,7,2,2,1,1,25,74.61,-2.10002,-1.49311,-1.5359,-2.75725,-2.05903,0,0,0
5,0,27,0,2930,57,7,10,3,1,1,30,147.48,-0.0510625,0.160135,-1.54953,-1.66513,-1.0946,0,0,0
5,0,20,1,1400,22,14,2,2,1,1,25,126.99,-1.57095,-1.84389,-0.609091,-2.77173,-1.35198,0,0,0
17,0,19,0,6098,137,71,29,2,2,1,25,600.075,1.3412,2.26181,1.43834,1.048,1.23825,0,0,0
13,0,17,0,8638,167,59,27,5,1,1,55,220.575,2.18383,2.57944,1.31911,0.885126,-0.0617219,0,0,0
9,0,18,2,2558,41,17,6,3,1,1,30,171.96,-0.476545,-0.72002,-0.253012,-2.13935,-0.691724,0,0,0
5,0,11,1,4095,36,201,25,3,1,1,30,969.24,0.727064,-1.1103,2.38157,0.52507,2.13171,0,0,0
5,1,11,1,1193,15,7,2,3,1,1,30,76.32,-1.79893,-2.19758,-1.51639,-2.73572,-2.0518,0,1,1
13,0,41,2,4790,83,44,23,3,1,1,30,370.92,1.05064,1.15557,1.09084,0.30312,0.873356,0,0,0
5,0,42,0,738,17,46,10,3,1,2,30,214.2,-2.29663,-2.09103,1.13509,-1.65397,-0.150485,0,0,0
15,0,40,2,2873,72,398,30,3,1,1,30,1709.8,-0.0922538,0.762467,2.95462,1.18663,2.88977,0,0,0
15,0,41,2,4618,78,40,41,1,1,1,15,478.28,0.987941,0.935447,0.939939,2.24006,1.05257,0,0,0
8,0,41,2,2813,70,41,39,2,1,1,25,314.235,-0.102404,0.670475,1.01077,2.02057,0.700636,0,0,0
16,0,41,3,4195,94,71,34,3,1,1,30,455.56,0.801733,1.58315,1.45214,1.57863,1.08281,0,0,0
9,0,41,2,2780,51,324,24,4,1,1,45,880.775,-0.204591,-0.124734,2.74079,0.42588,1.87079,0,0,0
18,0,40,4,9535,133,183,49,3,1,1,30,1118.72,2.36137,2.27078,2.17306,2.75161,2.38355,1,0,0
12,0,41,2,14193,181,39,50,3,1,1,30,730.96,2.76715,2.78938,0.904883,2.82653,1.41916,1,0,0
12,0,41,3,4935,95,41,31,4,1,1,45,228.25,1.08964,1.58279,1.00339,1.37267,-0.00259248,0,0,0
11,0,41,2,6338,107,46,18,3,1,1,30,441.8,1.48336,1.85253,1.09776,-0.476951,1.05903,0,0,0
14,1,41,0,2658,66,47,23,4,1,2,45,185.6,-0.362332,0.497681,1.14351,0.340814,-0.49921,0,0,0
30,0,41,5,15560,237,93,38,3,1,1,30,1003.88,2.99409,3.06095,1.6284,1.96313,2.18171,1,0,0
9,0,41,3,3515,39,522,14,4,1,1,45,1393.85,0.395627,-0.875742,3.14159,-1.01984,2.61925,0,0,0
14,0,40,2,15905,194,189,36,3,1,1,30,1399.96,3.0268,2.87318,2.24961,1.79218,2.56659,1,0,1
8,0,40,3,6920,98,225,32,4,1,1,45,737.95,1.84739,1.67693,2.5002,1.42616,1.44962,0,0,0
5,0,40,0,1295,26,39,17,3,1,2,30,208.84,-1.70335,-1.63269,0.936237,-0.658659,-0.229946,0,0,0
7,0,41,0,1130,26,52,14,3,1,2,30,254.24,-1.87457,-1.65856,1.24231,-1.05307,0.26965,0,0,0
5,0,40,0,420,12,39,6,3,1,2,30,173.28,-2.57993,-2.36784,0.896125,-2.12543,-0.722484,0,1,1
8,0,40,2,7928,139,423,49,3,1,1,30,2014.68,2.11334,2.30872,3.03765,2.76345,3.02516,1,0,0
12,0,40,3,11885,166,50,53,4,1,1,45,426.275,2.65024,2.61899,1.20403,2.85911,1.04643,1,0,0
13,0,40,3,7138,87,147,43,3,1,1,30,877,1.94733,1.24633,1.87151,2.38135,1.89839,0,0,0
28,1,36,0,1375,59,55,23,3,1,2,30,277.36,-1.59455,0.256088,1.32352,0.287837,0.455881,0,1,1
26,0,39,10,10855,105,40,48,5,2,1,55,224.4,2.53289,1.85443,0.972577,2.74506,-0.0172123,1,0,0
18,0,39,3,6238,110,65,30,3,1,1,30,513.92,1.44062,1.95555,1.36679,1.13501,1.12448,0,0,0
6,0,37,2,3260,34,39,20,4,1,1,45,179.85,0.23379,-1.19963,0.909156,-0.130684,-0.59521,0,0,0
14,0,38,0,3410,53,48,22,3,1,2,30,330.52,0.302245,-0.0325911,1.14321,0.149667,0.798337,0,1,1
14,1,39,0,2688,56,73,37,4,1,2,45,251.1,-0.301696,0.106047,1.50961,1.87938,0.208844,0,1,1
5,0,39,0,553,14,39,8,3,1,2,30,178.68,-2.46274,-2.29297,0.926546,-1.93593,-0.622529,0,1,1
6,0,39,2,2088,37,39,12,4,1,1,45,150.625,-0.899016,-0.954114,0.907769,-1.32895,-1.05797,0,0,0
8,0,36,3,7205,109,53,28,5,1,1,55,189.21,1.96127,1.86719,1.28002,0.966815,-0.445807,1,0,0
5,0,39,0,1048,19,48,10,4,1,2,45,146.675,-1.97004,-2.01842,1.14108,-1.60722,-1.12267,0,1,1
5,0,39,3,758,16,43,8,5,1,1,55,76.11,-2.23482,-2.21592,1.04847,-1.95094,-2.0797,0,0,0
30,0,34,5,16495,250,39,86,2,2,1,25,929.025,3.11162,3.12761,0.883218,3.1273,1.96222,1,0,0
11,0,37,5,7385,128,310,39,3,2,1,30,1540.52,2.02652,2.20886,2.77243,2.02561,2.77308,1,0,1
7,0,39,2,4138,94,41,34,3,1,1,30,333.28,0.746069,1.52875,0.988212,1.62233,0.707741,0,0,0
8,0,38,0,2085,56,77,26,4,1,2,45,246.025,-0.879202,0.109098,1.50882,0.664478,0.19746,0,0,0
11,0,39,2,3200,65,214,29,3,1,1,30,986.6,0.171438,0.440324,2.39815,1.06676,2.15602,0,0,0
9,0,30,3,1735,48,232,17,3,2,1,30,999.32,-1.25436,-0.318893,2.52672,-0.6603,2.17248,0,0,0
9,0,29,2,1988,51,69,74,5,1,1,55,134.085,-1.00157,-0.151349,1.41764,3.01993,-1.29581,0,0,0
16,0,30,0,1120,37,49,13,3,1,2,30,242.28,-1.88929,-0.959476,1.21849,-1.07775,0.170084,0,0,0
5,0,29,0,1245,22,60,9,4,1,2,45,181.675,-1.75526,-1.84602,1.35267,-1.7265,-0.565531,0,0,0
15,0,28,2,1645,44,58,19,2,1,1,25,337.005,-1.38021,-0.54239,1.32662,-0.287914,0.78266,0,0,0
7,0,28,2,3645,73,47,29,4,1,1,45,210.45,0.474786,0.734575,1.12616,1.063,-0.201677,0,0,0
7,0,21,2,2115,38,67,20,3,1,1,30,354.12,-0.865038,-0.933518,1.42814,-0.128186,0.852426,0,0,0
21,0,20,3,6813,153,124,48,2,2,1,25,871.47,1.75127,2.4341,1.77166,2.69218,1.872,1,0,0
17,0,18,2,9353,183,112,46,5,1,1,55,311.04,2.37312,2.8269,1.72414,2.62487,0.665795,1,0,1
13,0,19,5,3273,57,70,25,4,1,1,45,258.25,0.234417,0.18387,1.40963,0.518145,0.301222,0,0,0
7,0,12,3,4810,52,254,16,3,1,1,30,1210.48,1.08475,-0.0868742,2.5572,-0.680296,2.43182,0,0,0
8,1,12,3,1908,31,39,13,3,1,1,30,233.56,-1.04434,-1.31286,0.941897,-1.11782,0.0817438,0,1,1
13,0,39,0,4560,71,7,15,2,1,1,25,239.895,0.933145,0.681178,-1.5565,-0.913202,0.125475,0,0,0
5,0,40,0,305,6,7,2,2,1,2,25,45.495,-2.7035,-2.6285,-1.55612,-2.7755,-2.43668,0,0,0
15,0,38,0,2643,60,334,22,2,1,1,25,1624.63,-0.366789,0.312527,2.75892,0.151067,2.84056,0,0,0
15,0,39,0,4388,66,7,33,1,1,1,15,283.47,0.865693,0.528495,-1.56442,1.57912,0.537017,0,0,0
8,0,39,0,2583,58,7,31,1,1,1,15,183.755,-0.417791,0.18602,-1.52713,1.36276,-0.520443,0,0,0
16,0,39,1,3965,82,7,26,3,1,1,30,189.88,0.603072,1.08707,-1.48856,0.746196,-0.433224,0,0,0
9,0,39,0,2550,39,260,16,3,1,1,30,1143.56,-0.447802,-0.856219,2.54735,-0.731327,2.40507,0,0,0
18,0,38,2,9305,121,119,41,3,1,1,30,853.04,2.34376,2.06402,1.72497,2.24632,1.77546,1,0,0
12,0,39,0,13963,169,7,42,3,1,1,30,593.28,2.72449,2.63308,-1.42568,2.34196,1.19783,1,0,0
12,0,39,1,4705,83,7,23,3,1,1,30,219.52,1.06569,1.12912,-1.49181,0.271885,-0.0818056,0,0,0
11,0,39,0,6108,95,7,10,2,1,1,25,310.635,1.34623,1.59795,-1.43571,-1.64022,0.676059,0,0,0
14,1,39,0,2428,54,7,15,3,1,2,30,127.28,-0.593378,0.0649709,-1.40674,-0.889281,-1.34286,0,0,0
30,0,39,3,15330,225,29,30,3,1,1,30,738.2,2.88745,2.97273,0.464855,1.23837,1.39848,1,0,1
9,0,39,1,3285,27,458,6,3,1,1,30,1964.48,0.235751,-1.63525,3.00476,-2.1122,2.97835,0,0,0
14,0,38,0,15675,182,125,28,2,1,1,25,1276.07,2.97461,2.79509,1.76141,0.857216,2.50854,1,0,0
8,0,38,1,6690,86,161,24,3,1,1,30,915.04,1.71391,1.24833,2.009,0.46124,1.98263,0,0,0
5,0,38,0,1065,14,7,9,2,1,2,25,80.055,-1.93741,-2.26733,-1.42845,-1.82057,-2.08367,0,0,0
