Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status
446F0C84,Web3/Crypto,2018,Singapore,Singapore,Seed,2.13,36.15,1.99,0.21,6.9,17,13,4,Tier 2 (Mid-size VC),Medium,Closed
5F43548C,Generative AI,2024,USA,New York,Series A,20.78,96.11,3.53,0.69,26.3,63,0,63,Tier 3 (Angel/Seed),High,Independent
804C0456,FinTech,2020,India,Delhi NCR,Seed,2.08,18.18,0.7,0.43,3.9,25,0,25,Corporate VC (e.g. Google Ventures),High,Independent
4FD206AE,HealthTech,2016,UK,London,Series A,15.98,191.35,8.84,0.7,20.0,35,0,35,Tier 2 (Mid-size VC),None,Independent
C91B5E7E,SpaceTech,2020,UK,Oxford,Seed,2.15,19.42,0.66,0.73,2.6,40,0,40,Tier 2 (Mid-size VC),High,Independent
FC13630D,Generative AI,2014,India,Mumbai,Seed,2.8,43.04,2.38,0.47,4.9,28,0,28,Tier 3 (Angel/Seed),Low,Independent
2F0DC4F8,FinTech,2020,USA,Seattle,Seed,2.29,35.1,1.28,0.65,3.1,39,16,23,"Tier 1 (e.g. Sequoia, a16z)",None,Independent
BF2F495A,SpaceTech,2023,China,Shenzhen,Series A,42.26,429.16,53.48,1.91,21.0,119,0,119,Tier 3 (Angel/Seed),None,Independent
27EAA388,EdTech,2015,Israel,Jerusalem,Series B,14.43,65.34,5.09,1.04,12.7,67,12,55,Tier 2 (Mid-size VC),High,Independent
7CFB8595,HealthTech,2020,USA,New York,Series A,6.68,45.44,3.03,0.3,16.7,19,0,19,Tier 3 (Angel/Seed),High,Independent
3BAA464A,Generative AI,2013,India,Mumbai,Series A,17.55,201.66,11.26,0.91,17.4,90,23,67,Tier 3 (Angel/Seed),Low,Independent
BDF765E2,HealthTech,2022,USA,Seattle,Seed,1.22,26.32,1.14,0.2,4.1,12,0,12,Tier 2 (Mid-size VC),High,Independent
F1CF4BF3,ClimateTech,2020,India,Bengaluru,Series B,33.0,331.28,19.81,1.29,23.7,100,0,100,Tier 2 (Mid-size VC),Medium,Independent
C8995F36,SpaceTech,2020,USA,New York,Series B,35.42,191.99,12.64,1.94,17.4,119,17,102,Tier 2 (Mid-size VC),Medium,Independent
4A434CBF,SpaceTech,2020,France,Paris,Series B,48.98,569.91,94.85,2.58,18.3,179,0,179,Tier 2 (Mid-size VC),Low,Acquired
2679A481,FinTech,2012,China,Beijing,Series C+,125.27,1424.56,48.61,3.5,34.8,340,0,340,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
DF5C30B9,ClimateTech,2014,China,Shanghai,Series A,5.94,60.5,3.36,0.72,7.2,46,25,21,Tier 2 (Mid-size VC),High,Closed
D8D5491B,HealthTech,2014,USA,Miami,Series C+,86.13,566.3,78.98,4.1,20.5,308,0,308,Tier 3 (Angel/Seed),High,Acquired
CB43FFD9,HealthTech,2021,China,Beijing,Series A,2.88,31.11,6.08,0.61,4.1,34,0,34,Tier 3 (Angel/Seed),High,Independent
F2FE2500,Robotics,2018,USA,Seattle,Post-IPO,701.95,2972.75,222.22,16.99,41.1,1415,174,1241,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
2CF4AF71,Generative AI,2019,USA,Boston,Seed,5.02,32.24,1.09,0.62,7.0,56,0,56,Tier 2 (Mid-size VC),Low,Independent
D3B89EC9,FinTech,2020,USA,Boston,Seed,4.77,70.34,4.36,0.81,5.2,48,0,48,Tier 3 (Angel/Seed),Medium,Independent
DBBACA15,Autonomous Vehicles,2017,China,Beijing,Seed,1.08,19.92,2.22,0.68,1.4,51,0,51,Tier 3 (Angel/Seed),Medium,Independent
C13CB4A9,FinTech,2019,USA,New York,Seed,2.99,50.99,1.85,0.55,4.6,48,0,48,Tier 2 (Mid-size VC),High,Closed
63021C81,SpaceTech,2018,USA,Seattle,Pre-IPO,129.75,1389.94,56.17,7.92,16.2,758,0,758,Tier 3 (Angel/Seed),High,Independent
F60D7303,ClimateTech,2020,Canada,Montreal,Seed,1.23,15.64,0.94,0.92,1.2,49,0,49,Tier 2 (Mid-size VC),High,Independent
AEAB9395,HealthTech,2025,Singapore,Singapore,Series A,6.7,37.76,2.96,0.97,6.3,57,18,39,Corporate VC (e.g. Google Ventures),Medium,Closed
89BC5E26,Generative AI,2016,France,Lyon,Series C+,86.31,324.84,16.98,5.78,14.7,356,109,247,Tier 2 (Mid-size VC),High,Independent
8B71F6CB,ClimateTech,2014,USA,New York,Seed,0.0,24.43,4.37,0.58,0.0,36,20,16,Bootstrapped,None,Acquired (Fire Sale)
7A23D266,Cybersecurity,2014,USA,New York,Series B,17.68,153.68,24.0,0.36,38.4,36,0,36,Tier 2 (Mid-size VC),Medium,Independent
506A9D7A,Generative AI,2020,USA,New York,Series A,79.99,284.71,23.86,7.92,10.0,447,162,285,"Tier 1 (e.g. Sequoia, a16z)",Low,IPO
BD721667,HealthTech,2020,USA,Seattle,Seed,1.17,22.74,1.26,0.47,2.1,35,0,35,Tier 2 (Mid-size VC),High,Independent
1C087E8E,Robotics,2018,USA,Miami,Series B,30.04,306.05,10.23,1.98,14.4,156,43,113,Corporate VC (e.g. Google Ventures),Medium,Independent
165FEAD4,FinTech,2018,Germany,Munich,Series A,6.01,59.57,4.21,0.45,10.9,42,15,27,Tier 2 (Mid-size VC),High,Acquired
25C8AB3A,Web3/Crypto,2021,USA,Austin,Pre-IPO,249.69,1924.79,210.01,8.87,27.8,634,453,181,Tier 2 (Mid-size VC),Medium,Closed
1D1A4A38,Robotics,2020,USA,San Francisco,Series B,8.07,43.64,1.79,0.35,17.9,34,0,34,Corporate VC (e.g. Google Ventures),Low,Independent
A2B96263,Generative AI,2017,Japan,Tokyo,Post-IPO,5167.0,49553.39,2187.03,348.01,14.8,27090,0,27090,Tier 2 (Mid-size VC),Medium,Independent
8EFD72F5,Robotics,2014,China,Shanghai,Seed,1.3,17.66,1.59,0.77,1.5,39,15,24,Corporate VC (e.g. Google Ventures),None,Independent
591E7BD7,Generative AI,2021,China,Hangzhou,Seed,1.1,17.58,0.62,0.35,2.4,22,0,22,Tier 3 (Angel/Seed),High,Independent
C0572139,Autonomous Vehicles,2013,USA,Boston,Series B,9.95,111.43,12.35,1.03,8.8,59,0,59,Tier 3 (Angel/Seed),High,Independent
398861ED,Generative AI,2020,USA,New York,Series B,70.95,386.19,25.13,4.57,15.2,311,0,311,Tier 2 (Mid-size VC),High,Independent
D42BF93F,HealthTech,2018,India,Delhi NCR,Seed,1.63,31.01,3.4,0.1,8.1,8,0,8,Tier 3 (Angel/Seed),Low,Independent
8C669833,HealthTech,2022,USA,Austin,Series A,25.81,99.78,3.82,2.49,10.0,134,0,134,Tier 3 (Angel/Seed),High,Independent
B894FA76,FinTech,2020,UK,Oxford,Seed,1.01,14.37,2.6,0.61,1.4,32,14,18,Tier 3 (Angel/Seed),High,Independent
BF01BBEE,SpaceTech,2018,Germany,Munich,Series B,62.82,582.0,21.51,2.48,24.3,217,0,217,Tier 3 (Angel/Seed),Medium,Independent
48F4D845,FinTech,2022,Japan,Tokyo,Series C+,104.45,1183.42,42.55,7.45,13.8,580,64,516,Corporate VC (e.g. Google Ventures),High,Independent
4927AB99,Web3/Crypto,2024,Canada,Toronto,Series A,13.08,172.21,23.57,1.09,11.0,65,48,17,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
E1BB50DD,Generative AI,2013,USA,Miami,Series B,337.1,2847.45,139.45,12.28,27.2,778,0,778,Tier 3 (Angel/Seed),High,Independent
9B82ECC5,Autonomous Vehicles,2013,USA,San Francisco,Series C+,180.06,1436.73,78.79,10.05,17.7,628,0,628,Corporate VC (e.g. Google Ventures),None,Closed
99CBB757,Robotics,2013,USA,Austin,Series A,10.56,85.84,6.48,0.66,13.9,33,0,33,Tier 3 (Angel/Seed),Medium,Independent
4E8B5CA0,FinTech,2016,USA,Austin,Series B,21.41,229.35,15.43,1.71,11.8,100,51,49,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
91B697BF,SpaceTech,2021,China,Shanghai,Series A,10.39,118.05,4.42,0.88,10.6,49,0,49,Tier 2 (Mid-size VC),Medium,Independent
D0948C09,SpaceTech,2018,USA,San Francisco,Seed,4.9,55.91,3.21,0.25,14.0,17,0,17,Tier 2 (Mid-size VC),High,Independent
33C73F7A,Generative AI,2020,Israel,Tel Aviv,Series A,17.79,67.2,2.37,0.73,21.4,45,0,45,Tier 3 (Angel/Seed),High,Independent
29E15664,Cybersecurity,2018,India,Bengaluru,Series C+,52.54,345.47,57.57,1.93,25.9,149,32,117,Tier 2 (Mid-size VC),Medium,Closed
7816B0C9,FinTech,2016,China,Hangzhou,Series A,2.44,32.0,5.69,0.17,9.0,11,5,6,Tier 2 (Mid-size VC),High,Independent
5A91EE48,EdTech,2019,China,Shenzhen,Pre-IPO,743.99,4697.71,210.51,26.52,27.9,1570,345,1225,Tier 3 (Angel/Seed),Medium,Independent
37DCDF69,EdTech,2015,USA,Miami,Series A,0.66,9.91,1.63,0.75,0.8,39,15,24,Corporate VC (e.g. Google Ventures),High,Independent
253C77F0,Generative AI,2021,USA,Austin,Seed,7.35,55.91,2.54,0.31,17.9,27,0,27,Tier 3 (Angel/Seed),Medium,Independent
F731238F,HealthTech,2015,USA,Miami,Seed,0.0,49.89,2.99,0.5,0.0,42,0,42,Bootstrapped,High,Independent
5A1454F9,Robotics,2020,UK,Oxford,Series B,50.77,381.55,33.96,4.93,10.1,298,120,178,Tier 2 (Mid-size VC),Medium,Closed
96B74E5D,Autonomous Vehicles,2020,India,Delhi NCR,Series B,29.9,175.12,9.72,1.71,16.5,165,49,116,Tier 2 (Mid-size VC),Low,Independent
E97A2056,Robotics,2024,USA,New York,Pre-IPO,302.83,1403.37,112.74,4.66,63.6,446,0,446,Tier 2 (Mid-size VC),High,Acquired
72A6A988,Cybersecurity,2021,USA,New York,Series A,9.01,111.55,13.29,0.92,8.8,48,12,36,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed
8EC2FE16,Web3/Crypto,2019,China,Hangzhou,Series C+,69.11,807.74,37.08,3.81,17.7,192,99,93,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
7F3C2E6F,HealthTech,2023,USA,San Francisco,Series C+,33.51,196.12,22.67,0.85,35.3,65,0,65,Corporate VC (e.g. Google Ventures),High,Acquired
85C5EF2F,ClimateTech,2020,India,Hyderabad,Series C+,15.58,167.85,14.79,1.08,13.2,69,0,69,Tier 2 (Mid-size VC),High,Independent
66897F0B,Web3/Crypto,2020,USA,New York,Series B,28.62,159.71,21.87,2.73,10.1,233,165,68,Tier 3 (Angel/Seed),High,Closed
F3C656E0,Autonomous Vehicles,2021,Germany,Munich,Series C+,58.99,346.84,34.54,5.13,11.3,307,188,119,Tier 2 (Mid-size VC),Medium,Closed
6372102B,Generative AI,2016,UK,Cambridge,Seed,5.99,64.91,2.35,0.72,7.3,52,0,52,Tier 3 (Angel/Seed),High,Independent
7B7F2AB5,HealthTech,2019,UK,Oxford,Series C+,177.09,1054.84,38.03,11.34,15.5,757,272,485,Tier 2 (Mid-size VC),Medium,Independent
51AFA8F7,Web3/Crypto,2017,China,Hangzhou,Series A,0.0,46.01,3.4,0.22,0.0,19,15,4,Bootstrapped,High,Closed
6DA502D1,FinTech,2019,China,Beijing,Seed,6.71,47.88,2.18,0.88,6.8,48,0,48,Corporate VC (e.g. Google Ventures),High,Independent
C46D51B3,HealthTech,2020,USA,Miami,Series A,10.63,68.0,3.42,0.34,24.2,22,0,22,Tier 2 (Mid-size VC),None,Independent
2226DF7C,Generative AI,2017,UK,Cambridge,Series C+,54.4,489.44,23.9,3.8,13.9,200,43,157,Tier 3 (Angel/Seed),Medium,Independent
E48564CC,Generative AI,2020,USA,Seattle,Seed,5.13,57.78,4.1,1.02,4.6,54,26,28,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
B0013503,Generative AI,2021,USA,San Francisco,Series A,10.52,97.16,11.81,0.53,16.7,44,0,44,Tier 3 (Angel/Seed),Low,Independent
97CBABF7,Cybersecurity,2017,Israel,Jerusalem,Seed,1.16,26.88,1.33,0.46,2.1,42,15,27,Tier 2 (Mid-size VC),None,Independent
91D98156,Web3/Crypto,2021,China,Shanghai,Pre-IPO,823.26,8031.65,536.29,24.17,33.9,1541,0,1541,Tier 2 (Mid-size VC),Low,Acquired
D81AD0B7,HealthTech,2015,USA,Austin,Pre-IPO,362.51,2374.2,166.38,14.96,24.1,1489,0,1489,Tier 3 (Angel/Seed),Low,Closed
73B548B9,Autonomous Vehicles,2022,Canada,Vancouver,Series B,18.97,231.31,11.02,0.88,19.4,59,0,59,Tier 3 (Angel/Seed),High,Closed
9492688B,Generative AI,2021,USA,New York,Seed,3.18,21.11,1.0,0.32,7.6,21,9,12,Tier 3 (Angel/Seed),None,Closed
13DC5414,FinTech,2014,USA,Seattle,Series C+,59.58,598.8,36.18,6.29,9.3,350,0,350,Tier 2 (Mid-size VC),Medium,Acquired
E0309614,Generative AI,2019,UK,Cambridge,Series B,0.0,5.01,0.21,0.69,0.0,41,0,41,Bootstrapped,Medium,Closed
B98A38CC,FinTech,2024,India,Mumbai,Series C+,97.86,940.21,38.44,3.12,30.4,167,0,167,Tier 3 (Angel/Seed),None,Independent
A968A9DC,ClimateTech,2023,Israel,Tel Aviv,Seed,1.08,23.29,1.38,0.16,4.2,10,5,5,Tier 3 (Angel/Seed),Low,IPO
A2832FBD,HealthTech,2019,USA,Boston,Seed,0.76,19.06,0.85,0.6,1.1,35,0,35,Tier 3 (Angel/Seed),Low,Independent
1C0BC69B,HealthTech,2019,USA,Boston,Series A,2.2,35.35,3.43,0.52,3.5,27,0,27,Tier 3 (Angel/Seed),High,Independent
EE4E0D6A,HealthTech,2015,China,Shanghai,Pre-IPO,427.25,1446.35,58.69,11.97,35.4,775,0,775,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
7CCC56E1,Generative AI,2019,USA,San Francisco,Pre-IPO,1245.8,3847.56,509.8,112.01,11.1,6064,3515,2549,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
0ACAA0DB,EdTech,2018,UK,Cambridge,Series C+,233.2,2249.28,202.72,17.28,13.4,1031,0,1031,Tier 2 (Mid-size VC),High,Acquired
7E13C900,FinTech,2018,USA,New York,Seed,2.35,40.32,2.16,0.26,6.5,15,0,15,Tier 3 (Angel/Seed),Medium,Independent
815D652F,FinTech,2016,India,Hyderabad,Seed,1.77,23.81,1.54,0.67,2.3,51,0,51,Tier 3 (Angel/Seed),Low,Independent
DC990934,ClimateTech,2022,USA,Seattle,Seed,0.54,16.78,0.75,0.47,0.9,38,0,38,Tier 3 (Angel/Seed),High,Independent
38F0004C,Generative AI,2014,Germany,Munich,Series A,24.17,149.66,8.6,1.74,13.1,155,38,117,Tier 3 (Angel/Seed),None,Independent
08D05FFF,Generative AI,2014,China,Shenzhen,Series C+,0.0,38.53,1.59,0.48,0.0,34,11,23,Bootstrapped,High,Closed
753613FD,ClimateTech,2016,Japan,Tokyo,Series A,3.42,37.23,1.69,0.87,3.5,47,0,47,Tier 2 (Mid-size VC),Low,Independent
9C181743,EdTech,2019,India,Delhi NCR,Seed,0.48,9.25,0.35,0.69,0.6,35,0,35,Tier 3 (Angel/Seed),Low,Acquired
4B3F13B7,Cybersecurity,2016,USA,San Francisco,Seed,4.04,28.28,1.22,0.31,9.9,16,6,10,Tier 3 (Angel/Seed),High,Independent
98B3DBF5,Robotics,2020,USA,New York,Seed,0.21,20.55,0.87,0.1,1.0,7,0,7,Corporate VC (e.g. Google Ventures),Low,Independent
95222A8C,ClimateTech,2017,USA,Seattle,Seed,3.26,26.46,1.54,0.3,8.1,19,10,9,Tier 3 (Angel/Seed),Low,Closed
6C3D5A05,EdTech,2023,USA,New York,Seed,1.56,23.11,2.18,0.31,3.8,18,0,18,Tier 2 (Mid-size VC),High,Independent
28DE1E31,HealthTech,2021,USA,Miami,Series C+,41.2,250.15,10.27,3.05,13.1,237,47,190,Tier 3 (Angel/Seed),Low,Closed
0C83E2CA,Web3/Crypto,2022,Singapore,Singapore,Series A,3.3,25.8,1.73,0.38,6.9,36,21,15,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale)
BB33E2E6,HealthTech,2019,Canada,Vancouver,Series B,38.43,239.48,8.97,3.88,9.7,243,98,145,Corporate VC (e.g. Google Ventures),Low,Acquired
82589C80,Web3/Crypto,2019,USA,Austin,Seed,1.35,16.14,0.58,0.22,4.2,15,11,4,Tier 3 (Angel/Seed),Medium,Closed
71570914,Web3/Crypto,2014,China,Beijing,Series A,16.82,216.78,15.78,1.18,13.1,75,0,75,Tier 3 (Angel/Seed),None,Independent
0D035FFA,ClimateTech,2015,Germany,Munich,Series A,2.74,27.84,2.48,0.38,5.7,22,0,22,Tier 3 (Angel/Seed),Low,Independent
8FFA9A32,FinTech,2019,UK,Cambridge,Series C+,92.6,384.1,18.48,3.08,29.1,160,0,160,Tier 3 (Angel/Seed),High,Independent
8BEDC1C8,HealthTech,2020,USA,Austin,Seed,2.78,34.9,4.89,0.25,7.9,15,0,15,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
268AEA13,Web3/Crypto,2019,USA,Miami,Series B,10.75,106.73,17.41,0.28,28.3,27,16,11,Tier 2 (Mid-size VC),High,Closed
3D0B588F,ClimateTech,2018,USA,Miami,Seed,1.33,17.87,0.65,0.67,1.7,44,0,44,Tier 3 (Angel/Seed),Low,Independent
AAF04FBF,EdTech,2018,UK,London,Series A,14.29,91.15,6.48,1.12,11.7,67,0,67,Tier 2 (Mid-size VC),Medium,Independent
5DDA8DCB,HealthTech,2019,China,Shanghai,Seed,1.85,22.77,2.25,0.61,2.6,36,0,36,Tier 3 (Angel/Seed),High,Independent
05622C4E,HealthTech,2020,USA,New York,Series A,2.94,32.78,1.4,0.61,4.1,36,11,25,Tier 2 (Mid-size VC),Medium,Independent
F414010F,ClimateTech,2016,USA,Miami,Series C+,22.07,193.14,13.64,0.88,22.5,61,0,61,Tier 3 (Angel/Seed),High,Independent
A219788D,Generative AI,2014,Israel,Jerusalem,Series B,129.31,592.83,23.12,7.4,17.2,548,0,548,Tier 2 (Mid-size VC),None,Independent
C8D398BD,EdTech,2018,Israel,Jerusalem,Series A,6.97,55.09,7.86,0.26,19.4,18,0,18,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
83441437,Robotics,2019,USA,Boston,Series B,265.39,814.26,43.46,11.9,22.1,808,0,808,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
6B2A358C,Robotics,2019,Canada,Montreal,Series C+,36.55,228.18,9.47,1.57,21.9,107,0,107,Corporate VC (e.g. Google Ventures),Medium,Independent
D834AA3B,Autonomous Vehicles,2021,USA,Boston,Series A,16.89,149.47,14.8,0.71,20.9,48,0,48,Tier 2 (Mid-size VC),High,Acquired
97DAE3DA,HealthTech,2022,France,Lyon,Series A,9.75,59.1,2.7,0.48,16.8,37,10,27,Tier 3 (Angel/Seed),High,Independent
5ACCCCE3,Generative AI,2020,China,Shenzhen,Series B,76.45,307.24,36.25,2.85,25.9,196,76,120,Tier 3 (Angel/Seed),Medium,Independent
2938BCBC,Generative AI,2019,USA,Boston,Seed,3.77,43.26,5.91,0.39,7.7,36,14,22,Corporate VC (e.g. Google Ventures),Medium,Independent
DDDA0DB7,Web3/Crypto,2019,Israel,Jerusalem,Series A,10.45,127.79,7.88,0.59,15.1,35,18,17,Tier 3 (Angel/Seed),High,Closed
7BA37506,Cybersecurity,2019,USA,New York,Pre-IPO,193.74,1335.34,73.2,15.29,12.6,1285,340,945,Tier 2 (Mid-size VC),High,Independent
05F339E4,FinTech,2019,China,Hangzhou,Seed,1.18,26.84,1.21,0.63,1.6,38,0,38,Corporate VC (e.g. Google Ventures),Medium,Acquired
8757B6C3,FinTech,2020,China,Shanghai,Seed,0.86,12.76,2.27,0.64,1.2,33,15,18,Tier 3 (Angel/Seed),Medium,Closed
692CCC9E,Generative AI,2018,UK,Cambridge,Series A,33.23,240.66,8.26,1.32,23.4,81,0,81,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
0B6BB914,Cybersecurity,2018,USA,Boston,Series B,25.36,139.91,11.97,1.48,16.1,95,18,77,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
9E14E5AC,EdTech,2013,India,Hyderabad,Post-IPO,486.56,3613.96,182.82,28.58,17.0,1943,351,1592,Tier 3 (Angel/Seed),High,Independent
A4FB2F94,FinTech,2018,USA,Austin,Series C+,51.16,310.71,11.9,2.81,17.6,247,66,181,Tier 2 (Mid-size VC),Low,Independent
9AABA3E5,HealthTech,2023,Canada,Montreal,Seed,1.92,28.91,1.08,0.17,7.1,10,0,10,Tier 3 (Angel/Seed),High,Closed
2CD9A9E3,ClimateTech,2021,USA,Austin,Series C+,7.63,39.79,1.79,0.37,16.2,35,0,35,Tier 2 (Mid-size VC),High,IPO
BEED7A49,Web3/Crypto,2021,UK,Oxford,Series C+,19.37,169.13,18.65,0.54,30.3,33,14,19,Tier 2 (Mid-size VC),Medium,Independent
7FC0646C,Cybersecurity,2021,Japan,Kyoto,Series A,5.37,57.58,1.96,0.2,17.9,13,0,13,Tier 3 (Angel/Seed),High,Closed
C9E974C7,ClimateTech,2024,Israel,Jerusalem,Series B,49.42,605.04,69.11,1.42,32.5,92,0,92,Tier 2 (Mid-size VC),High,Independent
6178D71A,HealthTech,2020,Japan,Tokyo,Seed,3.57,38.31,1.36,0.68,4.6,48,0,48,Tier 3 (Angel/Seed),Low,Independent
C5B69BD8,HealthTech,2021,Canada,Montreal,Series B,21.26,267.4,12.29,1.17,16.7,82,27,55,Tier 2 (Mid-size VC),High,Closed
9D4E0A59,Robotics,2021,USA,Miami,Seed,0.49,14.18,0.54,0.66,0.6,45,0,45,Tier 3 (Angel/Seed),Low,Closed
6C753F2C,Cybersecurity,2017,USA,New York,Seed,0.21,14.14,0.84,0.61,0.3,41,0,41,Tier 3 (Angel/Seed),Medium,Independent
C98BBFBE,FinTech,2022,Israel,Tel Aviv,Seed,0.9,22.01,0.94,0.32,2.1,20,0,20,Tier 3 (Angel/Seed),Medium,Independent
306ECFB9,Generative AI,2020,Germany,Berlin,Seed,0.98,22.17,2.19,0.17,3.6,10,5,5,Tier 3 (Angel/Seed),Low,Acquired
FD0538C9,Web3/Crypto,2024,UK,Oxford,Series A,6.68,65.91,4.78,0.73,8.0,52,37,15,Tier 2 (Mid-size VC),High,Closed
B5822DB0,Generative AI,2020,USA,San Francisco,Seed,80.45,643.24,35.8,2.39,32.3,158,0,158,Tier 2 (Mid-size VC),Medium,Independent
B9CEA773,Generative AI,2015,USA,Boston,Series B,49.16,361.75,14.53,2.04,23.0,120,0,120,Tier 3 (Angel/Seed),High,Independent
186B291A,Robotics,2016,Japan,Kyoto,Seed,0.21,16.66,0.63,0.77,0.2,44,26,18,Corporate VC (e.g. Google Ventures),High,Acquired (Fire Sale)
DB4F16FB,ClimateTech,2020,Germany,Munich,Series A,4.22,47.77,5.91,0.5,7.0,32,0,32,Corporate VC (e.g. Google Ventures),High,Independent
64E8EEB3,ClimateTech,2014,USA,Austin,Seed,3.47,38.82,2.45,0.71,4.3,42,0,42,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
3B144658,HealthTech,2021,USA,New York,Series B,4.98,55.87,2.24,0.68,6.4,37,14,23,Corporate VC (e.g. Google Ventures),High,Independent
5D2DD688,Cybersecurity,2019,Singapore,Singapore,Series A,9.73,51.75,6.08,0.67,12.6,37,0,37,Tier 2 (Mid-size VC),None,Independent
928BA742,Cybersecurity,2021,USA,Seattle,Series C+,24.71,132.33,8.99,1.18,19.3,108,35,73,Corporate VC (e.g. Google Ventures),Medium,Closed
EB709344,Generative AI,2021,USA,Austin,Seed,9.01,59.62,3.22,0.58,13.3,33,3,30,Tier 2 (Mid-size VC),High,Independent
5F599C4E,Generative AI,2019,Israel,Tel Aviv,Seed,5.62,55.16,6.3,0.82,6.1,60,0,60,Tier 3 (Angel/Seed),None,Independent
52E00A80,HealthTech,2016,Singapore,Singapore,Series C+,32.84,331.32,18.99,4.38,7.3,227,120,107,Tier 3 (Angel/Seed),High,Closed
F51CE50E,ClimateTech,2023,France,Lyon,Series B,19.37,152.79,17.96,0.9,19.4,61,0,61,Tier 3 (Angel/Seed),Medium,Independent
F740B72E,FinTech,2015,China,Beijing,Series B,14.38,101.61,9.36,0.62,20.0,41,0,41,Tier 3 (Angel/Seed),Medium,Closed
8E7E2B4A,FinTech,2021,USA,Miami,Series B,16.73,178.83,13.08,0.65,22.3,46,0,46,Tier 3 (Angel/Seed),Medium,Closed
3026DDA8,HealthTech,2020,Germany,Berlin,Series C+,47.55,305.75,38.93,3.05,15.1,192,0,192,Tier 3 (Angel/Seed),Medium,Closed
CD7E695E,Generative AI,2016,USA,Seattle,Seed,1.33,24.85,1.71,0.5,2.2,43,18,25,Tier 3 (Angel/Seed),Low,Independent
C731F3E1,Web3/Crypto,2021,USA,Miami,Series B,29.35,155.64,12.47,2.25,12.5,156,88,68,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
7FBFABE4,ClimateTech,2020,UK,Cambridge,Series A,7.74,75.46,6.17,0.32,18.4,27,0,27,Tier 2 (Mid-size VC),High,Independent
3F8882B5,Generative AI,2020,USA,New York,Series C+,320.58,1823.28,96.52,8.42,37.6,817,0,817,Tier 3 (Angel/Seed),High,Independent
C77D7663,EdTech,2014,China,Shanghai,Series B,7.99,66.6,5.52,1.02,7.1,61,0,61,Tier 2 (Mid-size VC),Medium,Independent
B29F2CBA,Generative AI,2018,Germany,Munich,Seed,7.73,74.15,8.07,1.04,6.8,53,0,53,Tier 3 (Angel/Seed),Low,Independent
02CC5465,Generative AI,2018,Singapore,Singapore,Series B,0.0,44.24,1.78,0.39,0.0,30,0,30,Bootstrapped,Low,Independent
F9507B13,Cybersecurity,2020,India,Bengaluru,Series B,18.17,81.72,14.65,0.67,23.6,48,0,48,Tier 2 (Mid-size VC),Low,Closed
E2A2CBDF,Cybersecurity,2019,USA,Boston,Series A,3.4,39.43,3.77,0.42,6.5,22,0,22,Tier 3 (Angel/Seed),High,Independent
DC5A79FF,Web3/Crypto,2019,China,Shenzhen,Seed,3.92,43.89,3.99,0.37,8.3,25,20,5,Corporate VC (e.g. Google Ventures),High,Closed
18568071,Web3/Crypto,2020,USA,Boston,Series B,23.38,195.35,12.7,0.63,32.0,60,32,28,Corporate VC (e.g. Google Ventures),High,Closed
A7015390,Robotics,2020,USA,Boston,Seed,1.16,21.33,2.86,0.96,1.1,49,15,34,Tier 3 (Angel/Seed),High,Closed
DB283110,Cybersecurity,2022,France,Paris,Series A,5.78,43.94,8.2,0.52,9.3,50,0,50,Tier 3 (Angel/Seed),High,Independent
5B852DF3,ClimateTech,2015,Singapore,Singapore,Series A,5.2,40.54,6.79,0.32,12.4,26,8,18,Tier 3 (Angel/Seed),High,Independent
CFEF1DB3,Generative AI,2022,UK,London,Series A,9.72,119.44,7.83,0.64,13.1,55,0,55,Tier 2 (Mid-size VC),High,Closed
8BECF5B4,Cybersecurity,2019,Canada,Vancouver,Seed,1.6,31.77,2.61,0.47,2.8,37,19,18,Tier 3 (Angel/Seed),Low,Closed
7CAEBB18,Cybersecurity,2017,USA,Boston,Seed,1.47,12.96,1.69,0.22,4.6,12,7,5,Tier 2 (Mid-size VC),Low,Acquired (Fire Sale)
5CDC56C0,Generative AI,2019,USA,New York,Series A,13.94,124.14,4.3,0.61,19.6,36,0,36,Tier 3 (Angel/Seed),None,Independent
