position_id,asset,position_side,leverage,margin_mode,notional_usd,initial_margin,init_margin_rate,maint_margin_rate,liq_distance_pct,vol_regime,hourly_volatility,funding_rate_8h,adds_margin,uses_stop_loss,intended_hold_hours,time_to_liquidation_hours,pnl_pct,got_liquidated,survived
POS052201,BTC,short,48,isolated,5093.0,106.1,0.0208,0.0104,1.042,calm,0.0048,-0.00069,1,1,20,13.0,-100.0,1,0
POS052202,altcoin_smallcap,long,28,isolated,24041.0,858.61,0.0357,0.0179,1.786,normal,0.03,-0.00035,1,1,13,,-77.6,0,1
POS052203,ETH,long,47,isolated,5006.0,106.51,0.0213,0.0106,1.064,crash,0.032,0.00087,0,1,4,1.0,-100.0,1,0
POS052204,ETH,long,58,cross,11190.0,192.93,0.0172,0.0086,0.862,normal,0.01,-2e-05,0,1,18,,-82.5,0,1
POS052205,altcoin_smallcap,long,79,cross,8061.0,102.04,0.0127,0.0063,0.633,calm,0.018,0.00028,0,0,17,12.0,-100.0,1,0
POS052206,SOL,short,83,cross,30473.0,367.14,0.012,0.006,0.602,calm,0.009,0.00029,0,1,58,,-25.5,0,1
POS052207,ETH,short,101,isolated,6642.0,65.76,0.0099,0.005,0.495,normal,0.01,0.0001,1,0,13,,403.9,0,1
POS052208,SOL,short,42,isolated,8343.0,198.64,0.0238,0.0119,1.19,normal,0.015,-0.00026,1,1,41,,595.6,0,1
POS052209,BTC,long,68,isolated,7581.0,111.49,0.0147,0.0074,0.735,volatile,0.0144,-0.00013,0,1,40,23.0,-100.0,1,0
POS052210,ARB,long,25,isolated,9983.0,399.32,0.04,0.02,2.0,volatile,0.0324,0.00017,0,1,13,,116.6,0,1
POS052211,SOL,short,75,isolated,10486.0,139.81,0.0133,0.0067,0.667,crash,0.048,0.00046,1,0,17,,2000.0,0,1
POS052212,BTC,short,44,cross,10411.0,236.61,0.0227,0.0114,1.136,calm,0.0048,-0.00025,1,1,25,,21.0,0,1
POS052213,BTC,short,80,cross,10184.0,127.3,0.0125,0.0062,0.625,normal,0.008,0.00069,0,0,28,4.0,-100.0,1,0
POS052214,SOL,short,49,cross,2811.0,57.37,0.0204,0.0102,1.02,volatile,0.027,-1e-05,0,0,6,,67.9,0,1
POS052215,ETH,long,41,isolated,5097.0,124.32,0.0244,0.0122,1.22,calm,0.006,0.00024,1,0,5,,38.0,0,1
POS052216,BTC,long,64,isolated,5909.0,92.33,0.0156,0.0078,0.781,crash,0.0256,0.00123,0,1,16,,-83.5,0,1
POS052217,BTC,long,26,isolated,9508.0,365.69,0.0385,0.0192,1.923,volatile,0.0144,0.00094,1,0,36,27.0,-100.0,1,0
POS052218,AVAX,long,63,cross,8420.0,133.65,0.0159,0.0079,0.794,volatile,0.0288,0.00037,1,1,16,,-100.0,0,1
POS052219,DOGE,short,46,isolated,4431.0,96.33,0.0217,0.0109,1.087,normal,0.022,-0.00027,0,1,6,2.0,-100.0,1,0
POS052220,ETH,long,28,cross,3033.0,108.32,0.0357,0.0179,1.786,normal,0.01,8e-05,0,0,25,2.0,-100.0,1,0
POS052221,ETH,short,27,cross,4121.0,152.63,0.037,0.0185,1.852,calm,0.006,2e-05,1,0,4,,2.0,0,1
POS052222,altcoin_smallcap,long,56,cross,11702.0,208.96,0.0179,0.0089,0.893,normal,0.03,-0.00042,0,0,100,9.0,-100.0,1,0
POS052223,BTC,long,99,cross,3681.0,37.18,0.0101,0.0051,0.505,normal,0.008,0.00013,0,1,94,,-47.7,0,1
POS052224,ETH,long,27,cross,10339.0,382.93,0.037,0.0185,1.852,volatile,0.018,0.00026,0,1,20,3.0,-100.0,1,0
POS052225,HYPE,long,17,isolated,2698.0,158.71,0.0588,0.0294,2.941,volatile,0.036,0.00044,0,0,37,1.0,-100.0,1,0
POS052226,altcoin_smallcap,long,26,cross,4927.0,189.5,0.0385,0.0192,1.923,calm,0.018,0.00012,1,0,22,2.0,-100.0,1,0
POS052227,AVAX,short,68,isolated,3989.0,58.66,0.0147,0.0074,0.735,volatile,0.0288,0.00061,0,0,40,7.0,-100.0,1,0
POS052228,ARB,short,56,isolated,2397.0,42.8,0.0179,0.0089,0.893,volatile,0.0324,0.00074,1,0,16,1.0,-100.0,1,0
POS052229,altcoin_smallcap,short,30,isolated,4918.0,163.93,0.0333,0.0167,1.667,volatile,0.054,-0.00014,1,0,9,1.0,-100.0,1,0
POS052230,ETH,short,12,cross,11368.0,947.33,0.0833,0.0417,4.167,volatile,0.018,0.00085,0,0,85,,57.8,0,1
POS052231,AVAX,long,51,isolated,3143.0,61.63,0.0196,0.0098,0.98,normal,0.016,-0.00028,0,0,1,1.0,-100.0,1,0
POS052232,ETH,short,43,isolated,5844.0,135.91,0.0233,0.0116,1.163,calm,0.006,0.0001,0,0,7,,58.1,0,1
POS052233,HYPE,short,125,isolated,3366.0,26.93,0.008,0.004,0.4,calm,0.012,-0.00048,0,1,12,,-100.0,0,1
POS052234,ETH,short,81,cross,11880.0,146.67,0.0123,0.0062,0.617,volatile,0.018,7e-05,0,0,5,4.0,-100.0,1,0
POS052235,AVAX,short,68,cross,2977.0,43.78,0.0147,0.0074,0.735,normal,0.016,-0.00098,0,1,12,,-21.5,0,1
POS052236,altcoin_smallcap,long,50,cross,3614.0,72.28,0.02,0.01,1.0,normal,0.03,0.00018,0,0,38,2.0,-100.0,1,0
POS052237,DOGE,short,61,isolated,10036.0,164.52,0.0164,0.0082,0.82,normal,0.022,7e-05,0,0,4,2.0,-100.0,1,0
POS052238,AVAX,short,8,cross,2728.0,341.0,0.125,0.0625,6.25,calm,0.0096,-0.00027,0,0,23,,2.3,0,1
POS052239,ETH,short,51,cross,8853.0,173.59,0.0196,0.0098,0.98,normal,0.01,-0.00046,1,1,4,,127.5,0,1
POS052240,ETH,long,20,isolated,4261.0,213.05,0.05,0.025,2.5,volatile,0.018,0.00054,0,0,2,1.0,-100.0,1,0
POS052241,AVAX,long,16,cross,1544.0,96.5,0.0625,0.0312,3.125,volatile,0.0288,0.00035,0,0,13,2.0,-100.0,1,0
POS052242,ETH,long,53,isolated,2889.0,54.51,0.0189,0.0094,0.943,volatile,0.018,-0.00026,0,1,10,,265.1,0,1
POS052243,altcoin_smallcap,short,15,isolated,891.0,59.4,0.0667,0.0333,3.333,crash,0.096,0.00074,1,0,29,3.0,-100.0,1,0
POS052244,DOGE,long,39,isolated,10393.0,266.49,0.0256,0.0128,1.282,normal,0.022,0.00064,0,0,21,3.0,-100.0,1,0
POS052245,BTC,long,24,cross,5305.0,221.04,0.0417,0.0208,2.083,volatile,0.0144,0.00031,1,0,18,7.0,-100.0,1,0
POS052246,altcoin_smallcap,long,43,cross,3505.0,81.51,0.0233,0.0116,1.163,normal,0.03,0.00027,1,0,30,1.0,-100.0,1,0
POS052247,altcoin_smallcap,short,19,isolated,7334.0,386.0,0.0526,0.0263,2.632,volatile,0.054,0.0004,0,0,4,,-28.1,0,1
POS052248,BTC,long,17,cross,7827.0,460.41,0.0588,0.0294,2.941,normal,0.008,0.00031,0,1,5,,-25.2,0,1
POS052249,DOGE,long,29,isolated,1361.0,46.93,0.0345,0.0172,1.724,normal,0.022,-0.00016,0,1,12,,-90.1,0,1
POS052250,DOGE,short,24,isolated,7257.0,302.38,0.0417,0.0208,2.083,volatile,0.0396,-0.00024,0,0,7,,174.0,0,1
POS052251,BTC,long,41,cross,11941.0,291.24,0.0244,0.0122,1.22,crash,0.0256,0.00109,0,0,6,1.0,-100.0,1,0
POS052252,DOGE,long,37,cross,11949.0,322.95,0.027,0.0135,1.351,normal,0.022,-0.00049,1,0,1,,76.5,0,1
POS052253,DOGE,long,45,cross,8841.0,196.47,0.0222,0.0111,1.111,normal,0.022,-0.00018,0,0,1,1.0,-100.0,1,0
POS052254,HYPE,long,21,isolated,6644.0,316.38,0.0476,0.0238,2.381,volatile,0.036,0.00013,1,0,3,2.0,-100.0,1,0
POS052255,BTC,short,18,isolated,3447.0,191.5,0.0556,0.0278,2.778,normal,0.008,1e-05,1,1,28,,38.1,0,1
POS052256,ETH,short,8,cross,12157.0,1519.62,0.125,0.0625,6.25,volatile,0.018,-5e-05,0,0,2,,-1.4,0,1
POS052257,ETH,short,42,isolated,7417.0,176.6,0.0238,0.0119,1.19,normal,0.01,-0.00046,1,0,10,,183.6,0,1
POS052258,altcoin_smallcap,short,10,cross,7768.0,776.8,0.1,0.05,5.0,normal,0.03,0.0001,1,1,7,,-47.0,0,1
POS052259,ETH,long,86,isolated,6916.0,80.42,0.0116,0.0058,0.581,normal,0.01,0.00046,0,1,13,1.0,-100.0,1,0
POS052260,AVAX,short,28,cross,9679.0,345.68,0.0357,0.0179,1.786,normal,0.016,-2e-05,1,0,21,,180.4,0,1
POS052261,BTC,long,31,isolated,7565.0,244.03,0.0323,0.0161,1.613,calm,0.0048,-0.00016,0,0,4,,63.7,0,1
POS052262,AVAX,long,6,cross,6109.0,1018.17,0.1667,0.0833,8.333,normal,0.016,0.00021,0,1,13,,-23.0,0,1
POS052263,BTC,short,79,cross,4669.0,59.1,0.0127,0.0063,0.633,normal,0.008,-2e-05,1,1,6,,-8.8,0,1
POS052264,altcoin_smallcap,long,18,cross,5436.0,302.0,0.0556,0.0278,2.778,calm,0.018,0.00039,0,0,18,,139.6,0,1
POS052265,BTC,short,20,cross,10969.0,548.45,0.05,0.025,2.5,normal,0.008,-0.00047,0,0,6,,-13.6,0,1
POS052266,AVAX,long,29,cross,3034.0,104.62,0.0345,0.0172,1.724,normal,0.016,0.00016,1,1,16,,-23.0,0,1
POS052267,ETH,short,18,cross,4736.0,263.11,0.0556,0.0278,2.778,normal,0.01,-7e-05,0,0,15,15.0,-100.0,1,0
POS052268,altcoin_smallcap,long,39,cross,15324.0,392.92,0.0256,0.0128,1.282,calm,0.018,0.00105,1,1,5,,-60.0,0,1
POS052269,HYPE,short,31,isolated,7582.0,244.58,0.0323,0.0161,1.613,calm,0.012,0.00069,1,0,30,,6.7,0,1
POS052270,SOL,long,20,isolated,3412.0,170.6,0.05,0.025,2.5,normal,0.015,-1e-05,0,0,7,1.0,-100.0,1,0
POS052271,BTC,long,31,cross,10020.0,323.23,0.0323,0.0161,1.613,calm,0.0048,0.00043,1,1,19,,23.9,0,1
POS052272,ETH,long,4,cross,2515.0,628.75,0.25,0.125,12.5,calm,0.006,-0.00055,0,0,3,,-3.4,0,1
POS052273,SOL,long,41,isolated,2813.0,68.61,0.0244,0.0122,1.22,crash,0.048,0.00122,0,0,42,1.0,-100.0,1,0
POS052274,DOGE,long,57,isolated,12983.0,227.77,0.0175,0.0088,0.877,calm,0.0132,-0.00028,0,0,7,,234.1,0,1
POS052275,ETH,long,27,isolated,3580.0,132.59,0.037,0.0185,1.852,normal,0.01,0.00032,1,1,9,,36.1,0,1
POS052276,HYPE,long,25,cross,1134.0,45.36,0.04,0.02,2.0,calm,0.012,-0.00025,0,0,67,1.0,-100.0,1,0
POS052277,BTC,short,6,isolated,1314.0,219.0,0.1667,0.0833,8.333,crash,0.0256,0.00102,0,0,4,,57.8,0,1
POS052278,ETH,long,30,isolated,14059.0,468.63,0.0333,0.0167,1.667,normal,0.01,-0.00029,0,0,44,9.0,-100.0,1,0
POS052279,BTC,long,73,isolated,17788.0,243.67,0.0137,0.0068,0.685,normal,0.008,-0.00047,1,0,13,9.0,-100.0,1,0
POS052280,altcoin_smallcap,long,32,isolated,12507.0,390.84,0.0312,0.0156,1.562,normal,0.03,-9e-05,0,0,17,1.0,-100.0,1,0
POS052281,HYPE,short,23,isolated,7277.0,316.39,0.0435,0.0217,2.174,volatile,0.036,0.00026,0,0,4,,100.0,0,1
POS052282,altcoin_smallcap,long,33,isolated,17274.0,523.45,0.0303,0.0152,1.515,normal,0.03,-5e-05,1,0,23,2.0,-100.0,1,0
POS052283,ARB,long,40,cross,4220.0,105.5,0.025,0.0125,1.25,normal,0.018,0.00055,1,0,103,2.0,-100.0,1,0
POS052284,altcoin_smallcap,long,51,isolated,4336.0,85.02,0.0196,0.0098,0.98,calm,0.018,0.0007,0,1,10,,-100.0,0,1
POS052285,SOL,long,39,isolated,8081.0,207.21,0.0256,0.0128,1.282,volatile,0.027,0.00089,0,0,50,3.0,-100.0,1,0
POS052286,SOL,long,21,cross,9169.0,436.62,0.0476,0.0238,2.381,normal,0.015,-0.00021,0,0,33,,29.0,0,1
POS052287,BTC,short,17,isolated,2678.0,157.53,0.0588,0.0294,2.941,calm,0.0048,0.00061,0,1,18,,-8.5,0,1
POS052288,ETH,long,59,isolated,23670.0,401.19,0.0169,0.0085,0.847,volatile,0.018,0.0002,1,0,66,2.0,-100.0,1,0
POS052289,DOGE,long,63,isolated,1813.0,28.78,0.0159,0.0079,0.794,calm,0.0132,0.00025,0,0,24,2.0,-100.0,1,0
POS052290,altcoin_smallcap,long,45,cross,20913.0,464.73,0.0222,0.0111,1.111,normal,0.03,-0.00026,1,1,1,,68.8,0,1
POS052291,HYPE,short,34,cross,5007.0,147.26,0.0294,0.0147,1.471,crash,0.064,0.00071,0,0,4,1.0,-100.0,1,0
POS052292,altcoin_smallcap,long,76,isolated,3972.0,52.26,0.0132,0.0066,0.658,normal,0.03,-0.00039,0,0,8,,531.6,0,1
POS052293,altcoin_smallcap,long,31,cross,10857.0,350.23,0.0323,0.0161,1.613,crash,0.096,0.00128,0,1,13,,765.9,0,1
POS052294,SOL,long,30,cross,1246.0,41.53,0.0333,0.0167,1.667,calm,0.009,0.00099,1,0,66,,317.4,0,1
POS052295,BTC,short,17,isolated,3524.0,207.29,0.0588,0.0294,2.941,volatile,0.0144,-0.00016,0,0,2,,7.1,0,1
POS052296,BTC,short,13,isolated,21524.0,1655.69,0.0769,0.0385,3.846,volatile,0.0144,-0.00025,1,1,24,,251.7,0,1
POS052297,BTC,long,36,isolated,4795.0,133.19,0.0278,0.0139,1.389,normal,0.008,0.00068,0,1,48,17.0,-100.0,1,0
POS052298,DOGE,short,32,cross,7516.0,234.88,0.0312,0.0156,1.562,normal,0.022,0.00011,0,0,9,2.0,-100.0,1,0
POS052299,altcoin_smallcap,long,7,cross,8245.0,1177.86,0.1429,0.0714,7.143,volatile,0.054,-0.00035,0,1,1,,-45.2,0,1
POS052300,HYPE,long,73,cross,3703.0,50.73,0.0137,0.0068,0.685,volatile,0.036,0.0009,0,0,31,1.0,-100.0,1,0
POS052301,ETH,long,54,cross,9871.0,182.8,0.0185,0.0093,0.926,calm,0.006,-0.00045,1,1,7,,-27.7,0,1
POS052302,HYPE,short,48,isolated,13181.0,274.6,0.0208,0.0104,1.042,calm,0.012,8e-05,1,1,9,2.0,-100.0,1,0
POS052303,DOGE,short,61,cross,3589.0,58.84,0.0164,0.0082,0.82,volatile,0.0396,0.00037,1,0,42,1.0,-100.0,1,0
POS052304,BTC,long,41,isolated,4294.0,104.73,0.0244,0.0122,1.22,crash,0.0256,0.0008,0,1,12,5.0,-100.0,1,0
POS052305,BTC,short,27,cross,8940.0,331.11,0.037,0.0185,1.852,normal,0.008,-9e-05,0,0,28,,229.5,0,1
POS052306,DOGE,long,3,cross,10775.0,3591.67,0.3333,0.1667,16.667,calm,0.0132,-0.00016,1,1,4,,15.2,0,1
POS052307,HYPE,short,13,cross,5979.0,459.92,0.0769,0.0385,3.846,normal,0.02,-0.00024,1,0,7,,34.6,0,1
POS052308,AVAX,short,43,cross,3746.0,87.12,0.0233,0.0116,1.163,calm,0.0096,0.00014,0,0,10,,25.9,0,1
POS052309,ETH,short,5,isolated,855.0,171.0,0.2,0.1,10.0,volatile,0.018,0.00034,1,1,2,,4.9,0,1
POS052310,BTC,short,17,isolated,8298.0,488.12,0.0588,0.0294,2.941,normal,0.008,0.00014,0,1,25,12.0,-100.0,1,0
POS052311,SOL,short,14,isolated,3518.0,251.29,0.0714,0.0357,3.571,normal,0.015,-0.00048,1,1,15,,121.9,0,1
POS052312,AVAX,short,24,cross,1027.0,42.79,0.0417,0.0208,2.083,calm,0.0096,0.00034,1,1,24,,129.0,0,1
POS052313,SOL,short,50,isolated,6078.0,121.56,0.02,0.01,1.0,normal,0.015,0.0006,0,0,1,,1.5,0,1
POS052314,HYPE,short,19,isolated,2594.0,136.53,0.0526,0.0263,2.632,normal,0.02,0.00032,1,0,26,5.0,-100.0,1,0
POS052315,BTC,long,15,isolated,9330.0,622.0,0.0667,0.0333,3.333,calm,0.0048,0.00049,1,1,29,,25.9,0,1
POS052316,BTC,short,61,isolated,2241.0,36.74,0.0164,0.0082,0.82,calm,0.0048,-0.00044,0,1,13,,96.5,0,1
POS052317,HYPE,short,36,cross,10625.0,295.14,0.0278,0.0139,1.389,normal,0.02,0.00046,1,0,14,,103.9,0,1
POS052318,altcoin_smallcap,long,81,cross,3580.0,44.2,0.0123,0.0062,0.617,normal,0.03,-0.00073,1,0,6,,369.9,0,1
POS052319,AVAX,short,11,cross,18751.0,1704.64,0.0909,0.0455,4.545,volatile,0.0288,0.00037,0,0,11,,150.0,0,1
POS052320,SOL,long,65,cross,1059.0,16.29,0.0154,0.0077,0.769,volatile,0.027,0.00082,0,0,4,1.0,-100.0,1,0
POS052321,DOGE,long,20,isolated,2351.0,117.55,0.05,0.025,2.5,normal,0.022,0.00032,0,0,40,9.0,-100.0,1,0
POS052322,altcoin_smallcap,short,39,cross,15288.0,392.0,0.0256,0.0128,1.282,calm,0.018,-0.00053,0,1,32,,-37.2,0,1
POS052323,HYPE,long,4,isolated,1741.0,435.25,0.25,0.125,12.5,normal,0.02,-0.00025,0,0,11,,-26.0,0,1
POS052324,SOL,short,43,isolated,8901.0,207.0,0.0233,0.0116,1.163,normal,0.015,-7e-05,1,0,53,6.0,-100.0,1,0
POS052325,DOGE,long,20,cross,12546.0,627.3,0.05,0.025,2.5,volatile,0.0396,-3e-05,0,1,4,,-45.2,0,1
POS052326,ARB,short,12,cross,13725.0,1143.75,0.0833,0.0417,4.167,volatile,0.0324,0.00048,0,1,10,2.0,-100.0,1,0
POS052327,DOGE,short,78,isolated,3286.0,42.13,0.0128,0.0064,0.641,calm,0.0132,0.0006,1,0,32,2.0,-100.0,1,0
POS052328,AVAX,short,7,isolated,1805.0,257.86,0.1429,0.0714,7.143,calm,0.0096,1e-05,0,0,18,,-13.9,0,1
POS052329,BTC,long,7,cross,4229.0,604.14,0.1429,0.0714,7.143,normal,0.008,-5e-05,0,1,27,,3.4,0,1
POS052330,DOGE,short,34,isolated,9949.0,292.62,0.0294,0.0147,1.471,calm,0.0132,0.00041,1,0,12,7.0,-100.0,1,0
POS052331,ETH,short,5,cross,2955.0,591.0,0.2,0.1,10.0,calm,0.006,0.00012,1,1,13,,-8.5,0,1
POS052332,SOL,long,12,isolated,3972.0,331.0,0.0833,0.0417,4.167,normal,0.015,0.00022,0,1,19,,202.9,0,1
POS052333,SOL,long,11,isolated,3113.0,283.0,0.0909,0.0455,4.545,normal,0.015,0.00013,0,0,5,,25.6,0,1
POS052334,altcoin_smallcap,short,14,isolated,4933.0,352.36,0.0714,0.0357,3.571,calm,0.018,4e-05,1,0,8,5.0,-100.0,1,0
POS052335,ETH,long,43,cross,9168.0,213.21,0.0233,0.0116,1.163,normal,0.01,-1e-05,1,0,18,2.0,-100.0,1,0
POS052336,ETH,long,26,isolated,14098.0,542.23,0.0385,0.0192,1.923,volatile,0.018,0.00078,0,1,7,,-71.7,0,1
POS052337,SOL,long,35,isolated,5294.0,151.26,0.0286,0.0143,1.429,volatile,0.027,0.00086,0,0,15,3.0,-100.0,1,0
POS052338,BTC,short,38,isolated,2884.0,75.89,0.0263,0.0132,1.316,normal,0.008,0.00018,0,0,39,,56.9,0,1
POS052339,BTC,long,9,cross,14619.0,1624.33,0.1111,0.0556,5.556,calm,0.0048,-0.00039,0,1,3,,-9.6,0,1
POS052340,BTC,short,23,cross,8650.0,376.09,0.0435,0.0217,2.174,normal,0.008,0.00052,0,1,8,,106.6,0,1
POS052341,ETH,long,70,isolated,3343.0,47.76,0.0143,0.0071,0.714,volatile,0.018,0.00033,1,0,23,5.0,-100.0,1,0
POS052342,AVAX,short,48,isolated,4133.0,86.1,0.0208,0.0104,1.042,normal,0.016,-0.00023,0,0,12,,117.6,0,1
POS052343,ARB,long,8,isolated,12493.0,1561.62,0.125,0.0625,6.25,normal,0.018,4e-05,0,1,4,,-20.9,0,1
POS052344,SOL,long,35,cross,12264.0,350.4,0.0286,0.0143,1.429,normal,0.015,0.00032,1,0,22,,-2.6,0,1
POS052345,HYPE,short,5,isolated,8661.0,1732.2,0.2,0.1,10.0,volatile,0.036,2e-05,0,1,2,,24.1,0,1
POS052346,HYPE,long,42,isolated,235.0,5.6,0.0238,0.0119,1.19,normal,0.02,-9e-05,1,0,28,2.0,-100.0,1,0
POS052347,AVAX,long,31,cross,7887.0,254.42,0.0323,0.0161,1.613,crash,0.0512,-1e-05,1,0,16,,479.1,0,1
POS052348,AVAX,short,41,isolated,7263.0,177.15,0.0244,0.0122,1.22,normal,0.016,0.00054,0,0,2,2.0,-100.0,1,0
POS052349,ETH,short,94,isolated,20532.0,218.43,0.0106,0.0053,0.532,volatile,0.018,0.00117,0,0,6,1.0,-100.0,1,0
POS052350,AVAX,long,68,isolated,4704.0,69.18,0.0147,0.0074,0.735,normal,0.016,-0.0,0,0,21,2.0,-100.0,1,0
POS052351,ETH,short,68,isolated,5246.0,77.15,0.0147,0.0074,0.735,volatile,0.018,0.00018,1,1,11,,-100.0,0,1
POS052352,ETH,long,14,cross,3868.0,276.29,0.0714,0.0357,3.571,normal,0.01,0.0001,0,0,2,,-18.7,0,1
POS052353,altcoin_smallcap,short,22,cross,11666.0,530.27,0.0455,0.0227,2.273,crash,0.096,0.00106,0,0,2,,565.1,0,1
POS052354,SOL,long,14,cross,1371.0,97.93,0.0714,0.0357,3.571,normal,0.015,-0.00053,0,1,10,,-38.0,0,1
POS052355,SOL,long,25,cross,1645.0,65.8,0.04,0.02,2.0,normal,0.015,0.0002,1,0,19,4.0,-100.0,1,0
POS052356,ETH,short,15,isolated,436.0,29.07,0.0667,0.0333,3.333,calm,0.006,0.00029,1,0,28,,41.0,0,1
POS052357,SOL,short,20,isolated,15783.0,789.15,0.05,0.025,2.5,calm,0.009,0.00011,0,1,9,,38.3,0,1
POS052358,SOL,short,17,isolated,8391.0,493.59,0.0588,0.0294,2.941,calm,0.009,5e-05,0,0,40,7.0,-100.0,1,0
POS052359,AVAX,short,73,cross,8388.0,114.9,0.0137,0.0068,0.685,normal,0.016,-0.00029,0,0,26,1.0,-100.0,1,0
POS052360,BTC,short,26,isolated,9222.0,354.69,0.0385,0.0192,1.923,volatile,0.0144,0.00088,0,0,11,2.0,-100.0,1,0
POS052361,DOGE,long,25,isolated,678.0,27.12,0.04,0.02,2.0,normal,0.022,0.00026,0,0,3,,55.7,0,1
POS052362,BTC,long,25,isolated,5336.0,213.44,0.04,0.02,2.0,volatile,0.0144,0.00052,1,0,23,15.0,-100.0,1,0
POS052363,BTC,long,39,isolated,9320.0,238.97,0.0256,0.0128,1.282,normal,0.008,-0.0004,0,1,13,,-12.7,0,1
POS052364,BTC,long,52,isolated,1675.0,32.21,0.0192,0.0096,0.962,normal,0.008,0.00029,1,1,11,,-53.1,0,1
POS052365,DOGE,long,52,isolated,11316.0,217.62,0.0192,0.0096,0.962,crash,0.0704,0.00079,0,0,32,1.0,-100.0,1,0
POS052366,SOL,short,42,isolated,17348.0,413.05,0.0238,0.0119,1.19,calm,0.009,-0.00037,0,1,31,4.0,-100.0,1,0
POS052367,altcoin_smallcap,long,15,cross,4135.0,275.67,0.0667,0.0333,3.333,normal,0.03,-0.00056,0,0,1,,41.6,0,1
POS052368,ARB,short,77,isolated,1774.0,23.04,0.013,0.0065,0.649,calm,0.0108,0.00023,0,1,11,,369.2,0,1
POS052369,BTC,long,46,isolated,4386.0,95.35,0.0217,0.0109,1.087,normal,0.008,-0.00018,0,1,61,4.0,-100.0,1,0
POS052370,ETH,long,25,isolated,15114.0,604.56,0.04,0.02,2.0,normal,0.01,-0.00011,0,0,26,1.0,-100.0,1,0
POS052371,SOL,long,67,cross,6031.0,90.01,0.0149,0.0075,0.746,crash,0.048,0.00162,0,1,25,1.0,-100.0,1,0
POS052372,altcoin_smallcap,short,33,cross,3177.0,96.27,0.0303,0.0152,1.515,volatile,0.054,0.00026,0,0,10,,343.7,0,1
POS052373,DOGE,long,41,isolated,7206.0,175.76,0.0244,0.0122,1.22,normal,0.022,-0.00024,0,0,13,3.0,-100.0,1,0
POS052374,DOGE,short,20,cross,18550.0,927.5,0.05,0.025,2.5,normal,0.022,0.00026,0,0,8,,101.3,0,1
POS052375,AVAX,long,15,isolated,2306.0,153.73,0.0667,0.0333,3.333,volatile,0.0288,0.00057,1,0,20,,350.9,0,1
POS052376,DOGE,long,75,isolated,1718.0,22.91,0.0133,0.0067,0.667,calm,0.0132,-0.00083,0,0,4,3.0,-100.0,1,0
POS052377,DOGE,long,44,isolated,846.0,19.23,0.0227,0.0114,1.136,calm,0.0132,-0.00014,0,1,25,,430.5,0,1
POS052378,DOGE,long,8,cross,14953.0,1869.12,0.125,0.0625,6.25,normal,0.022,-0.00054,1,0,22,3.0,-100.0,1,0
POS052379,AVAX,short,10,cross,9947.0,994.7,0.1,0.05,5.0,calm,0.0096,-1e-05,1,1,30,,26.2,0,1
POS052380,SOL,long,31,cross,9774.0,315.29,0.0323,0.0161,1.613,calm,0.009,-0.00057,1,0,9,,104.8,0,1
POS052381,SOL,long,61,cross,6154.0,100.89,0.0164,0.0082,0.82,normal,0.015,-3e-05,0,1,36,,607.6,0,1
POS052382,ETH,long,11,cross,1689.0,153.55,0.0909,0.0455,4.545,volatile,0.018,0.00046,0,0,64,11.0,-100.0,1,0
POS052383,altcoin_smallcap,long,13,isolated,1998.0,153.69,0.0769,0.0385,3.846,calm,0.018,-0.00059,1,1,3,,15.9,0,1
POS052384,BTC,long,7,cross,13331.0,1904.43,0.1429,0.0714,7.143,volatile,0.0144,0.00044,0,1,18,,52.2,0,1
POS052385,SOL,long,28,isolated,6233.0,222.61,0.0357,0.0179,1.786,calm,0.009,-0.00046,0,0,35,5.0,-100.0,1,0
POS052386,ETH,short,23,cross,3700.0,160.87,0.0435,0.0217,2.174,calm,0.006,-3e-05,0,0,56,,4.2,0,1
POS052387,BTC,long,21,cross,16059.0,764.71,0.0476,0.0238,2.381,calm,0.0048,0.00027,0,0,9,,35.6,0,1
POS052388,ETH,long,78,isolated,7016.0,89.95,0.0128,0.0064,0.641,volatile,0.018,5e-05,0,1,7,,366.5,0,1
POS052389,HYPE,long,39,isolated,18918.0,485.08,0.0256,0.0128,1.282,calm,0.012,0.00046,0,1,70,,-33.2,0,1
POS052390,ARB,long,34,isolated,282.0,8.29,0.0294,0.0147,1.471,volatile,0.0324,0.00097,0,0,11,1.0,-100.0,1,0
POS052391,SOL,long,14,isolated,6066.0,433.29,0.0714,0.0357,3.571,volatile,0.027,0.00023,0,0,16,9.0,-100.0,1,0
POS052392,SOL,short,31,isolated,17110.0,551.94,0.0323,0.0161,1.613,normal,0.015,-0.00016,1,0,10,,-1.5,0,1
POS052393,altcoin_smallcap,long,18,cross,12753.0,708.5,0.0556,0.0278,2.778,calm,0.018,0.00074,1,1,1,,60.2,0,1
POS052394,AVAX,long,42,cross,25947.0,617.79,0.0238,0.0119,1.19,calm,0.0096,-0.00019,1,0,6,,28.8,0,1
POS052395,ETH,long,14,isolated,2136.0,152.57,0.0714,0.0357,3.571,volatile,0.018,0.00058,1,0,1,,-9.2,0,1
POS052396,HYPE,short,33,cross,5536.0,167.76,0.0303,0.0152,1.515,calm,0.012,-0.00048,0,1,9,,-100.0,0,1
POS052397,SOL,short,28,isolated,7841.0,280.04,0.0357,0.0179,1.786,normal,0.015,0.00031,1,1,9,,-59.7,0,1
