Pokedex_Number,Pokemon_Name,Generation,Type_1,Type_2,Ability_1,Ability_2,Hidden_Ability,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,BST,Sub_Class,Stage
754,Karrablast,5,Bug,,Swarm,Shed_Skin,No_Guard,50,75,45,40,45,60,315,Basic,1
755,Escavalier,5,Bug,Steel,Swarm,Shell_Armor,Overcoat,70,135,105,60,105,20,495,Basic,2
756,Foongus,5,Grass,Poison,Effect_Spore,,Regenerator,69,55,45,55,55,15,294,Basic,1
757,Amoonguss,5,Grass,Poison,Effect_Spore,,Regenerator,114,85,70,85,80,30,464,Basic,2
758,Frillish,5,Water,Ghost,Water_Absorb,Cursed_Body,Damp,55,40,50,65,85,40,335,Basic,1
759,Jellicent,5,Water,Ghost,Water_Absorb,Cursed_Body,Damp,100,60,70,85,105,60,480,Basic,2
760,Alomomola,5,Water,,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,Basic,1
761,Joltik,5,Bug,Electric,Compound_Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,Basic,1
762,Galvantula,5,Bug,Electric,Compound_Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,Basic,2
763,Ferroseed,5,Grass,Steel,Iron_Barbs,,,44,50,91,24,86,10,305,Basic,1
764,Ferrothorn,5,Grass,Steel,Iron_Barbs,,Anticipation,74,94,131,54,116,20,489,Basic,2
765,Klink,5,Steel,,Plus,Minus,Clear_Body,40,55,70,45,60,30,300,Basic,1
766,Klang,5,Steel,,Plus,Minus,Clear_Body,60,80,95,70,85,50,440,Basic,2
767,Klinklang,5,Steel,,Plus,Minus,Clear_Body,60,100,115,70,85,90,520,Basic,3
768,Tynamo,5,Electric,,Levitate,,,35,55,40,45,40,60,275,Basic,1
769,Eelektrik,5,Electric,,Levitate,,,65,85,70,75,70,40,405,Basic,2
770,Eelektross,5,Electric,,Levitate,,,85,115,80,105,80,50,515,Basic,3
771,Mega_Eelektross,9,Electric,,Eelevate,,,85,145,80,135,90,80,615,Mega_Evolution,3
772,Elgyem,5,Psychic,,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,Basic,1
773,Beheeyem,5,Psychic,,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,Basic,2
774,Litwick,5,Ghost,Fire,Flash_Fire,Flame_Body,Infiltrator,50,30,55,65,55,20,275,Basic,1
775,Lampent,5,Ghost,Fire,Flash_Fire,Flame_Body,Infiltrator,60,40,60,95,60,55,370,Basic,2
776,Chandelure,5,Ghost,Fire,Flash_Fire,Flame_Body,Infiltrator,60,55,90,145,90,80,520,Basic,3
777,Mega_Chandelure,9,Ghost,Fire,Infiltrator,,,60,75,110,175,110,90,620,Basic,3
778,Axew,5,Dragon,,Rivalry,Mold_Breaker,Unnerve,46,87,60,30,40,57,320,Basic,1
779,Fraxure,5,Dragon,,Rivalry,Mold_Breaker,Unnerve,66,117,70,40,50,67,410,Basic,2
780,Haxorus,5,Dragon,,Rivalry,Mold_Breaker,Unnerve,76,147,90,60,70,97,540,Basic,3
781,Cubchoo,5,Ice,,Snow_Cloak,Slush_Rush,Rattled,55,70,40,60,40,40,305,Basic,1
782,Beartic,5,Ice,,Snow_Cloak,Slush_Rush,Swift_Swim,95,130,80,70,80,50,505,Basic,2
783,Cryogonal,5,Ice,,Levitate,,,80,50,50,95,135,105,515,Basic,1
784,Shelmet,5,Bug,,Hydration,Shell_Armor,Overcoat,50,40,85,40,65,25,305,Basic,1
785,Accelgor,5,Bug,,Hydration,Sticky_Hold,Unburden,80,70,40,100,60,145,495,Basic,2
786,Stunfisk,5,Ground,Electric,Static,Limber,Sand_Veil,109,66,84,81,99,32,471,Basic,1
787,Galarian_Stunfisk,8,Ground,Steel,Mimicry,,,109,81,99,66,84,32,471,Regional_Variant,1
788,Mienfoo,5,Fighting,,Inner_Focus,Regenerator,Reckless,45,85,50,55,50,65,350,Basic,1
789,Mienshao,5,Fighting,,Inner_Focus,Regenerator,Reckless,65,125,60,95,60,105,510,Basic,2
790,Druddigon,5,Dragon,,Rough_Skin,Sheer_Force,Mold_Breaker,77,120,90,60,90,48,485,Basic,1
791,Golett,5,Ground,Ghost,Iron_Fist,Klutz,No_Guard,59,74,50,35,50,35,303,Basic,1
792,Golurk,5,Ground,Ghost,Iron_Fist,Klutz,No_Guard,89,124,80,55,80,55,483,Basic,2
793,Mega_Golurk,9,Ground,Ghost,Unseen_Fist,,,89,159,105,70,105,55,583,Mega_Evolution,2
794,Pawniard,5,Dark,Steel,Defiant,Inner_Focus,Pressure,45,85,70,40,40,60,340,Basic,1
795,Bisharp,5,Dark,Steel,Defiant,Inner_Focus,Pressure,65,125,100,60,70,70,490,Basic,2
796,Kingambit,9,Dark,Steel,Defiant,Supreme_Overlord,Pressure,100,135,120,60,85,50,550,Basic,3
797,Bouffalant,5,Normal,,Reckless,Sap_Sipper,Soundproof,95,110,95,40,95,55,490,Basic,1
798,Rufflet,5,Normal,Flying,Keen_Eye,Sheer_Force,Hustle,70,83,50,37,50,60,350,Basic,1
799,Braviary,5,Normal,Flying,Keen_Eye,Sheer_Force,Defiant,100,123,75,57,75,80,510,Basic,2
800,Hisuian_Braviary,8,Psychic,Flying,Keen_Eye,Sheer_Force,Tinted_Lens,110,83,70,112,70,65,510,Regional_Variant,2
801,Vullaby,5,Dark,Flying,Big_Pecks,Overcoat,Weak_Armor,70,55,75,45,65,60,370,Basic,1
802,Mandibuzz,5,Dark,Flying,Big_Pecks,Overcoat,Weak_Armor,110,65,105,55,95,80,510,Basic,2
803,Heatmor,5,Fire,,Gluttony,Flash_Fire,White_Smoke,85,97,66,105,66,65,484,Basic,1
804,Durant,5,Bug,Steel,Swarm,Hustle,Truant,58,109,112,48,48,109,484,Basic,1
805,Deino,5,Dark,Dragon,Hustle,,,52,65,50,45,50,38,300,Basic,1
806,Zweilous,5,Dark,Dragon,Hustle,,,72,85,70,65,70,58,420,Basic,2
807,Hydreigon,5,Dark,Dragon,Levitate,,,92,105,90,125,90,98,600,Pseudo_Legendary,3
808,Larvesta,5,Bug,Fire,Flame_Body,,Swarm,55,85,55,50,55,60,360,Basic,1
809,Volcarona,5,Bug,Fire,Flame_Body,,Swarm,85,60,65,135,105,100,550,Basic,2
810,Cobalion,5,Steel,Fighting,Justified,,,91,90,129,90,72,108,580,Sub_Legendary,1
811,Terrakion,5,Rock,Fighting,Justified,,,91,129,90,72,90,108,580,Sub_Legendary,1
812,Virizion,5,Grass,Fighting,Justified,,,91,90,72,90,129,108,580,Sub_Legendary,1
813,Tornadus_Incarnate,5,Flying,,Prankster,,Defiant,79,115,70,125,80,111,580,Sub_Legendary,1
814,Tornadus_Therian,5,Flying,,Regenerator,,,79,100,80,110,90,121,580,Sub_Legendary_Alternate,1
815,Thundurus_Incarnate,5,Electric,Flying,Prankster,,Defiant,79,115,70,125,80,111,580,Sub_Legendary,1
816,Thundurus_Therian,5,Electric,Flying,Volt_Absorb,,,79,105,70,145,80,101,580,Sub_Legendary_Alternate,1
817,Reshiram,5,Dragon,Fire,Turboblaze,,,100,120,100,150,120,90,680,Legendary,1
818,Zekrom,5,Dragon,Electric,Teravolt,,,100,150,120,120,100,90,680,Legendary,1
819,Landorus_Incarnate,5,Ground,Flying,Sand_Force,,Sheer_Force,89,125,90,115,80,101,600,Sub_Legendary,1
820,Landorus_Therian,5,Ground,Flying,Intimidate,,,89,145,90,105,80,91,600,Sub_Legendary_Alternate,1
821,Kyurem,5,Dragon,Ice,Pressure,,,125,130,90,130,90,95,660,Legendary,1
822,White_Kyurem,5,Dragon,Ice,Turboblaze,,,125,120,90,170,100,95,700,Legendary_Alternate,1
823,Black_Kyurem,5,Dragon,Ice,Teravolt,,,125,170,100,120,90,95,700,Legendary_Alternate,1
824,Keldeo,5,Water,Fighting,Justified,,,91,72,90,129,90,108,580,Mythical,1
825,Resolute_Forme_Keldeo,5,Water,Fighting,Justified,,,91,72,90,129,90,108,580,Alternate_Form,1
826,Meloetta_Aria_Forme,5,Normal,Psychic,Serene_Grace,,,100,77,77,128,128,90,600,Mythical,1
827,Meloetta_Pirouette_Forme,5,Normal,Fighting,Serene_Grace,,,100,128,90,77,77,128,600,Mythical,1
828,Genesect,5,Bug,Steel,Download,,,71,120,95,120,95,99,600,Mythical,1
829,Chespin,6,Grass,,Overgrow,,Bulletproof,56,61,65,48,45,38,313,Starter,1
830,Quilladin,6,Grass,,Overgrow,,Bulletproof,61,78,95,56,58,57,405,Starter,2
831,Chesnaught,6,Grass,Fighting,Overgrow,,Bulletproof,88,107,122,74,75,64,530,Starter,3
832,Mega_Chesnaught,9,Grass,Fighting,Bulletproof,,,88,137,172,74,115,44,630,Starter_Mega_Evolution,3
833,Fennekin,6,Fire,,Blaze,,Magician,40,45,40,62,60,60,307,Starter,1
834,Braixen,6,Fire,,Blaze,,Magician,59,59,58,90,70,73,409,Starter,2
835,Delphox,6,Fire,Psychic,Blaze,,Magician,75,69,72,114,100,104,534,Starter,3
836,Mega_Delphox,9,Fire,Psychic,Levitate,,,75,69,72,159,125,134,634,Starter_Mega_Evolution,3
837,Froakie,6,Water,,Torrent,,Protean,41,56,40,62,44,71,314,Starter,1
838,Frogadier,6,Water,,Torrent,,Protean,54,63,52,83,56,97,405,Starter,2
839,Greninja,6,Water,Dark,Torrent,,Protean,72,95,67,103,71,122,530,Starter,3
840,Mega_Greninja,9,Water,Dark,Protean,,,72,125,77,133,81,142,630,Starter_Mega_Evolution,3
841,Ash_Greninja,7,Water,Dark,Battle_Bond,,,72,145,67,153,71,132,640,Special,3
842,Bunnelby,6,Normal,,Pickup,Cheek_Pouch,Huge_Power,38,36,38,32,36,57,237,Basic,1
843,Diggersby,6,Normal,Ground,Pickup,Cheek_Pouch,Huge_Power,85,56,77,50,77,78,423,Basic,2
844,Fletchling,6,Normal,Flying,Big_Pecks,,Gale_Wings,45,50,43,40,38,62,278,Basic,1
845,Fletchinder,6,Fire,Flying,Flame_Body,,Gale_Wings,62,73,55,56,52,84,382,Basic,2
846,Talonflame,6,Fire,Flying,Flame_Body,,Gale_Wings,78,81,71,74,69,126,499,Basic,3
847,Scatterbug,6,Bug,,Shield_Dust,Compound_Eyes,Friend_Guard,38,35,40,27,25,35,200,Basic,1
848,Spewpa,6,Bug,,Shed_Skin,,Friend_Guard,45,22,60,27,30,29,213,Basic,2
849,Vivllion,6,Bug,Flying,Shield_Dust,Compound_Eyes,Friend_Guard,80,52,50,90,50,89,411,Basic,3
850,Litleo,6,Fire,Normal,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,Basic,1
851,Pyroar,6,Fire,Normal,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,Basic,2
852,Mega_Pyroar,9,Fire,Normal,Fire_Mane,,,86,88,92,129,86,126,607,Mega_Evolution,2
853,Flabebe,6,Fairy,,Flower_Veil,,Symbiosis,44,38,39,61,79,42,303,Basic,1
854,Floette,6,Fairy,,Flower_Veil,,Symbiosis,54,45,47,75,98,52,371,Basic,2
855,Eternal_Floette,6,Fairy,,Flower_Veil,,Symbiosis,74,65,67,125,128,92,551,Basic,2
856,Mega_Eternal_Floette,9,Fairy,,Fairy_Aura,,,74,85,87,155,148,102,651,Mega_Evolution,2
857,Florges,6,Fairy,,Flower_Veil,,Symbiosis,78,65,68,112,154,75,552,Basic,3
858,Skiddo,6,Grass,,Sap_Sipper,,Grass_Pelt,66,65,48,62,57,52,350,Basic,1
859,Gogoat,6,Grass,,Sap_Sipper,,Grass_Pelt,123,100,62,97,81,68,531,Basic,2
860,Pancham,6,Fighting,,Iron_Fist,Mold_Breaker,Scrappy,67,82,62,46,48,43,348,Basic,1
861,Pangoro,6,Fighting,Dark,Iron_Fist,Mold_Breaker,Scrappy,95,124,78,69,71,58,495,Basic,2
862,Furfrou,6,Normal,,Fur_Coat,,,75,80,60,65,90,102,472,Basic,1
863,Espurr,6,Psychic,,Keen_Eye,Infiltrator,Own_Tempo,62,48,54,63,60,68,355,Basic,1
864,Meowstic_M,6,Psychic,,Keen_Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,Basic,2
865,Meowstic_F,6,Psychic,,Keen_Eye,Infiltrator,Competitive,74,48,76,83,81,104,466,Alternate,2
866,Mega_Meowstic,6,Psychic,,Trace,,,74,48,76,143,101,124,566,Mega_Evolution,2
867,Honedge,6,Steel,Ghost,No_Guard,,,45,80,100,35,37,28,325,Basic,1
868,Doublade,6,Steel,Ghost,No_Guard,,,59,110,150,45,49,35,448,Basic,2
869,Aegislash_Shield_Forme,6,Steel,Ghost,Stance_Change,,,60,50,140,50,140,60,500,Basic,3
870,Aegislash_Blade_Forme,6,Steel,Ghost,Stance_Change,,,60,140,50,140,50,60,500,Alternate,3
871,Spritzee,6,Fairy,,Healer,,Aroma_Veil,78,52,60,63,65,23,341,Basic,1
872,Aromatisse,6,Fairy,,Healer,,Aroma_Veil,101,72,72,99,89,29,462,Basic,2
873,Swirlix,6,Fairy,,Sweet_Veil,,Unburden,62,48,66,59,57,49,341,Basic,1
874,Slurpuff,6,Fairy,,Sweet_Veil,,Unburden,82,80,86,85,75,72,480,Basic,2
875,Inkay,6,Dark,Psychic,Contrary,Suction_Cups,Infiltrator,53,54,53,37,46,45,288,Basic,1
876,Malamar,6,Dark,Psychic,Contrary,Suction_Cups,Infiltrator,86,92,88,68,75,73,482,Basic,2
877,Mega_Malamar,9,Dark,Psychic,Contrary,,,86,102,88,98,120,88,582,Mega_Evolution,2
878,Binacle,6,Rock,Water,Sniper,Tough_Claws,Pickpocket,42,52,67,39,56,50,306,Basic,1
879,Barbaracle,6,Rock,Water,Sniper,Tough_Claws,Pickpocket,72,105,115,54,86,68,500,Basic,2
880,Mega_Barbaracle,9,Rock,Fighting,Tough_Claws,,,72,140,130,64,106,88,600,Mega_Evolution,2
881,Skrelp,6,Poison,Water,Poison_Point,Poison_Touch,Adaptability,50,60,60,60,60,30,320,Basic,1
882,Dragalge,6,Poison,Dragon,Poison_Point,Poison_Touch,Adaptability,65,75,90,97,123,44,494,Basic,2
883,Mega_Dragalge,9,Poison,Dragon,Regenerator,,,65,85,105,132,163,44,594,Mega_Evolution,2
884,Clauncher,6,Water,,Mega_Launcher,,,50,53,62,58,63,44,330,Basic,1
885,Clawitzer,6,Water,,Mega_Launcher,,,71,73,88,120,89,59,500,Basic,2
886,Helioptile,6,Electric,Normal,Dry_Skin,Sand_Veil,Solar_Power,44,38,33,61,43,70,289,Basic,1
887,Heliolisk,6,Electric,Normal,Dry_Skin,Sand_Veil,Solar_Power,62,55,52,109,94,109,481,Basic,2
888,Tyrunt,6,Rock,Dragon,Strong_Jaw,,Sturdy,58,89,77,45,45,48,362,Fossil,1
889,Tyrantrum,6,Rock,Dragon,Strong_Jaw,,Rock_Head,82,121,119,69,59,71,521,Fossil,2
890,Amaura,6,Rock,Ice,Refrigerate,,Snow_Warning,77,59,50,67,63,46,362,Fossil,1
891,Aurorus,6,Rock,Ice,Refrigerate,,Snow_Warning,123,77,72,99,92,58,521,Fossil,2
892,Hawlucha,6,Fighting,Flying,Limber,Unburden,Mold_Breaker,78,92,75,74,63,118,500,Basic,1
893,Mega_Hawlucha,9,Fighting,Flying,No_Guard,,,78,137,100,74,93,118,600,Mega_Evolution,1
894,Dedenne,6,Electric,Fairy,Cheek_Pouch,Pickup,Plus,67,58,57,81,67,101,431,Basic,1
895,Carbink,6,Rock,Fairy,Clear_Body,,Sturdy,50,50,150,50,150,50,500,Basic,1
896,Goomy,6,Dragon,,Sap_Sipper,Hydration,Gooey,45,50,35,55,75,40,300,Basic,1
897,Sliggoo,6,Dragon,,Sap_Sipper,Hydration,Gooey,68,75,53,83,113,60,452,Basic,2
898,Goodra,6,Dragon,,Sap_Sipper,Hydration,Gooey,90,100,70,110,150,80,600,Pseudo_Legendary,3
899,Hisuian_Sliggoo,8,Dragon,Steel,Sap_Sipper,Shell_Armor,Gooey,58,75,83,83,113,40,452,Regional_Variant,2
900,Hisuian_Goodra,8,Dragon,Steel,Sap_Sipper,Shell_Armor,Gooey,80,100,100,110,150,60,600,Pseudo_Legendary_Regional_Variant,3
901,Klefki,6,Steel,Fairy,Prankster,,Magician,57,80,91,80,87,75,470,Basic,1
902,Phantump,6,Ghost,Grass,Natural_Cure,Frisk,Harvest,43,70,48,50,60,38,309,Basic,1
903,Trevenant,6,Ghost,Grass,Natural_Cure,Frisk,Harvest,85,110,76,65,82,56,474,Basic,2
904,Pumpkaboo_Average_Size,6,Ghost,Grass,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,Basic,1
905,Pumpkaboo_Small_Size,6,Ghost,Grass,Pickup,Frisk,Insomnia,44,66,70,44,55,56,335,Alternate,1
906,Pumpkaboo_Large_Size,6,Ghost,Grass,Pickup,Frisk,Insomnia,54,66,70,44,55,46,335,Alternate,1
907,Pumpkaboo_Super_Size,6,Ghost,Grass,Pickup,Frisk,Insomnia,59,66,70,44,55,41,335,Alternate,1
908,Gourgeist_Average_Size,6,Ghost,Grass,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,Basic,2
909,Gourgeist_Small_Size,6,Ghost,Grass,Pickup,Frisk,Insomnia,55,85,122,58,75,99,494,Alternate,2
910,Gourgeist_Large_Size,6,Ghost,Grass,Pickup,Frisk,Insomnia,75,95,122,58,75,69,494,Alternate,2
911,Gourgeist_Super_Size,6,Ghost,Grass,Pickup,Frisk,Insomnia,85,100,122,58,75,54,494,Alternate,2
912,Bergmite,6,Ice,,Own_Tempo,Ice_Body,Sturdy,55,69,85,32,35,28,304,Basic,1
913,Avalugg,6,Ice,,Own_Tempo,Ice_Body,Sturdy,95,117,184,44,46,28,514,Basic,2
914,Hisuian_Avalugg,8,Ice,Rock,Strong_Jaw,Ice_Body,Sturdy,95,127,184,34,36,38,514,Regional_Variant,2
915,Noibat,6,Flying,Dragon,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,Basic,1
916,Noivern,6,Flying,Dragon,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,Basic,2
917,Xerneas,6,Fairy,,Fairy_Aura,,,126,131,95,131,98,99,680,Legendary,1
918,Yveltal,6,Dark,Flying,Dark_Aura,,,126,131,95,131,98,99,680,Legendary,1
919,Zygarde_10%_Forme,6,Dragon,Ground,Aura_Break,,Power_Construct,54,100,71,61,85,115,486,Legendary,1
920,Zygarde_50%_Forme,6,Dragon,Ground,Aura_Break,,Power_Construct,108,100,121,81,95,95,600,Legendary_Alternate,1
921,Zygarde_100%_Forme,6,Dragon,Ground,Power_Construct,,,216,100,121,91,95,85,708,Legendary_Alternate,1
922,Mega_Zygarde,9,Dragon,Ground,,,,216,70,91,216,85,100,778,Not_Released,1
923,Diancie,6,Rock,Fairy,Clear_Body,,,50,100,150,100,150,50,600,Mythical,1
924,Mega_Diancie,6,Rock,Fairy,Magic_Bounce,,,50,160,110,160,110,110,700,Mythical_Mega_Evolution,1
925,Hoopa_Confined,6,Psychic,Ghost,Magician,,,80,110,60,150,130,70,600,Mythical,1
926,Hoopa_Unbound,6,Psychic,Dark,Magician,,,80,160,60,170,130,80,680,Mythical,1
927,Volcanion,6,Fire,Water,Water_Absorb,,,80,110,120,130,90,70,600,Mythical,1
928,Rowlet,7,Grass,Flying,Overgrow,,Long_Reach,68,55,55,50,50,42,320,Starter,1
929,Dartrix,7,Grass,Flying,Overgrow,,Long_Reach,78,75,75,70,70,52,420,Starter,2
930,Decidueye,7,Grass,Ghost,Overgrow,,Long_Reach,78,107,75,100,100,70,530,Starter,3
931,Hisuian_Decidueye,8,Grass,Fighting,Overgrow,,Scrappy,88,112,80,95,95,60,530,Starter_Regional_Variant,3
932,Litten,7,Fire,,Blaze,,Intimidate,45,65,40,60,40,70,320,Starter,1
933,Torracat,7,Fire,,Blaze,,Intimidate,65,85,50,80,50,90,420,Starter,2
934,Incineroar,7,Fire,Dark,Blaze,,Intimidate,95,115,90,80,90,60,530,Starter,3
935,Popplio,7,Water,,Torrent,,Liquid_Voice,50,54,54,66,56,40,320,Starter,1
936,Brionne,7,Water,,Torrent,,Liquid_Voice,60,69,69,91,81,50,420,Starter,2
937,Primarina,7,Water,Fairy,Torrent,,Liquid_Voice,80,74,74,126,116,60,530,Starter,3
938,Pikipek,7,Normal,Flying,Keen_Eye,Skill_Link,Pickup,35,75,30,30,30,65,265,Basic,1
939,Trumbeak,7,Normal,Flying,Keen_Eye,Skill_Link,Pickup,55,85,50,40,50,75,355,Basic,2
940,Toucannon,7,Normal,Flying,Keen_Eye,Skill_Link,Sheer_Force,80,120,75,75,75,60,485,Basic,3
941,Yungoos,7,Normal,,Strong_Jaw,Stakeout,Adaptability,48,70,30,30,30,45,253,Basic,1
942,Gumshoos,7,Normal,,Strong_Jaw,Stakeout,Adaptability,88,110,60,55,60,45,418,Basic,2
943,Grubbin,7,Bug,,Swarm,,,47,62,45,55,45,46,300,Basic,1
944,Charjabug,7,Bug,Electric,Battery,,,57,82,95,55,75,36,400,Basic,2
945,Vikavolt,7,Bug,Electric,Levitate,,,77,70,90,145,75,43,500,Basic,3
946,Crabrawler,7,Fighting,,Hyper_Cutter,Iron_Fist,Anger_Point,47,82,57,42,47,63,338,Basic,1
947,Crabominable,7,Fighting,Ice,Hyper_Cutter,Iron_Fist,Anger_Point,97,132,77,62,67,43,478,Basic,2
948,Mega_Crabominable,9,Fighting,Ice,Iron_Fist,,,97,157,122,62,107,33,578,Mega_Evolution,2
949,Oricorio_Baile_Style,7,Fire,Flying,Dancer,,,75,70,70,98,70,93,476,Basic,1
950,Oricorio_Pom-Pom_Style,7,Electric,Flying,Dancer,,,75,70,70,98,70,93,476,Basic,1
951,Oricorio_Pa'u_Style,7,Psychic,Flying,Dancer,,,75,70,70,98,70,93,476,Basic,1
952,Oricorio_Sensu_Style,7,Ghost,Flying,Dancer,,,75,70,70,98,70,93,476,Basic,1
953,Cutiefly,7,Bug,Fairy,Honey_Gather,Shield_Dust,Sweet_Veil,40,45,40,55,40,84,304,Basic,1
954,Ribombee,7,Bug,Fairy,Honey_Gather,Shield_Dust,Sweet_Veil,60,55,60,95,70,124,464,Basic,2
955,Rockruff,7,Rock,,Keen_Eye,Vital_Spirit,Steadfast,45,65,40,30,40,60,280,Basic,1
956,Rockruff_Own_Tempo,7,Rock,,Own_Tempo,,,45,65,40,30,40,60,280,Alternate,1
957,Lycanroc_Midday_Forme,7,Rock,,Keen_Eye,Sand_Rush,Steadfast,75,115,65,55,65,112,487,Basic,2
958,Lycanroc_Midnight_Forme,7,Rock,,Keen_Eye,Vital_Spirit,No_Guard,85,115,75,55,75,82,487,Basic,2
959,Lycanroc_Dusk_Forme,7,Rock,,Tough_Claws,,,75,117,65,55,65,110,487,Basic,2
960,Wishiwashi_Solo_Forme,7,Water,,Schooling,,,45,20,20,25,25,40,175,Basic,1
961,Wishiwashi_School_Forme,7,Water,,Schooling,,,45,140,130,140,135,30,620,Alternate,2
962,Mareanie,7,Poison,Water,Merciless,Limber,Regenerator,50,53,62,43,52,45,305,Basic,1
963,Toxapex,7,Poison,Water,Merciless,Limber,Regenerator,50,63,152,53,142,35,495,Basic,2
964,Mudbray,7,Ground,,Own_Tempo,Stamina,Inner_Focus,70,100,70,45,55,45,385,Basic,1
965,Mudsdale,7,Ground,,Own_Tempo,Stamina,Inner_Focus,100,125,100,55,85,35,500,Basic,2
966,Dewpider,7,Water,Bug,Water_Bubble,,Water_Absorb,38,40,52,40,72,27,269,Basic,1
967,Araquanid,7,Water,Bug,Water_Bubble,,Water_Absorb,68,70,92,50,132,42,454,Basic,2
968,Fomantis,7,Grass,,Leaf_Guard,,Contrary,40,55,35,50,35,35,250,Basic,1
969,Lurantis,7,Grass,,Leaf_Guard,,Contrary,70,105,90,80,90,45,480,Basic,2
970,Morelull,7,Grass,Fairy,Illuminate,Effect_Spore,Rain_Dish,40,35,55,65,75,15,285,Basic,1
971,Shiinotic,7,Grass,Fairy,Illuminate,Effect_Spore,Rain_Dish,60,45,80,90,100,30,405,Basic,2
972,Salandit,7,Poison,Fire,Corrosion,,Oblivious,48,44,40,71,40,77,320,Basic,1
973,Salazzle,7,Poison,Fire,Corrosion,,Oblivious,68,64,60,111,60,117,480,Basic,2
974,Stufful,7,Normal,Fighting,Fluffy,Klutz,Cute_Charm,70,75,50,45,50,50,340,Basic,1
975,Bewear,7,Normal,Fighting,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500,Basic,2
976,Bounsweet,7,Grass,,Leaf_Guard,Oblivious,Sweet_Veil,42,30,38,30,38,32,210,Basic,1
977,Steenee,7,Grass,,Leaf_Guard,Oblivious,Sweet_Veil,52,40,48,40,48,62,290,Basic,2
978,Tsareena,7,Grass,,Leaf_Guard,Queenly_Majesty,Sweet_Veil,72,120,98,50,98,72,510,Basic,3
979,Comfey,7,Fairy,,Flower_Veil,Triage,Natural_Cure,51,52,90,82,110,100,485,Basic,1
980,Oranguru,7,Normal,Psychic,Inner_Focus,Telepathy,Symbiosis,90,60,80,90,110,60,490,Basic,1
981,Passimian,7,Fighting,,Receiver,,Defiant,100,120,90,40,60,80,490,Basic,1
982,Wimpod,7,Bug,Water,Wimp_Out,,,25,35,40,20,30,80,230,Basic,1
983,Golisopod,7,Bug,Water,Emergency_Exit,,,75,125,140,60,90,40,530,Basic,2
984,Mega_Golisopod,9,Bug,Steel,,,,75,150,175,70,120,40,630,Not_Released,2
985,Sandygast,7,Ghost,Ground,Water_Compaction,,Sand_Veil,55,55,80,70,45,15,320,Basic,1
986,Palossand,7,Ghost,Ground,Water_Compaction,,Sand_Veil,85,75,110,100,75,35,480,Basic,2
987,Pyukumuku,7,Water,,Innards_Out,,Unaware,55,60,130,30,130,5,410,Basic,1
988,Type:Null,7,Normal,,Battle_Armor,,,95,95,95,95,95,59,534,Basic,1
989,Silvally,7,Normal,,RKS_System,,,95,95,95,95,95,95,570,Basic,2
990,Minior_Meteor_Forme,7,Rock,Flying,Shields_Down,,,60,60,100,60,100,60,440,Basic,1
991,Minior_Core_Forme,7,Rock,Flying,Shields_Down,,,60,100,60,100,60,120,500,Alternate,1
992,Komala,7,Normal,,Comatose,,,65,115,65,75,95,65,480,Basic,1
993,Turtonator,7,Fire,Dragon,Shell_Armor,,,60,78,135,91,85,36,485,Basic,1
994,Togedemaru,7,Electric,Steel,Iron_Barbs,Lightning_Rod,Sturdy,65,98,63,40,73,96,435,Basic,1
995,Mimikyu,7,Ghost,Fairy,Disguise,,,55,90,80,50,105,96,476,Basic,1
996,Bruxish,7,Water,Psychic,Dazzling,Strong_Jaw,Wonder_Skin,68,105,70,70,70,92,475,Basic,1
997,Drampa,7,Normal,Dragon,Berserk,Sap_Sipper,Cloud_Nine,78,60,85,135,91,36,485,Basic,1
998,Mega_Drampa,9,Normal,Dragon,Berserk,,,78,85,110,160,116,36,585,Mega_Evolution,1
999,Dhelmise,7,Ghost,Grass,Steelworker,,,70,131,100,86,90,40,517,Basic,1
1000,Jangmo-o,7,Dragon,,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300,Basic,1
1001,Hakamo-o,7,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420,Basic,2
1002,Kommo-o,7,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600,Pseudo_Legendary,3
1003,Tapu_Koko,7,Electric,Fairy,Electric_Surge,,Telepathy,70,115,85,95,75,130,570,Sub_Legendary,1
1004,Tapu_Lele,7,Psychic,Fairy,Psychic_Surge,,Telepathy,70,85,75,130,115,95,570,Sub_Legendary,1
1005,Tapu_Bulu,7,Grass,Fairy,Grassy_Surge,,Telepathy,70,130,115,85,95,75,570,Sub_Legendary,1
