item_name,item_category,item_subcategory,brand_name,brand_tier,country,city,city_tier,price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,is_bestseller
Kale Caesar Salad,Salad,Vegan,Pizza Hut,budget,Australia,Brisbane,tier-2,5.09,286.3,414.7,9.5,8.3,20.2,472.2,12.2,3.1,0
Orange Juice,Drink,Veg,Domino's,budget,USA,New York,metro,5.24,481.5,125.9,0.5,5.8,62.6,22.0,11.1,4.1,0
Spicy Jalapeño Burger,Burger,Non-Veg,Domino's,budget,Canada,Vancouver,metro,5.98,264.4,578.9,31.0,40.4,69.5,585.7,8.4,3.9,0
BBQ Bacon Burger,Burger,Non-Veg,Applebee's,mid,USA,New York,metro,20.02,258.1,682.5,21.9,24.7,41.1,885.0,11.7,4.0,1
Chicken Rice Bowl,Rice/Bowl,Non-Veg,Taco Bell,budget,India,Bangalore,metro,1.7,363.0,530.2,27.5,16.6,69.8,461.5,0.1,3.6,0
Cold Coffee,Drink,Veg,Taco Bell,budget,India,Bangalore,metro,1.54,331.5,123.4,2.1,0.0,75.1,55.4,42.9,3.4,0
Philly Cheesesteak,Sandwich,Non-Veg,TGI Fridays,mid,India,Mumbai,metro,6.26,198.9,477.6,28.8,27.9,57.8,954.0,3.0,4.8,0
Bread Pudding,Dessert,Non-Veg,Applebee's,mid,UK,Manchester,metro,18.05,58.8,375.7,8.8,33.4,53.9,264.3,11.0,4.1,0
Caprese Sandwich,Sandwich,Veg,Nando's,mid,USA,Houston,metro,11.65,151.2,366.0,10.0,10.0,36.7,906.6,3.9,4.4,1
Green Detox Juice,Drink,Vegan,Taco Bell,budget,India,Coimbatore,tier-3,1.12,517.8,5.0,0.0,0.0,27.3,12.2,25.935,2.9,0
Cold Coffee,Drink,Veg,TGI Fridays,mid,India,Mumbai,metro,3.98,548.2,17.1,0.7,0.0,45.6,64.2,0.0,4.6,0
Churros,Dessert,Veg,Taco Bell,budget,USA,Chicago,metro,4.94,160.9,421.9,9.3,15.7,78.2,266.7,53.3,4.6,0
Pasta Salad,Salad,Veg,Burger King,budget,India,Delhi,metro,1.27,379.7,168.9,12.1,9.4,23.3,819.6,9.0,2.2,0
Chicken Wings,Sides,Non-Veg,Applebee's,mid,USA,Chicago,metro,14.63,92.5,365.8,0.6,11.6,42.0,453.7,4.4,3.9,0
Prawn Avocado Salad,Salad,Non-Veg,Pizza Hut,budget,USA,Houston,metro,4.29,124.1,301.5,22.8,14.1,1.2,659.2,1.14,3.2,0
Greek Salad,Salad,Veg,Chili's,mid,Canada,Edmonton,tier-2,13.74,251.1,166.4,10.1,12.3,13.2,376.7,12.54,4.0,1
Crispy Chicken Burger,Burger,Non-Veg,Wendy's,budget,USA,Nashville,tier-2,3.16,199.1,870.6,10.2,22.1,56.2,978.1,9.4,4.5,0
Coca Cola,Drink,Veg,Burger King,budget,India,Ahmedabad,tier-2,0.91,504.0,309.6,1.5,4.1,30.2,97.5,28.689999999999998,2.8,0
Iced Tea,Drink,Veg,Burger King,budget,USA,Eugene,tier-3,2.1,353.9,203.8,2.0,0.0,44.0,5.8,41.8,3.4,0
Spicy Chicken Pizza,Pizza,Non-Veg,Subway,budget,USA,Chicago,metro,3.62,132.5,388.8,13.2,17.2,33.5,531.0,6.5,3.4,0
Spicy Jalapeño Burger,Burger,Non-Veg,Five Guys,mid,USA,New York,metro,11.16,307.2,604.4,28.3,31.1,27.6,1010.9,1.7,3.9,0
Caprese Salad,Salad,Veg,Subway,budget,USA,Austin,tier-2,6.26,272.4,253.3,2.9,10.8,15.8,264.7,0.0,3.8,1
Vegan Chocolate Cake,Dessert,Vegan,Taco Bell,budget,India,Mumbai,metro,2.43,92.2,361.2,3.7,8.7,87.8,314.1,50.3,4.0,0
Mango Smoothie,Drink,Veg,Taco Bell,budget,UK,London,metro,4.14,517.1,5.0,2.6,0.1,39.7,48.6,37.715,4.3,0
Garlic Bread,Sides,Veg,KFC,budget,UK,Bristol,tier-2,4.28,83.9,160.4,0.9,16.7,34.7,343.4,4.1,4.3,0
Veggie Burger,Burger,Veg,Subway,budget,USA,Boise,tier-3,7.42,185.4,558.3,17.6,25.2,47.3,809.2,13.0,4.3,0
Tuna Melt,Sandwich,Non-Veg,Five Guys,mid,India,Hyderabad,metro,6.97,240.5,478.0,31.9,21.1,39.6,732.8,9.2,4.7,1
Garden Fresh Pizza,Pizza,Veg,The Cheesecake Factory,premium,Canada,Vancouver,metro,22.72,146.5,267.0,8.8,14.1,49.6,761.3,7.8,3.3,0
Vegan BBQ Pizza,Pizza,Vegan,Subway,budget,USA,Nashville,tier-2,8.87,191.3,303.9,9.0,8.0,28.5,622.4,7.1,4.1,0
French Fries,Sides,Veg,Burger King,budget,USA,Austin,tier-2,2.06,105.9,200.8,6.5,13.2,58.8,289.2,3.0,4.1,0
Mac and Cheese,Sides,Veg,Burger King,budget,USA,Nashville,tier-2,2.73,79.9,196.2,3.1,13.8,26.0,557.2,4.4,4.5,0
Egg Fried Rice,Rice/Bowl,Veg,Subway,budget,USA,Portland,tier-2,6.54,342.2,690.5,11.5,15.1,64.1,861.9,5.7,3.9,0
Double Smash Burger,Burger,Non-Veg,Taco Bell,budget,Canada,Calgary,tier-2,5.01,170.2,413.1,21.4,34.9,43.2,961.1,10.6,3.0,1
Corn on the Cob,Sides,Veg,Burger King,budget,Australia,Perth,tier-2,4.01,138.0,280.6,4.0,19.5,11.5,227.8,5.1,4.6,0
Sprite,Drink,Veg,Domino's,budget,USA,Austin,tier-2,5.33,593.9,274.0,4.4,0.0,48.3,15.8,21.6,4.6,0
Edamame,Sides,Vegan,Subway,budget,India,Bangalore,metro,2.25,130.1,148.4,7.0,24.0,16.5,222.3,3.1,4.5,0
Bread Pudding,Dessert,Non-Veg,Pizza Hut,budget,USA,Houston,metro,6.64,85.9,380.8,0.9,23.8,63.1,353.7,52.1,3.4,1
Chocolate Brownie,Dessert,Veg,Domino's,budget,UK,Manchester,metro,4.49,188.7,581.3,1.2,18.9,57.1,206.3,47.4,4.2,0
Caesar Salad,Salad,Veg,Five Guys,mid,USA,Eugene,tier-3,15.82,333.4,256.6,18.6,12.3,23.7,123.6,9.4,4.0,0
Orange Juice,Drink,Veg,McDonald's,budget,UK,Manchester,metro,4.45,467.9,86.4,2.7,9.1,63.1,30.6,24.0,4.6,0
Grilled Cheese Sandwich,Sandwich,Veg,McDonald's,budget,USA,Houston,metro,7.82,213.3,365.2,16.9,27.7,63.4,461.1,5.7,4.2,0
Veggie Fried Rice,Rice/Bowl,Veg,Nando's,mid,India,Bangalore,metro,9.77,406.2,523.1,24.3,13.4,26.8,625.2,4.3,4.1,0
Mac and Cheese,Sides,Veg,Nando's,mid,Canada,Toronto,metro,5.11,240.6,272.6,6.3,4.2,20.7,302.7,4.0,3.8,0
Tuna Melt,Sandwich,Non-Veg,Burger King,budget,UK,Birmingham,tier-2,7.93,194.0,567.7,22.0,17.2,38.3,560.6,3.0,3.1,0
Plant-Based Burger,Burger,Vegan,Pizza Hut,budget,India,Hyderabad,metro,3.31,194.5,647.1,20.3,22.4,49.9,935.0,10.6,2.9,0
Garlic Bread,Sides,Veg,Burger King,budget,UK,London,metro,3.15,104.8,290.2,3.5,23.9,35.1,330.1,4.7,3.8,1
Sprite,Drink,Veg,Wendy's,budget,Australia,Melbourne,metro,1.81,333.9,226.0,7.1,0.5,47.8,29.2,41.0,3.8,0
Orange Juice,Drink,Veg,Pizza Hut,budget,Canada,Regina,tier-3,1.62,293.7,53.6,1.9,0.0,2.3,99.5,2.1849999999999996,4.7,0
Apple Juice,Drink,Veg,Domino's,budget,USA,Los Angeles,metro,1.69,456.0,212.9,0.0,1.4,42.3,62.4,40.184999999999995,4.0,1
Chocolate Milkshake,Drink,Veg,Applebee's,mid,USA,Houston,metro,4.82,433.1,237.2,1.8,0.0,52.0,67.1,49.4,4.2,0
Halloumi Burger,Burger,Veg,Pizza Hut,budget,India,Mumbai,metro,3.18,136.6,698.1,30.3,34.4,47.8,1041.7,12.1,3.6,0
Four Cheese Pizza,Pizza,Veg,Taco Bell,budget,UK,Birmingham,tier-2,8.5,143.8,286.5,17.2,9.5,37.0,534.6,5.1,4.2,1
Prawn Avocado Salad,Salad,Non-Veg,Taco Bell,budget,India,Delhi,metro,3.5,390.6,255.2,14.5,11.2,24.5,314.4,4.8,3.7,0
Pasta Salad,Salad,Veg,Chili's,mid,Canada,Toronto,metro,12.03,356.7,372.4,9.0,10.5,6.2,377.3,5.89,2.8,0
BLT Sandwich,Sandwich,Non-Veg,Applebee's,mid,USA,Houston,metro,18.79,139.6,442.5,32.8,25.0,69.9,875.1,6.8,4.4,0
Fish Fillet Burger,Burger,Non-Veg,Chili's,mid,UK,York,tier-3,17.31,221.5,548.3,24.5,38.8,59.3,1022.9,9.3,3.2,0
Bread Pudding,Dessert,Non-Veg,Applebee's,mid,USA,Fargo,tier-3,15.19,140.0,340.3,1.8,26.8,84.2,257.2,46.6,4.1,0
Chocolate Brownie,Dessert,Veg,Five Guys,mid,India,Pune,tier-2,6.47,70.4,348.0,4.4,21.2,70.5,285.2,58.4,2.1,0
Mushroom Risotto,Rice/Bowl,Veg,Shake Shack,mid,India,Delhi,metro,4.72,405.0,500.0,14.6,10.4,82.2,350.1,7.8,4.7,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Pizza Hut,budget,India,Hyderabad,metro,3.6,232.3,513.1,16.1,7.4,37.1,717.6,5.9,3.7,0
Classic Beef Burger,Burger,Non-Veg,Five Guys,mid,Canada,Regina,tier-3,13.35,249.9,522.5,23.3,32.2,47.0,1183.1,7.0,2.8,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Shake Shack,mid,UK,Manchester,metro,20.88,141.3,225.0,7.8,11.4,37.1,627.4,0.0,4.3,0
Philly Cheesesteak,Sandwich,Non-Veg,Five Guys,mid,India,Chennai,tier-2,3.73,144.4,472.8,26.9,23.7,49.9,1318.4,8.2,3.6,0
Tofu Rice Bowl,Rice/Bowl,Vegan,Shake Shack,mid,USA,New York,metro,12.04,419.9,265.2,14.0,10.6,102.7,243.5,6.6,4.4,0
Veggie Burger,Burger,Veg,Subway,budget,India,Hyderabad,metro,1.09,198.8,316.2,14.0,17.9,49.6,918.3,5.4,3.3,0
Crème Brûlée,Dessert,Non-Veg,TGI Fridays,mid,USA,New York,metro,11.56,170.6,527.5,4.7,15.0,62.8,350.1,38.2,4.3,0
Chocolate Milkshake,Drink,Veg,Pizza Hut,budget,Canada,Ottawa,tier-2,4.1,341.5,371.8,3.6,0.1,70.9,9.0,29.1,4.1,0
Hash Browns,Sides,Veg,The Cheesecake Factory,premium,Australia,Adelaide,tier-2,14.37,159.0,176.1,4.0,17.2,25.8,219.9,3.2,3.8,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,Applebee's,mid,USA,Eugene,tier-3,12.5,435.0,516.1,20.1,12.4,64.4,775.0,7.1,3.3,0
Molten Lava Cake,Dessert,Veg,Shake Shack,mid,USA,Chicago,metro,15.36,175.3,574.8,6.7,6.5,53.8,174.0,44.8,3.9,0
Veggie Supreme Pizza,Pizza,Veg,Domino's,budget,USA,Nashville,tier-2,2.9,205.3,306.9,13.5,6.5,34.5,1091.6,1.8,4.0,0
Green Detox Juice,Drink,Vegan,Subway,budget,USA,Houston,metro,3.17,505.3,262.9,1.6,0.0,46.3,50.8,43.98499999999999,3.6,0
Egg Salad Sandwich,Sandwich,Veg,Burger King,budget,UK,London,metro,7.21,194.2,384.5,26.1,17.7,50.1,580.3,9.8,3.6,0
Classic Beef Burger,Burger,Non-Veg,McDonald's,budget,Canada,Toronto,metro,7.04,228.0,532.4,37.9,20.9,66.0,1236.4,10.3,2.9,0
Mushroom Swiss Burger,Burger,Veg,Pizza Hut,budget,India,Jaipur,tier-2,3.11,196.5,603.1,28.3,23.0,66.0,763.3,13.4,4.6,1
Fish Fillet Burger,Burger,Non-Veg,Domino's,budget,USA,Nashville,tier-2,4.32,304.3,568.0,34.5,18.3,58.4,838.2,11.0,3.5,0
Veggie Fried Rice,Rice/Bowl,Veg,Domino's,budget,Australia,Melbourne,metro,5.99,297.9,635.0,17.9,2.8,69.2,662.1,6.9,3.8,0
Kale Caesar Salad,Salad,Vegan,Taco Bell,budget,UK,London,metro,3.79,271.0,227.2,17.7,7.5,21.6,369.1,13.8,3.1,0
Mushroom Swiss Burger,Burger,Veg,Applebee's,mid,Australia,Melbourne,metro,12.34,190.2,562.7,34.5,24.9,51.9,883.7,6.9,3.3,0
Coca Cola,Drink,Veg,Subway,budget,Australia,Melbourne,metro,4.24,437.0,222.1,8.2,6.6,59.7,65.6,55.3,2.6,0
Chocolate Brownie,Dessert,Veg,Domino's,budget,USA,Houston,metro,4.92,157.4,435.4,4.7,21.7,66.8,269.4,44.4,4.0,0
Orange Juice,Drink,Veg,Applebee's,mid,Australia,Sydney,metro,8.08,449.1,253.2,3.3,0.1,38.0,25.4,36.1,4.3,0
Vegan Veggie Pizza,Pizza,Vegan,Nobu,premium,USA,New York,metro,49.84,182.7,353.5,11.9,8.1,24.7,953.6,4.3,4.2,1
Coca Cola,Drink,Veg,Wendy's,budget,UK,Exeter,tier-3,1.86,496.4,5.0,0.5,0.0,33.1,69.9,31.445,3.4,0
Strawberry Milkshake,Drink,Veg,Wendy's,budget,UK,Leeds,tier-2,4.68,427.9,252.6,2.3,0.0,40.0,65.6,38.0,3.3,0
Paneer Rice Bowl,Rice/Bowl,Veg,Subway,budget,India,Indore,tier-3,1.79,409.9,399.6,29.4,19.4,33.9,582.4,7.9,3.4,1
Churros,Dessert,Veg,Applebee's,mid,USA,Houston,metro,14.38,196.2,509.7,6.3,19.1,67.7,201.7,37.4,4.1,0
Cheesecake Slice,Dessert,Non-Veg,The Cheesecake Factory,premium,USA,Denver,tier-2,34.92,217.7,274.2,0.6,17.9,51.9,219.9,33.0,3.5,0
Hummus Veggie Wrap,Sandwich,Vegan,Applebee's,mid,Australia,Perth,tier-2,12.98,210.6,474.8,27.0,3.9,42.0,981.1,12.0,2.9,0
Crème Brûlée,Dessert,Non-Veg,Domino's,budget,USA,Austin,tier-2,2.37,138.8,372.4,1.4,18.8,48.5,346.5,46.074999999999996,4.4,0
Garden Fresh Pizza,Pizza,Veg,Chili's,mid,Australia,Sydney,metro,8.81,171.9,212.7,9.5,8.6,40.7,538.0,3.6,4.4,1
BBQ Bacon Burger,Burger,Non-Veg,Applebee's,mid,Canada,Kelowna,tier-3,13.9,202.0,561.1,29.8,24.7,32.0,853.0,8.4,4.2,1
Tiramisu,Dessert,Non-Veg,Pizza Hut,budget,USA,New York,metro,5.41,74.3,310.1,9.0,29.4,26.8,297.6,25.46,3.5,0
Tuna Niçoise Salad,Salad,Non-Veg,Five Guys,mid,India,Hyderabad,metro,7.2,275.3,406.4,15.7,10.6,29.1,405.6,7.8,4.4,0
Coconut Pudding,Dessert,Vegan,Burger King,budget,USA,Spokane,tier-3,4.43,85.2,296.5,6.1,6.3,51.5,277.5,37.0,3.4,0
Bread Pudding,Dessert,Non-Veg,Nando's,mid,USA,Chicago,metro,6.82,121.0,374.7,7.1,24.2,59.2,296.2,47.2,4.5,0
Greek Salad,Salad,Veg,Taco Bell,budget,India,Ahmedabad,tier-2,1.0,271.1,79.0,16.1,19.1,17.2,430.4,5.2,3.2,0
Spicy Chicken Pizza,Pizza,Non-Veg,TGI Fridays,mid,Australia,Melbourne,metro,11.59,149.9,245.6,17.4,13.3,42.4,631.9,10.4,4.2,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,KFC,budget,Australia,Sydney,metro,8.56,379.5,659.5,7.2,3.8,90.9,762.1,6.3,3.2,0
Caesar Salad,Salad,Veg,Domino's,budget,Australia,Cairns,tier-3,6.49,301.6,338.0,0.0,10.2,21.1,183.8,8.5,3.5,0
Waffles with Syrup,Dessert,Veg,Applebee's,mid,USA,New York,metro,15.22,107.1,465.5,2.8,32.8,41.8,228.8,39.709999999999994,3.6,0
Buffalo Chicken Bites,Sides,Non-Veg,Domino's,budget,USA,Nashville,tier-2,6.36,154.6,228.0,8.7,13.7,36.0,271.3,6.9,4.4,0
Cinnamon Roll,Dessert,Veg,KFC,budget,India,Mumbai,metro,1.2,150.8,326.3,4.9,12.4,39.9,223.5,37.904999999999994,2.7,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,Nobu,premium,India,Mumbai,metro,15.86,391.5,576.6,22.0,24.4,78.0,803.2,6.7,3.9,0
Vegan Mango Smoothie,Drink,Vegan,McDonald's,budget,USA,Houston,metro,3.76,456.9,205.4,1.1,10.6,49.6,120.7,47.12,4.2,1
Spicy Jalapeño Burger,Burger,Non-Veg,Wendy's,budget,India,Jaipur,tier-2,1.46,248.4,524.1,41.2,28.3,81.1,813.5,1.1,3.7,1
Cinnamon Roll,Dessert,Veg,Nando's,mid,UK,Exeter,tier-3,19.32,115.5,495.1,2.1,3.1,72.3,194.0,36.5,3.9,0
Pepsi,Drink,Veg,Shake Shack,mid,USA,Boise,tier-3,9.53,519.7,5.0,0.0,2.1,14.7,85.5,13.964999999999998,3.2,0
Crispy Chicken Burger,Burger,Non-Veg,McDonald's,budget,India,Chennai,tier-2,1.78,235.1,596.0,22.3,28.9,60.9,1054.1,8.0,4.4,1
Veggie Burger,Burger,Veg,Applebee's,mid,USA,Chicago,metro,14.4,266.9,755.9,27.1,33.6,36.9,1008.6,6.5,3.4,0
Beef Burrito Bowl,Rice/Bowl,Non-Veg,Wendy's,budget,USA,Nashville,tier-2,6.72,354.2,526.0,19.3,18.4,103.7,833.2,8.1,3.8,0
Lemonade,Drink,Veg,McDonald's,budget,USA,Eugene,tier-3,4.31,295.1,119.9,0.0,4.0,74.5,0.0,35.3,2.5,0
Veggie Supreme Pizza,Pizza,Veg,Nobu,premium,USA,Spokane,tier-3,48.3,185.1,292.3,12.4,12.0,35.6,825.4,2.7,4.0,0
Coca Cola,Drink,Veg,Applebee's,mid,India,Hyderabad,metro,4.78,612.3,248.3,3.9,1.2,46.3,47.1,43.98499999999999,3.7,0
BBQ Bacon Burger,Burger,Non-Veg,Taco Bell,budget,UK,Bristol,tier-2,3.65,233.8,338.8,16.8,27.9,66.6,1223.4,11.9,3.3,0
Four Cheese Pizza,Pizza,Veg,Domino's,budget,UK,Birmingham,tier-2,7.83,193.6,294.3,9.0,9.7,43.2,782.8,2.1,3.9,0
Edamame,Sides,Vegan,The Cheesecake Factory,premium,Australia,Adelaide,tier-2,30.17,149.3,201.0,8.2,10.5,25.4,231.3,2.1,3.9,0
Egg Fried Rice,Rice/Bowl,Veg,Shake Shack,mid,Australia,Brisbane,tier-2,18.24,307.5,568.5,22.0,15.8,74.3,1128.1,6.9,4.1,1
Classic Beef Burger,Burger,Non-Veg,Shake Shack,mid,Canada,Toronto,metro,7.49,237.9,646.8,32.1,22.8,48.4,820.0,10.9,4.3,0
Chocolate Milkshake,Drink,Veg,Applebee's,mid,USA,Houston,metro,12.02,529.3,264.6,3.0,3.5,28.3,44.0,16.3,4.4,1
Mushroom Swiss Burger,Burger,Veg,McDonald's,budget,India,Surat,tier-3,1.72,268.6,324.5,22.8,27.8,66.4,727.0,6.6,3.9,0
Caprese Sandwich,Sandwich,Veg,Gordon Ramsay Bar & Grill,premium,Canada,Ottawa,tier-2,44.71,188.0,338.3,6.9,15.1,50.4,561.1,2.8,4.1,0
Kale Caesar Salad,Salad,Vegan,Shake Shack,mid,UK,Manchester,metro,11.9,251.1,103.0,5.7,4.4,16.2,37.3,14.5,3.5,0
Cinnamon Roll,Dessert,Veg,Gordon Ramsay Bar & Grill,premium,UK,Leeds,tier-2,28.07,111.0,538.0,8.2,16.5,72.5,388.5,35.6,3.7,0
Beef Burrito Bowl,Rice/Bowl,Non-Veg,TGI Fridays,mid,USA,Nashville,tier-2,15.38,317.3,536.6,17.3,10.0,71.3,314.1,4.1,3.6,1
Tiramisu,Dessert,Non-Veg,Applebee's,mid,USA,New York,metro,8.81,112.6,562.8,7.2,18.9,63.1,222.7,59.945,4.2,0
Waffles with Syrup,Dessert,Veg,Wendy's,budget,USA,Spokane,tier-3,2.37,123.1,358.0,2.3,20.7,63.7,223.8,48.4,3.8,0
Spicy Chicken Pizza,Pizza,Non-Veg,Five Guys,mid,USA,Eugene,tier-3,21.19,161.0,392.7,15.6,21.0,40.6,588.2,4.7,3.9,0
Tiramisu,Dessert,Non-Veg,Pizza Hut,budget,Canada,Kelowna,tier-3,4.6,107.3,525.7,8.8,16.8,43.7,179.6,26.9,4.1,0
Four Cheese Pizza,Pizza,Veg,Subway,budget,India,Chennai,tier-2,4.05,168.6,221.1,5.5,19.6,42.0,624.7,7.7,4.3,0
Mushroom Risotto,Rice/Bowl,Veg,Burger King,budget,USA,New York,metro,3.63,318.6,349.2,7.9,10.1,86.3,841.4,7.1,3.9,0
Crispy Chicken Burger,Burger,Non-Veg,Domino's,budget,India,Delhi,metro,2.07,252.0,692.2,28.1,19.5,40.8,804.3,14.1,4.7,1
Paneer Rice Bowl,Rice/Bowl,Veg,TGI Fridays,mid,India,Surat,tier-3,9.66,389.4,498.8,15.4,15.5,71.8,998.2,7.1,4.3,1
Apple Juice,Drink,Veg,Chili's,mid,USA,Denver,tier-2,5.87,653.7,235.8,5.7,4.2,10.3,46.9,9.785,4.2,0
Veggie Burger,Burger,Veg,Ruth's Chris Steakhouse,premium,India,Delhi,metro,15.77,177.2,481.8,24.4,22.9,46.2,809.2,8.3,3.3,0
Chickpea Buddha Bowl,Rice/Bowl,Vegan,Wendy's,budget,USA,Austin,tier-2,5.76,414.7,437.0,21.6,18.9,73.4,767.0,5.0,4.1,0
Classic Beef Burger,Burger,Non-Veg,Wendy's,budget,USA,New York,metro,7.75,276.0,586.7,35.2,14.6,53.1,1088.2,10.2,2.5,0
Chicken BBQ Pizza,Pizza,Non-Veg,Subway,budget,UK,York,tier-3,9.41,155.8,331.3,15.1,12.8,38.9,679.4,2.6,3.7,0
Crispy Chicken Burger,Burger,Non-Veg,Subway,budget,India,Nagpur,tier-3,2.59,272.4,581.7,27.2,42.8,42.2,520.9,10.6,4.3,0
Apple Pie,Dessert,Veg,Taco Bell,budget,USA,Chicago,metro,7.15,53.5,330.2,2.7,23.7,53.4,171.4,29.8,4.3,0
Molten Lava Cake,Dessert,Veg,Gordon Ramsay Bar & Grill,premium,USA,Denver,tier-2,44.99,140.9,439.8,6.1,28.3,51.2,316.5,40.9,3.9,0
Coconut Water,Drink,Vegan,Domino's,budget,Canada,Vancouver,metro,2.47,421.3,84.5,2.4,0.0,21.1,124.0,20.045,4.2,0
Lemonade,Drink,Veg,Wendy's,budget,UK,York,tier-3,6.24,285.9,86.2,1.0,1.5,37.1,14.4,35.245,4.0,0
Apple Juice,Drink,Veg,Subway,budget,Canada,Windsor,tier-3,3.96,437.2,208.7,2.4,1.0,18.9,72.4,17.955,2.9,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,McDonald's,budget,USA,Nashville,tier-2,3.3,389.5,679.7,33.4,1.4,54.2,831.8,2.6,4.4,0
Classic Beef Burger,Burger,Non-Veg,Chili's,mid,Australia,Hobart,tier-3,17.81,247.1,714.6,26.9,20.5,33.6,809.1,5.4,4.4,0
Mac and Cheese,Sides,Veg,Pizza Hut,budget,India,Jaipur,tier-2,1.27,94.4,319.5,2.4,22.1,22.5,394.4,5.2,3.0,0
Tuna Melt,Sandwich,Non-Veg,Pizza Hut,budget,USA,Austin,tier-2,4.36,121.1,441.4,18.4,21.8,34.6,912.5,0.3,3.1,0
Lemonade,Drink,Veg,Subway,budget,USA,Denver,tier-2,3.29,254.5,142.3,1.2,1.3,57.2,13.7,20.6,4.3,1
Double Smash Burger,Burger,Non-Veg,Wendy's,budget,USA,Spokane,tier-3,5.41,181.7,600.8,14.4,27.6,54.9,802.8,6.0,4.1,0
Veggie Supreme Pizza,Pizza,Veg,Taco Bell,budget,India,Bangalore,metro,2.87,146.9,249.8,9.8,6.2,44.0,734.4,4.4,4.4,0
Strawberry Milkshake,Drink,Veg,Pizza Hut,budget,Australia,Melbourne,metro,5.35,592.9,158.5,0.0,3.5,37.2,59.3,35.34,3.4,0
Four Cheese Pizza,Pizza,Veg,KFC,budget,USA,Nashville,tier-2,4.47,180.0,163.4,11.2,14.5,40.8,714.8,7.3,4.2,0
Green Detox Juice,Drink,Vegan,Applebee's,mid,USA,Spokane,tier-3,12.34,217.0,123.5,0.0,0.7,60.5,21.0,57.474999999999994,3.4,0
Iced Tea,Drink,Veg,Applebee's,mid,UK,Exeter,tier-3,13.51,311.2,41.8,6.8,1.2,89.7,35.4,60.2,2.5,0
Grilled Chicken Salad,Salad,Non-Veg,Applebee's,mid,UK,Manchester,metro,10.19,346.2,260.2,28.3,4.0,19.2,220.5,1.7,3.4,0
Club Sandwich,Sandwich,Non-Veg,McDonald's,budget,USA,Chicago,metro,4.09,256.9,580.8,24.4,22.1,55.9,1059.4,3.3,4.3,1
Chocolate Brownie,Dessert,Veg,Subway,budget,USA,New York,metro,3.95,169.4,548.2,4.5,15.7,70.0,172.2,50.7,4.4,0
Molten Lava Cake,Dessert,Veg,McDonald's,budget,USA,Fargo,tier-3,5.45,150.5,400.0,3.4,11.7,72.2,178.3,39.3,4.1,1
Churros,Dessert,Veg,TGI Fridays,mid,Australia,Melbourne,metro,6.25,135.2,331.8,6.0,24.1,61.0,313.5,39.2,2.8,0
Mushroom Swiss Burger,Burger,Veg,Nobu,premium,India,Chennai,tier-2,21.46,215.1,455.2,27.7,30.6,35.2,869.6,11.4,4.1,1
Coconut Pudding,Dessert,Vegan,Domino's,budget,Canada,Regina,tier-3,4.05,104.3,513.5,6.4,20.1,82.6,196.3,50.1,4.4,0
Classic Beef Burger,Burger,Non-Veg,Wendy's,budget,India,Bangalore,metro,3.73,197.3,566.0,17.1,31.0,32.5,947.1,12.6,3.4,0
French Fries,Sides,Veg,Applebee's,mid,USA,Chicago,metro,14.2,186.7,291.1,6.7,19.9,45.9,453.7,3.4,3.7,0
Veggie Fried Rice,Rice/Bowl,Veg,Applebee's,mid,Australia,Brisbane,tier-2,12.03,318.5,624.7,12.4,17.3,68.4,598.9,7.6,4.3,0
Mushroom Swiss Beef Burger,Burger,Non-Veg,Domino's,budget,USA,Austin,tier-2,4.21,289.1,620.5,27.7,13.1,70.9,927.8,2.7,3.8,0
BLT Sandwich,Sandwich,Non-Veg,Pizza Hut,budget,Australia,Adelaide,tier-2,7.23,181.5,525.9,27.0,21.2,50.2,516.4,7.6,4.0,0
Onion Rings,Sides,Veg,TGI Fridays,mid,India,Chennai,tier-2,6.15,98.9,162.0,7.8,17.5,51.5,306.0,0.0,4.4,0
Potato Wedges,Sides,Veg,Domino's,budget,India,Mumbai,metro,1.18,70.7,297.8,4.8,16.3,51.6,411.7,0.4,4.6,0
Tuna Niçoise Salad,Salad,Non-Veg,Burger King,budget,UK,London,metro,7.71,339.7,278.6,9.8,5.8,23.4,608.8,6.7,2.9,0
Meat Lovers Pizza,Pizza,Non-Veg,Subway,budget,India,Hyderabad,metro,1.43,212.7,207.8,11.4,9.2,27.7,737.6,8.7,3.6,0
Bread Pudding,Dessert,Non-Veg,Subway,budget,USA,Nashville,tier-2,6.71,268.1,433.4,13.7,17.1,44.2,234.6,41.99,3.9,0
Mushroom Swiss Beef Burger,Burger,Non-Veg,McDonald's,budget,USA,Austin,tier-2,5.13,227.5,516.9,28.1,33.2,59.8,888.0,10.1,3.6,0
BBQ Bacon Burger,Burger,Non-Veg,Burger King,budget,USA,Los Angeles,metro,4.12,255.2,558.4,37.2,33.1,48.2,617.8,10.1,3.5,1
