learner_id,fsi_category,related_language,prior_languages,age_started,total_study_hours,active_use_share,immersion_months,speaking_practice,feedback_quality,comprehensible_input_hours,uses_srs,motivation,consistency,accent_nativelike,cefr_level,reached_fluency,dropped_out
LNR042147,1,1,2,50,300,0.504,14.3,9.53,5.38,160,1,6.62,10.0,2.25,C2,1,0
LNR042148,1,0,0,48,690,0.515,1.6,6.65,6.08,260,0,4.79,7.51,4.65,C1,1,0
LNR042149,3,0,0,44,540,0.626,5.0,7.98,2.84,280,0,6.3,5.58,4.64,B1,0,0
LNR042150,4,0,1,31,1910,0.529,1.4,4.06,3.78,990,1,4.29,7.21,5.83,C1,1,0
LNR042151,4,1,0,6,350,0.525,15.6,2.77,5.89,230,0,2.95,6.04,9.27,B1,0,0
LNR042152,2,0,2,47,130,0.789,17.1,4.53,5.52,60,1,0.13,3.58,4.57,B1,0,1
LNR042153,4,0,1,32,450,0.523,0.0,7.49,8.67,320,0,2.45,6.5,1.25,A1,0,1
LNR042154,3,1,1,26,60,0.413,7.7,3.68,5.59,30,0,1.97,8.83,7.12,A0,0,1
LNR042155,1,1,0,32,540,0.043,0.0,4.68,9.95,380,1,0.14,3.52,4.59,A2,0,1
LNR042156,2,0,1,34,160,0.349,0.0,6.83,4.66,70,0,1.86,3.02,5.39,A1,0,1
LNR042157,4,1,1,32,1060,0.564,0.0,8.79,5.44,570,0,5.24,10.0,3.66,A2,0,0
LNR042158,1,1,1,18,670,0.18,0.0,8.03,4.43,430,0,7.85,9.65,4.87,B1,0,0
LNR042159,2,1,1,32,1640,0.163,0.0,8.41,5.07,770,1,4.4,7.07,4.06,C1,1,0
LNR042160,4,0,0,39,550,0.731,1.6,8.36,7.54,270,1,3.28,8.35,2.86,B1,0,0
LNR042161,3,0,1,35,330,0.167,0.0,9.3,0.3,260,0,7.47,9.9,4.56,A1,0,1
LNR042162,2,1,2,6,670,0.606,0.3,7.2,5.33,530,1,5.45,5.94,8.68,B2,1,0
LNR042163,2,1,0,30,1750,0.283,0.0,6.88,5.03,1330,0,7.23,6.77,6.62,B2,1,0
LNR042164,1,0,0,6,2120,0.17,3.2,4.33,4.73,1670,1,1.36,5.89,8.91,C2,1,0
LNR042165,3,1,2,32,750,0.516,0.0,6.1,2.58,330,0,8.15,8.33,4.88,B2,1,0
LNR042166,1,0,1,48,280,0.101,0.0,7.42,6.25,120,0,6.66,10.0,2.15,A2,0,0
LNR042167,1,0,0,37,740,0.284,0.0,10.0,3.19,510,1,5.2,5.98,4.65,B2,1,0
LNR042168,1,0,3,27,990,0.27,0.0,6.54,2.84,750,0,8.62,5.26,5.34,C1,1,0
LNR042169,1,0,1,37,1990,0.334,4.1,5.76,5.54,1070,0,6.81,7.7,3.72,C2,1,0
LNR042170,1,0,0,30,1860,0.447,0.0,7.91,0.0,960,0,5.29,9.65,4.83,C2,1,0
LNR042171,4,1,2,9,330,0.457,0.0,5.6,4.85,260,0,4.22,9.32,8.38,A0,0,1
LNR042172,2,0,0,46,260,0.455,0.0,5.37,5.41,110,0,5.71,7.18,3.62,A2,0,0
LNR042173,2,0,1,49,240,0.197,0.0,4.76,2.63,80,0,4.56,7.82,4.27,A1,0,1
LNR042174,2,0,1,21,640,0.375,0.0,3.7,5.79,270,0,10.0,6.88,5.52,B2,1,0
LNR042175,4,0,1,29,1360,0.519,0.0,7.16,4.74,650,0,6.0,7.4,5.82,B2,1,0
LNR042176,2,0,0,46,820,0.468,0.3,4.89,2.08,610,0,5.38,9.7,4.42,C2,1,0
LNR042177,4,0,1,38,210,0.442,0.0,5.06,3.74,160,0,0.91,3.67,5.87,A0,0,1
LNR042178,3,0,1,8,460,0.759,0.0,8.55,6.1,280,1,7.59,9.55,7.74,B1,0,0
LNR042179,3,1,2,21,80,0.111,0.0,6.79,5.28,50,1,4.87,8.42,5.92,A0,0,1
LNR042180,1,0,1,32,1310,0.079,0.1,6.09,2.05,840,0,5.62,8.3,7.04,B1,0,0
LNR042181,4,1,1,10,630,0.294,7.7,4.24,6.59,250,0,2.39,1.24,8.29,A2,0,1
LNR042182,3,0,2,17,1230,0.098,8.6,6.42,2.94,410,1,5.85,7.19,4.83,B2,1,0
LNR042183,4,1,1,33,1220,0.078,0.0,5.37,9.61,810,0,8.84,5.86,4.57,A1,0,1
LNR042184,3,1,2,25,130,0.266,3.4,3.86,4.06,70,1,6.1,8.19,5.54,A1,0,1
LNR042185,1,0,0,44,1010,0.729,5.6,9.35,5.68,650,0,3.38,5.62,4.57,C2,1,0
LNR042186,1,0,2,27,980,0.717,0.0,8.82,3.08,630,0,8.57,6.63,6.79,C2,1,0
LNR042187,2,0,2,17,410,0.125,0.0,4.83,5.11,260,0,2.05,6.98,7.04,A2,0,1
LNR042188,1,1,0,13,690,0.35,1.1,7.58,6.32,430,1,4.86,5.9,7.11,B2,1,0
LNR042189,1,0,1,6,110,0.157,0.0,7.04,4.7,40,0,5.1,10.0,8.2,A0,0,0
LNR042190,3,0,0,24,550,0.341,6.2,7.38,2.42,310,0,2.98,5.87,9.44,A2,0,1
LNR042191,1,0,0,26,250,0.186,0.8,6.6,6.35,170,0,4.16,10.0,8.36,A1,0,0
LNR042192,4,1,0,28,640,0.41,1.1,5.3,4.3,280,1,5.43,5.0,7.34,A2,0,1
LNR042193,3,0,1,35,690,0.352,2.6,8.48,5.62,300,1,4.43,10.0,3.92,B1,0,0
LNR042194,1,1,0,14,600,0.377,1.8,8.21,7.4,450,1,6.92,7.01,5.68,C1,1,0
LNR042195,2,0,1,34,400,0.329,0.0,5.28,2.74,300,0,8.41,6.12,4.24,B2,1,0
LNR042196,4,0,1,8,240,0.742,9.2,5.51,6.65,120,0,7.36,6.71,9.81,A2,0,0
LNR042197,2,0,0,23,620,0.591,0.0,9.64,1.64,440,1,4.02,8.59,7.07,C1,1,0
LNR042198,1,0,0,39,640,0.223,0.0,3.14,9.13,500,1,5.13,10.0,7.32,C1,1,0
LNR042199,1,0,1,20,610,0.315,0.0,6.32,7.23,330,0,5.23,5.76,7.56,B1,0,0
LNR042200,4,0,1,27,700,0.576,0.0,9.16,4.16,310,1,0.0,5.82,5.03,A2,0,1
LNR042201,3,0,2,37,290,0.455,0.4,4.89,3.85,170,1,4.26,3.97,4.93,A1,0,0
LNR042202,4,0,2,28,510,0.371,3.7,4.07,6.22,350,0,3.76,7.32,5.3,A2,0,0
LNR042203,3,1,1,13,240,0.25,0.0,7.53,2.24,150,1,6.95,5.36,7.11,A1,0,0
LNR042204,1,0,2,18,680,0.481,0.0,8.16,4.57,280,1,4.5,5.49,6.18,C1,1,0
LNR042205,1,0,0,27,760,0.28,0.0,6.83,4.63,370,1,3.5,4.69,5.14,B2,1,0
LNR042206,3,1,1,36,360,0.52,7.9,2.68,5.41,190,0,7.78,2.34,5.15,B2,1,0
LNR042207,3,0,2,6,220,0.253,0.0,4.04,1.78,150,1,5.15,10.0,7.87,A0,0,1
LNR042208,2,1,2,30,180,0.489,0.0,7.84,6.67,130,1,3.39,5.83,7.07,A2,0,0
LNR042209,3,0,2,21,230,0.573,0.0,5.12,3.66,180,0,2.54,2.21,5.68,A2,0,1
LNR042210,1,0,0,32,1400,0.296,9.1,7.07,6.81,1080,0,7.1,4.83,4.5,C2,1,0
LNR042211,3,0,1,33,180,0.124,0.0,2.38,5.28,70,1,6.25,4.78,6.52,A0,0,1
LNR042212,1,1,1,31,660,0.421,0.0,5.17,3.54,300,1,5.8,2.98,4.19,B1,0,0
LNR042213,1,0,2,29,160,0.258,0.0,3.28,3.87,70,0,9.18,7.85,5.67,A1,0,1
LNR042214,2,0,0,14,1210,0.443,0.0,4.12,4.74,870,0,5.29,5.64,6.54,B1,0,1
LNR042215,1,1,0,17,840,0.431,2.8,5.65,4.14,650,0,3.67,5.52,4.89,C1,1,0
LNR042216,4,0,1,35,1050,0.258,0.0,6.27,4.58,390,1,4.81,8.37,4.49,A2,0,1
LNR042217,1,1,0,38,910,0.33,0.0,0.8,5.07,310,0,5.15,6.35,5.89,C1,1,0
LNR042218,1,0,0,21,1310,0.342,0.0,3.72,6.77,890,1,7.39,10.0,7.48,C1,1,0
LNR042219,3,1,1,26,1730,0.115,0.0,5.35,4.24,730,0,5.55,6.18,8.29,B1,0,0
LNR042220,3,1,0,33,130,0.555,0.0,6.66,8.22,40,0,6.25,5.21,3.97,A0,0,1
LNR042221,1,0,1,43,510,0.402,0.0,6.45,5.12,330,1,5.54,10.0,4.37,C1,1,0
LNR042222,2,1,1,6,540,0.317,3.1,4.22,5.89,340,0,6.68,5.49,9.73,B2,1,0
LNR042223,1,0,0,31,1450,0.489,0.0,7.16,4.85,700,1,6.69,7.25,8.22,C2,1,0
LNR042224,1,1,0,35,1150,0.474,0.0,9.18,4.39,700,1,5.1,5.95,5.83,C2,1,0
LNR042225,2,1,0,13,840,0.408,1.7,5.76,7.05,610,0,8.75,6.84,8.86,C1,1,0
LNR042226,2,0,1,30,290,0.383,0.0,8.78,10.0,190,0,6.77,10.0,4.73,A2,0,0
LNR042227,1,1,0,30,170,0.504,0.0,5.63,4.81,120,0,1.57,4.11,4.54,A2,0,1
LNR042228,1,0,2,21,280,0.378,0.0,4.97,9.36,160,0,1.54,7.52,6.43,A2,0,1
LNR042229,2,0,0,25,490,0.266,0.0,6.97,6.27,340,1,6.16,10.0,4.66,B1,0,1
LNR042230,3,0,1,32,1670,0.752,0.0,5.99,4.35,880,1,7.82,10.0,5.79,C2,1,0
LNR042231,1,0,3,36,410,0.094,0.0,5.91,2.74,230,0,3.31,7.67,1.77,A2,0,0
LNR042232,2,0,1,53,670,0.249,3.0,4.3,3.02,290,0,4.26,7.96,5.43,B2,1,0
LNR042233,2,0,0,51,290,0.471,0.0,3.39,6.43,150,0,4.0,7.33,0.42,A2,0,1
LNR042234,4,0,2,15,360,0.11,1.2,7.31,8.91,220,1,5.79,6.44,5.5,A1,0,1
LNR042235,1,0,0,34,670,0.636,0.0,7.5,7.76,230,0,5.02,5.58,4.95,C2,1,0
LNR042236,1,0,0,44,170,0.744,0.0,9.29,9.76,80,1,6.06,6.28,3.56,B1,0,1
LNR042237,1,1,0,33,130,0.349,0.0,7.66,5.19,90,0,3.45,6.83,6.99,A2,0,1
LNR042238,3,0,1,32,560,0.699,0.0,4.46,2.2,200,0,3.69,6.2,3.39,B1,0,1
LNR042239,3,0,0,24,80,0.391,0.0,6.06,4.66,30,0,6.71,3.83,7.81,A0,0,1
LNR042240,2,1,1,19,440,0.278,0.0,6.64,10.0,270,1,3.79,4.84,5.85,B1,0,1
LNR042241,3,0,1,39,260,0.438,0.0,9.23,0.89,160,1,5.91,6.98,5.09,A1,0,1
LNR042242,3,1,1,17,200,0.518,3.9,4.89,9.09,70,0,2.86,4.05,6.51,A2,0,1
LNR042243,1,0,1,23,430,0.678,0.8,4.1,6.35,200,1,6.73,7.2,7.67,B2,1,0
LNR042244,4,0,2,37,790,0.331,0.0,4.96,6.97,620,1,6.12,5.42,7.05,A2,0,1
LNR042245,1,1,2,41,100,0.75,3.4,10.0,5.06,50,1,4.99,8.21,4.05,A2,0,1
LNR042246,1,0,0,19,1490,0.161,5.0,2.0,1.55,670,1,3.11,6.56,8.07,B2,1,0
LNR042247,4,0,1,23,1170,0.503,0.0,7.43,3.07,630,0,8.4,8.69,6.24,B1,0,1
LNR042248,4,0,0,15,510,0.644,0.8,10.0,5.29,200,0,9.86,8.82,6.85,A2,0,0
LNR042249,4,0,1,36,1830,0.249,1.5,1.54,3.94,770,0,6.14,6.32,4.16,B2,1,0
LNR042250,3,0,0,27,80,0.349,0.0,7.67,4.68,40,0,5.14,5.01,4.45,A0,0,1
LNR042251,3,0,0,10,30,0.253,0.0,6.34,2.11,20,0,6.24,7.3,9.66,A0,0,1
LNR042252,2,0,2,35,440,0.077,0.0,4.86,3.68,320,1,1.87,5.52,5.97,A2,0,1
LNR042253,4,0,0,37,380,0.361,0.0,10.0,6.1,130,1,0.6,5.79,4.67,A0,0,1
LNR042254,3,0,0,45,50,0.638,0.0,2.76,3.4,30,0,1.33,4.06,3.31,A0,0,1
LNR042255,3,0,0,51,700,0.042,0.0,5.25,4.35,330,1,7.4,7.19,3.98,A1,0,1
LNR042256,4,0,1,6,350,0.566,0.0,6.2,1.68,110,1,1.83,2.61,8.49,A2,0,1
LNR042257,2,0,1,33,370,0.281,0.0,3.99,2.3,140,0,6.6,5.6,5.95,A2,0,1
LNR042258,4,0,2,30,390,0.247,11.4,7.29,7.98,140,1,6.4,5.32,5.94,A2,0,0
LNR042259,4,0,1,27,190,0.619,3.2,7.79,6.39,150,0,1.7,6.3,7.1,A1,0,1
LNR042260,2,1,1,26,540,0.676,0.0,9.64,8.35,220,0,4.56,9.73,3.72,C1,1,0
LNR042261,1,1,2,41,180,0.713,4.1,6.63,8.62,60,0,7.5,4.2,1.14,B2,1,0
LNR042262,3,0,1,20,500,0.282,0.0,6.35,6.45,290,0,8.21,7.57,3.5,A2,0,0
LNR042263,1,0,0,26,1290,0.472,18.8,4.76,5.22,530,1,4.94,5.89,4.59,C2,1,0
LNR042264,2,1,1,13,420,0.52,1.0,7.38,6.09,240,1,4.56,7.74,9.36,B2,1,0
LNR042265,3,0,0,27,340,0.214,0.0,5.51,5.16,180,1,2.01,6.08,4.51,A1,0,0
LNR042266,2,1,0,41,1020,0.412,0.8,7.29,3.95,430,0,7.28,9.53,4.79,B2,1,0
LNR042267,1,0,0,19,220,0.194,0.9,0.25,1.19,70,1,3.51,5.37,9.06,A2,0,1
LNR042268,3,0,1,12,720,0.657,0.0,6.72,3.91,550,1,4.32,7.57,7.49,B2,1,0
LNR042269,3,1,0,24,820,0.623,0.1,9.39,4.63,450,1,3.12,4.94,5.41,B2,1,0
LNR042270,2,0,0,23,900,0.222,0.0,5.25,8.17,540,1,6.38,5.0,5.25,B1,0,0
LNR042271,2,0,1,18,420,0.721,1.0,6.95,3.39,270,1,7.29,6.12,6.77,C1,1,0
LNR042272,2,0,0,38,630,0.35,0.0,5.73,8.14,290,1,1.16,6.53,4.15,B2,1,0
LNR042273,1,1,0,44,190,0.195,0.0,2.84,6.62,110,0,3.55,8.31,3.64,A1,0,0
LNR042274,3,0,2,33,740,0.578,0.0,6.71,4.97,590,0,4.52,7.16,4.95,B1,0,1
LNR042275,1,0,0,23,120,0.63,5.5,8.58,9.07,40,0,7.1,8.2,6.29,A2,0,0
LNR042276,3,0,0,31,770,0.366,0.6,4.61,3.97,560,0,7.64,7.12,4.47,B1,0,1
LNR042277,4,0,0,31,450,0.554,0.0,7.5,5.64,320,1,6.62,7.56,5.0,A2,0,0
LNR042278,3,1,0,48,580,0.513,0.0,10.0,4.55,340,1,7.88,4.68,5.14,B2,1,0
LNR042279,3,0,0,46,230,0.29,0.0,6.96,5.22,90,0,3.72,7.49,1.72,A1,0,0
LNR042280,1,0,1,44,390,0.831,4.4,9.66,4.54,230,1,4.52,7.01,2.75,C1,1,0
LNR042281,1,0,0,32,190,0.479,12.5,7.18,6.32,60,0,6.65,8.56,4.41,A2,0,0
LNR042282,2,0,2,39,550,0.655,0.0,6.4,5.27,360,1,4.05,3.07,3.01,C1,1,0
LNR042283,4,0,1,21,100,0.416,0.0,8.58,5.91,80,1,6.64,9.53,5.65,A0,0,0
LNR042284,2,1,0,39,270,0.181,0.0,4.96,6.71,210,0,8.91,9.66,6.87,A2,0,1
LNR042285,4,0,2,23,1330,0.736,14.5,6.68,3.16,610,0,4.96,7.75,9.34,C2,1,0
LNR042286,2,1,2,26,1260,0.781,0.7,9.06,1.96,430,0,5.89,9.04,7.11,C2,1,0
LNR042287,2,1,0,25,160,0.391,0.0,7.04,2.2,90,1,0.0,5.31,4.65,A1,0,1
LNR042288,1,1,1,10,1460,0.475,3.9,5.3,7.13,1050,0,0.57,6.35,9.17,C2,1,0
LNR042289,3,0,0,17,90,0.491,23.1,10.0,4.94,30,1,7.2,3.36,9.35,A1,0,0
LNR042290,2,0,0,19,230,0.518,0.0,3.35,6.33,170,1,3.93,5.62,7.09,A2,0,1
LNR042291,1,0,0,23,660,0.664,0.0,10.0,5.39,400,1,6.48,6.3,6.87,C2,1,0
LNR042292,3,0,0,21,520,0.17,0.0,5.73,5.21,240,1,5.46,5.51,4.65,A2,0,1
LNR042293,3,0,1,17,410,0.228,1.2,4.47,1.96,130,1,7.53,8.3,5.83,A1,0,0
LNR042294,2,0,1,43,1170,0.776,0.0,10.0,1.82,430,0,10.0,8.92,1.29,C1,1,0
LNR042295,2,0,2,28,1540,0.554,0.0,5.6,3.77,1040,0,6.23,7.14,4.42,C2,1,0
LNR042296,4,1,1,18,470,0.407,10.0,3.58,4.42,260,0,6.07,6.1,5.76,B2,1,0
LNR042297,1,1,1,12,640,0.125,5.6,3.66,4.05,300,0,3.44,4.44,6.48,B2,1,0
LNR042298,3,1,1,23,210,0.411,3.4,4.1,8.25,160,0,0.7,1.51,7.22,A2,0,0
LNR042299,4,0,1,11,620,0.726,6.5,5.05,2.5,370,1,3.23,5.0,6.05,C1,1,0
LNR042300,1,1,1,26,760,0.599,7.8,8.4,3.71,340,0,2.16,8.29,7.85,C2,1,0
LNR042301,3,0,2,27,820,0.423,0.0,10.0,3.63,290,1,1.92,3.48,5.22,B2,1,0
LNR042302,3,0,0,36,420,0.522,3.3,6.71,4.99,130,0,3.34,6.89,5.37,A2,0,1
LNR042303,4,0,0,26,560,0.636,0.7,5.74,1.27,430,1,5.99,9.74,3.24,A1,0,0
LNR042304,4,0,1,59,670,0.253,0.0,3.78,7.59,290,0,5.86,3.3,1.96,A1,0,1
LNR042305,2,1,0,33,720,0.621,0.0,9.31,4.67,470,0,1.67,5.7,6.31,B2,1,0
LNR042306,2,0,1,39,350,0.739,0.0,7.69,6.13,220,1,3.51,4.97,5.06,B2,1,0
LNR042307,2,1,1,30,70,0.308,5.4,2.6,8.65,40,0,4.21,7.83,5.58,A0,0,0
LNR042308,2,0,0,50,70,0.461,0.0,5.47,4.63,40,0,5.33,4.56,3.17,A0,0,1
LNR042309,1,0,1,16,260,0.142,1.7,10.0,6.05,120,0,5.74,4.39,7.02,A2,0,1
LNR042310,3,1,0,35,930,0.248,0.0,8.57,4.58,370,0,3.67,6.95,6.59,B1,0,0
LNR042311,2,0,1,36,430,0.221,0.0,3.36,3.29,310,1,4.47,4.43,3.2,A1,0,1
LNR042312,4,0,0,31,500,0.085,0.0,3.53,5.31,390,0,9.78,6.4,3.38,A0,0,0
LNR042313,2,0,0,37,1580,0.409,0.0,5.33,1.57,1100,0,7.01,8.76,2.78,C1,1,0
LNR042314,1,1,1,40,210,0.455,8.2,7.45,5.9,120,0,2.4,2.78,4.0,B2,1,0
LNR042315,3,0,0,34,540,0.57,0.0,4.56,7.16,230,1,5.73,8.6,4.76,B1,0,1
LNR042316,1,0,0,40,130,0.706,0.0,4.31,6.37,50,0,3.33,5.21,3.82,A2,0,1
LNR042317,4,1,0,16,1260,0.299,0.6,9.81,5.27,940,0,2.66,6.76,9.07,A2,0,1
LNR042318,2,0,0,28,310,0.121,7.1,4.36,1.47,120,0,5.83,6.22,5.28,A2,0,0
LNR042319,1,0,1,19,630,0.239,0.0,3.05,8.5,300,1,6.71,5.94,7.36,C1,1,0
LNR042320,2,0,0,38,240,0.438,0.0,4.67,6.51,120,0,5.27,5.27,5.27,A1,0,1
LNR042321,2,0,0,21,110,0.308,0.0,0.87,7.16,90,0,7.64,10.0,5.39,A1,0,1
LNR042322,1,0,2,47,150,0.712,1.9,5.82,0.49,80,1,5.45,6.13,3.16,A2,0,0
LNR042323,1,1,0,41,90,0.597,13.4,6.53,4.71,30,0,5.42,6.16,5.76,B2,1,0
LNR042324,2,0,0,21,600,0.175,4.2,1.99,6.65,270,1,3.22,5.29,10.0,B1,0,1
LNR042325,2,0,1,49,70,0.584,0.0,5.35,5.77,30,0,4.63,8.41,2.19,A0,0,1
LNR042326,2,0,1,27,230,0.336,0.9,10.0,10.0,90,0,1.59,5.48,8.06,A2,0,0
LNR042327,4,0,0,19,260,0.386,0.0,6.03,3.0,110,1,6.65,9.73,3.47,A1,0,1
LNR042328,1,0,1,26,590,0.445,0.7,9.92,4.11,350,0,5.32,0.0,4.38,B2,1,0
LNR042329,1,0,0,37,760,0.277,0.0,3.7,3.47,540,0,7.66,3.91,5.67,B2,1,0
LNR042330,3,0,2,27,460,0.642,1.0,5.48,0.63,250,0,8.66,6.57,5.17,A2,0,0
LNR042331,1,0,2,6,130,0.669,0.0,10.0,4.55,60,0,6.38,9.15,8.06,A2,0,1
LNR042332,2,0,2,50,300,0.31,3.2,6.23,2.82,190,0,7.3,9.63,5.72,A2,0,1
LNR042333,4,0,2,32,620,0.817,0.4,8.13,5.16,310,1,4.05,6.2,4.57,B2,1,0
LNR042334,3,0,2,24,380,0.586,0.0,7.62,6.63,160,0,5.77,4.34,6.38,A2,0,0
LNR042335,3,0,1,20,470,0.521,0.0,3.94,5.6,190,1,3.71,3.63,9.87,A2,0,1
LNR042336,2,0,0,37,520,0.168,1.4,9.52,4.02,410,1,0.0,0.41,6.08,A2,0,1
LNR042337,3,1,0,48,350,0.174,0.8,7.61,5.6,140,1,5.26,7.05,5.48,A1,0,0
LNR042338,3,1,2,31,1450,0.45,0.0,6.23,5.5,990,1,5.92,10.0,5.76,C1,1,0
LNR042339,1,0,1,17,290,0.386,0.0,2.95,3.1,220,0,3.99,6.38,7.39,A2,0,1
LNR042340,4,0,0,25,440,0.201,0.0,2.53,5.82,290,0,7.97,6.76,6.79,A1,0,1
LNR042341,4,1,2,33,960,0.421,0.0,2.94,1.23,510,0,9.97,10.0,6.68,A2,0,0
LNR042342,3,1,1,6,510,0.177,0.0,1.7,7.48,300,0,6.8,7.64,9.65,A2,0,1
LNR042343,4,0,0,21,430,0.062,0.0,8.03,6.2,220,0,4.57,10.0,8.83,A0,0,1
LNR042344,3,0,1,19,580,0.586,1.0,8.53,5.26,290,0,4.62,4.75,7.5,B2,1,0
LNR042345,3,0,0,30,420,0.135,2.0,3.18,6.97,260,0,8.14,7.45,4.81,A2,0,1
LNR042346,4,1,0,47,600,0.307,0.0,5.55,5.55,310,1,5.6,5.32,5.04,A1,0,0
LNR042347,3,1,1,42,460,0.192,0.0,6.61,4.9,220,0,5.77,7.41,5.21,A2,0,1
LNR042348,1,0,3,23,500,0.421,0.0,4.22,2.67,270,0,4.88,4.22,7.82,B2,1,0
LNR042349,4,0,0,16,540,0.561,3.0,5.95,4.07,190,0,4.53,8.94,6.44,A2,0,1
LNR042350,1,1,1,6,170,0.563,0.0,7.04,6.83,130,1,9.0,7.59,9.44,A2,0,0
LNR042351,1,0,0,20,590,0.195,1.0,7.67,4.14,370,0,8.2,3.42,9.76,B1,0,1
LNR042352,4,0,1,32,270,0.344,0.0,10.0,7.33,170,1,2.73,8.77,3.04,A1,0,1
LNR042353,1,0,2,19,380,0.5,2.3,3.7,6.6,210,1,4.36,7.5,4.93,B2,1,0
LNR042354,2,1,0,22,180,0.313,0.1,10.0,4.19,120,0,7.7,8.52,5.62,A1,0,0
LNR042355,3,0,0,19,960,0.32,0.0,6.48,4.45,420,0,6.52,8.16,5.93,B2,1,0
LNR042356,4,1,0,25,210,0.568,4.3,4.04,2.21,70,1,5.31,4.85,6.14,A1,0,0
LNR042357,1,0,0,44,200,0.099,2.0,10.0,7.56,110,0,1.5,5.37,5.63,A1,0,1
LNR042358,1,0,0,41,140,0.35,5.0,7.35,7.28,70,0,5.37,7.95,0.0,A2,0,0
LNR042359,2,0,1,31,230,0.121,0.0,2.46,3.79,170,0,7.88,10.0,5.66,A1,0,0
LNR042360,3,0,0,41,680,0.516,0.0,8.86,6.08,440,1,5.9,5.56,4.23,B2,1,0
LNR042361,1,1,0,30,580,0.266,7.6,5.83,6.45,230,0,1.95,5.67,4.7,C1,1,0
LNR042362,3,0,3,31,460,0.057,0.0,5.04,5.8,220,1,3.48,8.12,5.83,A1,0,1
LNR042363,1,1,0,28,270,0.641,0.7,3.4,4.15,180,1,5.38,5.68,6.18,B1,0,0
LNR042364,2,0,0,33,150,0.138,0.0,1.61,6.72,70,0,4.98,2.17,3.99,A1,0,1
LNR042365,1,0,0,26,1190,0.479,0.0,4.42,4.14,450,0,2.18,5.27,6.54,C1,1,0
LNR042366,3,0,1,25,1170,0.147,0.5,4.23,6.36,380,0,3.36,2.97,4.86,B2,1,0
LNR042367,1,1,0,25,750,0.207,0.0,8.55,5.37,490,1,7.04,6.06,6.57,C1,1,0
LNR042368,4,0,1,39,1190,0.426,2.9,7.44,4.34,550,0,2.67,5.57,4.35,B1,0,1
LNR042369,1,0,2,40,540,0.615,0.0,4.89,7.22,420,0,6.98,6.91,1.28,C1,1,0
LNR042370,4,0,3,6,660,0.131,0.0,5.47,5.6,230,0,8.57,10.0,6.7,A1,0,0
LNR042371,4,1,1,28,580,0.23,0.0,7.48,7.59,460,1,9.03,9.12,5.35,A2,0,0
LNR042372,4,0,1,33,560,0.351,0.6,6.07,7.57,210,1,6.35,5.88,5.82,A2,0,1
LNR042373,2,0,2,23,340,0.648,1.6,8.81,7.74,130,1,6.25,5.22,6.58,C1,1,0
LNR042374,2,1,2,7,580,0.607,0.0,7.55,3.57,280,0,1.44,6.23,8.86,B2,1,0
LNR042375,4,0,0,26,1130,0.319,5.7,2.48,2.75,450,0,3.45,0.0,6.5,B1,0,0
LNR042376,1,1,1,19,570,0.496,2.8,3.21,2.77,260,0,6.35,7.03,6.82,C1,1,0
LNR042377,2,0,1,36,170,0.273,0.0,6.8,4.83,120,0,3.49,5.55,4.88,A1,0,0
LNR042378,1,0,2,14,770,0.086,0.0,7.14,3.71,420,0,5.12,2.81,8.88,B1,0,1
LNR042379,3,0,1,25,630,0.279,0.0,3.22,6.5,320,0,9.89,6.77,7.45,A2,0,0
LNR042380,2,0,2,24,310,0.19,1.0,7.7,5.06,160,1,3.08,5.28,7.93,A2,0,1
LNR042381,3,0,0,36,710,0.699,7.8,6.8,5.47,340,1,7.65,8.36,2.28,B2,1,0
LNR042382,3,1,1,27,400,0.317,6.0,7.96,3.65,170,1,3.93,5.73,6.41,B1,0,0
LNR042383,3,0,0,42,580,0.572,0.0,8.75,6.03,280,0,7.34,7.61,1.12,A2,0,0
LNR042384,2,1,1,26,320,0.339,4.7,6.59,5.1,160,0,3.71,4.62,4.52,B1,0,1
LNR042385,1,0,0,27,460,0.504,0.0,4.91,7.51,200,1,4.45,4.75,4.3,B2,1,0
LNR042386,2,0,2,33,1170,0.622,5.3,6.03,2.66,830,1,5.79,8.01,6.1,C2,1,0
LNR042387,4,1,2,35,590,0.09,0.0,4.57,6.91,380,1,0.41,7.33,5.96,A1,0,1
LNR042388,2,0,1,24,80,0.139,0.0,2.63,3.19,60,0,8.92,8.81,1.59,A0,0,0
LNR042389,4,1,0,40,840,0.317,1.3,8.4,3.48,420,1,7.76,5.54,5.69,B1,0,1
LNR042390,3,1,1,13,410,0.076,0.0,2.09,6.6,210,0,5.32,6.28,7.79,A1,0,1
LNR042391,1,1,0,33,50,0.116,0.0,4.15,4.89,30,0,2.76,5.76,6.45,A0,0,1
LNR042392,4,0,0,23,1620,0.553,0.0,6.83,1.46,1220,1,5.14,4.19,5.88,B1,0,1
LNR042393,1,1,0,10,290,0.478,0.0,5.5,4.15,120,1,2.16,7.28,7.53,B2,1,0
LNR042394,1,0,0,24,1180,0.27,0.0,8.08,5.47,910,0,5.9,4.64,4.3,C1,1,0
LNR042395,1,0,0,24,400,0.357,0.0,6.51,3.72,250,0,4.52,2.5,3.6,C1,1,0
LNR042396,3,1,1,22,450,0.455,0.0,6.15,3.81,210,1,6.91,4.05,5.31,B1,0,1
LNR042397,1,0,0,36,840,0.312,0.1,3.28,7.23,320,0,2.93,6.76,5.09,C1,1,0
