candidate_id,job_role,job_role_display,gender,age_group,edu_level,edu_level_name,years_experience,edu_relevance,P_mcq,P_desc,P_code,S_edu,S_exp,S_skill,S_cv,S_int,CSS,passed_hard_filter,relevance_label,w_edu,w_exp,w_skill,w_mcq,w_desc,w_code,W_CV,W_INT
BLO00332,Blockchain_Developer,Blockchain Developer,M,26-30,4,PhD,3.0,0.799,0.811,0.6636,1.0,0.9196,1.0,0.9285,0.9486,0.8613,0.8962,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00333,Blockchain_Developer,Blockchain Developer,M,31-35,3,MSc,6.4,0.746,0.7165,0.7794,0.9592,0.7784,1.0,0.8542,0.8866,0.8567,0.8687,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00334,Blockchain_Developer,Blockchain Developer,F,31-35,3,MSc,1.1,0.821,0.8255,0.7683,1.0,0.8084,0.44,0.8033,0.6951,0.8956,0.8154,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00335,Blockchain_Developer,Blockchain Developer,F,31-35,2,BSc,4.3,0.779,0.8155,0.7173,0.9729,0.6716,1.0,0.5203,0.6869,0.8647,0.7936,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00336,Blockchain_Developer,Blockchain Developer,F,22-25,2,BSc,1.7,0.795,0.9621,0.7428,1.0,0.678,0.68,0.6581,0.6677,0.9153,0.8163,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00337,Blockchain_Developer,Blockchain Developer,F,22-25,2,BSc,3.6,0.667,0.9629,0.5872,1.0,0.6268,1.0,0.6483,0.7506,0.8687,0.8215,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00338,Blockchain_Developer,Blockchain Developer,F,31-35,3,MSc,2.6,0.614,0.73,0.7345,0.9328,0.7256,1.0,0.7697,0.8322,0.8327,0.8325,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00339,Blockchain_Developer,Blockchain Developer,M,26-30,3,MSc,2.0,0.79,0.8904,0.9382,0.9745,0.796,0.8,0.6302,0.706,0.9468,0.8505,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00340,Blockchain_Developer,Blockchain Developer,M,36-40,2,BSc,3.2,0.519,0.7559,0.7532,1.0,0.5676,1.0,0.8082,0.8296,0.8771,0.8581,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00341,Blockchain_Developer,Blockchain Developer,M,26-30,2,BSc,2.2,0.56,0.8746,0.5982,0.9598,0.584,0.88,0.6036,0.6836,0.8343,0.774,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00342,Blockchain_Developer,Blockchain Developer,F,31-35,2,BSc,4.5,0.653,0.8288,0.9159,0.8628,0.6212,1.0,0.7719,0.8177,0.8719,0.8502,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00343,Blockchain_Developer,Blockchain Developer,F,36-40,3,MSc,2.5,0.664,0.9302,0.6899,0.8333,0.7456,1.0,0.5691,0.7248,0.8097,0.7757,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00344,Blockchain_Developer,Blockchain Developer,F,41-45,2,BSc,2.8,0.869,0.8243,0.6391,0.9927,0.7076,1.0,0.5281,0.6966,0.8529,0.7904,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00345,Blockchain_Developer,Blockchain Developer,F,22-25,2,BSc,6.1,0.645,0.4834,0.6774,0.7866,0.618,1.0,0.6392,0.7443,0.6932,0.7136,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00346,Blockchain_Developer,Blockchain Developer,F,41-45,1,Diploma,2.5,0.615,0.6795,0.633,0.8163,0.486,1.0,0.6921,0.7536,0.7339,0.7418,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00347,Blockchain_Developer,Blockchain Developer,M,36-40,4,PhD,3.6,0.883,0.6805,0.7557,0.914,0.9532,1.0,0.6103,0.7786,0.8198,0.8033,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00348,Blockchain_Developer,Blockchain Developer,F,31-35,3,MSc,1.9,0.663,0.7651,0.8061,1.0,0.7452,0.76,0.9513,0.863,0.8949,0.8821,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00349,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,1.4,0.593,0.7817,0.9001,0.9187,0.5972,0.56,0.6604,0.6208,0.8857,0.7797,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00350,Blockchain_Developer,Blockchain Developer,M,26-30,2,BSc,5.6,0.8,0.8282,1.0,1.0,0.68,1.0,0.888,0.8904,0.9656,0.9355,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00351,Blockchain_Developer,Blockchain Developer,M,22-25,3,MSc,3.5,0.777,0.7487,0.6078,0.8719,0.7908,1.0,0.8298,0.875,0.768,0.8108,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00352,Blockchain_Developer,Blockchain Developer,M,36-40,4,PhD,5.1,0.779,0.8261,0.9243,0.9262,0.9116,1.0,0.8534,0.9061,0.9056,0.9058,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00353,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,6.2,0.815,0.6058,0.6941,0.8863,0.686,1.0,0.7255,0.8019,0.7725,0.7843,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00354,Blockchain_Developer,Blockchain Developer,M,26-30,2,BSc,0.5,0.528,0.7622,0.7049,0.7746,0.5712,0.2,0.5156,0.4293,0.7512,0.6224,0,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00355,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,3.7,0.699,0.8507,0.9608,0.808,0.6396,1.0,0.7784,0.8241,0.8624,0.8471,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00356,Blockchain_Developer,Blockchain Developer,F,22-25,3,MSc,0.8,0.68,0.9611,0.775,0.7378,0.752,0.32,0.7755,0.6353,0.7936,0.7303,0,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00357,Blockchain_Developer,Blockchain Developer,M,26-30,1,Diploma,1.6,0.456,0.8263,0.7906,0.7868,0.4224,0.64,0.5684,0.568,0.7958,0.7047,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00358,Blockchain_Developer,Blockchain Developer,F,31-35,3,MSc,2.6,0.662,1.0,0.6969,1.0,0.7448,1.0,0.7713,0.8359,0.9091,0.8798,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00359,Blockchain_Developer,Blockchain Developer,F,22-25,2,BSc,7.3,0.772,0.7356,0.9085,0.9956,0.6688,1.0,0.8468,0.8661,0.9175,0.8969,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00360,Blockchain_Developer,Blockchain Developer,F,31-35,1,Diploma,5.3,0.478,0.691,0.7337,0.8157,0.4312,1.0,0.6881,0.7431,0.7662,0.757,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00361,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,2.0,0.549,0.7267,0.5075,0.8826,0.5796,0.8,0.6107,0.6628,0.7389,0.7085,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00362,Blockchain_Developer,Blockchain Developer,F,31-35,3,MSc,5.9,0.858,0.8657,0.8158,0.991,0.8232,1.0,0.8262,0.8779,0.9134,0.8992,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00363,Blockchain_Developer,Blockchain Developer,F,26-30,3,MSc,6.0,0.634,0.5932,0.9399,0.9686,0.7336,1.0,0.7286,0.8108,0.8849,0.8553,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00364,Blockchain_Developer,Blockchain Developer,M,36-40,3,MSc,5.4,0.748,0.7015,0.7516,1.0,0.7792,1.0,0.6875,0.795,0.8658,0.8375,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00365,Blockchain_Developer,Blockchain Developer,M,26-30,3,MSc,3.7,0.792,0.7322,0.7789,1.0,0.7968,1.0,0.7885,0.8532,0.8801,0.8693,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00366,Blockchain_Developer,Blockchain Developer,F,36-40,2,BSc,4.2,0.831,0.7273,0.944,0.7522,0.6924,1.0,0.8094,0.849,0.8048,0.8225,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00367,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,1.8,0.694,0.7817,0.5534,0.7913,0.6376,0.72,0.5389,0.608,0.718,0.674,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00368,Blockchain_Developer,Blockchain Developer,M,26-30,2,BSc,1.9,0.608,0.8083,0.6901,0.7667,0.6032,0.76,0.8053,0.7614,0.752,0.7558,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00369,Blockchain_Developer,Blockchain Developer,F,36-40,3,MSc,2.6,0.826,0.8287,0.6324,0.9568,0.8104,1.0,0.9098,0.922,0.8339,0.8691,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00370,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,6.7,0.563,0.8349,0.9153,1.0,0.5852,1.0,0.8913,0.878,0.9416,0.9162,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00371,Blockchain_Developer,Blockchain Developer,M,26-30,3,MSc,1.8,0.755,0.5487,0.7004,1.0,0.782,0.72,0.593,0.6594,0.8199,0.7557,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00372,Blockchain_Developer,Blockchain Developer,F,31-35,2,BSc,1.3,0.636,0.9988,0.8589,0.9927,0.6144,0.52,0.6506,0.606,0.9538,0.8147,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00373,Blockchain_Developer,Blockchain Developer,M,22-25,3,MSc,0.2,0.83,0.9559,0.4868,0.8248,0.812,0.08,0.51,0.4263,0.7496,0.6203,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00374,Blockchain_Developer,Blockchain Developer,F,26-30,3,MSc,3.8,0.729,0.7476,0.6717,0.9094,0.7716,1.0,0.6988,0.8001,0.8057,0.8035,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00375,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,0.7,0.732,0.769,0.6508,0.9339,0.6528,0.28,0.6663,0.5484,0.816,0.709,0,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00376,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,5.5,0.745,0.5378,0.7848,0.9881,0.658,1.0,0.6521,0.7574,0.837,0.8052,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00377,Blockchain_Developer,Blockchain Developer,F,36-40,3,MSc,4.2,0.753,0.9046,0.7533,0.8795,0.7812,1.0,0.9038,0.9143,0.8467,0.8737,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00378,Blockchain_Developer,Blockchain Developer,M,22-25,2,BSc,1.5,0.739,0.643,0.8566,0.7701,0.6556,0.6,0.6766,0.6505,0.7706,0.7226,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00379,Blockchain_Developer,Blockchain Developer,F,31-35,2,BSc,4.1,0.43,0.8004,0.755,1.0,0.532,1.0,0.7593,0.7974,0.8866,0.8509,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00380,Blockchain_Developer,Blockchain Developer,M,26-30,3,MSc,0.0,0.696,0.7151,0.6751,0.86,0.7584,0.0,0.6485,0.4704,0.7755,0.6535,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00381,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,1.0,0.764,0.7738,0.5128,0.7055,0.6656,0.4,0.5527,0.5238,0.6613,0.6063,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00382,Blockchain_Developer,Blockchain Developer,M,26-30,3,MSc,2.2,0.744,0.9135,0.77,0.8386,0.7776,0.88,0.7228,0.7782,0.833,0.8111,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00383,Blockchain_Developer,Blockchain Developer,F,22-25,3,MSc,1.9,0.635,0.746,0.6792,0.8883,0.734,0.76,0.5231,0.6258,0.7971,0.7286,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00384,Blockchain_Developer,Blockchain Developer,F,22-25,2,BSc,7.9,0.839,0.8563,0.7157,1.0,0.6956,1.0,0.7969,0.8426,0.886,0.8686,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00385,Blockchain_Developer,Blockchain Developer,M,31-35,3,MSc,3.5,0.854,0.8325,0.6892,0.8076,0.8216,1.0,0.9704,0.957,0.7771,0.8491,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00386,Blockchain_Developer,Blockchain Developer,F,31-35,2,BSc,5.5,0.473,0.8288,0.6346,0.7545,0.5492,1.0,0.7025,0.7688,0.7334,0.7476,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00387,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,0.2,0.677,0.7645,0.5728,0.9871,0.6308,0.08,0.5941,0.4454,0.8183,0.6691,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00388,Blockchain_Developer,Blockchain Developer,M,36-40,2,BSc,6.7,0.61,0.8859,0.7007,0.9859,0.604,1.0,0.6807,0.765,0.8803,0.8342,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00389,Blockchain_Developer,Blockchain Developer,F,36-40,3,MSc,0.8,0.612,0.8423,0.6127,1.0,0.7248,0.32,0.7346,0.6088,0.8523,0.7549,0,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00390,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,1.2,0.708,0.7455,0.803,0.7172,0.6432,0.48,0.7949,0.6777,0.7486,0.7202,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00391,Blockchain_Developer,Blockchain Developer,F,31-35,3,MSc,2.2,0.741,0.6841,0.8914,0.9317,0.7764,0.88,0.5175,0.6651,0.8701,0.7881,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00392,Blockchain_Developer,Blockchain Developer,F,36-40,1,Diploma,2.9,0.707,0.6252,0.8663,0.8649,0.5228,1.0,0.4748,0.6396,0.8174,0.7463,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00393,Blockchain_Developer,Blockchain Developer,M,26-30,2,BSc,0.8,0.766,0.9342,0.6944,0.98,0.6664,0.32,0.7057,0.5841,0.8852,0.7648,0,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00394,Blockchain_Developer,Blockchain Developer,M,46+,2,BSc,0.0,0.571,0.7794,0.699,0.7432,0.5884,0.0,0.7244,0.4867,0.7372,0.637,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00395,Blockchain_Developer,Blockchain Developer,M,31-35,3,MSc,1.5,0.766,0.7668,0.8462,0.9054,0.7864,0.6,0.8105,0.7437,0.8599,0.8134,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00396,Blockchain_Developer,Blockchain Developer,F,36-40,4,PhD,5.1,0.842,0.8553,0.6741,1.0,0.9368,1.0,0.7312,0.8427,0.8733,0.8611,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00397,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,2.9,0.695,0.8824,0.6573,0.8103,0.638,1.0,0.6978,0.7795,0.7788,0.7791,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00398,Blockchain_Developer,Blockchain Developer,F,36-40,3,MSc,3.1,0.627,0.554,0.7604,0.6597,0.7308,1.0,0.5423,0.7079,0.6688,0.6844,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00399,Blockchain_Developer,Blockchain Developer,M,26-30,2,BSc,4.3,0.57,0.6216,0.6541,0.8766,0.588,1.0,0.745,0.7979,0.7589,0.7745,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00400,Blockchain_Developer,Blockchain Developer,M,22-25,2,BSc,7.4,0.81,0.7988,0.7673,0.961,0.684,1.0,0.8032,0.8444,0.8704,0.86,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00401,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,4.0,0.579,0.5297,0.852,0.7605,0.5916,1.0,0.4491,0.6357,0.7418,0.6994,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00402,Blockchain_Developer,Blockchain Developer,M,26-30,2,BSc,0.0,0.83,0.7511,0.6711,0.6008,0.692,0.0,0.6608,0.4672,0.652,0.5781,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00403,Blockchain_Developer,Blockchain Developer,F,31-35,2,BSc,2.7,0.711,0.7927,0.752,0.7123,0.6444,1.0,0.7397,0.8035,0.7403,0.7656,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00404,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,2.8,0.73,0.6009,0.7624,0.8308,0.652,1.0,0.651,0.7559,0.7643,0.7609,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00405,Blockchain_Developer,Blockchain Developer,M,22-25,3,MSc,4.8,0.723,0.8644,0.9489,1.0,0.7692,1.0,0.9931,0.9616,0.9576,0.9592,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00406,Blockchain_Developer,Blockchain Developer,M,41-45,2,BSc,5.0,0.756,0.6404,0.6244,0.7696,0.6624,1.0,0.527,0.6892,0.7002,0.6958,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00407,Blockchain_Developer,Blockchain Developer,M,26-30,2,BSc,5.3,0.741,0.7754,0.7646,0.8598,0.6564,1.0,0.8819,0.8835,0.8144,0.842,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00408,Blockchain_Developer,Blockchain Developer,M,22-25,2,BSc,3.8,0.61,0.8112,0.8738,0.7874,0.604,1.0,0.8071,0.8345,0.8181,0.8247,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00409,Blockchain_Developer,Blockchain Developer,F,36-40,2,BSc,3.4,0.704,0.7974,0.7169,0.887,0.6416,1.0,0.7023,0.7825,0.818,0.8038,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00410,Blockchain_Developer,Blockchain Developer,M,31-35,4,PhD,4.1,0.755,0.8394,0.7384,0.959,0.902,1.0,0.9365,0.9504,0.8689,0.9015,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00411,Blockchain_Developer,Blockchain Developer,M,36-40,2,BSc,2.7,0.753,0.8532,0.6886,0.8663,0.6612,1.0,0.6919,0.7797,0.8104,0.7981,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00412,Blockchain_Developer,Blockchain Developer,F,31-35,2,BSc,5.1,0.671,0.8595,0.8001,0.9096,0.6284,1.0,0.7308,0.7962,0.8667,0.8385,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00413,Blockchain_Developer,Blockchain Developer,M,31-35,3,MSc,5.4,0.758,0.9216,0.762,1.0,0.7832,1.0,0.9317,0.9299,0.9129,0.9197,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00414,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,2.9,0.602,0.7489,0.8247,0.8108,0.6008,1.0,0.51,0.6706,0.8026,0.7498,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00415,Blockchain_Developer,Blockchain Developer,M,36-40,2,BSc,5.7,0.75,0.6768,0.8798,1.0,0.66,1.0,0.748,0.8104,0.8993,0.8637,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00416,Blockchain_Developer,Blockchain Developer,F,46+,2,BSc,4.4,0.857,0.8715,0.7825,0.8573,0.7028,1.0,0.7951,0.8427,0.8377,0.8397,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00417,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,7.1,0.656,0.8176,0.9302,1.0,0.6224,1.0,0.8132,0.8406,0.9426,0.9018,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00418,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,2.8,0.753,0.725,0.6911,0.8399,0.6612,1.0,0.5588,0.7065,0.7723,0.746,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00419,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,1.3,0.789,0.6717,0.7583,0.8908,0.6756,0.52,0.5782,0.5754,0.8072,0.7145,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00420,Blockchain_Developer,Blockchain Developer,F,31-35,2,BSc,2.2,0.582,0.7331,0.5863,0.8946,0.5928,0.88,0.6571,0.7143,0.7698,0.7476,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00421,Blockchain_Developer,Blockchain Developer,F,26-30,1,Diploma,6.8,0.398,0.7912,0.7486,0.9928,0.3992,1.0,0.7307,0.7618,0.8792,0.8322,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00422,Blockchain_Developer,Blockchain Developer,F,22-25,2,BSc,0.0,0.656,0.7535,0.8041,0.8079,0.6224,0.0,0.5144,0.3763,0.7959,0.6281,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00423,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,2.4,0.654,0.8891,0.6453,0.9297,0.6216,0.96,0.695,0.7635,0.8363,0.8072,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00424,Blockchain_Developer,Blockchain Developer,F,31-35,1,Diploma,5.6,0.337,0.8504,0.7151,0.895,0.3748,1.0,0.4408,0.5987,0.8321,0.7387,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00425,Blockchain_Developer,Blockchain Developer,F,22-25,2,BSc,2.3,0.775,0.6218,0.7473,0.7655,0.67,0.92,0.451,0.6246,0.7313,0.6886,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00426,Blockchain_Developer,Blockchain Developer,F,22-25,1,Diploma,2.9,0.555,0.8004,0.6875,0.744,0.462,1.0,0.7092,0.7594,0.7383,0.7467,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00427,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,4.5,0.697,0.7847,0.8535,0.9252,0.6388,1.0,0.6932,0.7771,0.8756,0.8362,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00428,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,3.1,0.514,0.9701,0.6376,0.8046,0.5656,1.0,0.793,0.821,0.7876,0.801,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00429,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,4.2,0.825,1.0,0.735,0.9194,0.69,1.0,0.6604,0.7667,0.8802,0.8348,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00430,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,3.0,0.669,0.8248,0.5318,0.617,0.6276,1.0,0.5451,0.6939,0.633,0.6574,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00431,Blockchain_Developer,Blockchain Developer,F,26-30,2,BSc,5.9,0.876,0.7147,0.8156,1.0,0.7104,1.0,0.7893,0.8407,0.8876,0.8688,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00432,Blockchain_Developer,Blockchain Developer,M,36-40,2,BSc,2.9,0.738,0.7705,0.7375,0.8656,0.6552,1.0,0.6767,0.7705,0.8082,0.7931,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00433,Blockchain_Developer,Blockchain Developer,M,22-25,2,BSc,0.8,0.711,0.7408,0.5774,0.6379,0.6444,0.32,0.4974,0.4662,0.6403,0.5707,0,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00434,Blockchain_Developer,Blockchain Developer,F,31-35,3,MSc,0.2,0.871,0.6771,0.7358,0.8228,0.8284,0.08,0.6909,0.5283,0.7676,0.6719,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00435,Blockchain_Developer,Blockchain Developer,F,26-30,3,MSc,2.4,0.744,0.843,0.7776,1.0,0.7776,0.96,0.6968,0.7879,0.9019,0.8563,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00436,Blockchain_Developer,Blockchain Developer,M,31-35,4,PhD,6.8,0.764,0.8802,0.9821,1.0,0.9056,1.0,0.8565,0.9069,0.9707,0.9452,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00437,Blockchain_Developer,Blockchain Developer,M,22-25,2,BSc,2.5,0.688,0.795,0.783,0.8838,0.6352,1.0,0.8085,0.84,0.8358,0.8375,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00438,Blockchain_Developer,Blockchain Developer,F,26-30,3,MSc,2.3,0.785,0.9111,0.7769,0.7331,0.794,0.92,0.6517,0.7535,0.7818,0.7705,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00439,Blockchain_Developer,Blockchain Developer,M,31-35,2,BSc,3.0,0.681,0.8709,0.8843,0.7713,0.6324,1.0,0.4871,0.6628,0.8251,0.7602,1,1,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00440,Blockchain_Developer,Blockchain Developer,M,36-40,3,MSc,1.9,0.776,0.9012,0.5538,0.8605,0.7904,0.76,0.78,0.7756,0.7766,0.7762,1,3,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00441,Blockchain_Developer,Blockchain Developer,F,41-45,2,BSc,0.0,0.616,0.7548,0.7755,0.8995,0.6064,0.0,0.6927,0.4719,0.8334,0.6888,0,0,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
BLO00442,Blockchain_Developer,Blockchain Developer,F,36-40,3,MSc,3.6,0.807,0.7556,0.7083,1.0,0.8028,1.0,0.6182,0.7604,0.8636,0.8223,1,2,0.15,0.3,0.55,0.2,0.3,0.5,0.4,0.6
