date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent
2020-06-25,Central,11.65,26.77,424.54,2.0,83.07
2020-06-26,East,22.15,52.89,424.83,1.92,87.68
2020-06-27,North,15.81,3.09,420.68,1.76,62.97
2020-06-28,South,14.23,52.48,422.88,2.29,62.38
2020-06-29,North,11.9,76.07,423.23,2.49,64.04
2020-06-30,East,14.7,78.02,424.73,2.27,44.91
2020-07-01,Central,11.31,61.93,424.79,2.08,61.51
2020-07-02,East,25.28,82.23,425.48,2.15,85.58
2020-07-03,South,16.83,123.65,424.92,2.48,62.98
2020-07-04,West,16.69,102.81,422.59,2.15,52.52
2020-07-05,North,19.27,46.94,426.72,1.74,70.96
2020-07-06,Central,20.77,23.72,426.47,2.04,56.99
2020-07-07,West,20.7,49.85,422.68,2.11,64.2
2020-07-08,East,21.22,36.33,425.07,1.62,49.77
2020-07-09,Central,14.4,71.28,423.69,1.84,52.56
2020-07-10,West,15.73,30.47,424.8,2.25,73.85
2020-07-11,Central,20.0,58.18,426.18,1.38,66.39
2020-07-12,South,14.81,80.95,427.81,1.55,55.69
2020-07-13,South,16.9,57.48,425.75,1.87,66.43
2020-07-14,North,18.52,36.34,425.07,2.03,57.71
2020-07-15,North,20.07,89.37,424.13,1.52,55.59
2020-07-16,South,9.81,13.03,424.92,1.89,78.97
2020-07-17,Central,19.78,51.81,426.7,2.27,74.39
2020-07-18,South,15.99,58.96,424.6,1.95,64.74
2020-07-19,North,19.76,60.4,423.35,2.21,66.73
2020-07-20,South,20.03,64.51,422.25,1.75,64.9
2020-07-21,South,23.36,75.26,425.46,1.68,70.84
2020-07-22,Central,22.34,59.11,425.07,2.18,55.41
2020-07-23,West,22.31,50.8,423.74,2.04,75.35
2020-07-24,North,22.7,49.81,426.26,1.57,69.24
2020-07-25,Central,18.09,44.71,424.1,1.69,61.84
2020-07-26,South,17.06,79.69,424.54,2.4,59.15
2020-07-27,South,20.42,43.84,424.72,1.65,75.09
2020-07-28,West,19.86,81.17,424.23,2.21,63.19
2020-07-29,North,15.7,60.47,425.12,1.79,56.61
2020-07-30,North,18.55,46.97,426.5,1.93,60.39
2020-07-31,East,16.79,75.46,423.07,2.02,74.23
2020-08-01,North,13.52,41.81,425.52,1.3,45.67
2020-08-02,West,22.1,75.95,425.06,1.49,60.74
2020-08-03,East,17.15,65.32,425.04,1.96,77.85
2020-08-04,East,25.13,45.09,426.13,1.72,62.98
2020-08-05,South,10.43,73.22,424.9,2.23,68.27
2020-08-06,South,14.71,73.66,425.56,1.45,78.04
2020-08-07,North,17.07,88.94,425.92,2.11,75.71
2020-08-08,East,21.49,84.15,424.1,1.52,59.72
2020-08-09,South,18.53,72.28,425.31,1.83,63.44
2020-08-10,West,18.18,31.81,424.5,1.62,75.86
2020-08-11,South,12.43,121.21,424.68,2.51,76.27
2020-08-12,South,12.31,24.91,424.41,1.54,63.94
2020-08-13,East,18.23,83.73,425.61,1.9,64.36
2020-08-14,East,11.48,70.78,425.03,1.42,68.21
2020-08-15,Central,14.81,30.65,425.51,2.42,81.4
2020-08-16,West,18.94,56.89,424.9,2.06,77.81
2020-08-17,East,13.01,58.03,422.53,1.98,73.32
2020-08-18,North,23.36,92.64,424.99,2.38,52.06
2020-08-19,West,21.84,42.17,425.05,1.99,61.7
2020-08-20,West,10.66,53.45,425.33,2.01,62.33
2020-08-21,East,13.21,1.6,424.08,1.98,82.02
2020-08-22,West,7.8,103.37,423.19,2.11,62.13
2020-08-23,East,13.81,33.24,425.93,1.8,80.04
2020-08-24,South,20.01,68.17,424.59,1.88,58.15
2020-08-25,Central,15.29,57.46,425.26,2.19,59.11
2020-08-26,South,18.79,57.55,424.59,2.03,70.78
2020-08-27,East,10.86,80.25,425.02,1.91,83.82
2020-08-28,East,20.14,101.78,424.36,1.53,62.46
2020-08-29,South,14.73,66.29,423.59,2.4,34.25
2020-08-30,North,17.0,76.38,425.76,1.75,46.23
2020-08-31,North,16.58,68.22,424.16,2.24,68.58
2020-09-01,North,11.86,85.44,425.32,2.0,47.3
2020-09-02,East,12.34,48.43,425.7,1.56,54.61
2020-09-03,West,20.82,86.88,424.21,2.33,65.15
2020-09-04,East,18.55,87.76,423.29,2.03,35.61
2020-09-05,West,21.15,87.06,428.75,2.35,60.44
2020-09-06,South,18.25,43.5,424.32,1.9,51.02
2020-09-07,Central,17.52,55.79,426.06,2.16,47.01
2020-09-08,West,10.05,65.99,428.04,1.42,55.37
2020-09-09,North,15.87,25.73,426.33,1.8,52.17
2020-09-10,East,16.84,99.87,424.7,1.57,70.63
2020-09-11,South,24.77,59.69,425.06,1.84,79.36
2020-09-12,North,19.7,67.1,423.92,2.1,60.63
2020-09-13,South,23.1,45.57,426.5,1.77,57.85
2020-09-14,Central,19.35,26.83,426.04,2.21,60.03
2020-09-15,East,14.11,44.9,424.43,1.7,51.7
2020-09-16,East,17.42,65.48,423.64,2.22,49.54
2020-09-17,Central,17.9,76.84,423.23,2.35,45.25
2020-09-18,East,13.2,64.04,426.7,2.26,49.05
2020-09-19,West,15.42,68.67,425.41,1.85,84.58
2020-09-20,South,16.13,51.57,425.56,1.32,56.71
2020-09-21,North,23.38,72.41,424.02,2.13,29.7
2020-09-22,Central,8.64,97.07,423.06,1.92,57.96
2020-09-23,West,21.78,77.62,426.71,1.67,45.92
2020-09-24,North,13.21,80.24,425.34,1.79,65.71
2020-09-25,North,11.47,67.35,426.65,2.39,64.42
2020-09-26,Central,21.68,22.42,424.72,1.62,65.67
2020-09-27,West,19.89,33.88,424.95,2.1,64.51
2020-09-28,North,21.98,71.37,426.38,2.03,60.53
2020-09-29,North,20.17,59.73,426.42,1.86,47.53
2020-09-30,West,25.2,71.0,426.53,2.16,64.1
2020-10-01,East,19.2,101.91,424.9,2.45,77.23
2020-10-02,North,16.34,78.15,426.27,1.88,86.76
2020-10-03,South,18.34,91.47,427.02,1.89,62.14
2020-10-04,West,21.94,62.37,425.21,2.15,63.44
2020-10-05,North,13.85,39.82,424.61,2.24,71.01
2020-10-06,Central,14.36,58.55,427.4,1.93,82.92
2020-10-07,South,15.73,39.88,424.41,1.87,59.16
2020-10-08,North,8.55,98.96,426.35,1.3,73.31
2020-10-09,South,17.52,79.76,425.33,1.73,55.13
2020-10-10,South,9.42,73.01,422.66,1.63,68.96
2020-10-11,East,17.18,90.9,427.12,2.17,76.65
2020-10-12,South,20.43,9.5,421.3,1.9,49.51
2020-10-13,East,15.06,74.7,422.47,1.88,58.7
2020-10-14,West,23.68,27.23,426.25,1.97,76.46
2020-10-15,East,11.13,59.82,426.26,1.71,72.39
2020-10-16,Central,21.74,52.21,424.52,2.44,77.43
2020-10-17,North,19.67,76.54,425.71,2.36,75.18
2020-10-18,West,10.11,65.7,421.7,2.46,60.91
2020-10-19,West,27.82,93.63,426.56,2.18,91.39
2020-10-20,Central,16.72,44.95,425.89,1.96,66.64
2020-10-21,East,13.46,77.73,425.45,2.46,28.33
2020-10-22,North,11.35,64.06,425.56,1.77,61.61
2020-10-23,East,16.09,19.12,426.28,1.71,59.37
2020-10-24,South,16.47,37.03,425.5,1.79,74.54
2020-10-25,East,17.39,56.25,422.75,2.13,59.59
2020-10-26,West,15.78,87.81,428.86,1.75,78.19
2020-10-27,North,19.51,71.59,427.38,1.93,71.7
2020-10-28,East,15.43,30.81,423.66,1.5,53.0
2020-10-29,North,9.24,56.49,425.08,2.12,63.32
2020-10-30,North,16.38,110.45,425.25,1.52,55.69
2020-10-31,South,7.51,62.78,427.23,1.7,67.22
2020-11-01,South,18.39,51.82,422.38,2.34,55.62
2020-11-02,West,13.06,72.29,424.88,2.33,65.89
2020-11-03,Central,17.63,79.08,423.0,2.09,61.73
2020-11-04,North,22.24,48.6,425.22,2.06,63.17
2020-11-05,Central,13.19,72.56,424.95,1.82,89.61
2020-11-06,West,21.23,51.78,425.78,1.75,60.67
2020-11-07,North,15.25,77.98,424.77,1.87,41.79
2020-11-08,North,24.0,64.24,424.56,1.53,77.19
2020-11-09,Central,15.52,72.05,426.62,2.06,77.1
2020-11-10,East,13.62,41.02,426.38,2.0,41.25
2020-11-11,South,19.73,39.47,426.54,1.7,56.59
2020-11-12,East,15.24,83.64,425.45,2.46,70.23
2020-11-13,Central,13.62,58.02,424.87,2.17,71.29
2020-11-14,South,15.07,67.13,425.56,2.19,64.94
2020-11-15,East,16.81,52.34,426.5,1.84,65.21
2020-11-16,South,22.36,82.47,422.49,1.99,53.74
2020-11-17,North,9.25,44.8,426.36,2.18,36.2
2020-11-18,East,17.08,56.61,426.24,2.03,89.59
2020-11-19,South,19.49,79.65,425.88,2.47,53.38
2020-11-20,South,17.76,89.32,425.57,1.93,67.12
2020-11-21,South,22.23,46.91,421.95,1.84,63.09
2020-11-22,East,16.69,108.99,425.15,2.18,75.77
2020-11-23,West,16.25,67.83,428.5,1.61,66.38
2020-11-24,East,19.36,33.93,425.85,2.27,66.84
2020-11-25,Central,17.39,69.23,425.38,1.6,33.39
2020-11-26,East,15.43,50.43,425.87,2.18,55.0
2020-11-27,South,19.06,70.85,426.39,1.8,73.94
2020-11-28,North,14.38,58.93,426.85,2.14,72.86
2020-11-29,East,14.55,61.86,425.53,2.27,53.58
2020-11-30,East,14.88,37.21,426.52,2.04,46.06
2020-12-01,South,22.41,84.75,428.41,1.63,66.52
2020-12-02,North,4.11,31.1,427.41,1.73,30.12
2020-12-03,North,18.58,32.28,429.42,1.78,51.22
2020-12-04,Central,17.13,69.18,424.93,1.43,86.12
2020-12-05,East,10.27,100.07,428.44,2.33,82.34
2020-12-06,North,18.24,51.19,424.75,2.03,70.85
2020-12-07,North,18.9,77.52,426.47,1.66,68.69
2020-12-08,West,19.36,86.83,427.05,2.43,41.6
2020-12-09,West,6.39,80.37,425.2,1.79,56.11
2020-12-10,North,22.46,52.22,426.1,2.07,61.46
2020-12-11,Central,14.05,32.72,427.35,1.75,56.37
2020-12-12,North,19.75,4.81,424.92,1.39,60.8
2020-12-13,South,19.96,53.43,428.5,1.59,80.59
2020-12-14,East,13.49,89.45,423.93,1.87,58.5
2020-12-15,Central,19.64,31.9,428.93,2.27,60.91
2020-12-16,South,15.46,77.51,427.53,2.11,73.87
2020-12-17,Central,8.72,36.25,425.9,2.04,47.97
2020-12-18,South,21.67,62.65,425.44,1.4,54.92
2020-12-19,East,13.9,77.69,425.29,2.38,56.15
2020-12-20,East,13.59,43.51,425.86,2.07,65.67
2020-12-21,West,15.39,64.26,426.0,1.97,60.86
2020-12-22,South,18.09,49.62,427.96,2.34,61.24
2020-12-23,West,16.78,77.63,429.04,2.38,57.02
2020-12-24,South,19.2,65.88,426.4,2.35,52.15
2020-12-25,West,11.65,61.41,424.84,1.93,72.31
2020-12-26,East,14.04,98.96,425.3,1.71,60.95
2020-12-27,Central,16.54,76.56,425.85,2.3,72.43
2020-12-28,West,24.6,42.74,424.59,1.6,51.66
2020-12-29,South,16.55,57.85,424.37,2.59,57.02
2020-12-30,South,21.35,58.1,429.3,2.02,62.35
2020-12-31,East,17.16,62.01,426.61,1.69,63.47
2021-01-01,South,15.07,123.11,424.92,1.64,74.05
2021-01-02,North,16.02,69.27,427.4,1.63,59.83
2021-01-03,Central,16.34,9.1,424.42,2.05,73.96
2021-01-04,West,19.43,46.43,424.55,2.01,69.5
2021-01-05,Central,22.51,11.69,425.0,1.64,63.72
2021-01-06,East,18.45,51.76,428.7,1.9,53.58
2021-01-07,West,21.76,10.32,425.84,1.6,74.08
2021-01-08,West,13.15,38.21,422.57,2.19,53.88
2021-01-09,North,15.35,21.98,428.06,2.0,64.74
2021-01-10,East,14.12,69.6,425.79,1.9,64.35
2021-01-11,South,18.27,60.01,423.49,1.63,62.51
2021-01-12,North,15.58,67.57,425.79,1.92,60.33
2021-01-13,North,19.93,57.39,427.06,1.89,55.14
2021-01-14,Central,13.29,25.14,426.89,2.11,45.6
2021-01-15,Central,17.19,72.84,428.99,2.07,81.85
2021-01-16,Central,19.76,108.06,425.03,2.25,59.1
2021-01-17,North,8.76,70.23,426.38,1.87,63.46
2021-01-18,South,25.5,49.35,425.27,1.46,63.39
2021-01-19,West,15.89,24.3,424.02,2.32,78.15
2021-01-20,Central,8.92,37.3,427.67,1.74,88.2
2021-01-21,South,17.65,71.33,427.04,1.69,66.92
2021-01-22,East,17.15,86.83,426.78,2.01,63.12
2021-01-23,Central,16.69,66.52,427.01,2.11,51.52
2021-01-24,West,20.99,80.0,425.35,1.86,47.68
2021-01-25,East,20.01,77.69,424.88,1.86,43.71
2021-01-26,East,18.21,72.66,426.45,1.9,55.45
2021-01-27,West,18.82,43.54,428.15,2.45,39.91
2021-01-28,Central,16.61,64.35,428.82,2.02,77.95
2021-01-29,North,24.13,38.79,427.61,1.73,70.08
2021-01-30,West,11.11,60.44,426.47,1.74,61.98
2021-01-31,West,17.58,68.27,426.84,1.95,78.31
2021-02-01,West,17.29,101.97,426.47,2.1,52.15
2021-02-02,East,20.28,27.26,424.92,2.17,55.16
2021-02-03,South,13.65,72.04,426.5,2.06,41.79
2021-02-04,North,10.05,97.03,424.47,1.77,74.29
2021-02-05,Central,17.65,78.97,426.3,1.9,55.28
2021-02-06,Central,18.15,80.82,428.95,2.25,65.19
2021-02-07,South,22.99,74.69,427.74,1.68,77.03
2021-02-08,West,11.95,92.46,425.13,1.89,81.45
2021-02-09,North,21.65,32.81,426.41,2.21,64.65
2021-02-10,Central,26.5,25.35,425.28,2.29,69.61
2021-02-11,Central,15.52,59.84,426.44,1.97,54.15
2021-02-12,West,11.87,5.97,428.11,1.91,85.2
2021-02-13,South,15.4,90.77,427.54,1.63,63.01
2021-02-14,North,17.09,90.52,430.29,2.19,65.96
2021-02-15,South,19.29,49.17,428.36,2.43,60.12
2021-02-16,South,14.67,50.73,426.89,2.8,79.39
2021-02-17,North,23.25,58.19,427.61,2.15,67.4
2021-02-18,North,12.58,61.3,426.3,2.02,74.13
2021-02-19,Central,10.08,63.18,424.92,1.76,69.25
2021-02-20,Central,21.46,73.96,428.58,1.47,62.36
2021-02-21,North,7.94,55.68,428.14,2.09,76.15
2021-02-22,East,16.22,83.58,426.28,2.74,69.14
2021-02-23,Central,29.51,71.15,427.06,2.42,53.47
2021-02-24,East,16.99,44.83,428.52,2.37,53.13
2021-02-25,North,12.55,93.38,427.93,2.11,66.79
2021-02-26,Central,16.81,26.04,424.48,2.15,75.89
2021-02-27,South,16.83,57.7,427.05,1.31,84.67
2021-02-28,North,17.68,84.17,426.44,2.27,43.67
2021-03-01,West,19.69,41.92,428.37,1.87,65.31
2021-03-02,East,12.88,67.74,428.26,1.83,70.88
2021-03-03,North,23.79,73.58,428.7,1.94,68.55
2021-03-04,North,18.02,38.49,425.05,1.93,77.11
2021-03-05,Central,19.95,58.19,425.56,1.83,72.87
2021-03-06,Central,14.53,56.09,428.42,2.05,53.17
2021-03-07,Central,22.19,46.21,425.87,1.87,52.82
2021-03-08,West,16.01,117.54,424.48,2.07,68.75
2021-03-09,Central,18.15,40.92,427.57,1.6,76.89
2021-03-10,North,13.31,85.12,425.96,1.98,66.72
2021-03-11,Central,13.06,50.18,429.48,1.72,46.06
2021-03-12,South,19.8,32.83,427.24,1.85,52.43
2021-03-13,Central,15.27,62.57,427.05,2.09,73.3
2021-03-14,West,13.63,76.23,426.26,1.56,60.82
2021-03-15,South,14.47,83.01,429.21,1.8,66.42
2021-03-16,North,19.84,99.06,427.37,2.22,77.79
2021-03-17,North,14.53,133.63,426.23,1.62,50.57
2021-03-18,East,16.58,66.26,425.66,2.58,60.03
2021-03-19,South,17.11,43.42,426.75,2.41,58.73
2021-03-20,East,9.38,71.32,425.4,1.9,69.26
2021-03-21,South,11.16,53.34,428.42,1.81,74.27
2021-03-22,South,18.39,83.15,424.18,2.11,47.24
2021-03-23,West,14.1,27.57,426.69,1.62,64.93
2021-03-24,East,21.28,119.21,427.82,1.45,75.43
2021-03-25,West,20.92,81.4,427.43,1.91,42.74
2021-03-26,South,19.93,17.9,425.85,2.01,64.23
2021-03-27,North,24.33,42.27,427.92,2.08,50.41
2021-03-28,South,16.72,80.4,425.61,1.87,57.3
2021-03-29,West,19.65,89.41,426.92,2.44,34.94
2021-03-30,East,14.72,28.19,427.94,1.6,81.71
2021-03-31,East,26.86,77.83,427.66,1.71,60.73
2021-04-01,West,24.99,11.32,425.97,2.2,55.31
2021-04-02,East,17.1,57.77,428.78,1.71,68.94
2021-04-03,Central,18.6,87.8,427.13,1.7,52.49
2021-04-04,North,22.49,46.21,428.12,2.09,51.35
2021-04-05,North,16.47,22.33,429.31,1.74,83.12
2021-04-06,North,14.43,63.66,428.7,2.02,86.7
2021-04-07,East,20.55,44.88,428.71,1.85,57.9
2021-04-08,East,17.37,75.74,427.33,1.8,77.81
2021-04-09,South,17.79,37.87,428.24,1.43,69.27
2021-04-10,South,13.72,40.68,427.38,2.1,48.03
2021-04-11,North,10.19,9.47,425.26,1.69,53.86
2021-04-12,Central,18.0,64.25,427.53,2.01,83.61
2021-04-13,South,20.68,55.98,427.47,1.91,47.88
2021-04-14,South,16.16,30.29,427.97,2.0,92.37
2021-04-15,East,22.81,64.84,426.91,2.02,58.14
2021-04-16,Central,14.25,85.68,425.97,2.12,83.97
2021-04-17,North,12.84,54.61,428.11,1.84,61.33
2021-04-18,South,16.79,66.7,425.16,2.44,74.6
2021-04-19,Central,16.73,66.83,429.33,1.51,81.74
2021-04-20,Central,20.14,29.89,426.8,2.0,81.68
2021-04-21,North,13.96,111.41,427.53,2.32,57.99
2021-04-22,Central,22.54,48.23,428.01,2.21,54.71
2021-04-23,Central,24.93,76.4,428.06,1.77,64.03
2021-04-24,Central,16.91,79.23,425.07,1.82,49.39
2021-04-25,South,22.07,56.51,428.43,1.76,67.87
2021-04-26,North,12.84,75.17,427.66,2.25,55.15
2021-04-27,Central,21.37,66.15,426.26,1.85,77.99
2021-04-28,Central,21.26,24.56,426.1,2.14,58.16
2021-04-29,South,20.52,51.69,426.73,2.15,44.09
2021-04-30,North,17.01,44.69,425.29,2.78,81.81
2021-05-01,East,5.25,48.46,429.83,2.16,67.2
2021-05-02,South,14.5,27.4,429.49,1.83,65.35
2021-05-03,North,14.57,88.16,427.95,1.63,78.13
2021-05-04,Central,13.16,100.05,426.94,1.99,75.46
2021-05-05,North,17.56,84.45,426.99,2.04,55.86
2021-05-06,North,15.4,91.76,428.43,1.41,59.6
2021-05-07,North,13.77,51.38,429.94,1.86,51.64
2021-05-08,East,12.84,44.09,426.46,2.16,47.43
2021-05-09,North,14.21,40.54,425.65,1.91,71.94
2021-05-10,East,21.56,76.1,429.65,2.36,69.71
2021-05-11,Central,14.43,65.68,424.66,1.61,74.13
2021-05-12,East,15.02,58.07,425.84,2.28,80.38
2021-05-13,Central,15.25,92.38,426.99,2.35,74.29
2021-05-14,Central,18.43,70.12,425.03,2.36,75.36
2021-05-15,East,18.9,39.03,429.04,1.61,40.06
2021-05-16,South,4.9,42.98,428.67,2.17,61.32
2021-05-17,West,21.16,77.05,426.53,1.88,76.57
2021-05-18,North,22.82,86.04,429.32,1.66,50.98
2021-05-19,West,12.88,73.79,429.59,1.95,66.1
2021-05-20,North,13.19,107.42,427.25,1.81,71.23
2021-05-21,North,15.28,100.88,426.75,2.36,70.31
2021-05-22,Central,14.06,71.03,430.83,2.23,69.43
2021-05-23,North,17.98,39.04,428.53,1.73,72.19
2021-05-24,North,9.29,27.25,427.84,1.86,67.17
2021-05-25,East,12.61,50.32,429.51,1.97,47.44
2021-05-26,West,23.24,78.83,427.93,2.06,71.08
2021-05-27,East,13.37,105.67,426.73,2.38,68.42
2021-05-28,North,22.06,70.44,427.61,2.29,47.6
2021-05-29,Central,18.5,89.22,429.06,2.1,81.56
2021-05-30,East,9.85,53.87,424.52,2.01,71.41
2021-05-31,East,19.63,75.57,427.09,1.55,48.44
2021-06-01,South,16.61,80.58,429.6,2.47,55.19
2021-06-02,North,15.26,10.51,426.77,1.95,58.23
2021-06-03,Central,18.07,49.66,429.87,2.55,58.22
2021-06-04,East,18.98,83.74,429.68,2.15,68.52
2021-06-05,East,19.92,66.86,427.47,2.69,53.28
2021-06-06,Central,21.8,30.09,426.72,2.27,78.54
2021-06-07,North,18.72,0.75,427.15,1.66,77.55
2021-06-08,South,11.59,50.86,431.59,1.9,72.43
2021-06-09,East,15.19,58.21,430.41,2.04,65.53
2021-06-10,South,28.86,37.9,427.8,1.83,76.25
2021-06-11,West,19.99,63.58,426.71,1.98,61.69
2021-06-12,North,26.57,72.66,427.8,1.68,56.31
2021-06-13,West,22.67,76.77,428.0,2.09,79.28
2021-06-14,West,18.06,1.1,425.78,2.16,68.81
2021-06-15,West,18.3,27.14,427.77,1.79,56.79
2021-06-16,North,16.95,52.38,429.65,2.67,59.99
2021-06-17,North,10.14,74.3,424.97,2.11,56.16
2021-06-18,Central,17.17,72.23,428.92,1.85,89.27
2021-06-19,South,21.94,71.8,429.75,1.61,65.05
2021-06-20,South,14.7,50.41,426.86,2.11,66.89
2021-06-21,Central,18.74,51.81,430.25,2.02,73.65
2021-06-22,Central,20.5,41.79,426.68,2.33,50.42
2021-06-23,West,13.46,79.2,428.39,2.05,78.16
2021-06-24,Central,15.29,36.99,427.28,1.74,57.71
2021-06-25,East,13.03,81.25,427.28,2.6,86.96
2021-06-26,South,13.81,65.2,426.83,2.23,61.25
2021-06-27,Central,11.95,58.87,428.81,2.02,77.45
2021-06-28,East,13.5,43.58,429.04,2.15,35.04
2021-06-29,East,22.78,26.11,427.68,2.24,50.9
2021-06-30,East,13.44,43.81,425.75,1.67,61.48
2021-07-01,East,17.61,51.75,428.4,2.15,40.63
2021-07-02,West,15.09,0.77,428.44,1.97,72.21
2021-07-03,East,21.82,55.07,427.49,2.25,68.76
2021-07-04,West,22.35,83.11,430.63,1.88,53.11
2021-07-05,West,20.56,74.18,425.49,1.92,64.81
2021-07-06,East,18.33,47.59,424.52,2.6,74.68
2021-07-07,South,16.18,61.17,426.76,2.47,39.76
2021-07-08,East,12.34,46.1,428.93,1.11,49.72
2021-07-09,East,24.88,63.72,426.29,2.45,60.98
2021-07-10,East,14.07,98.5,426.41,2.08,65.28
2021-07-11,South,19.76,84.21,429.32,1.89,64.3
2021-07-12,North,21.34,73.02,428.59,1.8,75.67
2021-07-13,North,14.88,47.68,428.47,1.82,70.73
2021-07-14,West,21.26,78.75,429.09,1.9,73.36
2021-07-15,West,20.16,17.83,427.29,1.77,48.32
2021-07-16,South,24.02,53.69,427.37,1.7,66.74
2021-07-17,Central,15.23,74.59,429.16,1.8,61.31
2021-07-18,North,11.96,78.51,425.93,2.21,82.54
2021-07-19,West,15.09,76.75,424.75,2.12,67.09
2021-07-20,North,17.94,67.37,427.32,2.28,56.97
2021-07-21,South,17.34,55.11,429.37,2.09,75.23
2021-07-22,South,15.54,73.45,428.37,1.72,71.76
2021-07-23,Central,9.47,36.18,429.28,2.26,55.14
2021-07-24,Central,18.99,38.88,424.98,1.81,60.82
2021-07-25,South,25.0,61.54,428.49,2.31,61.02
2021-07-26,West,18.97,64.33,429.0,1.76,79.73
2021-07-27,North,19.55,14.36,426.01,1.91,67.44
2021-07-28,East,19.4,71.38,429.33,2.01,73.72
2021-07-29,Central,18.7,79.32,427.88,2.32,59.08
2021-07-30,East,20.84,58.07,432.67,2.17,69.02
2021-07-31,West,18.7,119.36,424.8,2.12,80.64
2021-08-01,Central,15.86,42.93,430.13,2.68,60.67
2021-08-02,East,13.93,50.97,427.5,1.56,66.38
2021-08-03,West,16.12,50.12,425.67,1.8,48.64
2021-08-04,North,18.37,58.1,427.31,1.79,55.81
2021-08-05,West,15.85,51.78,428.53,1.59,60.99
2021-08-06,Central,18.38,24.83,429.68,1.9,52.27
2021-08-07,South,18.88,46.34,430.71,2.32,80.86
2021-08-08,North,20.45,57.56,430.27,1.94,54.94
2021-08-09,East,22.25,90.71,426.7,2.02,74.44
2021-08-10,Central,17.43,115.06,429.85,1.6,67.24
2021-08-11,South,11.89,93.39,428.75,1.88,65.37
2021-08-12,West,15.74,40.62,427.19,1.98,82.83
2021-08-13,South,17.3,42.6,427.87,2.31,37.87
2021-08-14,Central,9.78,56.02,427.13,1.62,62.65
2021-08-15,Central,22.68,104.61,428.26,1.99,52.04
2021-08-16,South,17.69,55.86,427.12,2.45,41.46
2021-08-17,West,18.65,26.81,426.68,1.99,50.66
2021-08-18,South,22.59,47.47,428.95,1.49,65.21
2021-08-19,Central,14.6,78.93,429.18,2.51,56.3
2021-08-20,Central,19.42,77.25,427.97,2.35,75.76
2021-08-21,East,16.69,54.99,430.31,2.39,62.43
2021-08-22,East,16.39,77.09,427.88,1.6,61.1
2021-08-23,North,14.04,3.17,427.82,2.58,61.16
2021-08-24,Central,23.79,62.6,429.28,1.89,63.82
2021-08-25,East,15.63,81.52,428.1,1.97,59.98
2021-08-26,South,19.93,39.18,428.43,1.92,54.78
2021-08-27,West,9.63,39.09,424.53,2.41,76.87
2021-08-28,South,21.85,13.34,428.35,2.07,57.51
2021-08-29,West,21.34,99.75,425.59,2.27,60.4
2021-08-30,East,17.52,42.0,426.51,2.15,70.15
2021-08-31,North,16.22,66.03,426.34,2.1,68.82
2021-09-01,South,18.73,75.1,426.79,1.85,54.28
2021-09-02,South,26.29,97.8,427.54,2.68,74.06
2021-09-03,South,10.08,56.15,427.64,1.69,71.45
2021-09-04,West,20.26,46.51,429.38,2.26,67.14
2021-09-05,East,13.49,64.33,428.73,2.25,59.82
2021-09-06,South,17.05,92.1,425.55,2.48,60.12
2021-09-07,South,16.14,55.75,428.54,2.55,62.58
2021-09-08,North,15.42,36.13,428.9,2.09,50.22
2021-09-09,North,17.09,21.48,427.94,2.29,64.53
2021-09-10,East,12.6,29.47,428.35,2.66,75.71
2021-09-11,East,21.25,81.61,428.73,2.12,75.52
2021-09-12,Central,9.96,51.98,429.6,1.82,60.43
2021-09-13,North,19.3,44.81,426.1,2.02,77.77
2021-09-14,Central,15.83,42.1,428.11,1.75,87.87
2021-09-15,West,12.45,62.13,430.75,2.25,61.21
2021-09-16,Central,17.95,54.01,430.62,2.46,73.3
2021-09-17,South,10.91,53.17,429.78,2.1,37.85
2021-09-18,Central,17.3,93.73,429.31,1.65,49.9
2021-09-19,East,11.45,98.45,431.0,2.45,66.09
2021-09-20,West,18.99,19.75,431.4,1.61,52.92
2021-09-21,South,13.44,68.19,428.34,1.68,89.47
2021-09-22,Central,15.34,40.58,427.09,2.09,72.17
2021-09-23,West,18.32,53.79,428.15,2.22,76.59
2021-09-24,West,14.05,67.73,433.21,2.27,64.65
2021-09-25,South,16.91,54.68,426.22,2.12,52.96
2021-09-26,Central,11.09,65.76,427.88,2.67,58.77
2021-09-27,West,19.67,76.82,426.47,2.16,68.05
2021-09-28,West,24.2,67.36,428.79,2.45,57.35
2021-09-29,North,28.31,43.83,426.8,2.38,73.05
2021-09-30,West,17.51,44.27,428.45,1.76,73.54
2021-10-01,North,20.3,24.01,425.7,2.1,65.06
2021-10-02,Central,10.02,38.65,429.56,2.78,43.09
2021-10-03,Central,23.16,109.05,430.48,2.0,85.58
2021-10-04,Central,20.25,40.2,428.08,1.95,62.45
2021-10-05,East,15.21,30.17,428.46,2.2,97.51
2021-10-06,Central,22.1,68.0,428.43,2.01,72.83
2021-10-07,West,16.13,57.24,428.95,1.91,62.48
2021-10-08,South,15.32,55.11,428.63,2.0,70.37
2021-10-09,North,19.05,95.23,429.85,2.58,40.77
2021-10-10,East,12.9,73.73,430.56,2.11,77.31
2021-10-11,Central,21.24,46.75,427.5,1.75,95.8
2021-10-12,Central,12.93,49.39,428.26,1.7,39.93
2021-10-13,South,12.95,47.44,430.09,2.81,61.55
2021-10-14,South,13.51,81.87,426.61,2.09,63.74
