Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact,Age_Group,Usage_to_Sleep_Ratio,Wellbeing_Index,Is_Heavy_User,Sleep_Deficit
507,18,Female,High School,Other,3.0,Snapchat,No,8.2,7.4,Positive,Teen,0.37,7.64,No,No
93,18,Female,Undergraduate,USA,2.1,Instagram,No,8.6,7.9,Positive,Teen,0.24,8.41,No,No
42,18,Male,High School,Other,5.8,LinkedIn,Yes,5.9,5.5,Negative,Teen,0.98,4.51,Yes,Yes
816,18,Female,High School,UK,3.4,Twitter,Yes,7.0,7.1,Neutral,Teen,0.49,6.74,No,No
87,18,Male,Graduate,USA,4.0,YouTube,Yes,6.0,6.7,Neutral,Teen,0.67,5.82,No,Yes
726,20,Male,Undergraduate,Other,8.1,LinkedIn,No,6.1,5.9,Negative,Young Adult,1.33,4.16,Yes,Yes
637,20,Male,High School,Other,8.1,Twitter,Yes,5.3,5.5,Negative,Young Adult,1.53,3.52,Yes,Yes
710,23,Male,Undergraduate,Canada,6.2,Snapchat,Yes,6.4,6.0,Neutral,Adult,0.97,4.94,Yes,Yes
75,19,Female,Graduate,Other,6.0,Facebook,Yes,4.7,4.5,Negative,Young Adult,1.28,3.25,Yes,Yes
354,22,Female,High School,Other,7.0,TikTok,Yes,4.6,5.7,Negative,Young Adult,1.52,3.62,Yes,Yes
340,21,Female,Graduate,Other,2.3,Facebook,No,8.6,8.5,Positive,Young Adult,0.27,8.71,No,No
145,19,Male,Undergraduate,UK,3.9,Snapchat,Yes,6.7,6.8,Neutral,Young Adult,0.58,6.26,No,Yes
528,22,Male,Undergraduate,USA,5.3,YouTube,Yes,5.4,4.6,Negative,Young Adult,0.98,3.87,Yes,Yes
49,20,Male,Graduate,India,5.9,Snapchat,Yes,5.7,4.9,Negative,Young Adult,1.04,4.02,Yes,Yes
443,22,Female,Undergraduate,Other,4.2,Snapchat,Yes,6.6,6.9,Neutral,Young Adult,0.64,6.18,No,Yes
578,20,Male,High School,Other,3.1,LinkedIn,No,8.6,8.6,Positive,Young Adult,0.36,8.53,No,No
901,20,Female,Undergraduate,Other,5.5,LinkedIn,No,6.5,6.7,Neutral,Young Adult,0.85,5.62,Yes,Yes
785,18,Female,Undergraduate,Other,6.3,LinkedIn,No,5.2,4.2,Negative,Teen,1.21,3.23,Yes,Yes
175,22,Male,High School,Other,3.9,YouTube,No,8.5,8.6,Positive,Young Adult,0.46,8.24,No,No
638,22,Female,High School,UK,5.2,Facebook,Yes,7.1,6.1,Neutral,Young Adult,0.73,5.65,Yes,No
516,20,Female,Undergraduate,Other,4.9,Twitter,No,5.9,7.0,Neutral,Young Adult,0.83,5.68,No,Yes
180,24,Female,Undergraduate,Australia,2.4,LinkedIn,No,7.2,7.0,Positive,Adult,0.33,7.08,No,No
324,23,Female,High School,Other,4.0,Instagram,Yes,7.2,7.9,Positive,Adult,0.56,7.14,No,No
476,21,Female,High School,Other,5.1,LinkedIn,No,6.9,6.2,Neutral,Young Adult,0.74,5.64,Yes,Yes
86,22,Male,High School,Other,3.6,YouTube,No,7.4,8.9,Positive,Young Adult,0.49,7.96,No,No
876,19,Male,High School,Other,4.4,TikTok,No,6.8,6.4,Neutral,Young Adult,0.65,5.92,No,Yes
805,20,Male,Undergraduate,USA,7.7,TikTok,Yes,5.7,5.3,Negative,Young Adult,1.35,3.72,Yes,Yes
136,19,Male,Undergraduate,USA,5.7,LinkedIn,Yes,5.6,4.7,Negative,Young Adult,1.02,3.91,Yes,Yes
806,22,Female,Graduate,Other,6.8,Instagram,Yes,5.8,4.4,Negative,Young Adult,1.17,3.5,Yes,Yes
955,19,Female,Undergraduate,Other,5.3,Twitter,No,6.9,6.3,Neutral,Young Adult,0.77,5.64,Yes,Yes
966,18,Male,High School,Other,6.5,Snapchat,No,5.4,4.1,Negative,Teen,1.2,3.21,Yes,Yes
319,20,Female,Graduate,Other,3.2,TikTok,No,8.7,7.5,Positive,Young Adult,0.37,7.89,No,No
749,23,Female,Graduate,Other,4.3,TikTok,No,6.0,6.3,Neutral,Adult,0.72,5.49,No,Yes
32,22,Male,Undergraduate,Australia,6.3,YouTube,No,5.5,4.8,Negative,Young Adult,1.15,3.74,Yes,Yes
569,20,Female,Graduate,USA,6.3,Facebook,Yes,5.5,5.8,Negative,Young Adult,1.15,4.34,Yes,Yes
25,24,Male,Graduate,India,8.0,LinkedIn,Yes,5.1,5.1,Negative,Adult,1.57,3.21,Yes,Yes
595,21,Male,Undergraduate,Other,5.2,Facebook,No,7.3,6.7,Neutral,Young Adult,0.71,6.11,Yes,No
844,22,Male,Undergraduate,Other,6.8,Snapchat,Yes,4.6,5.4,Negative,Young Adult,1.48,3.5,Yes,Yes
588,22,Male,Undergraduate,Other,2.7,YouTube,No,7.8,8.9,Positive,Young Adult,0.35,8.43,No,No
760,22,Female,Graduate,Other,1.3,LinkedIn,Yes,7.1,7.4,Positive,Young Adult,0.18,7.6,No,No
974,21,Male,High School,Other,4.0,Snapchat,No,6.5,6.6,Neutral,Young Adult,0.62,6.01,No,Yes
35,22,Female,Undergraduate,Other,7.5,TikTok,Yes,5.4,4.8,Negative,Young Adult,1.39,3.33,Yes,Yes
607,20,Female,Undergraduate,Other,6.4,TikTok,No,5.9,4.1,Negative,Young Adult,1.08,3.49,Yes,Yes
229,19,Male,Undergraduate,USA,5.2,Twitter,No,7.2,6.6,Neutral,Young Adult,0.72,6.0,Yes,No
62,18,Male,Graduate,UK,6.5,Snapchat,Yes,5.9,5.5,Negative,Teen,1.1,4.3,Yes,Yes
545,23,Female,Graduate,UK,5.9,Snapchat,Yes,5.4,4.5,Negative,Adult,1.09,3.63,Yes,Yes
508,24,Female,Graduate,Other,7.0,YouTube,Yes,5.6,5.0,Negative,Adult,1.25,3.7,Yes,Yes
499,19,Female,Graduate,Other,4.2,LinkedIn,No,6.9,6.6,Neutral,Young Adult,0.61,6.15,No,Yes
26,19,Male,Undergraduate,Other,6.4,LinkedIn,Yes,5.4,5.8,Negative,Young Adult,1.19,4.26,Yes,Yes
114,23,Male,High School,Other,3.8,YouTube,No,6.6,6.2,Neutral,Adult,0.58,5.88,No,Yes
192,24,Male,Graduate,Other,4.9,YouTube,No,6.6,6.2,Neutral,Adult,0.74,5.55,No,Yes
449,18,Female,Undergraduate,Other,2.4,LinkedIn,No,7.2,7.3,Positive,Teen,0.33,7.26,No,No
657,18,Female,Graduate,Other,2.8,Twitter,No,8.5,8.1,Positive,Teen,0.33,8.27,No,No
263,21,Male,Graduate,Australia,7.1,TikTok,Yes,4.7,5.8,Negative,Young Adult,1.51,3.7,Yes,Yes
12,19,Female,Graduate,UK,8.3,Snapchat,Yes,4.9,4.4,Negative,Young Adult,1.69,2.6,Yes,Yes
522,20,Female,High School,USA,2.3,Facebook,Yes,8.1,9.0,Positive,Young Adult,0.28,8.76,No,No
82,19,Male,High School,Other,8.3,Snapchat,Yes,4.9,5.4,Negative,Young Adult,1.69,3.2,Yes,Yes
893,21,Male,High School,India,2.3,Snapchat,No,7.3,8.0,Positive,Young Adult,0.32,7.76,No,No
984,22,Female,High School,Germany,6.5,Snapchat,Yes,4.7,5.4,Negative,Young Adult,1.38,3.64,Yes,Yes
473,19,Female,Undergraduate,Other,3.9,LinkedIn,No,6.1,6.4,Neutral,Young Adult,0.64,5.72,No,Yes
818,22,Female,Undergraduate,Other,2.8,Facebook,No,7.0,7.2,Positive,Young Adult,0.4,6.98,No,No
490,23,Male,Undergraduate,Other,3.7,Instagram,No,8.8,9.1,Positive,Adult,0.42,8.75,No,No
973,24,Male,Graduate,Other,7.5,Twitter,Yes,5.7,5.1,Negative,Adult,1.32,3.66,Yes,Yes
799,22,Female,Undergraduate,Australia,3.0,YouTube,No,8.3,7.8,Positive,Young Adult,0.36,7.93,No,No
71,22,Male,Undergraduate,Other,6.7,Facebook,Yes,5.1,4.4,Negative,Young Adult,1.31,3.18,Yes,Yes
456,23,Female,Graduate,India,2.7,Facebook,Yes,7.8,8.6,Positive,Adult,0.35,8.25,No,No
125,22,Male,Undergraduate,Other,6.6,Facebook,Yes,5.2,4.5,Negative,Young Adult,1.27,3.32,Yes,Yes
821,23,Female,High School,Other,6.7,Instagram,Yes,5.7,5.5,Negative,Adult,1.18,4.14,Yes,Yes
162,21,Male,Undergraduate,Canada,4.0,YouTube,Yes,6.2,6.1,Neutral,Young Adult,0.65,5.56,No,Yes
308,23,Male,High School,Australia,3.4,YouTube,No,8.8,7.7,Positive,Adult,0.39,8.0,No,No
361,20,Male,Undergraduate,Other,7.0,YouTube,Yes,6.0,5.1,Negative,Young Adult,1.17,3.96,Yes,Yes
910,18,Male,Undergraduate,Other,2.3,Twitter,Yes,7.4,8.4,Positive,Teen,0.31,8.05,No,No
148,18,Male,High School,Other,6.0,Snapchat,Yes,5.2,5.5,Negative,Teen,1.15,4.1,Yes,Yes
939,23,Female,Graduate,Other,7.7,Instagram,Yes,4.5,4.3,Negative,Adult,1.71,2.52,Yes,Yes
930,23,Female,Undergraduate,Other,4.4,Twitter,Yes,6.8,6.3,Neutral,Adult,0.65,5.86,No,Yes
714,23,Male,Graduate,Other,6.9,TikTok,No,5.6,5.0,Negative,Adult,1.23,3.73,Yes,Yes
234,19,Male,High School,India,3.7,Facebook,No,8.9,7.9,Positive,Young Adult,0.42,8.08,No,No
21,20,Male,Graduate,Other,1.9,LinkedIn,No,7.6,7.5,Positive,Young Adult,0.25,7.73,No,No
492,21,Female,Undergraduate,India,4.0,Facebook,No,7.9,7.0,Positive,Young Adult,0.51,6.95,No,No
650,20,Male,High School,Other,5.6,Instagram,No,6.6,6.7,Neutral,Young Adult,0.85,5.64,Yes,Yes
993,18,Male,High School,Other,6.8,Instagram,No,4.9,5.8,Negative,Teen,1.39,3.89,Yes,Yes
543,21,Male,Undergraduate,Other,8.0,Snapchat,No,4.8,5.6,Negative,Young Adult,1.67,3.36,Yes,Yes
200,21,Female,High School,Other,5.7,TikTok,Yes,5.8,6.2,Negative,Young Adult,0.98,4.91,Yes,Yes
968,18,Female,High School,Other,5.9,Snapchat,Yes,4.8,5.5,Negative,Teen,1.23,3.93,Yes,Yes
128,18,Male,Undergraduate,USA,7.2,Instagram,Yes,5.8,4.4,Negative,Teen,1.24,3.38,Yes,Yes
236,24,Male,Graduate,Other,6.6,Instagram,No,5.2,4.8,Negative,Adult,1.27,3.5,Yes,Yes
822,19,Female,Undergraduate,USA,2.9,LinkedIn,No,9.0,7.4,Positive,Young Adult,0.32,8.07,No,No
740,24,Male,Undergraduate,Other,6.1,TikTok,Yes,5.7,5.6,Negative,Adult,1.07,4.38,Yes,Yes
653,18,Male,High School,Australia,4.5,Twitter,Yes,6.1,6.6,Neutral,Teen,0.74,5.66,No,Yes
999,21,Female,Undergraduate,Other,7.2,TikTok,Yes,5.5,4.6,Negative,Young Adult,1.31,3.35,Yes,Yes
772,20,Female,High School,UK,3.9,TikTok,No,7.0,7.9,Positive,Young Adult,0.56,7.07,No,No
590,22,Female,Undergraduate,Other,8.1,Instagram,Yes,5.4,4.7,Negative,Young Adult,1.5,3.09,Yes,Yes
505,19,Female,High School,Other,5.7,LinkedIn,Yes,6.2,6.5,Neutral,Young Adult,0.92,5.29,Yes,Yes
642,20,Female,High School,Other,6.4,YouTube,Yes,5.2,4.4,Negative,Young Adult,1.23,3.32,Yes,Yes
88,21,Male,Undergraduate,Other,3.2,TikTok,No,7.2,6.8,Positive,Young Adult,0.44,6.72,No,No
811,20,Male,Undergraduate,Other,1.8,Snapchat,Yes,7.0,9.1,Positive,Young Adult,0.26,8.42,No,No
276,23,Male,Undergraduate,Australia,7.7,Snapchat,Yes,6.0,4.1,Negative,Adult,1.28,3.15,Yes,Yes
898,23,Female,Graduate,Other,7.4,YouTube,Yes,5.7,4.1,Negative,Adult,1.3,3.09,Yes,Yes
279,21,Male,Undergraduate,Other,5.6,YouTube,Yes,4.9,5.4,Negative,Young Adult,1.14,4.01,Yes,Yes
804,19,Female,High School,Other,4.4,LinkedIn,Yes,7.3,6.4,Neutral,Young Adult,0.6,6.17,No,No
154,19,Female,Graduate,USA,5.9,Facebook,Yes,4.8,4.2,Negative,Young Adult,1.23,3.15,Yes,Yes
273,20,Female,Undergraduate,Other,4.4,Snapchat,No,6.3,6.6,Neutral,Young Adult,0.7,5.79,No,Yes
832,22,Female,Undergraduate,Other,3.7,LinkedIn,No,6.3,6.9,Neutral,Young Adult,0.59,6.18,No,Yes
651,23,Male,Undergraduate,Other,6.2,LinkedIn,No,5.6,4.2,Negative,Adult,1.11,3.46,Yes,Yes
466,19,Female,Graduate,USA,6.1,TikTok,Yes,5.4,5.5,Negative,Young Adult,1.13,4.17,Yes,Yes
849,20,Male,High School,USA,2.7,LinkedIn,No,7.5,8.8,Positive,Young Adult,0.36,8.22,No,No
665,20,Male,Undergraduate,Other,6.1,Snapchat,No,5.7,4.9,Negative,Young Adult,1.07,3.96,Yes,Yes
212,23,Male,Graduate,Other,6.3,TikTok,Yes,5.7,4.5,Negative,Adult,1.11,3.66,Yes,Yes
498,21,Male,Graduate,UK,5.7,YouTube,Yes,5.4,5.9,Negative,Young Adult,1.06,4.53,Yes,Yes
249,20,Male,High School,Other,6.9,Instagram,Yes,5.2,4.9,Negative,Young Adult,1.33,3.47,Yes,Yes
196,23,Female,Graduate,Other,7.6,Facebook,Yes,5.6,4.6,Negative,Adult,1.36,3.28,Yes,Yes
435,19,Male,Graduate,Other,6.3,TikTok,Yes,4.8,4.1,Negative,Young Adult,1.31,2.97,Yes,Yes
336,20,Female,Undergraduate,Other,5.7,Twitter,Yes,5.3,5.7,Negative,Young Adult,1.08,4.36,Yes,Yes
482,18,Male,Undergraduate,Other,8.1,LinkedIn,Yes,5.3,4.6,Negative,Teen,1.53,2.98,Yes,Yes
194,19,Female,Undergraduate,Other,6.6,Twitter,Yes,5.5,4.4,Negative,Young Adult,1.2,3.41,Yes,Yes
690,22,Male,High School,India,6.5,TikTok,Yes,4.7,4.1,Negative,Young Adult,1.38,2.86,Yes,Yes
514,18,Female,Undergraduate,Other,6.0,LinkedIn,Yes,4.6,5.2,Negative,Teen,1.3,3.62,Yes,Yes
779,21,Female,High School,Germany,5.8,LinkedIn,Yes,5.1,6.0,Negative,Young Adult,1.14,4.41,Yes,Yes
716,23,Female,Undergraduate,Australia,7.6,LinkedIn,No,4.9,4.3,Negative,Adult,1.55,2.75,Yes,Yes
661,19,Male,Graduate,Other,5.8,Snapchat,Yes,5.6,4.6,Negative,Young Adult,1.04,3.82,Yes,Yes
470,21,Female,High School,Other,6.0,Instagram,Yes,5.9,4.3,Negative,Young Adult,1.02,3.73,Yes,Yes
553,21,Male,High School,Other,1.6,LinkedIn,No,9.0,8.3,Positive,Young Adult,0.18,9.0,No,No
877,18,Male,Graduate,Other,6.5,Snapchat,No,5.7,4.3,Negative,Teen,1.14,3.48,Yes,Yes
797,23,Male,Undergraduate,Other,3.9,Instagram,Yes,6.5,6.6,Neutral,Adult,0.6,6.04,No,Yes
264,18,Male,High School,Other,8.0,TikTok,Yes,5.6,4.5,Negative,Teen,1.43,3.1,Yes,Yes
835,19,Male,Undergraduate,India,7.9,Twitter,Yes,5.6,4.7,Negative,Young Adult,1.41,3.25,Yes,Yes
61,19,Male,Undergraduate,Other,8.0,Snapchat,Yes,5.2,4.8,Negative,Young Adult,1.54,3.08,Yes,Yes
675,22,Male,Undergraduate,Other,6.4,TikTok,No,5.2,5.9,Negative,Young Adult,1.23,4.22,Yes,Yes
191,18,Female,Undergraduate,Other,5.2,Facebook,No,7.2,6.5,Neutral,Teen,0.72,5.94,Yes,No
269,23,Male,High School,Other,3.8,YouTube,No,8.7,9.0,Positive,Adult,0.44,8.61,No,No
394,21,Male,Undergraduate,Other,6.5,Twitter,No,4.9,5.8,Negative,Young Adult,1.33,3.98,Yes,Yes
320,22,Male,High School,Other,6.4,Instagram,No,4.7,4.3,Negative,Young Adult,1.36,3.01,Yes,Yes
924,24,Male,Graduate,UK,2.6,Facebook,No,7.4,7.2,Positive,Adult,0.35,7.24,No,No
544,19,Male,Undergraduate,Other,3.5,Instagram,Yes,8.8,8.5,Positive,Young Adult,0.4,8.45,No,No
8,18,Male,High School,Other,2.7,Instagram,Yes,8.7,8.7,Positive,Teen,0.31,8.76,No,No
411,23,Male,High School,Other,1.6,YouTube,No,7.1,8.1,Positive,Adult,0.23,7.93,No,No
91,22,Male,High School,USA,7.1,Facebook,Yes,5.9,4.2,Negative,Young Adult,1.2,3.34,Yes,Yes
221,18,Female,High School,Canada,6.7,YouTube,Yes,5.3,5.3,Negative,Teen,1.26,3.82,Yes,Yes
197,22,Male,Undergraduate,Other,7.5,Facebook,Yes,5.1,5.9,Negative,Young Adult,1.47,3.84,Yes,Yes
912,23,Female,Graduate,Germany,5.4,LinkedIn,No,7.2,7.0,Neutral,Adult,0.75,6.18,Yes,No
438,22,Male,High School,Other,6.2,TikTok,No,5.5,5.9,Negative,Young Adult,1.13,4.43,Yes,Yes
885,24,Female,Graduate,Other,4.6,LinkedIn,Yes,6.7,6.2,Neutral,Adult,0.69,5.69,No,Yes
589,20,Male,Graduate,Other,7.4,Facebook,Yes,5.5,5.6,Negative,Young Adult,1.35,3.89,Yes,Yes
362,24,Male,Graduate,Other,3.2,TikTok,Yes,7.7,7.9,Positive,Adult,0.42,7.63,No,No
297,23,Male,Graduate,Other,5.5,YouTube,Yes,6.6,6.4,Neutral,Adult,0.83,5.49,Yes,Yes
501,23,Female,Undergraduate,Other,3.2,TikTok,No,7.8,9.0,Positive,Adult,0.41,8.34,No,No
841,18,Female,Graduate,Other,3.7,Snapchat,No,7.9,7.4,Positive,Teen,0.47,7.28,No,No
954,19,Female,High School,Other,6.4,Snapchat,Yes,5.6,5.4,Negative,Young Adult,1.14,4.12,Yes,Yes
989,21,Female,Undergraduate,Australia,7.3,YouTube,Yes,4.9,4.8,Negative,Young Adult,1.49,3.14,Yes,Yes
775,23,Female,Graduate,Other,6.1,Facebook,Yes,6.1,5.6,Negative,Adult,1.0,4.58,Yes,Yes
299,20,Male,High School,India,8.2,TikTok,No,6.0,5.9,Negative,Young Adult,1.37,4.08,Yes,Yes
122,18,Female,High School,Other,6.2,YouTube,Yes,5.3,4.6,Negative,Teen,1.17,3.55,Yes,Yes
763,19,Female,Graduate,Other,8.2,Instagram,Yes,4.3,5.7,Negative,Young Adult,1.91,3.11,Yes,Yes
259,24,Male,Graduate,Other,5.7,LinkedIn,No,7.2,6.3,Neutral,Adult,0.79,5.67,Yes,No
857,22,Male,Undergraduate,Other,5.7,YouTube,Yes,7.2,6.0,Neutral,Young Adult,0.79,5.49,Yes,No
115,22,Female,Undergraduate,USA,7.1,YouTube,Yes,4.5,5.3,Negative,Young Adult,1.58,3.3,Yes,Yes
734,23,Male,Undergraduate,UK,3.9,Snapchat,No,7.3,6.3,Neutral,Adult,0.53,6.26,No,No
293,20,Female,Undergraduate,Other,3.2,LinkedIn,No,7.2,8.3,Positive,Young Adult,0.44,7.62,No,No
938,22,Male,High School,India,6.0,Snapchat,Yes,4.5,5.9,Negative,Young Adult,1.33,3.99,Yes,Yes
211,18,Female,High School,India,7.0,Facebook,No,4.8,4.2,Negative,Teen,1.46,2.82,Yes,Yes
410,24,Male,Undergraduate,Other,3.6,Snapchat,No,7.2,8.3,Positive,Adult,0.5,7.5,No,No
541,24,Female,High School,Other,7.6,Instagram,Yes,4.7,4.8,Negative,Adult,1.62,2.95,Yes,Yes
670,23,Female,High School,Other,7.5,Instagram,Yes,4.7,5.6,Negative,Adult,1.6,3.46,Yes,Yes
510,24,Female,Graduate,India,4.8,Snapchat,No,6.5,6.6,Neutral,Adult,0.74,5.77,No,Yes
978,20,Male,Graduate,Other,4.8,Facebook,Yes,7.4,6.0,Neutral,Young Adult,0.65,5.86,No,No
133,23,Male,Undergraduate,Other,8.1,LinkedIn,Yes,4.8,6.0,Negative,Adult,1.69,3.57,Yes,Yes
812,24,Male,Graduate,Other,7.2,YouTube,No,5.9,5.9,Negative,Adult,1.22,4.33,Yes,Yes
605,22,Female,High School,USA,1.5,LinkedIn,No,7.8,8.2,Positive,Young Adult,0.19,8.37,No,No
640,24,Female,High School,Other,4.8,TikTok,No,6.9,6.4,Neutral,Adult,0.7,5.85,No,Yes
836,18,Male,High School,Australia,4.7,Facebook,Yes,6.6,6.4,Neutral,Teen,0.71,5.73,No,Yes
423,24,Female,High School,Other,3.6,TikTok,No,8.8,8.6,Positive,Adult,0.41,8.48,No,No
945,18,Female,High School,Other,1.7,YouTube,No,7.9,8.0,Positive,Teen,0.22,8.24,No,No
536,23,Female,High School,USA,7.7,YouTube,No,4.8,5.7,Negative,Adult,1.6,3.51,Yes,Yes
733,18,Male,Graduate,USA,4.6,Facebook,Yes,7.2,6.4,Neutral,Teen,0.64,6.06,No,No
484,22,Male,High School,Australia,8.2,Facebook,Yes,5.2,5.5,Negative,Young Adult,1.58,3.44,Yes,Yes
711,23,Male,Undergraduate,Other,3.8,YouTube,No,8.1,7.2,Positive,Adult,0.47,7.23,No,No
190,21,Female,Undergraduate,Canada,3.4,Instagram,No,6.9,7.5,Positive,Young Adult,0.49,6.93,No,Yes
762,20,Male,High School,Other,3.9,TikTok,Yes,7.2,7.1,Positive,Young Adult,0.54,6.69,No,No
683,24,Male,Graduate,Other,3.6,TikTok,Yes,6.1,6.2,Neutral,Adult,0.59,5.69,No,Yes
478,23,Male,Graduate,India,3.7,Twitter,Yes,6.6,6.8,Neutral,Adult,0.56,6.27,No,Yes
942,18,Male,Undergraduate,Other,5.6,Twitter,No,7.1,5.9,Neutral,Teen,0.79,5.41,Yes,No
860,23,Female,Undergraduate,Australia,4.6,Instagram,No,6.4,6.5,Neutral,Adult,0.72,5.72,No,Yes
95,22,Female,Undergraduate,UK,4.0,Snapchat,No,6.1,6.2,Neutral,Young Adult,0.66,5.57,No,Yes
450,21,Female,Undergraduate,India,2.5,YouTube,No,7.2,7.0,Positive,Young Adult,0.35,7.05,No,No
208,23,Male,High School,India,4.5,LinkedIn,Yes,6.3,6.6,Neutral,Adult,0.71,5.76,No,Yes
255,22,Female,High School,Other,7.9,Facebook,No,5.9,5.6,Negative,Young Adult,1.34,3.94,Yes,Yes
944,24,Male,Graduate,USA,5.6,Facebook,Yes,7.2,6.2,Neutral,Adult,0.78,5.64,Yes,No
643,22,Female,High School,Australia,7.9,Facebook,Yes,5.0,4.9,Negative,Young Adult,1.58,3.07,Yes,Yes
550,23,Male,Undergraduate,Other,6.8,Snapchat,Yes,5.7,5.6,Negative,Adult,1.19,4.17,Yes,Yes
367,20,Male,High School,Canada,4.5,LinkedIn,No,6.5,6.7,Neutral,Young Adult,0.69,5.92,No,Yes
463,20,Male,High School,Other,3.6,YouTube,No,8.3,8.3,Positive,Young Adult,0.43,8.05,No,No
666,21,Male,Undergraduate,UK,7.9,LinkedIn,Yes,6.1,4.3,Negative,Young Adult,1.3,3.26,Yes,Yes
659,19,Female,Graduate,Other,6.2,LinkedIn,Yes,5.8,4.0,Negative,Young Adult,1.07,3.44,Yes,Yes
676,19,Male,Graduate,Other,6.9,YouTube,Yes,5.4,5.9,Negative,Young Adult,1.28,4.17,Yes,Yes
770,18,Male,Undergraduate,Other,6.1,YouTube,Yes,5.9,4.0,Negative,Teen,1.03,3.52,Yes,Yes
669,24,Male,High School,Other,7.2,LinkedIn,Yes,5.1,4.4,Negative,Adult,1.41,3.03,Yes,Yes
403,23,Female,Graduate,Other,2.8,Instagram,No,7.6,8.8,Positive,Adult,0.37,8.24,No,No
311,21,Male,High School,USA,4.0,Snapchat,No,7.0,7.4,Positive,Young Adult,0.57,6.74,No,No
494,19,Female,Graduate,Other,5.7,Twitter,Yes,5.4,5.1,Negative,Young Adult,1.06,4.05,Yes,Yes
172,22,Male,Graduate,Other,2.1,Facebook,No,8.5,8.6,Positive,Young Adult,0.25,8.78,No,No
158,23,Female,Undergraduate,Other,2.0,LinkedIn,No,8.2,7.1,Positive,Adult,0.24,7.76,No,No
685,23,Male,High School,Other,5.0,Facebook,Yes,6.1,5.9,Neutral,Adult,0.82,5.09,No,Yes
748,20,Male,Undergraduate,UK,4.3,LinkedIn,Yes,6.3,6.1,Neutral,Young Adult,0.68,5.52,No,Yes
440,19,Female,High School,Other,2.9,YouTube,Yes,7.0,8.9,Positive,Young Adult,0.41,7.97,No,No
497,22,Female,Graduate,Germany,7.4,Facebook,Yes,5.3,5.7,Negative,Young Adult,1.4,3.85,Yes,Yes
433,22,Male,Undergraduate,Other,7.8,LinkedIn,Yes,4.6,4.1,Negative,Young Adult,1.7,2.42,Yes,Yes
105,19,Female,Undergraduate,Germany,2.6,Instagram,No,8.3,7.2,Positive,Young Adult,0.31,7.69,No,No
694,21,Female,Graduate,Other,3.7,LinkedIn,No,7.3,7.1,Positive,Young Adult,0.51,6.8,No,No
266,20,Female,Undergraduate,Other,5.8,Snapchat,Yes,7.0,6.1,Neutral,Young Adult,0.83,5.42,Yes,No
240,20,Male,Undergraduate,Other,6.1,Facebook,Yes,5.9,4.7,Negative,Young Adult,1.03,3.94,Yes,Yes
151,22,Male,High School,Other,2.6,Instagram,No,7.6,8.8,Positive,Young Adult,0.34,8.3,No,No
280,18,Female,Graduate,Other,5.2,Twitter,Yes,6.9,7.0,Neutral,Teen,0.75,6.09,Yes,Yes
964,21,Male,High School,Other,1.5,Snapchat,No,8.4,7.6,Positive,Young Adult,0.18,8.31,No,No
719,20,Male,Graduate,Australia,2.9,Twitter,No,7.0,7.9,Positive,Young Adult,0.41,7.37,No,No
445,19,Male,Graduate,Other,3.9,Facebook,No,7.4,8.8,Positive,Young Adult,0.53,7.81,No,No
29,24,Male,High School,Other,5.4,LinkedIn,Yes,6.6,6.8,Neutral,Adult,0.82,5.76,Yes,Yes
205,23,Male,Graduate,India,3.7,Instagram,Yes,6.6,6.9,Neutral,Adult,0.56,6.33,No,Yes
976,23,Female,Undergraduate,India,1.5,Snapchat,No,7.1,7.7,Positive,Adult,0.21,7.72,No,No
531,18,Female,Graduate,UK,3.5,Facebook,No,7.9,8.6,Positive,Teen,0.44,8.06,No,No
439,23,Male,Graduate,Other,4.0,Facebook,No,6.5,6.3,Neutral,Adult,0.62,5.83,No,Yes
673,21,Female,Undergraduate,Other,4.1,YouTube,No,6.3,6.5,Neutral,Young Adult,0.65,5.82,No,Yes
902,21,Female,High School,Other,5.4,Snapchat,Yes,6.4,6.6,Neutral,Young Adult,0.84,5.54,Yes,Yes
591,21,Female,Graduate,Other,6.8,YouTube,Yes,5.6,4.8,Negative,Young Adult,1.21,3.64,Yes,Yes
888,21,Male,High School,Other,7.4,Facebook,Yes,5.3,5.6,Negative,Young Adult,1.4,3.79,Yes,Yes
621,24,Male,Undergraduate,India,3.7,Facebook,No,6.4,7.0,Neutral,Adult,0.58,6.29,No,Yes
471,19,Male,Graduate,Other,7.4,LinkedIn,Yes,5.7,5.7,Negative,Young Adult,1.3,4.05,Yes,Yes
709,22,Female,Undergraduate,Other,2.2,LinkedIn,No,7.4,8.4,Positive,Young Adult,0.3,8.08,No,No
356,22,Male,Graduate,Other,7.1,Facebook,Yes,5.9,5.2,Negative,Young Adult,1.2,3.94,Yes,Yes
142,24,Female,High School,Canada,5.8,Facebook,Yes,5.6,4.2,Negative,Adult,1.04,3.58,Yes,Yes
468,22,Female,Undergraduate,Canada,7.1,Snapchat,Yes,5.1,4.6,Negative,Young Adult,1.39,3.18,Yes,Yes
943,24,Female,Graduate,Other,3.8,LinkedIn,No,8.4,7.6,Positive,Adult,0.45,7.62,No,No
680,21,Female,High School,Other,7.4,TikTok,Yes,5.2,4.0,Negative,Young Adult,1.42,2.78,Yes,Yes
