student_id,age,gender,study_hours_per_day,sleep_hours_per_day,social_media_hours,exercise_hours_per_week,attendance_percentage,internet_access,part_time_job,stress_level,assignment_completion_rate,exam_score,cgpa,academic_performance
810,25,Female,4.6,7.7,3.7,2.5,65.2,No,No,Medium,,78.7,3.63,Good
811,17,Female,7.0,6.7,0.0,5.9,97.5,Yes,Yes,Medium,100.0,100.0,3.58,Good
812,24,Female,3.0,6.8,4.3,1.6,71.7,Yes,No,Medium,96.1,59.8,1.99,Poor
813,23,Female,2.9,8.5,4.4,4.6,78.3,Yes,No,Medium,85.3,55.5,2.35,Average
814,19,Female,3.7,6.1,3.1,4.3,88.6,Yes,No,Medium,100.0,61.4,2.28,Average
815,24,Female,5.0,7.1,1.4,5.9,96.8,Yes,No,High,100.0,100.0,4.0,Good
816,24,Male,2.6,8.1,1.2,3.7,80.0,Yes,No,High,88.0,73.0,3.07,Average
817,17,Male,2.6,8.0,4.8,5.6,78.0,Yes,No,Medium,86.6,69.8,3.41,Good
818,17,Male,5.1,6.8,0.3,3.7,82.7,Yes,No,Low,100.0,83.4,3.49,Good
819,22,Male,4.1,6.7,4.9,4.9,75.7,Yes,No,Medium,100.0,78.1,2.91,Average
820,25,Male,0.5,4.9,2.7,1.0,76.3,Yes,Yes,Medium,64.0,34.6,1.62,Poor
821,17,Male,1.7,5.7,2.8,0.0,86.1,Yes,Yes,Medium,100.0,52.2,1.8,Poor
822,22,Female,5.8,,0.0,4.8,83.9,Yes,No,High,100.0,96.4,4.0,Good
823,18,Female,4.1,6.8,2.7,4.9,100.0,Yes,Yes,Low,100.0,89.0,3.58,Good
824,22,Female,2.4,7.1,4.1,5.0,86.4,Yes,Yes,Medium,93.4,76.4,3.19,Average
825,22,Male,3.2,,0.6,3.0,93.5,Yes,No,High,100.0,75.9,2.41,Average
826,17,Male,3.5,5.6,3.9,7.0,71.3,Yes,No,High,89.8,60.3,1.63,Poor
827,23,Female,4.6,6.7,3.2,3.1,87.3,Yes,Yes,Medium,100.0,75.3,2.49,Average
828,25,Female,1.5,7.2,1.8,4.8,74.8,No,No,Low,94.1,49.6,2.6,Average
829,24,Female,2.2,6.2,4.5,5.2,86.0,No,No,Medium,98.9,79.0,2.76,Average
830,17,Female,3.9,8.7,0.0,7.4,88.9,Yes,No,Medium,100.0,88.4,3.79,Good
831,19,Female,3.4,,3.6,3.4,82.5,Yes,No,Medium,100.0,79.1,2.94,Average
832,19,Male,4.4,7.3,5.9,2.7,100.0,Yes,No,Medium,100.0,79.1,3.08,Average
833,21,Male,1.7,9.2,5.6,1.0,96.3,Yes,Yes,Medium,98.4,58.5,2.33,Average
834,18,Male,4.0,5.2,3.7,7.1,93.8,Yes,No,Medium,100.0,85.1,3.98,Good
835,24,Female,5.1,7.0,2.5,4.8,89.6,Yes,Yes,Medium,100.0,84.7,3.59,Good
836,23,Female,4.2,7.4,1.9,4.9,99.6,Yes,No,Medium,100.0,83.6,3.48,Good
837,24,Male,3.7,5.9,2.5,10.2,67.6,Yes,Yes,Medium,91.0,64.3,3.02,Average
838,18,Female,3.4,,4.0,4.7,95.7,Yes,Yes,Medium,100.0,70.8,2.61,Average
839,17,Male,2.2,5.7,1.5,1.4,72.1,Yes,Yes,Medium,100.0,61.3,2.83,Average
840,25,Male,3.4,7.8,4.4,3.6,76.4,Yes,No,High,100.0,60.7,2.75,Average
841,19,Male,5.4,8.3,6.8,,87.6,Yes,Yes,Medium,100.0,85.8,3.74,Good
842,22,Male,3.3,7.3,2.9,3.2,94.3,Yes,No,Medium,100.0,77.5,3.05,Average
843,25,Female,2.2,4.8,0.6,3.2,70.5,Yes,Yes,Medium,100.0,59.7,2.23,Average
844,17,Male,2.8,5.8,0.6,2.8,76.9,Yes,No,High,100.0,61.5,2.16,Poor
845,17,Female,3.8,7.7,4.4,1.2,83.0,Yes,No,Medium,93.8,73.7,2.67,Average
846,17,Female,2.9,7.0,2.9,7.2,80.1,Yes,No,Medium,98.3,63.2,2.21,Average
847,18,Male,4.2,3.8,4.6,4.6,90.5,Yes,No,High,100.0,79.0,3.29,Good
848,17,Male,4.3,8.5,2.0,3.5,100.0,Yes,No,Low,100.0,95.0,3.72,Good
849,24,Female,4.8,7.2,4.5,5.5,86.2,Yes,No,Medium,100.0,72.1,3.03,Average
850,22,Male,5.6,6.0,2.7,4.9,74.6,Yes,Yes,Medium,100.0,100.0,4.0,Good
851,25,Female,5.0,8.2,1.7,4.6,69.0,Yes,No,High,100.0,81.0,2.87,Average
852,24,Male,2.1,6.2,2.3,5.4,78.7,Yes,No,Medium,90.9,64.2,2.19,Poor
853,25,Female,2.1,6.2,0.8,4.3,72.6,Yes,No,Low,83.0,55.3,2.13,Poor
854,19,Female,3.4,7.4,6.6,5.3,86.7,No,No,High,100.0,76.7,2.8,Average
855,19,Male,2.8,9.1,2.8,5.5,86.5,Yes,Yes,Medium,100.0,67.6,2.4,Average
856,24,Male,1.8,8.9,4.2,4.3,77.4,Yes,No,Medium,98.4,52.0,2.67,Average
857,19,Female,2.8,7.4,2.0,3.6,100.0,Yes,No,Low,99.5,70.0,2.27,Average
858,17,Male,2.8,7.6,1.1,7.1,74.6,Yes,No,Low,71.6,64.6,3.29,Good
859,23,Male,2.5,7.9,2.6,3.0,80.8,Yes,No,Medium,81.2,67.7,2.81,Average
860,24,Male,3.0,5.5,5.0,4.8,88.4,No,No,Medium,95.3,69.1,3.11,Average
861,25,Male,5.3,7.8,2.1,4.8,90.9,Yes,No,High,100.0,90.6,3.93,Good
862,25,Female,3.8,6.1,1.4,2.8,94.8,Yes,Yes,Medium,100.0,75.7,3.24,Good
863,18,Female,7.2,7.4,3.3,2.4,86.3,No,No,Medium,100.0,96.8,4.0,Good
864,23,Male,3.8,6.7,3.9,3.3,92.5,Yes,No,Low,100.0,72.9,2.54,Average
865,24,Female,3.1,7.6,6.0,3.0,75.3,Yes,No,Medium,,65.6,2.57,Average
866,23,Male,3.5,7.1,12.0,1.1,91.2,Yes,No,Low,100.0,79.8,2.89,Average
867,24,Male,3.9,3.3,4.2,2.7,91.0,Yes,Yes,Medium,100.0,83.1,2.73,Average
868,24,Female,4.2,7.2,4.3,4.5,97.1,No,Yes,Low,100.0,80.8,3.0,Average
869,21,Female,6.6,7.8,0.9,6.5,65.3,Yes,Yes,Medium,100.0,97.5,4.0,Good
870,17,Male,2.2,7.5,1.3,5.1,72.9,Yes,Yes,Medium,81.6,60.1,2.34,Average
871,21,Male,4.8,6.9,1.0,0.0,90.2,Yes,No,High,,74.4,3.67,Good
872,18,Male,3.8,,0.6,5.3,55.5,Yes,No,Low,94.9,67.3,3.42,Good
873,18,Female,1.1,7.4,4.4,2.9,86.9,Yes,No,Medium,94.3,49.9,3.05,Average
874,18,Male,4.7,7.5,3.5,4.9,92.6,Yes,No,Medium,,76.1,3.71,Good
875,23,Male,5.4,8.3,3.1,4.0,76.2,Yes,No,Low,100.0,80.6,4.0,Good
876,21,Female,2.2,7.4,0.0,3.6,77.7,Yes,No,Low,81.7,66.0,2.75,Average
877,21,Male,3.5,5.9,6.7,3.8,71.3,Yes,No,Medium,100.0,53.7,2.23,Average
878,23,Male,0.9,4.1,1.4,4.0,76.8,Yes,No,Medium,74.1,46.4,1.96,Poor
879,21,Male,1.6,6.4,6.7,6.7,77.1,No,No,High,,62.2,2.49,Average
880,22,Male,5.1,,0.4,4.0,75.2,Yes,No,Low,100.0,73.5,2.99,Average
881,17,Male,2.8,,1.5,6.2,74.6,Yes,No,Medium,100.0,64.7,2.85,Average
882,24,Female,1.8,8.0,0.0,5.9,79.3,Yes,Yes,Medium,81.6,53.1,1.96,Poor
883,21,Female,3.8,7.2,3.7,5.3,79.2,Yes,No,Medium,100.0,67.0,2.2,Poor
884,18,Female,2.7,8.5,1.0,0.4,100.0,Yes,No,Medium,94.0,73.6,3.07,Average
885,24,Female,2.8,6.6,1.1,6.2,78.1,Yes,No,High,84.6,60.2,2.16,Poor
886,23,Male,4.6,7.6,0.5,,85.4,Yes,No,Medium,100.0,90.6,3.42,Good
887,17,Male,1.8,7.6,4.4,5.4,76.2,Yes,No,High,83.6,65.0,2.55,Average
888,18,Female,2.1,8.8,4.3,2.1,76.1,Yes,No,Medium,87.8,64.1,2.43,Average
889,17,Male,3.7,5.0,6.3,1.6,65.0,Yes,No,High,100.0,71.4,3.24,Good
890,19,Female,5.0,6.4,1.8,8.0,66.3,No,No,High,99.6,69.1,2.71,Average
891,17,Female,5.4,8.0,3.4,2.1,69.9,Yes,No,High,100.0,80.3,3.62,Good
892,23,Male,2.5,8.9,0.7,6.3,83.8,Yes,Yes,Medium,100.0,72.1,2.96,Average
893,21,Male,4.9,7.3,2.4,4.2,92.8,Yes,No,High,100.0,95.1,3.77,Good
894,25,Male,2.3,6.6,2.1,,64.1,Yes,No,Low,85.3,72.0,2.93,Average
895,23,Male,6.2,7.9,3.8,3.9,76.5,Yes,Yes,Medium,100.0,99.5,3.53,Good
896,22,Male,1.8,8.0,4.8,1.4,68.3,Yes,No,Medium,77.5,58.2,2.45,Average
897,21,Male,5.5,6.6,4.8,4.0,79.4,Yes,Yes,Medium,,100.0,4.0,Good
898,17,Female,2.5,7.4,1.5,1.8,92.8,Yes,Yes,Medium,87.0,71.1,3.19,Average
899,17,Female,6.5,8.4,4.8,3.2,77.5,Yes,No,Low,100.0,89.8,3.12,Average
900,22,Female,4.4,9.3,2.9,5.9,81.5,Yes,No,Low,100.0,80.7,2.7,Average
901,17,Male,2.0,7.9,2.4,4.5,96.6,Yes,No,Low,98.9,58.7,2.16,Poor
902,17,Male,2.7,7.1,1.7,1.0,86.6,Yes,No,Medium,100.0,70.0,3.28,Good
903,18,Male,4.7,6.9,2.0,5.7,74.4,Yes,No,High,100.0,66.6,2.74,Average
904,24,Male,5.1,7.7,6.1,4.0,83.6,Yes,Yes,Medium,100.0,76.4,2.79,Average
905,21,Female,3.4,6.9,3.6,2.9,73.7,Yes,No,High,100.0,66.7,2.16,Poor
906,23,Male,3.6,,3.3,5.5,86.2,Yes,Yes,High,100.0,81.3,3.01,Average
907,20,Male,4.6,5.7,2.5,3.7,87.2,Yes,No,Medium,100.0,92.7,3.44,Good
908,18,Female,3.7,8.6,7.4,1.7,68.3,Yes,No,Medium,100.0,54.7,2.51,Average
909,20,Male,1.6,5.6,5.3,7.7,83.8,Yes,No,Medium,99.5,70.4,3.17,Average
910,17,Male,2.3,6.5,1.7,4.0,80.8,Yes,No,Low,94.4,65.2,2.24,Average
911,23,Male,3.9,7.1,2.5,3.8,87.4,Yes,No,Medium,,79.6,3.45,Good
912,18,Female,5.3,9.4,2.6,3.2,90.3,Yes,Yes,Medium,100.0,77.3,3.32,Good
913,20,Female,5.9,6.5,3.3,6.4,86.8,Yes,No,Medium,100.0,87.9,3.1,Average
914,25,Male,4.7,6.2,1.7,3.0,79.0,Yes,No,Medium,100.0,90.8,3.6,Good
915,22,Female,3.9,6.3,3.8,,91.3,No,No,Low,100.0,79.1,3.28,Good
916,21,Female,4.6,9.0,5.6,2.6,73.3,Yes,Yes,High,100.0,75.1,3.06,Average
917,21,Female,2.5,3.6,0.6,6.7,68.8,Yes,Yes,Low,82.6,64.9,2.0,Poor
918,24,Male,3.3,5.8,1.0,5.7,50.0,Yes,No,High,86.2,50.7,2.07,Poor
919,19,Male,2.3,10.0,2.1,3.5,81.3,Yes,Yes,Low,100.0,62.6,2.73,Average
920,22,Female,1.6,7.7,2.2,6.7,73.8,Yes,No,Medium,95.4,66.8,3.22,Good
921,24,Male,4.0,5.7,6.6,5.5,86.0,Yes,No,Medium,,80.9,3.0,Average
922,22,Female,3.8,6.9,4.8,3.5,62.3,Yes,No,Medium,100.0,63.8,2.36,Average
923,21,Female,4.5,7.1,4.7,3.7,75.5,Yes,No,Medium,100.0,88.1,3.45,Good
924,18,Male,4.3,8.0,2.5,4.7,86.7,Yes,Yes,Low,100.0,71.0,2.94,Average
925,19,Female,3.9,9.2,2.5,2.3,71.7,Yes,No,Medium,100.0,64.5,2.61,Average
926,25,Female,4.3,7.5,0.4,4.0,86.1,Yes,No,High,100.0,99.1,4.0,Good
927,21,Female,3.4,6.4,4.4,4.6,76.4,Yes,Yes,Medium,90.9,72.3,2.5,Average
928,19,Male,4.1,7.9,3.9,0.6,81.7,Yes,No,Medium,100.0,73.4,3.08,Average
929,20,Female,2.4,6.2,5.3,3.6,88.0,Yes,No,High,89.0,61.7,2.21,Average
930,22,Female,4.1,5.8,2.6,3.4,91.5,Yes,Yes,Medium,100.0,74.1,2.91,Average
931,21,Female,4.5,4.9,2.7,6.1,82.9,Yes,No,High,100.0,83.1,3.92,Good
932,23,Female,2.5,5.1,3.3,0.3,73.9,Yes,Yes,Medium,72.8,62.4,2.01,Poor
933,19,Female,3.6,5.9,4.6,3.2,77.4,Yes,No,Medium,100.0,69.0,2.66,Average
934,22,Male,2.6,5.6,0.4,3.0,88.4,Yes,No,Low,100.0,61.6,2.02,Poor
935,20,Male,2.7,7.4,4.3,5.9,71.8,Yes,No,Low,100.0,62.4,2.55,Average
936,25,Male,1.8,5.6,3.0,3.9,80.2,Yes,No,Medium,95.3,53.9,2.52,Average
937,18,Male,5.4,3.2,1.1,7.6,78.1,Yes,Yes,High,100.0,81.0,3.3,Good
938,18,Male,5.1,5.7,0.0,5.3,81.0,Yes,No,Low,100.0,99.3,3.93,Good
939,21,Female,4.3,6.4,2.8,3.2,71.9,No,Yes,High,98.2,92.8,4.0,Good
940,21,Male,6.5,6.3,5.6,4.5,63.5,Yes,No,Medium,100.0,100.0,4.0,Good
941,23,Female,3.2,8.8,6.0,3.3,87.2,Yes,Yes,Medium,100.0,72.4,3.18,Average
942,20,Female,8.0,6.3,3.6,5.7,91.6,Yes,Yes,High,100.0,100.0,4.0,Good
943,25,Male,3.2,8.1,6.5,1.3,64.1,Yes,Yes,High,100.0,57.3,1.29,Poor
944,21,Female,3.9,7.0,2.9,,85.7,No,Yes,Medium,100.0,79.9,3.17,Average
945,18,Female,2.9,6.9,4.7,4.9,92.8,Yes,Yes,Medium,100.0,65.3,2.23,Average
946,18,Female,4.1,6.0,2.2,6.5,88.0,Yes,Yes,Low,100.0,90.5,3.33,Good
947,25,Male,4.8,6.9,2.1,0.0,77.8,Yes,No,Medium,100.0,65.9,3.15,Average
948,18,Female,3.3,6.1,1.8,6.7,72.6,Yes,No,High,100.0,67.0,2.55,Average
949,25,Female,6.2,7.2,0.0,3.7,82.8,Yes,No,Medium,100.0,100.0,4.0,Good
950,19,Female,3.9,6.7,5.3,0.2,84.5,Yes,No,Medium,100.0,65.7,2.14,Poor
951,17,Female,3.9,5.9,1.8,0.0,83.0,Yes,No,Low,92.3,75.6,2.64,Average
952,19,Female,2.1,8.2,1.6,0.9,80.2,Yes,No,Medium,87.3,67.6,2.97,Average
953,22,Male,4.1,7.5,0.9,4.0,71.2,Yes,No,Medium,100.0,88.8,3.43,Good
954,20,Female,3.3,6.5,2.6,3.9,86.2,Yes,No,Medium,95.6,62.3,2.6,Average
955,24,Male,2.6,7.2,6.2,,86.7,Yes,No,Medium,100.0,50.8,1.99,Poor
956,22,Female,2.3,6.9,6.8,2.9,84.0,Yes,Yes,High,,50.4,1.96,Poor
957,20,Male,7.5,6.0,0.0,1.8,83.1,Yes,No,High,100.0,96.8,3.77,Good
958,22,Male,3.1,7.1,2.4,3.2,98.8,Yes,No,Medium,100.0,64.1,2.63,Average
959,25,Female,1.3,6.3,1.1,4.1,75.8,Yes,No,Low,92.0,47.5,2.13,Poor
960,20,Male,2.5,5.9,4.8,4.5,94.8,Yes,No,High,88.8,75.5,3.59,Good
961,18,Female,3.4,5.1,3.5,2.4,74.7,Yes,No,High,88.4,65.7,2.56,Average
962,20,Male,4.3,6.6,1.9,5.8,93.1,Yes,No,High,100.0,84.6,3.25,Good
963,24,Female,4.3,7.7,3.1,2.8,94.3,Yes,Yes,Medium,100.0,75.3,2.83,Average
964,18,Female,4.5,2.0,2.1,2.3,79.1,Yes,Yes,Low,100.0,85.7,3.94,Good
965,25,Male,2.5,10.0,5.9,2.9,98.6,No,No,High,99.1,80.9,3.48,Good
966,22,Female,4.0,8.1,4.0,6.1,86.7,Yes,Yes,Medium,100.0,69.3,2.11,Poor
967,22,Male,2.2,8.6,4.2,3.7,73.2,Yes,No,Medium,92.7,70.6,2.14,Poor
968,19,Female,2.6,8.0,0.0,2.6,78.3,Yes,Yes,Medium,95.7,70.9,2.54,Average
969,25,Female,2.1,9.2,2.9,,93.3,Yes,No,Medium,97.8,65.5,2.7,Average
970,17,Female,1.7,6.1,6.7,8.3,91.2,Yes,No,Medium,85.1,58.7,2.34,Average
971,19,Male,5.1,3.9,5.4,4.4,71.4,Yes,No,Medium,100.0,80.8,3.41,Good
972,20,Male,4.5,6.5,0.0,6.5,80.6,Yes,No,Medium,100.0,99.3,3.91,Good
973,21,Female,5.0,7.7,2.4,6.1,84.0,Yes,No,Medium,100.0,89.6,4.0,Good
974,21,Female,3.6,7.2,0.8,2.8,76.9,Yes,No,Low,100.0,78.5,3.41,Good
975,18,Male,4.7,7.3,6.1,4.1,100.0,Yes,No,High,100.0,79.8,3.22,Good
976,19,Male,0.9,8.6,3.4,1.4,84.3,Yes,No,Medium,89.1,57.9,2.72,Average
977,17,Male,4.8,7.5,1.6,3.6,81.4,Yes,Yes,Medium,100.0,76.8,2.49,Average
978,22,Female,3.8,8.0,3.1,2.7,93.9,Yes,No,Medium,100.0,79.3,3.14,Average
979,20,Male,4.4,5.9,0.0,3.2,78.3,No,No,Medium,100.0,100.0,4.0,Good
980,22,Male,4.1,5.7,1.0,2.5,92.1,Yes,No,Medium,100.0,63.2,2.74,Average
981,22,Female,2.0,8.9,3.1,3.4,65.3,Yes,No,Low,77.2,56.3,1.65,Poor
982,23,Male,1.3,7.1,4.5,5.1,77.5,Yes,No,High,96.3,52.5,2.01,Poor
983,21,Female,2.4,6.3,0.0,3.8,92.5,Yes,No,Low,100.0,70.0,2.94,Average
984,22,Male,4.3,6.3,2.3,0.3,97.7,No,No,High,100.0,83.9,3.52,Good
985,22,Female,4.5,6.2,4.8,2.5,74.3,No,No,Medium,100.0,75.8,3.45,Good
986,22,Female,1.4,6.1,0.4,1.0,73.1,Yes,No,Low,81.0,54.6,2.45,Average
987,22,Female,2.0,5.5,3.4,4.5,87.7,Yes,Yes,Medium,91.1,63.6,2.52,Average
988,19,Male,2.4,5.2,3.1,5.0,75.8,Yes,No,Medium,100.0,57.3,2.53,Average
989,19,Female,3.0,6.8,6.1,4.5,79.3,Yes,Yes,High,99.7,78.5,3.07,Average
990,24,Female,1.5,6.3,2.6,2.4,90.8,Yes,No,High,77.3,57.5,2.35,Average
991,20,Male,1.4,8.3,2.7,4.5,76.6,Yes,No,Medium,94.4,58.3,2.61,Average
992,21,Male,2.3,7.4,4.5,3.1,62.3,Yes,No,Medium,89.0,47.8,1.9,Poor
993,18,Male,3.6,7.3,0.6,1.7,69.0,Yes,Yes,High,,79.7,3.32,Good
994,20,Female,1.7,6.1,2.6,5.5,82.1,Yes,Yes,Medium,92.6,64.5,2.92,Average
995,21,Female,3.3,6.9,2.2,5.6,63.4,Yes,Yes,Medium,98.4,68.9,3.0,Average
996,22,Female,5.1,,2.7,5.9,79.0,Yes,No,Medium,100.0,76.0,3.47,Good
997,21,Female,1.5,7.9,4.5,2.8,68.1,No,No,Medium,67.3,43.4,2.55,Average
998,20,Female,3.2,6.9,4.0,6.4,98.4,Yes,No,Medium,100.0,87.5,3.74,Good
999,25,Male,5.0,8.3,1.7,3.0,100.0,Yes,No,Medium,100.0,86.7,3.31,Good
1000,21,Male,2.9,7.0,3.2,5.3,71.4,Yes,No,High,75.3,68.2,2.91,Average
1001,24,Female,2.6,8.0,5.7,3.0,84.6,Yes,No,Medium,100.0,54.6,2.35,Average
1002,23,Male,5.2,6.4,1.5,3.6,72.4,Yes,Yes,Medium,100.0,93.1,3.94,Good
1003,22,Female,3.0,4.8,3.3,0.0,78.9,Yes,No,Medium,100.0,61.6,2.99,Average
1004,24,Female,5.2,7.3,2.7,3.4,100.0,Yes,No,High,100.0,84.6,2.79,Average
1005,18,Male,4.1,7.9,2.9,4.2,77.3,Yes,No,Medium,100.0,70.2,3.34,Good
1006,25,Female,3.0,7.7,0.1,3.2,79.1,Yes,Yes,High,97.0,67.1,3.33,Good
1007,24,Male,4.2,7.5,5.5,7.5,72.6,Yes,Yes,Medium,100.0,74.1,3.16,Average
1008,21,Female,4.0,6.6,1.6,1.7,93.5,Yes,No,Medium,100.0,82.7,3.52,Good
1009,23,Female,5.0,6.0,4.8,2.9,49.4,No,No,High,100.0,61.5,2.38,Average
1010,21,Female,2.7,7.7,1.9,,77.6,Yes,No,High,97.3,65.5,2.62,Average
1011,19,Male,3.6,7.5,1.9,,81.5,No,No,Medium,100.0,65.1,2.85,Average
1012,24,Male,3.4,6.3,5.2,6.1,75.4,Yes,No,Medium,92.2,71.0,3.06,Average
1013,19,Male,4.6,8.3,4.8,7.0,90.6,Yes,Yes,Low,100.0,87.6,3.76,Good
1014,19,Male,2.0,5.9,3.4,2.6,94.0,No,No,Low,91.7,63.3,2.75,Average
1015,21,Male,5.0,6.3,4.4,2.6,67.9,No,Yes,High,100.0,79.6,3.5,Good
1016,24,Male,4.2,9.0,2.5,1.7,100.0,No,No,High,100.0,98.9,4.0,Good
1017,20,Female,1.5,8.0,3.0,6.6,67.8,Yes,No,Low,77.9,50.2,1.65,Poor
1018,21,Male,5.3,6.6,1.8,6.2,94.9,Yes,No,High,100.0,85.4,3.71,Good
1019,17,Male,6.9,7.3,4.6,,83.5,Yes,No,Medium,100.0,100.0,4.0,Good
1020,18,Female,5.0,7.2,1.8,1.2,77.0,Yes,No,High,100.0,75.3,3.0,Average
1021,17,Female,5.6,,5.7,1.4,77.9,No,No,High,100.0,82.2,3.81,Good
1022,17,Female,3.6,5.9,2.4,4.3,81.7,Yes,No,High,100.0,69.2,2.45,Average
1023,24,Female,1.0,6.9,3.0,5.1,84.1,Yes,No,High,75.5,47.3,1.88,Poor
1024,24,Female,0.7,6.6,4.4,0.0,72.8,No,No,High,60.4,42.8,1.49,Poor
1025,24,Female,3.9,7.3,3.0,,79.7,No,No,Medium,100.0,81.6,3.75,Good
1026,17,Female,2.6,8.4,2.5,7.2,74.3,No,Yes,Low,100.0,72.0,3.46,Good
1027,17,Female,2.1,6.6,2.9,3.6,69.8,Yes,No,Medium,96.2,64.5,2.54,Average
1028,19,Male,3.4,,4.6,,73.8,Yes,No,High,,68.9,3.16,Average
1029,22,Male,4.4,7.4,1.8,5.3,70.5,No,Yes,Low,87.1,75.3,3.59,Good
1030,20,Male,1.3,6.6,2.8,1.8,77.8,Yes,No,High,96.9,34.8,1.38,Poor
1031,21,Male,2.8,6.8,3.0,3.4,86.3,Yes,No,Low,100.0,71.2,2.9,Average
1032,18,Female,5.8,6.6,4.6,3.7,83.2,No,Yes,High,100.0,70.2,3.06,Average
1033,23,Male,1.9,9.7,2.8,2.1,100.0,Yes,Yes,Medium,100.0,50.5,1.72,Poor
1034,19,Male,4.8,4.3,6.3,2.1,59.9,Yes,No,High,100.0,68.7,2.79,Average
1035,17,Male,2.8,6.5,2.7,,86.7,Yes,No,High,100.0,70.6,3.57,Good
1036,23,Female,4.3,7.0,2.6,2.0,82.1,Yes,No,Medium,100.0,75.8,2.86,Average
1037,25,Male,5.1,6.1,2.7,6.2,90.2,No,Yes,Medium,100.0,100.0,4.0,Good
1038,17,Female,4.6,8.1,0.6,3.1,89.2,Yes,Yes,Low,,90.9,3.82,Good
1039,20,Female,4.9,8.0,1.1,3.9,80.4,Yes,Yes,High,100.0,83.3,3.28,Good
1040,24,Male,1.8,6.9,2.0,5.1,83.7,Yes,No,High,75.0,71.5,2.94,Average
1041,23,Female,5.2,6.7,5.0,2.8,74.6,Yes,Yes,Medium,100.0,92.4,4.0,Good
1042,24,Male,2.2,6.9,2.9,5.1,88.1,No,Yes,Low,100.0,68.3,2.93,Average
1043,20,Male,3.9,6.9,2.1,0.0,63.2,Yes,Yes,Medium,91.8,63.8,2.8,Average
1044,20,Female,3.9,6.9,5.2,4.9,89.8,Yes,No,Low,100.0,70.3,3.37,Good
1045,23,Female,4.2,6.8,5.8,0.0,81.8,Yes,No,High,100.0,62.2,2.39,Average
1046,18,Male,4.0,7.3,5.3,3.5,77.1,Yes,No,Medium,100.0,70.8,2.47,Average
1047,19,Female,2.2,7.9,1.5,5.7,79.7,Yes,No,High,98.3,55.2,2.83,Average
1048,22,Male,1.5,5.5,2.1,5.2,80.4,Yes,No,High,82.5,54.1,2.21,Average
1049,23,Female,4.8,5.7,6.3,1.4,95.0,Yes,No,High,100.0,84.4,3.69,Good
1050,18,Female,3.8,4.9,3.4,1.7,100.0,Yes,No,Medium,,64.2,2.3,Average
1051,21,Female,5.2,,2.5,2.6,94.2,Yes,No,Medium,100.0,80.9,3.37,Good
1052,20,Female,3.4,7.3,4.3,4.4,76.3,Yes,Yes,High,93.7,63.7,2.16,Poor
1053,21,Male,1.4,7.6,4.8,0.0,88.3,Yes,No,Medium,100.0,54.4,2.2,Poor
1054,25,Female,4.9,5.3,2.0,4.0,88.7,Yes,No,High,100.0,83.7,3.12,Average
1055,17,Female,2.9,9.1,3.4,4.6,72.7,Yes,No,Medium,100.0,61.8,2.16,Poor
1056,25,Female,4.0,6.3,4.7,3.4,69.4,Yes,Yes,Low,100.0,63.7,2.44,Average
1057,21,Male,2.5,7.2,0.9,5.1,81.4,No,No,High,90.3,55.7,1.43,Poor
1058,23,Male,6.0,8.0,3.0,4.4,90.1,Yes,No,High,100.0,90.4,3.21,Good
1059,20,Male,2.2,5.8,1.0,2.9,65.9,Yes,Yes,Low,77.2,57.3,2.57,Average
1060,19,Male,3.0,6.3,1.2,0.1,74.8,Yes,Yes,Medium,100.0,65.8,2.75,Average
1061,23,Male,3.7,7.2,2.0,4.3,87.7,Yes,No,Low,100.0,77.9,2.74,Average
1062,23,Male,1.9,10.0,3.9,2.1,82.4,Yes,No,Medium,100.0,61.3,2.64,Average
1063,18,Female,4.0,7.4,2.4,2.8,96.2,Yes,No,Medium,100.0,87.4,3.19,Average
1064,23,Male,5.9,8.9,1.8,5.0,67.9,Yes,No,Medium,100.0,83.3,3.58,Good
1065,23,Female,2.8,8.4,3.1,6.8,100.0,Yes,No,Low,,59.9,2.35,Average
1066,20,Female,4.1,7.4,0.9,3.9,66.6,Yes,No,Medium,100.0,84.8,3.28,Good
1067,25,Female,0.5,5.8,3.8,,61.7,Yes,No,Medium,77.0,43.0,1.69,Poor
1068,22,Male,3.4,8.3,5.0,1.1,81.4,Yes,Yes,Low,100.0,60.8,3.33,Good
1069,20,Male,3.0,5.2,2.9,4.5,70.7,No,Yes,Medium,100.0,66.9,2.41,Average
1070,17,Female,2.3,8.9,2.6,3.9,81.6,Yes,No,Medium,99.0,71.3,2.93,Average
1071,23,Female,5.1,7.2,3.7,6.5,81.3,Yes,Yes,Medium,100.0,97.7,4.0,Good
1072,18,Male,3.0,3.8,0.0,2.9,80.0,Yes,Yes,Medium,100.0,74.1,2.63,Average
1073,23,Female,3.2,6.6,4.0,3.5,73.6,No,No,Low,93.4,74.1,2.41,Average
1074,21,Female,2.9,7.8,8.6,6.1,86.3,Yes,No,Low,100.0,51.1,1.84,Poor
1075,21,Female,0.6,6.7,2.8,3.8,78.8,Yes,Yes,High,80.3,48.1,2.19,Poor
1076,18,Male,1.8,7.9,2.8,1.8,93.0,Yes,No,High,90.9,60.1,2.29,Average
1077,23,Male,4.9,6.0,4.3,9.1,80.2,Yes,No,High,100.0,83.8,3.27,Good
1078,18,Male,0.5,5.4,6.0,1.8,72.4,Yes,No,High,,53.3,2.45,Average
